segmentnr	original	analyzed
SA_GSP29_nyaka-0	oṃ namaḥ paramātmane |	om namaḥ paramātmane 
SA_GSP29_nyaka-1	vaiśeṣikadarśanaṣaṭīkapraśastapādabhāṣyavijñāpanam |	vaiśeṣika darśana ṣaṭīka praśasta pāda bhāṣya vijñāpanam 
SA_GSP29_nyaka-2	"viśvanāthapañcānanāḥ ""anekaikatrabuddhiyogyatvābuddhirityante"" iti kārikāvyākhyāyāṃ vidvānasūktāvacyā ""yajñāniyataikatvajñānaṃ tatra citvādibhinnā bahutvasaṃkhyotpadyate yayā caināvacanāditi kandalīkāraḥ"" mahādevabhaṭṭaśca sukṛtavallīkāyāṃ ""pratyāropitaṃ nīlakuryaṃ sam iti kandalīkāramatam"" ityādyuktavantaḥ |"	viśvanātha pañcānanāḥ aneka ekatra buddhi yogya tva abuddhiḥ iti ante iti kārikā vyākhyāyām yajña aniyata ekatva jñānam tatra citu ādi bhinnā bahutva saṃkhyā utpadyate yayā ca enā vacanāt iti kandalīkāraḥ mahādevabhaṭṭaḥ ca sukṛta vallīkāyām pratyāropitam iti kandalīkāra matam ityādi uktavantaḥ 
SA_GSP29_nyaka-3	"sarvadarśanasaṃ kośe'pi kandalīpanthaḥ kaśca kandalīkāra iti nirṇīyumicchanhaṃ māyavīye kharvadarśanasaṃgrahe śrītatvayadīpane ""dravyaṃ nava iti bhāṭṭā vedāntinaśca bhaṇanti"" ""āropitaṃ nīlakuryamiti śrīdharācāryāḥ"" iti dṛṣṭvā vaiśeṣikabhāṣyasyāsyaiva kāryatvaṃ kandalīpanthaḥ śrīdharācāryasyaiva kandalīkāra ityanumitavān |tattacca samayādivaiḥ śrīmadrudrasvayambhūlottanāmīyataṃ ""nyāyakandalī prathaktapādabhāṣyaṭīkā tatputtakaṃ ca vārāṇasīstharājakīyaveṅkuṭapāṭhaśālīyasya prathamanyāyādhyāpakasya paṇḍitalakṣmīnṛsiṃhaśāstriṇo'pi pustakālaye(1) vartate"" iti |"	kośe api kandalī panthaḥ kaḥ ca kandalīkāraḥ iti nirṇīyum icchan ham māyavīye kharva darśana saṃgrahe dravyam navaḥ iti bhāṭṭāḥ vedāntinaḥ ca bhaṇanti āropitam nīlakuryam iti śrīdhara ācāryāḥ iti dṛṣṭvā vaiśeṣika bhāṣyasya asya eva kārya tvam kandalī panthaḥ śrīdhara ācāryasya eva kandalīkāraḥ iti anumitavān tat tat ca nyāyakandalī nyāyakandalī prathakta pāda bhāṣya ṭīkā tatpuruṣa anumāna prathakta pāda bhāṣya ṭīkā t
SA_GSP29_nyaka-4	tatputtakāśrayasampradāyānā ikṣmadahāpraṇāścaturthapaṃktau pradattānāṃ pustakānāṃ samyādanīya kāyyamu taduttarapṛṣṭhakālasya yava vidheyamiti śraddhatto'rviśeṣa kālena paralokamupacchanniti khyāpayatu tadupalabdhiṃ manyamānaḥ khinnacitto'tigūḍhaṃ |	tad puttaka āśraya sampradāyānāḥ caturtha paṃktau pradattānām pustakānām tat uttara pṛṣṭha kālasya vidheyam iti śraddhattoḥ viśeṣa kālena para lokam upacchan iti khyāpayatu tat upalabdhim manyamānaḥ khinna citta uti gūḍham 
SA_GSP29_nyaka-5	"tataḥ para vaiśeṣikadarśanānurāgiṇāṃ pramodāya udayanācāryaviracitakiraṇāvalīṭīkāyarvalitapraśastapādabhāṣye mudritamupakrānte api ""udayanenaiva siddhānti kāryeṣu na manorathaiḥ |"	tatas para vaiśeṣika darśana anurāgiṇām pramodāya udayana ācārya viracita kiraṇāvalī ṭīkā yarvalita praśasta pāda bhāṣye mudritam upakrānte api udayanena eva siddhānti kāryeṣu na manorathaiḥ 
SA_GSP29_nyaka-6	na hi suptasya siṃhasya praviśanti mukhe mṛgāḥ ||	na hi suptasya siṃhasya praviśanti mukhe mṛgāḥ 
SA_GSP29_nyaka-7	""" ityupakramya kāśmīradeśamadhigamyapunarevaināsmannikaṭa preṣitā kiraṇāvalīgrahitanaika tatpustakaṃ dvitīyaṃ ca vārāṇasīsthapaṇḍitabaṭṭaśrībhimaśrarāmapraṇoditaṃ prāptavān tataḥ pustakadvayenāsya mudraṇaṃ dattyābhūmivaṣṭatītyavadhāritavāṃśca |"	iti upakramya kāśmīra deśam adhigamya punar eva enā asmad nikaṭa preṣitā kiraṇāvalī grahita na eka tad pustakam dvitīyam ca vārāṇasī stha paṇḍita baṭṭa śrī bhimaśrarāma praṇoditam prāptavān tatas pustaka dvayena asya mudraṇam dattyā bhūmi vaṣṭati iti avadhāritavān ca 
SA_GSP29_nyaka-8	śvāntare vārāṇasīstharājakīyaveṅkuṭapāṭhaśālāpradhānodhyakṣavarya100mukhya-śāstretihasavāhanamahāprayānāṃ nivedenāsya nijasvādhyāsya pustakālayīyaṃ ṣaḍdarśane prathame dvaye ta yava mahāśayāḥ śrīgurubundarasāhevamahāśayasyaihateḥ puṇyadhanaṃ(punā)svadeśakālayaṣucakrāvartyāvirbhūtasya nyāyakandalyāḥ pustakadvayamāhṛtya pradattavantaḥ |	śva antare nivedena asya nija svādhyā asya pustaka ālayīyam ṣaḍdarśane prathame dvaye mahāśayāḥ śrī guru bundarasāheva mahāśayasya aihateḥ nyāya kandalyāḥ pustaka dvayam āhṛtya pradattavantaḥ 
SA_GSP29_nyaka-9	itthaṃ pustakacatuṣṭaye satyādite paṇḍitamaulibhavarāmaśarmaṇā pustakaṃ praśastapādabhāṣyamitaṃ prācīna vārāṇasīyamiti(2) prathamatvena kalpitam |	ittham pustaka catuṣṭaye sati ādite paṇḍita mauli bhava rāmaśarmaṇā pustakam praśasta pāda bhāṣya mitam prācīna prathama tvena kalpitam 
