segmentnr	original	analyzed
SA_MB_yogavishayaHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_yogavishayaHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00121	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_yogavishayaHK-2	Uniform title: yogaviṣaya	uniform title yoga viṣaya 
SA_MB_yogavishayaHK-3	Secondary title: kaulajñānanirṇaya and some minor texts of the school of matsyendrānātha	secondary title kaula jñāna nirṇaya and some minor texts of the school of matsyendrānātha 
SA_MB_yogavishayaHK-4	Author : matsyendrānātha	authoḥ matsyendrānātha 
SA_MB_yogavishayaHK-5	Alternate name : matsyendra	alternate name matsya indra 
SA_MB_yogavishayaHK-6	Alternate name : macchagnapāda	name mad śagna pāda 
SA_MB_yogavishayaHK-7	Editor : Bagchi, P. C.	e t itoḥ bagchi p c 
SA_MB_yogavishayaHK-8	Description: The source of this e-text is Calcutta Sanskrit Series 3 - kaulajñānanirṇaya and some minor texts of the school of matsyendrānātha -  where it is bundled along with kaulajñānanirṇaya kulānandatantra, and jñānakārikā .	description the source of this etext is calcutta sanskrit series kaula jñāna nirṇaya and some minor texts of the school of matsyendrānātha                                           
SA_MB_yogavishayaHK-9	The printed volume also contains introductory material and summaries in english.	the printed volume also contains introductory material and summaries in english 
SA_MB_yogavishayaHK-10	Notes: Data-entered by Mike McGee	notes data entered by mike mcgee 
SA_MB_yogavishayaHK-11	Revision 0:  Sept. 17, 2008	revision 
SA_MB_yogavishayaHK-12	Publisher : Metropolitan Printing and Pub. House	publisher metropolitan printing and pub house 
SA_MB_yogavishayaHK-13	Publication year : 1934	publication year 
SA_MB_yogavishayaHK-14	Publication city : Calcutta	publication citi calcutta 
SA_MB_yogavishayaHK-15	Publication country : India	publication country india 
SA_MB_yogavishayaHK-16	guruśca guruputraśca ye cānye gurubāndhavāḥ.	guruḥ ca guru putraḥ ca ye ca anye guru bāndhavāḥ 
SA_MB_yogavishayaHK-17	anyoṣaṃca kramājjyeṣṭhāsteṣāṃ pādau namāmyaham || 1 ||	kramāt jyeṣṭhāḥ teṣām pādau namāmi aham 
SA_MB_yogavishayaHK-18	yadṛśī bhāvanātitaṃ taṃ guruṃ praṇamāmyaham.	yadṛśī bhāvanā atitam tam gurum praṇamāmi aham 
SA_MB_yogavishayaHK-19	bhrāntaśca bhramate loko nirbhrāntaḥ kṛtaniścayaḥ || 2 ||	bhrāntaḥ ca bhramate lokaḥ nirbhrāntaḥ kṛta niścayaḥ 
SA_MB_yogavishayaHK-20	tasya sidhyanti puruṣā ādināthe vyavasthitāḥ.	tasya sidhyanti puruṣāḥ ādināthe vyavasthitāḥ 
SA_MB_yogavishayaHK-21	kulajātisamāyuktaḥ sucaritraguṇānvitaḥ || 3 ||	kula jāti samāyuktaḥ su caritra guṇa anvitaḥ 
SA_MB_yogavishayaHK-22	gurubhaktiyuto dhīmān sa śiṣya iti kathyate.	guru bhakti yutaḥ dhīmān sa śiṣyaḥ iti kathyate 
SA_MB_yogavishayaHK-23	ākulenādināthena kejāpūpīnavāsinā || 4 ||	ākulena ādināthena 
SA_MB_yogavishayaHK-24	kṛpayaiva paraṃ tattvaṃ mīnanātho'pi bodhataḥ.	kṛpayā eva param tattvam mīnanāthaḥ upi bodhataḥ 
