segmentnr	original	analyzed
SA_MBV_amakesvarimataHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MBV_amakesvarimataHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00097	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MBV_amakesvarimataHK-2	Uniform title: vāmakeśvarīmata	uniform title 
SA_MBV_amakesvarimataHK-3	Main title: vāmakeśvarīmata with the commentary of jayaratha	main title vāmakeśvarīmata with the commentary of jayaratha 
SA_MBV_amakesvarimataHK-4	Secondary title: vāmakeśvarīmatavivaraṇa	secondara title vāmakeśvarīmata vivaraṇa 
SA_MBV_amakesvarimataHK-5	Secondary title: nityāṣoḍaśikārṇava (alternate title)	secondara title nityāṣoḍaśikā arṇava alternate title 
SA_MBV_amakesvarimataHK-6	Commentator : jayaratha	commentatoḥ jayaratha 
SA_MBV_amakesvarimataHK-7	Editor : śāstrī m k	e t itoḥ śāstrī m k 
SA_MBV_amakesvarimataHK-8	Description: E-text transcribed from volume 66 of the Kashmir Series of Texts and Studies.	description etext transcribed from volume of the kashmir series of texts and studies 
SA_MBV_amakesvarimataHK-9	Notes: This e-text was transcribed by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.          Revision 0: Oct. 16, 2007	notes this etext was transcribed by the staff of muktabodha under the supervision of mark sg dyczkowski 
SA_MBV_amakesvarimataHK-10	Publisher : Research Department, Jammu and Kashmir State	publisher research depatment jammu and kashmir state 
SA_MBV_amakesvarimataHK-11	Publication year : 1945	publication year 
SA_MBV_amakesvarimataHK-12	Publication city : Srinagar	publication citi srinagar 
SA_MBV_amakesvarimataHK-13	Publication country : India	publication country india 
SA_MBV_amakesvarimataHK-14	atha	atha 
SA_MBV_amakesvarimataHK-15	śrīvāmakeśvarīmatam	          
SA_MBV_amakesvarimataHK-16	śrīmadrājānakajayarathaviracitavivaraṇopetam |	             
SA_MBV_amakesvarimataHK-17	prathamaḥ paṭalaḥ |	prathamaḥ paṭalaḥ 
SA_MBV_amakesvarimataHK-18	svasvāmibhāvaparijṛmbhaṇasāracakra-	sva svāmi bhāva parijṛmbhaṇa sāra cakra 
SA_MBV_amakesvarimataHK-19	cakreśvarīmayatayā navadhā svarūpam |	cakreśvarī maya tayā navadhā svarūpam 
SA_MBV_amakesvarimataHK-20	ābhāsayantyadhanude tripurāstu sarva-	ābhāsayanti a dhanude 
SA_MBV_amakesvarimataHK-21	sarvātmakatvakalanena nijākṣarāṇām || 1 ||	sarva ātmaka tva kalanena nija akṣarāṇām 
SA_MBV_amakesvarimataHK-22	jayanti paramādvaitavijñānāmṛtanirbharāḥ |	jayanti parama advaita vijñāna amṛta nirbharāḥ 
SA_MBV_amakesvarimataHK-23	pūrve śrīdīpikācāryapramukhā guravo mama || 2 ||	pūrve śrī dīpikā ācārya pramukhāḥ guravaḥ mama 
SA_MBV_amakesvarimataHK-24	parakṛtakukalpanāmayatimirāndhyāpohanāya manāk |	para kṛta ku kalpanā āmaya timira āndhya apohanāya manāk 
SA_MBV_amakesvarimataHK-25	śrīvāmakeśvarīmatamuddyotayituṃ mamodyamo'dyāyam || 3 ||	śrī vāmakeśvarī matam uddyotayitum mama udyamaḥ udyāyam 
SA_MBV_amakesvarimataHK-26	iha khalu kañcana parānujighṛkṣāparatayā avatitārayiṣitarahasyaitacchāstragarbhīkāreṇa	iha khalu kañcana para anujighṛkṣā para tayā avatitārayiṣita rahasya etad śāstra garbhīkāreṇa 
SA_MBV_amakesvarimataHK-27	bhaktitāratamyāt paunaḥ punyena samucitanamaskāryanamaskāraṃ karoti tantrāvatārako	bhakti tāratamyāt paunar punyena samucita namaskārya namaskāram karoti 
SA_MBV_amakesvarimataHK-28	gaṇeśagrahanakṣatrayoginīrāśirūpiṇīm |	gaṇeśa graha nakṣatra yoginī rāśi rūpiṇīm 
SA_MBV_amakesvarimataHK-29	devīṃ mantramayīṃ naumi mātṛkāṃ pīṭharūpiṇīm || 1 ||	devīm mantra mayīm naumi mātṛkām pīṭha rūpiṇīm 
SA_MBV_amakesvarimataHK-30	iha	iha 
SA_MBV_amakesvarimataHK-31	- - - - - na vidyā mātṛkāparā | (sva0 11|199)	ro vidyā mātṛkā aparā 
SA_MBV_amakesvarimataHK-32	iti paśubhirajñātasvarūpāṃ bhagavatīṃ mātṛkāmanyatra	iti paśubhiḥ ajñāta svarūpām bhagavatīm mātṛkām anyatra 
SA_MBV_amakesvarimataHK-33	yā sā śaktirjagaddhātuḥ kathitā samavāyinī |	yā sā śaktiḥ jagat dhātuḥ kathitā samavāyinī 
SA_MBV_amakesvarimataHK-34	(mā0 vi0 3|5)	mā vi 
SA_MBV_amakesvarimataHK-35	ityādinā uktām, ihāpi	ityādinā uktām iha api 
SA_MBV_amakesvarimataHK-36	p. 2)	p 
SA_MBV_amakesvarimataHK-37	tripurā paramā śaktirādyā jātāditaḥ priye |	tripurā paramā śaktiḥ ādyā jātā āditas priye 
SA_MBV_amakesvarimataHK-38	sthūlasūkṣmavibhāgena trailokyotpattimātṛkā || (4|4)	sthūla sūkṣma vibhāgena trailokya utpatti mātṛkā 
SA_MBV_amakesvarimataHK-39	ityādināṃ vakṣyamāṇasvarūpām, gurubhirapi	ityādinām vakṣyamāṇa svarūpām gurubhiḥ api 
SA_MBV_amakesvarimataHK-40	citiḥ pratyavamarśātmā parā vāk svarasoditā |	citiḥ pratyavamarśa ātmā parā vāc sva rasā uditā 
SA_MBV_amakesvarimataHK-41	svātantryametanmukhyaṃ tadaiśvaryaṃ paramātmanaḥ ||	svātantryam etat mukhyam tat aiśvaryam paramātmanaḥ 
SA_MBV_amakesvarimataHK-42	sā sphurattā mahāsattā deśakālāviśeṣiṇī |	sā sphurat tā mahāsattā deśa kāla a viśeṣiṇī 
SA_MBV_amakesvarimataHK-43	saiṣā sāratayā proktā hṛdayaṃ parameṣṭhinaḥ ||	sā eṣā sāra tayā proktā hṛdayam parameṣṭhinaḥ 
SA_MBV_amakesvarimataHK-44	(ī0 pra0 1|5|10)	ī pra 
SA_MBV_amakesvarimataHK-45	ityādinā nirūpitāṃ parahaṃparāmarśasārāṃ parāṃ parameśvarīṃ vācyavācakātmano	ityādinā nirūpitām para aham parāmarśa sārām parām parameśvarīm 
SA_MBV_amakesvarimataHK-46	viśvasya jananīṃ svātantryātmikāṃ śaktim,	viśvasya jananīm svātantrya ātmikām śaktim 
SA_MBV_amakesvarimataHK-47	- - - - - - - - - - - - ekākī na ramāmyaham |	    na ramāmi   
SA_MBV_amakesvarimataHK-48	itivacanāt	itivacanāt 
SA_MBV_amakesvarimataHK-49	āsthāsyadekarūpeṇa vapuṣā cenmaheśvaraḥ |	āsthāsyat eka rūpeṇa vapuṣā ced maheśvaraḥ 
SA_MBV_amakesvarimataHK-50	maheśvaratvaṃ saṃvittvaṃ tadatyakṣyadghaṭādivat	maheśvara tvam saṃvid tvam tat atyakṣyat ghaṭa ādi vat 
SA_MBV_amakesvarimataHK-51	(ta0 3|100)	ta 
SA_MBV_amakesvarimataHK-52	ityādyuktayuktyā ca bahirullilāsayiṣayā unmiṣantīṃ śrīmannaravāhanadattasūtritayā	ityādi ukta yuktyā ca bahis ullilāsayiṣayā unmiṣantīm śrīmat naravāhanadatta sūtritayā 
SA_MBV_amakesvarimataHK-53	akacaṭatapayaśagaṇeśagrahādhīśanakṣatrarāśīśvarī-yoginīvācyagarbhā	aka ca ṭa tapa yaśa gaṇa īśa graha adhīśa nakṣatra rāśi īśvarī yoginī vācya garbhā 
