segmentnr	original	analyzed
SA_GP12_nardp1_u-0	ṛṣaya ūcuḥ	ṛṣayaḥ ūcuḥ 
SA_GP12_nardp1_u-1	kathaṃ sanatkumārastu nāradāya mahātmane /	katham sanatkumāraḥ tu nāradāya mahātmane 
SA_GP12_nardp1_u-2	proktavānsakalāndharmānkathaṃ tau militāvubhau // NarP_1,2.1 //	proktavān sakalān dharmān katham tau militau ubhau 
SA_GP12_nardp1_u-3	kasminsthāne sthitau sūta tāvubhau brahmavādinau /	kasmin sthāne sthitau sūta tau ubhau brahma vādinau 
SA_GP12_nardp1_u-4	harigītasamudgāne cakratustadvadasva naḥ // NarP_1,2.2 //	hari gīta samudgāne cakratuḥ tat vadasva naḥ 
SA_GP12_nardp1_u-5	sūta uvāca	sūtaḥ uvāca 
SA_GP12_nardp1_u-6	sanakādyā mahātmāno brahmaṇo mānasāḥ sutāḥ /	sanaka ādyāḥ mahātmānaḥ brahmaṇaḥ mānasāḥ sutāḥ 
SA_GP12_nardp1_u-7	nirmamā nirahaṃkārāḥ sarve te hyūdhvaretasaḥ // NarP_1,2.3 //	nirmamāḥ nirahaṃkārāḥ sarve te hi ūdhvaretasaḥ 
SA_GP12_nardp1_u-8	teṣāṃ nāmāni vakṣyāmi samakaśca sanandanaḥ /	teṣām nāmāni vakṣyāmi samakaḥ ca sa nandanaḥ 
SA_GP12_nardp1_u-9	sanasphumāraśca vibhuḥ sanātama iti smṛtaḥ // NarP_1,2.4 //	sanasphumāraḥ ca vibhuḥ sanātamaḥ iti smṛtaḥ 
SA_GP12_nardp1_u-10	viṣṇubhaktā mahātmāno brahmadhyānaparāyaṇāḥ /	viṣṇu bhaktāḥ mahātmānaḥ brahma dhyāna parāyaṇāḥ 
SA_GP12_nardp1_u-11	sahasrasūryasaṃkāśāḥ satyasandhā mumukṣavaḥ // NarP_1,2. 5//	sahasra sūrya saṃkāśāḥ satya sandhāḥ mumukṣavaḥ 
SA_GP12_nardp1_u-12	ekadā meruśṛṅgaṃ te prasthitā brahmaṇaḥ sabhām /	ekadā meru śṛṅgam te prasthitāḥ brahmaṇaḥ sabhām 
SA_GP12_nardp1_u-13	iṣṭaṃ mārge 'tha dadṛśuḥ gaṅgāṃ viṣṇipadīṃ dvijāḥ // NarP_1,2.6 //	iṣṭam mārge dadṛśuḥ gaṅgām viṣṇipadīm dvijāḥ 
SA_GP12_nardp1_u-14	tāṃ nirīkṣya samudyuktāḥ strātuṃ sītājale 'bhavan /	tām nirīkṣya samudyuktāḥ strātum sītā jale bhavan 
