segmentnr	original	analyzed
SA_K10_ayuhparu-0	Āps 1. bhagavāṃc chrāvastyāṃ viharati sma jetavane anāthapiṇḍadasyārāme. tatra bhagavān bhikṣūn āmantrayate sma. icchatha yūyaṃ bhikṣavaḥ satvānām  #	āps bhagavān śrāvastyām viharati sma jetavane anāthapiṇḍadasya ārāme tatra bhagavān bhikṣūn āmantrayate smaḥ icchatha yūyam bhikṣavaḥ satvānām 
SA_K10_ayuhparu-1	āyuḥparyantaṃ śrotuṃ. etasya bhagavāṃ kāla,	āyuḥ paryantam śrotum etasya bhagavān kāla 
SA_K10_ayuhparu-2	etasya sugata samayo,	etasya sugata samayo 
SA_K10_ayuhparu-3	yad bhagavān bhikṣūṇāṃ satvānām āyuḥparyantaṃ deśayed. bhagavataḥ śrutvā bhikṣavo dhārayiṣyanti. tena hi bhikṣavaḥ (GBM 1707.2)	yat bhagavān bhikṣūṇām satvānām āyuḥ paryantam deśayet bhagavataḥ śrutvā bhikṣavaḥ dhārayiṣyanti tena hi bhikṣu 
SA_K10_ayuhparu-4	śṛṇuta sādhu ca suṣṭhu ca manasikuruta,	śṛṇuta sādhu ca suṣṭhu ca manasikuruta 
SA_K10_ayuhparu-5	bhāṣiṣya. evaṃ bhadanteti. te bhikṣavo bhagavataḥ pratyaśroṣuḥ. atha bhagavāṃs tān bhikṣūn idam avocat*.	bhāṣiṣye evam bhadanta iti te bhikṣavaḥ bhagavataḥ pratyaśroṣuḥ atha bhagavān tān bhikṣūn idam avocat 
SA_K10_ayuhparu-6	Āps 2. paraṃ bhikṣavo narakeṣu kalpa āyuṣaḥ (GBM 1707.3)	āpaḥ param  bhikṣavaḥ naraka PLM kalpaḥ kalpa SNM āyus SGNe
SA_K10_ayuhparu-7	pramāṇam, asty antareṇa kālakriyā.	pramāṇam asti antareṇa kālakriyā 
SA_K10_ayuhparu-8	Āps 3. paraṃ bhikṣavas tiryakṣu kalpa āyuṣaḥ pramāṇam,	āpaḥ param bhikṣavaḥ tiryakṣu kalpaḥ āyuṣaḥ pramāṇam 
SA_K10_ayuhparu-9	asty antareṇa kālakriyā.	asti antareṇa kālakriyā 
SA_K10_ayuhparu-10	Āps 4. yāni bhikṣavo manuṣyāṇāṃ triṃśad rātriṃdivasāni tat pretānām (GBM 1707.4)	yāni bhikṣavaḥ manuṣyāṇām triṃśat rātriṃdivasāni tat pretānām 
SA_K10_ayuhparu-11	ekaṃ rātriṃdivasaṃ,	ekam rātriṃdivasam 
SA_K10_ayuhparu-12	tena rātriṃdivasena triṃśad rātrakeṇa māsena,	tena rātriṃdivasena triṃśat rātrakeṇa māsena 
SA_K10_ayuhparu-13	dvādaśa māsakena saṃvatsareṇa,	dvādaśa māsakena saṃvatsareṇa 
SA_K10_ayuhparu-14	tayā saṃvatsaragaṇanayā paṃca varṣaśatāni pretānām āyuṣaḥ (GBM 1707.5)	tayā saṃvatsara gaṇanayā paṃca varṣa śatāni preta āyus SGNe
SA_K10_ayuhparu-15	pramāṇāṃ. tad bhavati mānuṣikayā gaṇanayā paṃcadaśa varṣasahasrāṇy āyuṣaḥ pramāṇam,	tat bhavati mānuṣikayā gaṇanayā paṃcadaśa varṣa sahasrāṇi āyuṣaḥ pramāṇam 
SA_K10_ayuhparu-16	asty antareṇa kālakriyā.	asti antareṇa kālakriyā 
SA_K10_ayuhparu-17	Āps 5. atha bhagavāṃs tasyāṃ velāyāṃ gāthā bhāṣate.	atha bhagavān tasyām velāyām gāthāḥ bhāṣate 
SA_K10_ayuhparu-18	viśuṣkakaṇṭhauṣṭhapuṭā (GBM 1707.6)	viśuṣka Cp kaṇṭha Cp oṣṭha Cp puṭā SNF 
SA_K10_ayuhparu-19	suduḥkhitā	su duḥkhitā 
SA_K10_ayuhparu-20	pravṛddhaśailā iva ucchritāśrayā /	pravṛddha śailā iva ucchrita āśrayā 
SA_K10_ayuhparu-21	svakeśasaṃcchannavidāritonmukhā	sva keśa saṃcchanna vidārita unmukhā 
SA_K10_ayuhparu-22	susūkṣmasūcīsadṛśā nasāḥ kṛśā // 1	su sūkṣma sūcī sadṛśāḥ nasāḥ kṛśā 
SA_K10_ayuhparu-23	nagnā svakeśasaṃchanno asthiyantravadantatā (GBM 1707.7) /	nagnā sva Cp keśa Cp saṃchannaḥ SNPaM asthi Cp yantravat Cp anta Cp tā SNF
SA_K10_ayuhparu-24	kapālapāṇayo ghorāḥ kradantaḥ paridhāvinaḥ // 2	kapāla pāṇayaḥ ghorāḥ kradantaḥ paridhāvinaḥ 
SA_K10_ayuhparu-25	ārtasvarāṇi krandanto duḥkhāṃ vindati vedanām* // 3	ārta svarāṇi krandantaḥ duḥkhām vindati vedanām 
SA_K10_ayuhparu-26	X X X X (GBM 1693.1) ^ _ vyehe kṛtverṣyāṃ ca parasparam* /	   vyehe vyeh SPs3In kṛtvā kṛ Co īrṣyām īrṣyā SAF ca  parasparam 
SA_K10_ayuhparu-27	utpannās te pretaloke karma kṛtveha pāpakaḥ // 4	utpannāḥ te preta loke karma kṛtvā iha pāpakaḥ 
SA_K10_ayuhparu-28	Āps 6. pūrvavidehakānāṃ bhikṣavo manuṣyāṇām ardhatritīyāni varṣaśatāny āyuṣaḥ pramāṇam,	pūrvavidehakānām bhikṣavaḥ manuṣyāṇām ardhatritīyāni varṣa śatāni āyuṣaḥ pramāṇam 
SA_K10_ayuhparu-29	asty antareṇa (GBM 1693.2) kālakriyā.	asti antareṇa  gbM kālakriyā SNF
