segmentnr	original	analyzed
MBdiiksaaprakaasaHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBdiiksaaprakaasaHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00015	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBdiiksaaprakaasaHK-2	Uniform title: dīkṣāprakāśa	uniform title dīkṣāprakāśa 
MBdiiksaaprakaasaHK-3	Main title: dīkṣāprakāśaḥ	main title dīkṣā prakāśaḥ 
MBdiiksaaprakaasaHK-4	Author : maithilapaṇḍitaśrījīvanāthaśarma	authoḥ maithila paṇḍita śrī jīvanāthaśarma 
MBdiiksaaprakaasaHK-5	Author : rāmatejapāṇḍeya	rāmateja pāṇḍeya 
MBdiiksaaprakaasaHK-6	Author : raghunandanaprasāda śukla	raghunandana prasāda śukla 
MBdiiksaaprakaasaHK-7	Notes: Data-entered by the staff of Muktabodha under the supervision of Mark Dyczkowski.	notes data entered by the staff muktabodha under the supervision of mark dyczkowski 
MBdiiksaaprakaasaHK-8	Revision 0: 28/011/2007	revision 
MBdiiksaaprakaasaHK-9	Publisher : saṃskṛtapustakālaya kacauṇīgalī	publisher 
MBdiiksaaprakaasaHK-10	Publication year : 1935	publication year 
MBdiiksaaprakaasaHK-11	Publication city : Benares	publication citi benares 
MBdiiksaaprakaasaHK-12	Publication country : India	publication country india 
MBdiiksaaprakaasaHK-13	maithilapaṇḍitaśrījīvanāthaśarmaviracito-	            
MBdiiksaaprakaasaHK-14	dīkṣāprakāśaḥ |	dīkṣā prakāśaḥ 
MBdiiksaaprakaasaHK-15	sāhitya- śāstri 	sāhitya śāstri 
MBdiiksaaprakaasaHK-16	paṃ0 rāmatejapāṇḍeyena saṃskṛtaḥ |	rāmateja pāṇḍeyena saṃskṛtaḥ 
MBdiiksaaprakaasaHK-17	sa ca	sa ca 
MBdiiksaaprakaasaHK-18	paṃ0 raghunandanaprasāda śukla,	raghunandana prasāda śukla 
MBdiiksaaprakaasaHK-19	saṃskṛtapustakālaya, kacauṇīgalī	saṃskṛta pustaka ālaya 
MBdiiksaaprakaasaHK-20	banārasa siṭī	banārasa siṭī 
MBdiiksaaprakaasaHK-21	ityanena prakāśitaḥ |	iti anena prakāśitaḥ 
MBdiiksaaprakaasaHK-22	(dvitīyāvṛttiḥ |)	dvitīyā āvṛttiḥ 
MBdiiksaaprakaasaHK-23	saṃvat 1991	saṃvat 
MBdiiksaaprakaasaHK-24	śrīgaṇeśāya namaḥ	śrī gaṇeśāya namaḥ 
MBdiiksaaprakaasaHK-25	atha dīkṣāprakāśaḥ |	atha dīkṣā prakāśaḥ 
MBdiiksaaprakaasaHK-26	sṛṣṭisthitilayakatrī nagapatiputrī pumarthasandātrī |	              
MBdiiksaaprakaasaHK-27	kācinnavajaladābhā vidhiharivandyā jayatyādyā || 1 ||	kācid nava jalada ābhā vidhi hari vandyā jayati ādyā 
MBdiiksaaprakaasaHK-28	sādhakānāṃ hitārthāya jīvanāthena dhīmatā |	sādhakānām hita arthāya jīvanāthena dhīmatā 
MBdiiksaaprakaasaHK-29	dīkṣāprakāśaḥ kriyate tantrasārānusārataḥ || 2 ||	dīkṣā prakāśaḥ kriyate tantrasāra anusārataḥ 
MBdiiksaaprakaasaHK-30	atha dīkṣānityatā yāmale-	atha dīkṣā nitya tā yāmale 
MBdiiksaaprakaasaHK-31	adīkṣitānāṃ martyānāṃ doṣaṃ śṛṇvantu sādhakāḥ |	a dīkṣitānām martyānām doṣam śṛṇvantu sādhakāḥ 
MBdiiksaaprakaasaHK-32	annaṃ viṣṭhāsamaṃ jñeyaṃ jalaṃ mūtrasamaṃ tathā || 1 ||	annam viṣṭhā samam jñeyam jalam mūtra samam tathā 
MBdiiksaaprakaasaHK-33	adīkṣita kṛtaṃ śrāddhaṃ śrāddhaṃ cādīkṣitasya ca |	a dīkṣita kṛtam śrāddham śrāddham ca a dīkṣitasya ca 
MBdiiksaaprakaasaHK-34	gṛhītvā pitarastasya narake cāśu dāruṇe || 2 ||	gṛhītvā pitaraḥ tasya narake ca āśu dāruṇe 
MBdiiksaaprakaasaHK-35	patantyeva na sandeho yāvadindrāścaturdaśa |	patanti eva na sandehaḥ yāvat indrāḥ caturdaśa 
MBdiiksaaprakaasaHK-36	tathāpyadīkṣitasyārcāndevā gṛhṇanti naiva hi || 3 ||	tathā api adīkṣitasya arcān devāḥ gṛhṇanti nā eva hi 
MBdiiksaaprakaasaHK-37	tasmādadīkṣitaṃ dṛṣṭvā sacailaṃ snānamācaret |	tasmāt adīkṣitam dṛṣṭvā sa cailam snānam ācaret 
MBdiiksaaprakaasaHK-38	dīkṣāgrahaṇakāle tu pāparāśiḥ pralīyate || 4 ||	dīkṣā grahaṇa kāle tu pāpa rāśiḥ pralīyate 
MBdiiksaaprakaasaHK-39	nirvāṇapadasaṃyukto bahirgacchati tatparaḥ |	nirvāṇa pada saṃyuktaḥ bahis gacchati tad paraḥ 
MBdiiksaaprakaasaHK-40	sarvvāśrameṣu dīkṣāyā nityatvaṃ paricakṣate |	sarvva āśrameṣu dīkṣāyāḥ nitya tvam paricakṣate 
MBdiiksaaprakaasaHK-41	anīśvarasya martyasya nāsti trātā sureśvari || 5 ||	anīśvarasya martyasya na asti trātā sureśvari 
MBdiiksaaprakaasaHK-42	tathā dīkṣāvihīnasya neha trātā paratra ca |	tathā dīkṣā vihīnasya na iha trātā paratra ca 
MBdiiksaaprakaasaHK-43	na tapobhirjjapairhīmairupacāraiśca sādhanaiḥ || 6 ||	na tapobhiḥ jjapaiḥ hi imaiḥ upacāraiḥ ca sādhanaiḥ 
MBdiiksaaprakaasaHK-44	divyaṃ jñānaṃ yato dadyātkuryyātpāpasya saṃkṣayam |	divyam jñānam yatas dadyāt kuryyāt pāpasya saṃkṣayam 
MBdiiksaaprakaasaHK-45	tasmāddīkṣeti sā proktā munibhistatravedibhiḥ || 7 ||	tasmāt dīkṣā iti sā proktā munibhiḥ tatravedibhiḥ 
MBdiiksaaprakaasaHK-46	dīkṣāmūlaṃ jagatsarvaṃ dīkṣāmūlaṃ parantapaḥ |	dīkṣā mūlam jagat sarvam dīkṣā mūlam parantapaḥ 
MBdiiksaaprakaasaHK-47	p. 2) dīkṣāmāśritya nivasedyatra kutrāśrame janaḥ || 8 ||	dīkṣām āśritya nivaset yatra kutra āśrame janaḥ 
MBdiiksaaprakaasaHK-48	adīkṣitaśca maraṇe rauravaṃ narakaṃ vrajet |	a dīkṣitaḥ ca maraṇe rauravam narakam vrajet 
MBdiiksaaprakaasaHK-49	tasmāddīkṣāṃ prayatnena gṛhṇīyādāgamānmudā || 9 ||	tasmāt dīkṣām prayatnena gṛhṇīyāt āgamān mudā 
MBdiiksaaprakaasaHK-50	tathā coktaṃ tārākalpe-	tathā ca uktam tārākalpe 
MBdiiksaaprakaasaHK-51	kalpe dṛṣṭvā tu mantraṃ vai yo gṛhṇāti narādhamaḥ |	kalpe dṛṣṭvā tu mantram vai yaḥ gṛhṇāti nara adhamaḥ 
MBdiiksaaprakaasaHK-52	mavantarasahasreṣu niṣkṛtirnnaiva jāyate || 1 ||	mavantara sahasreṣu niṣkṛtiḥ na eva jāyate 
MBdiiksaaprakaasaHK-53	piturmmantraṃ na gṛhṇīyāttathā mātāmahādapi |	pituḥ mantram na gṛhṇīyāt tathā mātāmahāt api 
MBdiiksaaprakaasaHK-54	sodarasya kaniṣṭhasya vairipakṣātritasya ca || 2 ||	sodarasya kaniṣṭhasya ca 
MBdiiksaaprakaasaHK-55	pramādādvā tathājñānātpitṛdīkṣāṃ samācaret |	pramādāt vā tathā ajñānāt pitṛ dīkṣām samācaret 
MBdiiksaaprakaasaHK-56	prāyaścittaṃ tataḥ kuryātpunardīkṣāṃ samācaret || 3 ||	prāyaścittam tatas kuryāt punar dīkṣām samācaret  /
MBdiiksaaprakaasaHK-57	piturdīkṣā yaterdīkṣā dīkṣā ca vanavāsinaḥ |	pituḥ dīkṣā yateḥ dīkṣā dīkṣā ca vanavāsinaḥ 
MBdiiksaaprakaasaHK-58	anāśramāṇāṃ yā dīkṣā sā dīkṣā duḥkhadāyinī || 4 ||	anāśramāṇām yā dīkṣā sā dīkṣā duḥkha dāyinī 
MBdiiksaaprakaasaHK-59	anyatantrepi-	anyatantre pi 
MBdiiksaaprakaasaHK-60	piturmantraṃ na gṛhṇīyāttathā vairāśritasya ca |	pituḥ mantram na gṛhṇīyāt tathā vaira āśritasya ca 
MBdiiksaaprakaasaHK-61	kadācidapi gṛhṇāti punaḥ saṃskāramarhati || 1 ||	kadācid api gṛhṇāti punar saṃskāram arhati  /
MBdiiksaaprakaasaHK-62	nirvīryantu piturmmantraṃ śaive śākte na duṣyati |	pituḥ mantram śaive śākte na duṣyati 
MBdiiksaaprakaasaHK-63	iti kaulikamantradīkṣāparam |	iti kaulika mantra dīkṣā param 
MBdiiksaaprakaasaHK-64	tathā ca yoginī tantre-	tathā ca yoginī tantre 
MBdiiksaaprakaasaHK-65	śaktidīkṣāmadhikṛtya pitṛdīkṣāniṣedhāt | mahātīrthe uparāge sati	śakti dīkṣām adhikṛtya pitṛ dīkṣā niṣedhāt mahā tīrthe uparāge sati 
MBdiiksaaprakaasaHK-66	sarvatra na doṣaḥ |	sarvatra na doṣaḥ 
MBdiiksaaprakaasaHK-67	tathā ca viṣṇumantramadhikṛtya-	tathā ca viṣṇu mantram adhikṛtya 
MBdiiksaaprakaasaHK-68	sādhu pṛṣṭantvayā brahman vakṣyāmi sakalaṃ tava |	sādhu pṛṣṭam tvayā brahman vakṣyāmi sakalam tava 
MBdiiksaaprakaasaHK-69	brahmaṇā kathitaṃ pūrvaṃ vasiṣṭhāya mahātmane |	brahmaṇā kathitam pūrvam vasiṣṭhāya mahātmane 
MBdiiksaaprakaasaHK-70	vasiṣṭhopi svapautrāya matpitre dattavānsvayam |	vasiṣṭhaḥ upi sva pautrāya mad pitre dattavān svayam 
MBdiiksaaprakaasaHK-71	prasannahṛdayaḥ svacchaḥ pitā me karuṇānidhiḥ |	prasanna hṛdayaḥ svacchaḥ pitā me karuṇā nidhiḥ 
MBdiiksaaprakaasaHK-72	kurukṣetre mahātīrthe sūryaparvaṇi dattavān |	kurukṣetre mahā tīrthe sūryaparvaṇi dattavān 
MBdiiksaaprakaasaHK-73	ityādi vaiśampāyanīyasaṃhitāyāṃ śaunakamprati vyāsavākyam |	ityādi vaiśampāyanīyasaṃhitāyām śaunakam prati vyāsa vākyam 
MBdiiksaaprakaasaHK-74	p. 3) yoginītantre-	      
MBdiiksaaprakaasaHK-75	nirvīryantupiturmantraṃ tathā mātāmahasya ca |	nirvīrya antu pituḥ mantram tathā mātāmahasya ca 
MBdiiksaaprakaasaHK-76	svapnalabdhaṃ striyā dattaṃ saṃskāreṇaiva śuddhyati ||	svapna labdham striyā dattam saṃskāreṇa eva śuddhi ati 
MBdiiksaaprakaasaHK-77	yattu-	yat tu 
