segmentnr	original	analyzed
SA_MB_hayasirsapancaraatramHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_hayasirsapancaraatramHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M04001	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_hayasirsapancaraatramHK-2	Uniform title: hayaśirṣsapañcarātra	uniform title hayaśirṣsapañcarātra 
SA_MB_hayasirsapancaraatramHK-3	Secondary title: The Hayasirsa Paancharatram	secondary title the hayasirsa paancharatram 
SA_MB_hayasirsapancaraatramHK-4	Editor : Pandit Bhuban Mohan Sankhyatiratha	editoḥ pandit bhuban mohan san khyatiḥ atha 
SA_MB_hayasirsapancaraatramHK-5	Description: A Vaishnava Pancharatra Samhita dealing entirely with matters related to the construction and re-construction of temples and consecration of images.	description a vaishnava pancharatra samhita dealing entirely with matters related to the construction and reconstruction of temples and consecration of images 
SA_MB_hayasirsapancaraatramHK-6	Notes: Data entered by the staff of Muktabodha under the direction of Mark S.G. Dyczkowski.	notes data entered by the staff of muktabodha under the direction of mark sg dyczkowski 
SA_MB_hayasirsapancaraatramHK-7	Revision 0: April 27, 2017	revision april 
SA_MB_hayasirsapancaraatramHK-8	Publisher : Varendra Research Society	publisher varendra research society 
SA_MB_hayasirsapancaraatramHK-9	Publication year : 1952	publication year 
SA_MB_hayasirsapancaraatramHK-10	Publication city : Rajshahi East Bengal	publication citi rajshahi east bengal 
SA_MB_hayasirsapancaraatramHK-11	Publication country : India	publication country india 
SA_MB_hayasirsapancaraatramHK-12	p. 1)	p 
SA_MB_hayasirsapancaraatramHK-13	hayaśīrṣapañcarātram	hayaśīrṣapañcarātram 
SA_MB_hayasirsapancaraatramHK-14	ādikāṇḍam	ādikāṇḍam 
SA_MB_hayasirsapancaraatramHK-15	prathamaḥ paṭalaḥ	prathamaḥ paṭalaḥ 
SA_MB_hayasirsapancaraatramHK-16	(śāstrāvatāraḥ)	śāstra avatāraḥ 
SA_MB_hayasirsapancaraatramHK-17	oṃ namo vighneśvarāya [oṃ namo gaṇeśāya kh, g] |	om namaḥ vighneśvarāya om namaḥ gaṇeśāya 
SA_MB_hayasirsapancaraatramHK-18	mārkaṇḍeya uvāca -	mārkaṇḍeyaḥ uvāca 
SA_MB_hayasirsapancaraatramHK-19	kathaṃ hayaśirā viṣṇuḥ prādurbhūtaḥ purā vibhuḥ |	katham hayaśirāḥ viṣṇuḥ prādurbhūtaḥ purā vibhuḥ 
SA_MB_hayasirsapancaraatramHK-20	kiṃ nimittañca deveśo dadhāra ruciraṃ vapuḥ || 1 ||	kim nimittam ca deveśaḥ dadhāra ruciram vapuḥ 
SA_MB_hayasirsapancaraatramHK-21	hayaśīrṣaṃ jagatsvāmī purā nārāyaṇaḥ prabhuḥ |	hayaśīrṣam jagatsvāmī purā nārāyaṇaḥ prabhuḥ 
SA_MB_hayasirsapancaraatramHK-22	śrutamāsīcca bhavatā yaduktaṃ parameṣṭhinā || 2 ||	śrutam āsīt ca bhavatā yat uktam parameṣṭhinā 
SA_MB_hayasirsapancaraatramHK-23	ādya yat pañcarātrāṇāṃ tanmamācakṣva pṛcchataḥ [pṛcchataḥ k, pūrvataḥ	ā adya yat pañcarātrāṇām tat mama ācakṣva pṛcchataḥ pṛcchataḥ pūrvatas 
SA_MB_hayasirsapancaraatramHK-24	kh, g] |	kh g 
SA_MB_hayasirsapancaraatramHK-25	bhṛguruvāca -	bhṛguḥ uvāca 
SA_MB_hayasirsapancaraatramHK-26	śṛṇu vatsa ! pravakṣyāmi pañcarātraṃ purātanam || 3 ||	śṛṇu vatsa pravakṣyāmi pañcarātram purātanam 
SA_MB_hayasirsapancaraatramHK-27	saptiśīrṣaṃ namaskṛtya yasmād bhakto'si keśave |	saptiśīrṣam namaskṛtya yasmāt bhaktā usi keśave 
SA_MB_hayasirsapancaraatramHK-28	tasmādarhasi tacchrātuṃ pañcarātraṃ purātanam || 4 || [saptītyataḥ	tasmāt arhasi tat śrātum pañcarātram purātanam sapti iti atas 
SA_MB_hayasirsapancaraatramHK-29	purātanamityantaṃ pādacatuṣṭayaṃ kh, g, pustakayornāsti |]	purātanam ityantam pāda catuṣṭayam kh g pustakayoḥ na asti 
SA_MB_hayasirsapancaraatramHK-30	śrīśrīhayaśīrṣāya namaḥ |	śrī śrī hayaśīrṣāya namaḥ 
SA_MB_hayasirsapancaraatramHK-31	1|2| hayaśīrṣamiti - jagatsvāmī nārāyaṇaḥ prabhuḥ kiṃ nimittaṃ hayaśīrṣaṃ	haya śīrṣam iti jagatsvāmī nārāyaṇaḥ prabhuḥ kim nimittam haya śīrṣam 
SA_MB_hayasirsapancaraatramHK-32	vapurdadhariti pūrvaślokena śrutamāsīditi parameṣṭhinoktamityanena cānvayaḥ |	vapuḥ dadhar iti pūrva ślokena śrutam āsīt iti parameṣṭhinā uktam iti anena ca anvayaḥ 
SA_MB_hayasirsapancaraatramHK-33	4 | prakṛtaśāstraśravaṇopayogitāmāha saptiśīrṣamityādinā | saptiśīrṣaṃ	                
SA_MB_hayasirsapancaraatramHK-34	hayaśīrṣam	haya śīrṣam 
SA_MB_hayasirsapancaraatramHK-35	p. 2)	p 
SA_MB_hayasirsapancaraatramHK-36	purā kila virūpākṣaḥ sārddhaṃ gauryā maheśvaraḥ |	purā kila virūpākṣaḥ sārddham gauryā maheśvaraḥ 
SA_MB_hayasirsapancaraatramHK-37	caturmukhañca [ca k, sa k, g] papraccha vairājabhavane sthitam [sthitaṃ k, g, sthitaḥ	caturmukham ca ca k sa k g papraccha vairāja bhavane sthitam sthitam k g sthitaḥ 
SA_MB_hayasirsapancaraatramHK-38	kh] || 5 ||	ro-0 
SA_MB_hayasirsapancaraatramHK-39	maheśvara uvāca -	maheśvaraḥ uvāca 
SA_MB_hayasirsapancaraatramHK-40	pañcarātraṃ purā pṛṣṭastvayā hayaśirā vibhuḥ |	pañca rātram purā pṛṣṭaḥ tvayā hayaśirāḥ vibhuḥ 
SA_MB_hayasirsapancaraatramHK-41	madhukaiṭabhayorhantā saikārṇavañjale vibhuḥ || 6 ||	madhu kaiṭabhayoḥ hantā sa ekārṇavam jale vibhuḥ   
SA_MB_hayasirsapancaraatramHK-42	samarpiteṣu deveṣu [samarpiteṣu vedeṣu kh, g, k pustake manaṃ iti |] caturṣveva	samarpiteṣu deveṣu samarpiteṣu vedeṣu kh g k pustake manaḥ iti caturṣu eva 
SA_MB_hayasirsapancaraatramHK-43	mahāmate |	mahāmate 
SA_MB_hayasirsapancaraatramHK-44	tat sarvaṃ me samācakṣva vistarāccaturānana || 7 ||	tat sarvam me samācakṣva vistarāt caturānana 
SA_MB_hayasirsapancaraatramHK-45	brahmovāca -	brahmā uvāca 
SA_MB_hayasirsapancaraatramHK-46	ekārṇave durāloke naṣṭe sthāvarajaṅgame |	ekārṇave durāloke naṣṭe sthāvara jaṅgame 
SA_MB_hayasirsapancaraatramHK-47	naṣṭacandrārkapavane vinaṣṭagrahatārake || 8 ||	naṣṭa candra arka pavane vinaṣṭa graha tārake 
SA_MB_hayasirsapancaraatramHK-48	5 | sthitamitipāṭhe caturmukhaviśeṣaṇam | sthita itipāṭhe maheśvaraviśeṣaṇaṃ tatra	sthitam iti pāṭhe caturmukha viśeṣaṇam sthitaḥ iti pāṭhe maheśvara viśeṣaṇam tatra 
SA_MB_hayasirsapancaraatramHK-49	āgatya sthita ityarthaḥ |	āgatya sthitaḥ iti arthaḥ 
SA_MB_hayasirsapancaraatramHK-50	6 | saikārṇavajala iti - gamyamānasya bhūtala ityasya viśeṣaṇam |	    iti                
