segmentnr	original	analyzed
SA_MB_m-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_m-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00413	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_m-2	Uniform title: mṛtyuñjayakalpa	uniform title mṛtyuṃjaya kalpa 
SA_MB_m-3	Manuscript : NGMCP manuscript 4-286 Reel No: A 172/6	manuscript manuscript 
SA_MB_m-4	Notes: Data entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.	notes data entered by the staff muktabodha under the direction of mark s g dyczkowski 
SA_MB_m-5	Publication country : India	publication country india 
SA_MB_m-6	p. 1a) oṃ namaḥ śrīsarvāya ||	a om namaḥ śrī sarvāya 
SA_MB_m-7	vrahmādipaṃcaharīndrasamīnapauṣṇamūrottarārkkahayabheghuvisauravāre |	vrahma ādi paṃca hari indra sa mīna pauṣṇa mūra uttara arkka haya bheghu vi saura vāre 
SA_MB_m-8	pakṣe sire sthirakulīranṛyukumārīmīnodayeṣu yuvateḥ kacavandhamāhuḥ ||	pakṣe sire sthira kulīra nṛ yu kumārī mīna udayeṣu yuvateḥ kaca vandham āhuḥ 
SA_MB_m-9	romṛn ā puṣpa śuhye svāre mūḍa 3 ha aśvi | vāra ā aṃ vṛvu ||	romṛn ā puṣpa śuhye svāre mūḍa ha aśvi vāre ā aṃ vṛvu 
SA_MB_m-10	somaśumadhyama || sapyāya || catvāro mṛgamūlādyā hastābhādrapadādvayaṃ |	catvāraḥ mṛga mūla ādyāḥ 
SA_MB_m-11	jīvārka bhaumavārāśca śastāḥ puṃsavane vidhau ||	jīva arka bhauma vārāḥ ca śastāḥ puṃsavane vidhau 
SA_MB_m-12	mṛ ā puṣpamūpūrvā ugrāśrahavipūrva ubhe ||	mṛ ā puṣpa mū pūrvaḥ ugra āśra ha vi pūrvaḥ ubhe 
SA_MB_m-13	vāra ā aṃvṛ || puṃsavane sīmanta || khulāpvacyālālyā khasvene dina ||	vāra ā aṃvṛ puṃsavane sīmanta khulā pvacyā lālyā khasvene dina 
SA_MB_m-14	pauṣṇāśvīndu karatrayāditi guruvrahmānurādhātrayaṃ	pauṣṇa aśvi indu kara trayāt iti guru vrahma anurādhā trayam 
SA_MB_m-15	daityāritrayamūttaratrayamaharmadānavāretaraṃ ||	daitya ari trayam ūttara trayam ahar mada dāna vāra itaram 
SA_MB_m-16	lagnaṃ mīnavṛṣajña manda bhavanaṃ sārddhaṃ ca māsadvayaṃ kappurānvitapuga	lagnam mīna vṛṣa jña manda bhavanam sārddham ca māsa dvayam 
SA_MB_m-17	bhakṣaṇavidhau prāhuḥ praśastaṃ śiśoḥ ||	bhakṣaṇa vidhau prāhuḥ praśastam śiśoḥ 
SA_MB_m-18	pūrvatrayayamādrāgni viśākhā tu jagadvaye |	viśākhā tu jaga dvaye 
SA_MB_m-19	p. 1b) mandānayordine pugā'śanaṃ  rogabhayāvahaḥ ||	manda anayoḥ dine roga bhaya āvahaḥ 
SA_MB_m-20	re adhimṛhaciṣṭā puṣparo anurādhādye mūśradhalet 3 ||	re anurādhādye mūśradhalet 
