segmentnr	original	analyzed
MBagnikaaryapaddhatiHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBagnikaaryapaddhatiHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00246	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBagnikaaryapaddhatiHK-2	Uniform title: agnikāryapaddhati	uniform title agni kārya paddhati 
MBagnikaaryapaddhatiHK-3	Manuscript : Manuscript no.:  781 Research Library J. and K. Govt. Shrinigar	manuscript manuscript no  research library j and k govt shrinigar 
MBagnikaaryapaddhatiHK-4	Description: A short liturgical manual from Kashmir on fire sacrifice.  Contains very interesting incidental information on the deities worshipped in Kashmir. Some are main stream Kaula Tantra of the early period, such as Siddhalakṣmī who was the tutelary goddess of the Malla kings in Nepal.	description a short liturgical manual from kashmir on fire sacrifice contains veyy interesting incidental information on the deities worshipped in kashmir some are main stream kaula tantra of the early period such as siddhalakṣmī who was the tutelary goddess of the malla kings in nepal 
MBagnikaaryapaddhatiHK-5	Notes: Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	notes data entered by the staff muktabodha under the supervision of mark s g dyczkowski 
MBagnikaaryapaddhatiHK-6	Revision 0: Feb. 5, 2012	revision feb 
MBagnikaaryapaddhatiHK-7	Publication country : India	publication country india 
MBagnikaaryapaddhatiHK-8	oṃ śrīmahārājñī bhagavatyai namaḥ ||	om śrī mahā rājñī bhagavatyai namaḥ 
MBagnikaaryapaddhatiHK-9	oṃ śrīgaṇādhipataye namaḥ |	om śrī gaṇādhipataye namaḥ 
MBagnikaaryapaddhatiHK-10	oṃ yadbījaṃ vedavṛkṣasya sampūrṇānantaśākhinaḥ | phalaṃ tasyaiva yatprāhustaṃ vande bhairavāgamam ||	om yat bījam veda vṛkṣasya sampūrṇa ananta śākhinaḥ phalam tasya eva yat prāhuḥ tam vande bhairava āgamam 
MBagnikaaryapaddhatiHK-11	atha vistare satyagnikāryapaddhatirlikhyate |	atha vistare sati agni kārya paddhatiḥ likhyate 
MBagnikaaryapaddhatiHK-12	tatrādau pustakavāgīśvarīṃ pustake pūjayet ||	tatra ādau pustaka vāgīśvarīm pustake pūjayet 
MBagnikaaryapaddhatiHK-13	padmādhirūḍhāṃ susitāṃ trinetrāṃ śūlākṣamāle kamalaṃ ca khaḍgām ||	padma adhirūḍhām su sitām tri netrām śūla akṣa māle kamalam ca khaḍgām 
MBagnikaaryapaddhatiHK-14	karaiścaturbhiḥ patito vahantīṃ sarasvatīṃ siddhikarīṃ namāmi ||	karaiḥ caturbhiḥ patitaḥ vahantīm sarasvatīm siddhi karīm namāmi 
MBagnikaaryapaddhatiHK-15	śrīpustakavāgīśvaryai samālabhannaṃ gandho namaḥ ||	śrī pustaka vāgīśvaryai gandhaḥ namaḥ 
MBagnikaaryapaddhatiHK-16	argho namaḥ || puṣpaṃ namaḥ || ai& klīṃ sauḥ vada 2 vāgvādini sarasvatyai namaḥ ||	arghaḥ namaḥ puṣpam namaḥ ai klīṃ sauḥ vada vāgvādini sarasvatyai namaḥ 
MBagnikaaryapaddhatiHK-17	oṃ hsauḥ aṃ āṃ ityādi laṃ haṃ kṣaḥ ityantaṃ hsauḥ sarasvatyai namaḥ ||	om hsauḥ aṃ āṃ ityādi laṃ haṃ   ityantam hsauḥ sarasvatyai namaḥ 
MBagnikaaryapaddhatiHK-18	tatra prathamaṃ vighnopaśamanārthaṃ gaṇapati pūjā ||	tatra prathamam vighna upaśamana artham gaṇapati pūjā 
MBagnikaaryapaddhatiHK-19	maṇḍalādbahiḥ svadakṣe'ṣṭa *?lapadmaṃ vilikhya karṇikāyāṃ phalādikaṃ saṃsthāpya || tatra pūjā ||	maṇḍalāt bahis vilikhya karṇikāyām phala ādikam saṃsthāpya tatra pūjā 
MBagnikaaryapaddhatiHK-20	akṣasūtrāṅkuśau datte laḍupātraṃ gaṇeśvaraḥ || bhujaiścaturbhiḥ pāśaṃ ca dvidaṃṣṭraḥ siṃhavāhanaḥ	akṣasūtra aṅkuśau datte laḍu pātram gaṇeśvaraḥ bhujaiḥ caturbhiḥ pāśam ca dvi daṃṣṭraḥ siṃhavāhanaḥ 
MBagnikaaryapaddhatiHK-21	ehyehi? gaṇapatinātha pūjāmimāṃ pratīccha || ityāvāhanam |	ehi ehi gaṇapati nātha pūjām imām pratīccha iti āvāhanam 
MBagnikaaryapaddhatiHK-22	oṃ gūṃ gaṇapataye namaḥ || oṃ vighnahartre namaḥ harasvatama *? lava e hma rakṣamalavaya-ūṃ vittaṃ me dehi 2	om gūṃ gaṇapataye namaḥ om vighna hartre namaḥ harasvatama lavaḥ hma vittam me dehi 
MBagnikaaryapaddhatiHK-23	svāhā || 32 ?	svāhā 
MBagnikaaryapaddhatiHK-24	atha kalaśārcanaṃ yathā ||	atha kalaśa arcanam yathā 
MBagnikaaryapaddhatiHK-25	tatra snātaḥ kṛtanityakṛtyo *? dvādaśāṅguloṣṇīṣādyā bharaṇādyalaṅkṛtadehaḥ sāṅgulīyakakaraḥ	tatra snātaḥ kṛta nityakṛtyaḥ dvādaśa aṅgula uṣṇīṣa ādyāḥ bharaṇa ādi alaṅkṛta dehaḥ sa aṅgulīyaka karaḥ 
MBagnikaaryapaddhatiHK-26	saṃyata kuntalaḥ svastyakādyāsana pūrvaṃ pūrvaśiraskordhvalomādyajinādyāsanopaviṣṭaḥ	saṃyata kuntalaḥ svastyaka ādi āsana pūrvam pūrva śiraska ūrdhva loma ādi ajina ādi āsana upaviṣṭaḥ 
MBagnikaaryapaddhatiHK-27	sugandhigandhaliptāṅgaḥ suprasanaḥ subhāvitaḥ sudhūpitaḥ sutāmbūlaścandanāguru carcitaḥ	sugandhi gandha lipta aṅgaḥ su prasanaḥ su bhāvitaḥ su dhūpitaḥ su tāmbūlaḥ candana aguru carcitaḥ 
MBagnikaaryapaddhatiHK-28	hārakaṭakakeyūrāṅkita vigrahaḥ || tatra ||	hāra kaṭaka keyūra aṅkita vigrahaḥ tatra 
MBagnikaaryapaddhatiHK-29	sadyojātaṃ prapadyāmi sadyojātāya vai namaḥ | bhave bhave nābhi bhave bhajasvamāṃbhavodbhava ||	sadyojātam prapadyāmi sadyojātāya vai namaḥ bhave bhave nābhi bhave bhajasva mām bhava udbhava 
MBagnikaaryapaddhatiHK-30	iti mantreṇa sugandhigandha liptāṅgaḥ mṛtyuñjayena sudhūpitaḥ svatāmbulaśca ||	iti mantreṇa sugandhi gandha lipta aṅgaḥ mṛtyuñjayena su dhūpitaḥ 
MBagnikaaryapaddhatiHK-31	amṛteśvarabhairavamāṃ rakṣa 3 ||	amṛta īśvara bhairava mām rakṣa 
MBagnikaaryapaddhatiHK-32	iti mantreṇa hārakaṭakakeyūrāṅkitaḥ ||	iti mantreṇa hāra kaṭaka keyūra aṅkitaḥ 
MBagnikaaryapaddhatiHK-33	jānubhyāṃ dharaṇiṃ gatvā praṇamya pūjita śambhoriti vistāraḥ kriyate ||	jānubhyām dharaṇim gatvā praṇamya śambhoḥ iti vistāraḥ kriyate 
MBagnikaaryapaddhatiHK-34	ṣaṭtriṃśadaṅgulāṃ kalaśavediṃ kṛtvā ||	ṣaṭtriṃśat aṅgulām kalaśa vedim kṛtvā 
MBagnikaaryapaddhatiHK-35	tatra svavāme dvādaśāṅgule kalaśadvayasthāpanam || svadakṣe lokapālāstrābhyāvaraṇamaṇḍalaṃ kṛtvā ||	tatra sva vāme dvādaśa aṅgule kalaśa dvaya sthāpanam sva dakṣe lokapāla astra abhyāvaraṇa maṇḍalam kṛtvā 
MBagnikaaryapaddhatiHK-36	tatra nair-ṛtye astrārghapātraṃ kṛtvā tena sarvadravya prokṣaṇam |	tatra nairṛtye astra arghapātram kṛtvā tena sarva dravya prokṣaṇam 
MBagnikaaryapaddhatiHK-37	oṃ phaṭ sarvadravyopacāra śuddhirastu phaṭ svāhā || punaḥ svaiḥ svairmantraiḥ puṣpādi saṃskuryāt ||	om phaṭ sarva dravya upacāra śuddhiḥ astu phaṭ svāhā punar svaiḥ svaiḥ mantraiḥ puṣpa ādi saṃskuryāt 
MBagnikaaryapaddhatiHK-38	āṃ dhūmra 2 jīva 2 saḥ 2 sarvāsāṃ puṣpajātīnāṃ jīva āgaccha tu svāhā ||	ām dhūmra jīva saḥ sarvāsām puṣpa jātīnām jīvaḥ āgaccha tu svāhā 
MBagnikaaryapaddhatiHK-39	iti puṣpamantraḥ ||	iti puṣpa mantraḥ 
MBagnikaaryapaddhatiHK-40	oṃ kālāgnirudrāya jagaddhūpasugandhine sarvagandhavahāya namaḥ dhūpe ||	om kālāgni rudrāya jagat dhūpa sugandhine sarva gandha vahāya namaḥ dhūpe 
MBagnikaaryapaddhatiHK-41	jagajjyotīrūpāya dīpāya namaḥ dīpe ||	jagat jyotiḥ rūpāya dīpāya namaḥ dīpe 
MBagnikaaryapaddhatiHK-42	gandhamādinigandha jīvāpaya tu svāhā candane ||	gandhamādini gandha jīvāpaya tu svāhā candane 
MBagnikaaryapaddhatiHK-43	p. 2)	p 
MBagnikaaryapaddhatiHK-44	hrīṃ svāhā kuṅkume ||	hrīṃ svāhā kuṅkume 
MBagnikaaryapaddhatiHK-45	oṃ lāṃ pṛthivyai dharitriśaktaye namaḥ arghe ||	om lāṃ pṛthivyai dhari tri śaktaye namaḥ arghe 
MBagnikaaryapaddhatiHK-46	oṃ vlīṃ varuṇa rājānakāya namaḥ || udake ||	om vlīṃ varuṇa rājānakāya namaḥ udake 
MBagnikaaryapaddhatiHK-47	iti dravyasaṃskāraḥ ||	iti dravya saṃskāraḥ 
MBagnikaaryapaddhatiHK-48	dūtīṃ saumyāṃ caturbāhuṃ sughoṣāṃ mantraghoṣiṇīm || akṣamālā pustakasragvarābhaya karāṃ yajet ||	dūtīm saumyām catur bāhum su ghoṣām mantra ghoṣiṇīm akṣamālā pustaka sraj vara abhaya karām yajet 
MBagnikaaryapaddhatiHK-49	oṃ hūṃ śuddhavidyāyai mantramātre dūtyai namaḥ ||	om   śuddhavidyāyai mantra mātre dūtyai namaḥ 
MBagnikaaryapaddhatiHK-50	iti śāmbhava vyāptyā dūtīṃ pūjayet |	iti śāmbhava vyāptyā dūtīm pūjayet 
MBagnikaaryapaddhatiHK-51	oṃ hrīṃ śrīṃ śivādūtyai namaḥ ||	om hrīṃ śrīṃ śivā dūtyai namaḥ 
MBagnikaaryapaddhatiHK-52	iti śāktavyāptyādūtīṃ vādayet ||	iti śākta vyāptyā dūtīm vādayet 
MBagnikaaryapaddhatiHK-53	amṛteśāya vidmahe vyomadehāya dhīmahi tanno netraḥ pracodayāt || 3 ||	amṛta īśāya vidmahe vyoma dehāya dhīmahi tat naḥ netraḥ pracodayāt  
MBagnikaaryapaddhatiHK-54	tanmaheśāya vidmahe vāgviśuddhāyadhīmahi tannoḥ śivaḥ pracodayāt || 3 ||	tat maheśāya vidmahe vāc viśuddhāya dhīmahi tat noḥ śivaḥ pracodayāt  /
MBagnikaaryapaddhatiHK-55	bahurūpāya vidmahe koṭarākṣāya dhīmahi tannoghoraḥ pracodayāt || 3 ||	bahurūpāya vidmahe koṭarākṣāya dhīmahi tat naḥ ghoraḥ pracodayāt  /
MBagnikaaryapaddhatiHK-56	grahamaṇḍalāgre ||	graha maṇḍala agre 
MBagnikaaryapaddhatiHK-57	prabhāmaṇḍalāya namaḥ || vṛṣabhāya namaḥ ||	prabhā maṇḍalāya namaḥ vṛṣabhāya namaḥ 
MBagnikaaryapaddhatiHK-58	bhyaṅgeśāya namaḥ || diṅmātṛbhyo namaḥ || gaṃ gaṇeśāya namaḥ || kuṃkumārāya namaḥ || śrīṃ śriyai	bhyaṅga īśāya namaḥ diṅmātṛbhyaḥ namaḥ gaṃ gaṇeśāya namaḥ kuṃ kumārāya namaḥ śrīṃ śriyai 
MBagnikaaryapaddhatiHK-59	namaḥ || saṃ sarasvatyai namaḥ || oṃ viśvakarmaṇe namaḥ ||	namaḥ sam sarasvatyai namaḥ om viśvakarmaṇe namaḥ 
MBagnikaaryapaddhatiHK-60	tataḥ prāṇāyāmaḥ || āvāhanaṃ grahamaṇḍalopari ||	tatas prāṇāyāmaḥ āvāhanam graha maṇḍala upari 
MBagnikaaryapaddhatiHK-61	puṣpāñjalipramāṇena saṃmukhaṃ bhāvayedvibhum ||	puṣpa añjali pramāṇena saṃmukham bhāvayet vibhum 
MBagnikaaryapaddhatiHK-62	vibho saparivārasya svāgatamityudīrayet ||	vibho sa parivārasya svāgatam iti udīrayet 
