segmentnr	original	analyzed
MBtripuraarahasyamHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBtripuraarahasyamHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00221	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBtripuraarahasyamHK-2	Uniform title: tripurārahasya māhatmyakaṇḍham	uniform title tripurārahasya māhatmya kaṇḍha 
MBtripuraarahasyamHK-3	Main title: tripurārahasyam māhatmyakaṇḍham	title tripurārahasyam māhatmya kaṇḍham 
MBtripuraarahasyamHK-4	Description: Part 2 of gurumaṇḍalagranthamālāyā vol. 28 part 2 from chapter 51 to end.	description part of guru maṇḍala grantha mālāyāḥ vol part from chapter to end 
MBtripuraarahasyamHK-5	Notes: Transcribed by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.	notes transcribed by the staff of muktabodha under the supervision of mark sg dyczkowski 
MBtripuraarahasyamHK-6	Revision 0: Sept. 18, 2010.	revision 
MBtripuraarahasyamHK-7	Publication country : India	publication country india 
MBtripuraarahasyamHK-8	p.514)	Ro
MBtripuraarahasyamHK-9	ekapañcāśattamo'dhyāyaḥ	ekapañcāśattamaḥ adhyāyaḥ 
MBtripuraarahasyamHK-10	lalitāmāhātmye yāgana tuṣṭāyāḥ śrīdevyāḥsamāvirbhāvapuraḥ saraṃ	lalitāmāhātmye tuṣṭāyāḥ śrī devyāḥ samāvirbhāva puras saram 
MBtripuraarahasyamHK-11	tadadbhutarūpavarṇanam	tad adbhuta rūpa varṇanam 
MBtripuraarahasyamHK-12	śṛṇu kumbhaja ! tenaivaṃ nirastāḥ sarvato'marāḥ |	śṛṇu kumbhaja tena evam nirastāḥ sarva tomarāḥ 
MBtripuraarahasyamHK-13	duḥkhitāḥ kānaneṣvadridarīṣvantarguhāsu ca || 1 ||	duḥkhitāḥ kānaneṣu adri darīṣu antar guhāsu ca 
