segmentnr	original	analyzed
SA_XX_mavadsuu-0	I. Prologue	i prologue 
SA_XX_mavadsuu-1	evaṃ mayā śrutam ekasmiṃ samaye bhagavāṃ Śrāvastyāṃ viharati Jetavane Anāthapiṇḍadārāme /	evam mayā śrutam ekasmin samaye bhagavām śrāvastyām viharati jetavane anāthapiṇḍada ārāme 
SA_XX_mavadsuu-2	atha saṃbahulānāṃ bhikṣūṇāṃ Karīrikamaṇḍalavāṭe saṃniṣaṇṇānāṃ saṃnipatitānām ayam evaṃrūpo 'bhūd antarākathāsamudāhāraḥ	atha saṃbahulānām bhikṣūṇām karīrika maṇḍalavāṭe saṃniṣaṇṇānām saṃnipatitānām ayam evaṃrūpaḥ bhūt antarākathā samudāhāraḥ 
SA_XX_mavadsuu-3	āścaryam āyuṣmanto yāvac ca bhagavataḥ atīteṣu samyaksaṃbuddheṣu atītāṃśabhāvagateṣu	āścaryam āyuṣmantaḥ yāvat ca bhagavataḥ atīteṣu samyaksaṃbuddheṣu atīta aṃśa bhāva gateṣu 
SA_XX_mavadsuu-4	chinnavartmasu chinnapuṭeṣu niṣprapaṃceṣu prapaṃcātīteṣu parinirvṛteṣu kāruṇikeṣu	chinna vartmasu chinna puṭeṣu niṣprapaṃceṣu prapaṃca atīteṣu parinirvṛteṣu kāruṇikeṣu 
SA_XX_mavadsuu-5	nirāśiṣeṣu evaṃ samyak pratyātmaṃ jñānadarśanaṃ pravartate /	evam samyak pratyātmam jñāna darśanam pravartate 
SA_XX_mavadsuu-6	evaṃśīlā bata te buddhā bhagavaṃto babhūvur ity api evaṃdharmāṇa evaṃprajñā evamabhijñā evaṃvimuktaya evaṃvihāriṇo bata te buddhā bhagavanto babhūvur ity api /	evaṃśīlāḥ bata te buddhāḥ bhagavantaḥ babhūvuḥ iti api evam dharmāṇaḥ evaṃprajñāḥ evamabhijñāḥ evam vimuktayaḥ evam vihāriṇaḥ bata te buddhāḥ bhagavantaḥ babhūvuḥ iti api 
SA_XX_mavadsuu-7	kiṃ nu bhagavato dharmadhātuḥ supratividdhaḥ āho svid devatā ārocayaṃti yena tathāgatasyātīteṣu	kim nu bhagavataḥ dharmadhātuḥ su pratividdhaḥ āho svid devatāḥ ārocayaṃti yena tathāgatasya atīteṣu 
SA_XX_mavadsuu-8	samyaksaṃbuddheṣu atītāṃśabhāvagateṣu chinnavartmasu chinnapuṭeṣu niṣprapaṃceṣu prapañcātīteṣu (MAV 32)	samyaksaṃbuddheṣu atīta aṃśa bhāva gateṣu chinna vartmasu chinna puṭeṣu niṣprapaṃceṣu prapañca atīteṣu 
SA_XX_mavadsuu-9	parinirvṛteṣu kāruṇikeṣu nirāśiṣeṣu evaṃ samyak pratyātmaṃ jñānadarśanaṃ pravartate	parinirvṛteṣu kāruṇikeṣu nirāśiṣeṣu evam samyak pratyātmam jñāna darśanam pravartate 
