segmentnr	original	analyzed
SA_T10_nrat_2_u-0	[ 6a ] kadalī pāṭitā yadvan niḥśeṣāvayavaiḥ saha /	a kadalī pāṭitā yadvat niḥśeṣa avayavaiḥ saha 
SA_T10_nrat_2_u-1	na kiṃcit puruṣas tadvat pāṭitaḥ saha dhātubhiḥ // RATNA_02.01	na kiṃcid puruṣaḥ tadvat pāṭitaḥ saha dhātubhiḥ 
SA_T10_nrat_2_u-2	sarvadharmā anātmāna ity ato bhāṣitaṃ jinaiḥ /	sarva dharmāḥ anātmānaḥ iti atas bhāṣitam jinaiḥ 
SA_T10_nrat_2_u-3	dhātuṣaṭkaṃ ca taiḥ sarvaṃ nirṇītaṃ tac ca nārthataḥ // RATNA_02.02	dhātu ṣaṭkam ca taiḥ sarvam nirṇītam tat ca na arthataḥ 
SA_T10_nrat_2_u-4	naivam ātmā na cānātmā yāthābhūtyena labhyate /	na evam ātmā na ca anātmā yāthābhūtyena labhyate 
SA_T10_nrat_2_u-5	ātmānātmakṛtadṛṣṭī varvārāsmān mahāmuniḥ // RATNA_02.03	ātma anātma kṛtadṛṣṭī varvārā asmān mahā muniḥ 
SA_T10_nrat_2_u-6	dṛṣṭaśruṭādyaṃ muninā na satyaṃ na mṛṣoditaṃ /	dṛṣṭa śruṭa ādyam muninā na satyam na mṛṣā uditam 
SA_T10_nrat_2_u-7	pakṣāddhi pratipakṣaḥ syād ubhayaṃ tac ca nārthataḥ // RATNA_02.04	pakṣāt hi pratipakṣaḥ syāt ubhayam tat ca na arthataḥ 
SA_T10_nrat_2_u-8	iti satyānṛtātīto loko 'yaṃ paramārthataḥ /	iti satya anṛta atītaḥ lokaḥ yam paramārthataḥ 
SA_T10_nrat_2_u-9	asmād eva ca tattvena nopaity asti ca nāsti ca // RATNA_02.05	asmāt eva ca tattvena na upaiti asti ca na asti ca 
SA_T10_nrat_2_u-10	yac caivaṃ sarvathā neti sarvajñas tat kathaṃ vadet /	yat ca evam sarvathā na iti sarvajñaḥ tat katham vadet 
SA_T10_nrat_2_u-11	sāntam ity athavānantaṃ dvayaṃ vādvayam eva vā // RATNA_02.06	sa antam iti athavā anantam dvayam vā advayam eva vā 
SA_T10_nrat_2_u-12	asaṃkhyeyā gatā buddhās tathaiṣyanty atha sāṃpratāḥ /	asaṃkhyeyāḥ gatāḥ buddhāḥ tathā eṣyanti atha sāṃpratāḥ 
SA_T10_nrat_2_u-13	koṭyagraśaś ca sattvāntas tebhyas traikālyajo mataḥ // RATNA_02.07	koṭi agraśas ca sattva antaḥ tebhyaḥ traikālya jaḥ mataḥ 
SA_T10_nrat_2_u-14	vṛddhihetur na lokasya kṣayas traikālyasambhavaḥ /	vṛddhi hetuḥ na lokasya kṣayaḥ traikālya sambhavaḥ 
SA_T10_nrat_2_u-15	sarvajñena kathaṃ tasya pūrvānto 'vyākṛtaḥ kṛtaḥ // RATNA_02.08	sarvajñena katham tasya pūrva antaḥ vyākṛtaḥ kṛtaḥ 
SA_T10_nrat_2_u-16	etat tu dharmagāmbhīryaṃ yat tad guhyaṃ pṛthagjane /	etat tu dharma gāmbhīryam yat tat guhyam pṛthagjane 
SA_T10_nrat_2_u-17	māyopamatvaṃ lokasya buddhānāṃ śāsanāmṛtaṃ // RATNA_02.09	māyā upama tvam lokasya buddhānām śāsana amṛtam 
SA_T10_nrat_2_u-18	māyāgajasya dṛśyeta yathā janmānta eva ca /	māyā gajasya dṛśyeta yathā janma antaḥ eva ca 
SA_T10_nrat_2_u-19	na ca kaścit sa tattvena janmāntaś caiva vidyate // RATNA_02.10	na ca kaścid sa tattvena janma antaḥ ca eva vidyate 
SA_T10_nrat_2_u-20	māyopamasyalokasya tathā janmānta eva ca /	māyā upamasya lokasya tathā janmāntaḥ eva ca 
SA_T10_nrat_2_u-21	dṛśyate paramārthena na ca janmānta eva ca // RATNA_02.11	dṛśyate parama arthena na ca janma antaḥ eva ca 
SA_T10_nrat_2_u-22	yathā māyāgajo naiti kutaścid yāti [ 6b ] na kvacit /	yathā māyā gajaḥ na eti kutaścid yāti 
SA_T10_nrat_2_u-23	cittamohanamātratvād bhāvatvena na tiṣṭhati // RATNA_02.12	citta mohana mātra tvāt bhāva tvena na tiṣṭhati 
SA_T10_nrat_2_u-24	tathā māyopamo loko naiti yāti na kutracit /	tathā māyā upamaḥ lokaḥ na eti yāti na kutracid 
SA_T10_nrat_2_u-25	cittamohanamātratvād bhāvatvena na tiṣṭhati // RATNA_02.13	citta mohana mātra tvāt bhāva tvena na tiṣṭhati 
SA_T10_nrat_2_u-26	traikālyavyativṛttātmā loka evaṃ nu ko 'rthataḥ /	traikālya vyativṛtta ātmā lokaḥ evam nu kaḥ ṛthataḥ 
SA_T10_nrat_2_u-27	yo 'sti nāsty athavāpi syād anyatra vyavahārataḥ // RATNA_02.14	yaḥ u sti na asti athavā api syāt anyatra vyavahārataḥ 
SA_T10_nrat_2_u-28	catuṣprakāram ity asmāt sānto 'nanto dvayo 'dvayaḥ /	catuṣprakāram iti asmāt sa antaḥ na ntaḥ dvayaḥ dvayaḥ 
SA_T10_nrat_2_u-29	buddhena hetor nānyasmād ayam avyākṛtaḥ kṛtaḥ // RATNA_02.15	buddhena hetoḥ na anyasmāt ayam avyākṛtaḥ kṛtaḥ 
SA_T10_nrat_2_u-30	śarīrāśucitā tāvan sthūlā pratyakṣagocarā /	śarīra aśucitā tāvat sthūlā pratyakṣa gocarā 
