segmentnr	original	analyzed
MBparatrimsikavivaranaHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBparatrimsikavivaranaHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00154	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBparatrimsikavivaranaHK-2	Uniform title: parātriśikāvivṛtī	uniform title parā triśikā vivṛtī 
MBparatrimsikavivaranaHK-3	Main title: parātriśikāvivaraṇa	main title parā triśikā vivaraṇa 
MBparatrimsikavivaranaHK-4	Secondary title: parātriṃśikāvivṛtī	secondary title parā triṃśikā vivṛtī 
MBparatrimsikavivaranaHK-5	Author : abhinavagupta	authoḥ abhinavagupta 
MBparatrimsikavivaranaHK-6	Editor : śāstrī m r	e t itoḥ śāstrī m 
MBparatrimsikavivaranaHK-7	Description: Photographed from volume 18 of the Kashmir Series of Texts and Studies.	description photographed from volume of the kashmir series of texts and studies 
MBparatrimsikavivaranaHK-8	Publisher : Research Department Jammu and Kashmir State	publisher research depatment jammu and kashmir state 
MBparatrimsikavivaranaHK-9	Publication year : 1918	publication year 
MBparatrimsikavivaranaHK-10	Publication city : Srinagar	publication citi srinagar 
MBparatrimsikavivaranaHK-11	Publication country : India	publication country india 
MBparatrimsikavivaranaHK-12	oṃ tatsatsvaprakāśānandavapuṣe śivāya namaḥ |	om tad sat sva prakāśa ānanda vapuṣe śivāya namaḥ 
MBparatrimsikavivaranaHK-13	atha	atha 
MBparatrimsikavivaranaHK-14	śrīparātriṃśikāgranthaḥ |	        
MBparatrimsikavivaranaHK-15	śrīmadabhinavaguptācāryakṛtatattvavivekākhyavyākhyopetaḥ |	              
MBparatrimsikavivaranaHK-16	vimalakalāśrayābhinavasṛṣṭimahā jananī	            
MBparatrimsikavivaranaHK-17	bharitatanuśca pañcamukhaguptarucirjanakaḥ |	bharita tanuḥ ca pañcamukha gupta ruciḥ janakaḥ 
MBparatrimsikavivaranaHK-18	tadubhayayāmalasphuritabhāvavisargamayaṃ	tad ubhaya yāmala sphurita bhāva visarga mayam 
MBparatrimsikavivaranaHK-19	hṛdayamanuttarāmṛtakulaṃ mama saṃsphuratāt [abhinavasṛṣṭau -	hṛdayam anuttara amṛta kulam mama saṃsphuratāt abhinava sṛṣṭau 
MBparatrimsikavivaranaHK-20	śuddhādhvarūpāyāṃ mahaḥ - pāripūrṇyalakṣaṇaṃ tejo yasyāṃ sā	śuddha adhva rūpāyām mahaḥ pāripūrṇya lakṣaṇam tejaḥ yasyām sā 
MBparatrimsikavivaranaHK-21	vimalakalāśrayā - paravimarśasārā jananī śaktiḥ tathā pañcamukheti	                                                                                                
MBparatrimsikavivaranaHK-22	pañcaśaktipūritābhilāṣaḥ ākāṅkṣaṇīyavirahāt bharitatanuḥ -	pañca śakti pūrita abhilāṣaḥ ākāṅkṣaṇīya virahāt bharita tanuḥ 
MBparatrimsikavivaranaHK-23	pūrṇasvabhāvo janakaḥ śivaḥ tadubhayeti - tatsāmarasyātmanaḥ saṃghaṭṭāt	pūrṇa svabhāvaḥ janakaḥ śivaḥ tad ubhaya iti tat sāmarasya ātmanaḥ saṃghaṭṭāt 
MBparatrimsikavivaranaHK-24	sphuritabhāvaḥ ullasitasatāko yo bahirullilasipāsvabhāvo visargaḥ sa prakṛtiḥ yatra	sphurita bhāvaḥ ullasita satākaḥ yaḥ bahis ullilasi pā svabhāvaḥ visargaḥ sa prakṛtiḥ yatra 
MBparatrimsikavivaranaHK-25	tādṛśam anuttarāmṛtakulaṃ svātantryarūpaṃ mama hṛdayaṃ saṃsphuratāt iti -	tādṛśam anuttara amṛta kulam svātantrya rūpam mama hṛdayam saṃsphuratāt iti 
MBparatrimsikavivaranaHK-26	sarvatrātra hyahaṃ - śabdo bodhamātraikagocaraḥ |	sarvatra atra hi aham śabdaḥ bodha mātra eka gocaraḥ 
MBparatrimsikavivaranaHK-27	iti mīmāṃsāvākyena mameti bodhasya hṛdayaṃ sattādāyi svātantryalakṣaṇaṃ	iti mīmāṃsā vākyena mama iti bodhasya hṛdayam sattā dāyi svātantrya lakṣaṇam 
MBparatrimsikavivaranaHK-28	jagadānandādiśabdavācyaṃ pāramārthikaṃ vastu saṃsphuratāt - samyak	jagat ānanda ādi śabda vācyam pāramārthikam vastu saṃsphuratāt samyak 
MBparatrimsikavivaranaHK-29	vikasatāt svātantryarahito hi bodho'bodha eva tena yat bodhasya abodhalakṣaṇaṃ	vikasatāt svātantrya rahitaḥ hi bodhaḥ bodhaḥ eva tena yat bodhasya abodha lakṣaṇam 
MBparatrimsikavivaranaHK-30	svātantryarāhityaṃ tat apāsya bodhatayā sphuratāt ityarthaḥ | atha ca	svātantrya rāhityam tat apāsya bodha tayā sphuratāt iti arthaḥ atha ca 
MBparatrimsikavivaranaHK-31	abhinavaguptasya bimalābhidhānā jananī narasiṃhagupto janaka iti prasiddhiḥ |	abhinavaguptasya bimalā abhidhānā jananī narasiṃhaguptaḥ janakaḥ iti prasiddhiḥ 
MBparatrimsikavivaranaHK-32	asya pañcasya vyākhyāvistarastu tantrālokaviveke'sti tat eva draṣṭavyam |] || 1 ||	asya pañcasya vyākhyā vistaraḥ tu tantrāloka vivekeḥ asti tat eva draṣṭavyam  /
MBparatrimsikavivaranaHK-33	p. 2)	p 
MBparatrimsikavivaranaHK-34	yasyāmantarviśvametadvibhāti	yasyām antar viśvam etat vibhāti 
MBparatrimsikavivaranaHK-35	bāhyābhāsaṃ bhāsamānaṃ viṃsṛṣṭau |	bāhya ābhāsam bhāsamānam viṃsṛṣṭau 
MBparatrimsikavivaranaHK-36	kṣobhe kṣīṇe'nuttarāyāṃ sthitau tāṃ	kṣobhe sthitau tām 
MBparatrimsikavivaranaHK-37	vande devīṃ svātmasaṃvittimekām [yasyāmantariti pratibimbalakṣaṇopetatvāt	vande devīm sva ātma saṃvittim ekām yasyām antar iti pratibimba lakṣaṇa upeta tvāt 
MBparatrimsikavivaranaHK-38	atiriktatve'pi anatiriktatayā ityarthaḥ | bāhyābhāsamiti idantābhāsaṃ viśvaṃ	atirikta tve api anatirikta tayā iti arthaḥ bāhya ābhāsam iti idanta ābhāsam viśvam 
MBparatrimsikavivaranaHK-39	vibhāti | kṣobha iti idantābhāsalakṣaṇe kṣīṇe sati svātmasaṃvittiṃ svasminneva	vibhāti kṣobhaḥ iti idanta ābhāsa lakṣaṇe kṣīṇe sati sva ātma saṃvittim svasmin eva 
MBparatrimsikavivaranaHK-40	ātmanaiva saṃvittiḥ prakāśo yasyāḥ tām - iti anuttarāsvarūpakathanam | vande	ātmanā eva saṃvittiḥ prakāśaḥ yasyāḥ tām iti anuttarā svarūpa kathanam vande 
