segmentnr	original	analyzed
SA_GK16_andhvc3u-0	tṛtīya uddyotaḥ	tṛtīyaḥ uddyotaḥ 
SA_GK16_andhvc3u-1	tṛtīya uddyotaḥ - - - evaṃ vyaṅgyamukhenaiva dhvaneḥ pradarśite saprabhede svarūpe	tṛtīyaḥ uddyotaḥ     evam vyaṅgya mukhena eva dhvaneḥ pradarśite sa prabhede svarūpe 
SA_GK16_andhvc3u-2	punarvyañjakamukhenaitatprakāśyate--- locanam tṛtīya uddyotaḥ smarāmi smarasaṃhāralīlāpāṭavaśālinaḥ /	punar vyañjaka mukhena etat prakāśyate locanam tṛtīyaḥ uddyotaḥ smarāmi smara saṃhāra līlā pāṭava śālinaḥ 
SA_GK16_andhvc3u-3	prasahya śambhordehārdhe harantīṃ parameśvarīm //	prasahya śambhoḥ deha ardhe harantīm parameśvarīm 
SA_GK16_andhvc3u-4	udyotāntarasaṅgatiṃ kartumāha vṛttikāraḥ---evamityādi /	udyota antara saṅgatim kartum āha vṛtti kāraḥ evam ityādi 
SA_GK16_andhvc3u-5	tatra vācyamukhena tāvadavivakṣitavācyādayo bhedāḥ,	tatra vācya mukhena tāvat avivakṣita vācya ādayaḥ bhedāḥ 
SA_GK16_andhvc3u-6	vācyaśca yadyapi vyañjaka eva /	vācyaḥ ca yadi api vyañjakaḥ eva 
SA_GK16_andhvc3u-7	yathoktam--'yatrārthaḥ śabdo vā' iti /	yathā uktam yatra arthaḥ śabdaḥ vā iti 
SA_GK16_andhvc3u-8	tataśca vyañjakamukhenāpi bheda uktaḥ,	tatas ca vyañjaka mukhena api bhedaḥ uktaḥ 
SA_GK16_andhvc3u-9	tathāpi sa vācyo 'rtho vyaṅgyamukhenaiva bhidyate /	tathā api sa vācyaḥ rthaḥ vyaṅgya mukhena eva bhidyate 
SA_GK16_andhvc3u-10	tathā hyavivakṣito vācyo vyaṅgyena nyagbhāvitaḥ,	tathā hi avivakṣitaḥ vācyaḥ vyaṅgyena nyagbhāvitaḥ 
SA_GK16_andhvc3u-11	vivakṣitānyaparo vācya iti vyaṅgyārthapravaṇa evocyate ityevaṃ mūlabhedayoreva yathāsvamavāntarabhedasahitayorvyañjakarūpo	vivakṣita anya paraḥ vācyaḥ iti vyaṅgya artha pravaṇaḥ evā ucyate iti evam mūla bhedayoḥ eva yathāsvam avāntarabheda sahitayoḥ vyañjaka rūpaḥ 
SA_GK16_andhvc3u-12	bālapriyā atha tṛtīyodyotaṭippaṇī prārabhyate athāhaṃ prauḍhamudyotaṃ tṛtīyañca yathāmati /	bālapriyā atha tṛtīyā udyota ṭippaṇī prārabhyate atha aham prauḍham udyotam tṛtīyam ca yathāmati 
SA_GK16_andhvc3u-13	kimapi vyākariṣyāmi prasīdantvatra me budhāḥ //	kim api vyākariṣyāmi prasīdantu atra me budhāḥ 
SA_GK16_andhvc3u-14	smarāmīti /	smarāmi iti 
SA_GK16_andhvc3u-15	smarasya kāmasya saṃhāra eva līlā,	smarasya kāmasya saṃhāraḥ eva līlā 
SA_GK16_andhvc3u-16	tatra yatpāṭavaṃ sāmarthyaṃ tacchālinaḥ /	tatra yat pāṭavam sāmarthyam tat śālinaḥ 
SA_GK16_andhvc3u-17	śambhoḥ dehārdhaṃ prasahya harantīmityanena parameśvaryāḥ tathāvidhāt parameśvarādapyatiśayitaṃ pāṭavaṃ dyotyate /	śambhoḥ deha ardham prasahya harantīm iti anena parameśvaryāḥ tathāvidhāt parameśvarāt api atiśayitam pāṭavam dyotyate 
SA_GK16_andhvc3u-18	udyoteti /	udyota iti 
SA_GK16_andhvc3u-19	anya udyotaḥ uddyotāntaraṃ tṛtīyodyotaḥ,	anyaḥ udyotaḥ uddyota antaram tṛtīya udyotaḥ 
SA_GK16_andhvc3u-20	tasya saṅgāta dvitīyoyotena saha prasaṅgarūpāṃ saṅgatimityarthaḥ /	tasya saha prasaṅga rūpām saṅgatim iti arthaḥ 
SA_GK16_andhvc3u-21	kartuṃ sampādayitum /	kartum sampādayitum 
SA_GK16_andhvc3u-22	vyaṅgyamukhena pradarśita ityuktyā vyañjakamukhenāpradarśanaṃ labhyate,	vyaṅgya mukhena pradarśitaḥ iti uktyā vyañjaka mukhena apradarśanam labhyate 
SA_GK16_andhvc3u-23	tadanupapannamityāśaṅkāmudbhāvya tadukterabhiprāyaṃ darśayannavatārayati---tatretyādi /	tat anupapannam iti āśaṅkām udbhāvya tad ukteḥ abhiprāyam darśayan avatārayati tatra ityādi 
SA_GK16_andhvc3u-24	yadyapītyādau yojyam /	yadi api ityādau yojyam 
SA_GK16_andhvc3u-25	tatra dhvanau /	tatra dhvanau 
SA_GK16_andhvc3u-26	vācyamukhenetyādi /	vācya mukhena ityādi 
SA_GK16_andhvc3u-27	avivakṣitatvādiviśiṣṭavācyaṃ bhedakamavalambyaiva dhvaneravivakṣitavācyatvādayaḥ prabhedāssambhavantītyarthaḥ /	avivakṣita tva ādi viśiṣṭa vācyam bhedakam avalambya eva dhvaneḥ avivakṣita vācya tva ādayaḥ prabhedāḥ sambhavanti iti arthaḥ 
SA_GK16_andhvc3u-28	tataḥ kimata āha--vācyaścetyādi /	tatas kim atas āha vācyaḥ ca ityādi 
SA_GK16_andhvc3u-29	yathoktamiti /	yathā uktam iti 
SA_GK16_andhvc3u-30	vācyasya vyañjakatvamastītyuktamityarthaḥ /	vācyasya vyañjaka tvam asti iti uktam iti arthaḥ 
SA_GK16_andhvc3u-31	etāvatāpi kimāyātamityata āha---tataścetyādi /	etāvatā api kim āyātam iti atas āha tatas ca ityādi 
SA_GK16_andhvc3u-32	sa iti /	saḥ iti 
SA_GK16_andhvc3u-33	vyañjaka ityarthaḥ /	vyañjakaḥ iti arthaḥ 
SA_GK16_andhvc3u-34	vyaṅgyena nyagbhāvita iti /	vyaṅgyena nyagbhāvitaḥ iti 
SA_GK16_andhvc3u-35	vācyasyāvivakṣitatvoktyā vyaṅgyenāpradhānīkṛtatvaṃ siddhyatīti bhāvaḥ /	vācyasya avivakṣita tva uktyā vyaṅgyena apradhānīkṛta tvam siddhi ati iti bhāvaḥ 
SA_GK16_andhvc3u-36	vyaṅgyārthapravaṇaḥ vyaṅgyaparatantraḥ /	            
SA_GK16_andhvc3u-37	upasaṃharati---itītyādi /	upasaṃharati iti ityādi 
SA_GK16_andhvc3u-38	mūlabhedayoriti /	mūlabhedayoḥ iti 
SA_GK16_andhvc3u-39	avivakṣitavācyavivakṣitānyaparavācyayorityarthaḥ /	avivakṣita vācya vivakṣita anya para vācyayoḥ iti arthaḥ 
SA_GK16_andhvc3u-40	vyaṅgyamukhatyādi /	vyaṅgya mukha tyādi 
SA_GK16_andhvc3u-41	vyaṅgyapāratantryeṇaivetyarthaḥ /	vyaṅgya pāratantryeṇa eva iti arthaḥ 
SA_GK16_andhvc3u-42	ata eva uktābhiprāyādeva /	atas eva ukta abhiprāyāt eva 
SA_GK16_andhvc3u-43	kiñceti /	kiñca iti 
SA_GK16_andhvc3u-44	vyaṅgyamukhena	vyaṅgya mukhena 
SA_GK16_andhvc3u-45	avivakṣita-vācyasya pada-vākya-prakāśatā /	avivakṣita vācyasya pada vākya prakāśa tā 
SA_GK16_andhvc3u-46	tad-anyasyānuraṇana-rūpa-vyaṅgyasya ca dhvaneḥ // DhvK_3.1 //	tad anyasya anuraṇana rūpa vyaṅgyasya ca dhvaneḥ 
SA_GK16_andhvc3u-47	avivakṣitavācyasya padavākyaprakāśatā /	avivakṣita vācyasya pada vākya prakāśa tā 
SA_GK16_andhvc3u-48	tadanyasyānuraṇanarūpavyaṅgyasya ca dhvaneḥ // 1 //	tad anyasya anuraṇana rūpa vyaṅgyasya ca dhvaneḥ 
SA_GK16_andhvc3u-49	avivakṣitavācyasyātyantatiraskṛtavācye prabhede padaprakāśatā yathā maharṣervyāsasya---'saptaitāḥ samidhaḥ śriyaḥ',	avivakṣita vācyasya atyanta tiraskṛta vācye prabhede pada prakāśa tā yathā mahā ṛṣeḥ vyāsasya saptā etāḥ samidhaḥ śriyaḥ 
SA_GK16_andhvc3u-50	yathā vā kālidāsasya---'kaḥ sannaddhe virahavidhurāṃ tvayyupekṣeta jāyām',	yathā vā sannaddhe viraha vidhurām tvayi upekṣeta jāyām 
SA_GK16_andhvc3u-51	yathā vā--'kimiva hi madhurāṇāṃ maṇḍanaṃ nākṛtīnām',	yathā vākim iva hi madhurāṇām maṇḍanam na ākṛtīnām 
SA_GK16_andhvc3u-52	eteṣūdāharaṇeṣu 'samidha' iti sannaddha' iti 'madhurāṇā'miti ca padāni vyañjakatvābhiprāyeṇaiva kṛtāni /	eteṣu udāharaṇeṣu samidhaḥ iti sannaddhaḥ iti madhurāṇām iti ca padāni vyañjaka tva abhiprāyeṇa eva kṛtāni 
SA_GK16_andhvc3u-53	locanam yo 'rthaḥ sa vyaṅgyamukhaprekṣitāśaraṇatayaiva bhedamāsādayati /	locanam yaḥ rthaḥ sa vyaṅgya mukha prekṣita aśaraṇa tayā eva bhedam āsādayati 
SA_GK16_andhvc3u-54	ata evāha---vyaṅgyamukheneti /	atas eva āha vyaṅgya mukhena iti 
SA_GK16_andhvc3u-55	kiṃ ca yadyapyartho vyañjakastathāpi vyaṅgyatāyogyo 'pyasau bhavatīti,	kim ca yadi api arthaḥ vyañjakaḥ tathā api vyaṅgya tā yogyaḥ pi asau bhavati iti 
SA_GK16_andhvc3u-56	śabdastu na kadācidyvaṅgyaḥ api tu vyañjaka eveti /	śabdaḥ tu na api tu vyañjakaḥ eva iti 
SA_GK16_andhvc3u-57	tadāha---vyañjakamukheneti /	tat āha vyañjaka mukhena iti 
SA_GK16_andhvc3u-58	na ca vācyasyāvivakṣitādirūpeṇa yo bhedastatra sarvathaiva na na prakāśitaḥ kintu prakāśito 'pyadhunā punaḥ śuddhavyañjakamukhena /	na ca vācyasya avivakṣita ādi rūpeṇa yaḥ bhedaḥ tatra sarvathā eva na na prakāśitaḥ kintu prakāśitaḥ api adhunā punar śuddha vyañjaka mukhena 
SA_GK16_andhvc3u-59	tathāhi vyaṅgyamukhaprekṣitayā vinā padaṃ vākyaṃ varṇāḥ padabhāgaḥ saṅghaṭanā mahāvākyamiti svarūpata eva v.yañjakānāṃ bhedaḥ,	tathā hi vyaṅgya mukha prekṣi tayā vinā padam vākyam varṇāḥ pada bhāgaḥ saṅghaṭanāḥ mahāvākyam iti svarūpataḥ eva vyañjakānām bhedaḥ 
SA_GK16_andhvc3u-60	na caiṣāmarthavatkadācidapi vyaṅgyatā sambhavatīti vyañjakaikaniyataṃ svarūpaṃ yattanmukhena bhedaḥ prakāśyata iti tātparyam /	na ca eṣām arthavat kadācid api vyaṅgya tā sambhavati iti vyañjaka eka niyatam svarūpam yat tad mukhena bhedaḥ prakāśyate iti tātparyam 
SA_GK16_andhvc3u-61	yastu vyācaṣṭe---'vyaṅgyānāṃ vastvalaṅkārarasānāṃ mukhena' iti,	yaḥ tu vyācaṣṭe vyaṅgyānām vastu alaṅkāra rasānām mukhena iti 
SA_GK16_andhvc3u-62	sa evaṃ praṣṭavyaḥ---etattāvatrribhedatvaṃ na kārikākāreṇa kṛtam /	saḥ evam praṣṭavyaḥ etat tāvat tri bheda tvam na kārikā ākāreṇa kṛtam 
SA_GK16_andhvc3u-63	vṛttikāreṇa tu darśitam /	vṛtti kāreṇa tu darśitam 
SA_GK16_andhvc3u-64	na cedānīṃ vṛttikārobhedaprakaṭanaṃ karoti bālapriyā pradarśita ityukterabhiprāyāntarañcāstītyarthaḥ /	na ca idānīm vṛtti kāraḥ bheda prakaṭanam karoti bālapriyā pradarśitaḥ iti ukteḥ abhiprāya antaram ca asti iti arthaḥ 
SA_GK16_andhvc3u-65	tadāha---yadyapītyādi /	tat āha yadi api ityādi 
SA_GK16_andhvc3u-66	arthaḥ vācyaḥ /	arthaḥ vācyaḥ 
SA_GK16_andhvc3u-67	vyaṅgyetyādi /	vyaṅgya ityādi 
SA_GK16_andhvc3u-68	kadācidvyaṅgyo 'pi bhavatītyarthaḥ /	kadācid vyaṅgyaḥ pi bhavati iti arthaḥ 
SA_GK16_andhvc3u-69	tadāheti /	tat āha iti 
SA_GK16_andhvc3u-70	tadabhiprāyādāhetyarthaḥ /	tad abhiprāyāt āha iti arthaḥ 
