segmentnr	original	analyzed
SA_GR14_dhyggs_u-0	śrīpāda dhyāna-candra gosvāmī	       
SA_GR14_dhyggs_u-1	sādhako brāhma-muhūrte cotthāya nijeṣṭa-nāmāni smaret kīrtayed vā--	sādhakaḥ brāhma muhūrte ca utthāya nija iṣṭa nāmāni smaret kīrtayet vā 
SA_GR14_dhyggs_u-2	sa jayati viśuddha-vikramaḥ	sa jayati viśuddha vikramaḥ 
SA_GR14_dhyggs_u-3	kanakābhaḥ kamalāyatekṣaṇaḥ /	kanaka ābhaḥ kamala āyata īkṣaṇaḥ 
SA_GR14_dhyggs_u-4	vara-jānu-lambi-sad-bhujo	vara jānu lambi sat bhujaḥ 
SA_GR14_dhyggs_u-5	bahudhā bhakti-rasābhinartakaḥ // GGS_1 //	         
SA_GR14_dhyggs_u-6	śrī-rāmeti janārdaneti jagatāṃ nātheti nārāyaṇe-*	śrī rāma iti janārdana iti jagatām nātha iti nārāyaṇe 
SA_GR14_dhyggs_u-7	tyānandeti dayāpareti kamalākānteti kṛṣṇeti ca /	tyānandā iti dayā parā iti kamalā kāntā iti kṛṣṇā iti ca 
SA_GR14_dhyggs_u-8	śrīman nāma-mahāmṛtābdhi-laharī-kallola-magnaṃ muhur	śrīmat nāma mahā mṛta abdhi laharī kallola magnam muhur 
SA_GR14_dhyggs_u-9	muhyantaṃ galad-aśru-netram avaśaṃ māṃ nātha nityaṃ kuru // GGS_2 //	muhyantam galat aśru netram avaśam mām nātha nityam kuru 
SA_GR14_dhyggs_u-10	śrī-kānta kṛṣṇa karuṇāmaya kañjanābha	śrī kānta kṛṣṇa karuṇā maya kañjana ābha 
SA_GR14_dhyggs_u-11	kaivalya-vallabha mukunda murāntaketi /	kaivalya vallabha mukunda murāntaka iti 
SA_GR14_dhyggs_u-12	nāmāvalīṃ vimala-mauktika-hāra-lakṣmī-	nāma āvalīm vimala mauktika hāra lakṣmī 
SA_GR14_dhyggs_u-13	lāvaṇya-vañcana-karīṃ karavāṇi kaṇṭhe // GGS_3 //	lāvaṇya vañcana karīm karavāṇi kaṇṭhe 
SA_GR14_dhyggs_u-14	kṛṣṇa rāma mukunda vāmana vāsudeva jagadguro	kṛṣṇa rāma mukunda vāmana vāsudeva jagadguro 
SA_GR14_dhyggs_u-15	matsya kacchapa narasiṃha varāha rāghava pāhi mām /	matsya kacchapa narasiṃha varāha rāghava pāhi mām 
SA_GR14_dhyggs_u-16	deva-dānava-nāradādi munīndra-vandya dayānidhe	deva dānava nārada ādi muni indra vandya dayā nidhe 
SA_GR14_dhyggs_u-17	devakī-suta dehi me tava pāda-bhaktim acañcalām // GGS_4 //	devakī suta dehi me tava pāda bhaktim acañcalām 
SA_GR14_dhyggs_u-18	he gopālaka he kṛpā-jala-nidhe he sindhu-kanyā-pate	he gopālaka he kṛpā jalanidhe he sindhu kanyā pate 
SA_GR14_dhyggs_u-19	he kaṃsāntaka he gajendra-karuṇā-pārīṇa he mādhava /	he kaṃsa antaka he gaja indra karuṇā pārīṇa he mādhava 
SA_GR14_dhyggs_u-20	he rāmānuja he jagattraya-guro he puṇḍarīkākṣa māṃ	he rāmānuja he jagattraya guro he puṇḍarīkākṣa mām 
SA_GR14_dhyggs_u-21	he gopī-jana-nātha pālaya paraṃ jānāmi na tvāṃ vinā // GGS_5 //	he gopī jananātha pālaya param jānāmi na tvām vinā 
