segmentnr	original	analyzed
SA_GR14_mdhvkmou-0	kṛṣṇāmṛtamahārṇavaḥ oṃ.	        
SA_GR14_mdhvkmou-1	arcitaḥ saṃsmṛto dhyātaḥ kīrtitaḥ kathitaḥ śrutaḥ	arcitaḥ saṃsmṛtaḥ dhyātaḥ kīrtitaḥ kathitaḥ śrutaḥ 
SA_GR14_mdhvkmou-2	yo dadāty amṛtatvaṃ hi sa māṃ rakṣatu keśavaḥ. // MKm_1 //	yaḥ dadāti amṛta tvam hi sa mām rakṣatu keśavaḥ 
SA_GR14_mdhvkmou-3	tāpatrayeṇa saṃtaptaṃ yad etad akhilaṃ jagat	tāpa trayeṇa saṃtaptam yat etat akhilam jagat 
SA_GR14_mdhvkmou-4	vakṣyāmi śāntaye hy asya kṛṣṇāmṛtamahārṇavam. // MKm_2 //	vakṣyāmi śāntaye hi asya kṛṣṇa amṛta mahā arṇavam 
SA_GR14_mdhvkmou-5	te narāḥ paśavo loke kiṃ teṣāṃ jīvane phalam	te narāḥ paśavaḥ loke kim teṣām jīvane phalam 
SA_GR14_mdhvkmou-6	yair na labdhā harer dīkṣā nārcito vā janārdanaḥ. // MKm_3 //	yaiḥ na labdhā hareḥ dīkṣā na arcitaḥ vā janārdanaḥ 
SA_GR14_mdhvkmou-7	saṃsāre 'smin mahāghore janmarogabhayākule	saṃsāre smin mahā ghore janma roga bhaya ākule 
SA_GR14_mdhvkmou-8	ayam eko mahābhāgaḥ pūjyate yad adhokṣajaḥ. // MKm_4 //	ayam ekaḥ mahābhāgaḥ pūjyate yat adhokṣajaḥ 
SA_GR14_mdhvkmou-9	sa nāma sukṛtī loke kulaṃ tena hy alaṃkṛtam	sa nāma su kṛtī loke kulam tena hi alaṃkṛtam 
SA_GR14_mdhvkmou-10	ādhāraḥ sarvabhūtānāṃ yena viṣṇuḥ prasāditaḥ. // MKm_5 //	ādhāraḥ sarva bhūtānām yena viṣṇuḥ prasāditaḥ 
SA_GR14_mdhvkmou-11	yajñānāṃ tapasāṃ caiva śubhānāṃ caiva karmaṇāṃ	yajñānām tapasām ca eva śubhānām ca eva karmaṇām 
SA_GR14_mdhvkmou-12	tadviśiṣṭaphalaṃ nṛṇāṃ sadaivārādhanaṃ hareḥ. // MKm_6 //	tad viśiṣṭa phalam nṛṇām sadā eva ārādhanam hareḥ 
SA_GR14_mdhvkmou-13	kalau kalimaladhvaṃsisarvapāpaharaṃ harim	kalau kali mala dhvaṃsi sarva pāpa haram harim 
SA_GR14_mdhvkmou-14	ye 'rcayanti narā nityaṃ te 'pi vandyā yathā hariḥ. // MKm_7 //	ye rcayanti narāḥ nityam te vandyāḥ yathā hariḥ 
SA_GR14_mdhvkmou-15	nāsti śreyaskaraṃ nṛṇāṃ viṣṇor ārādhanān mune	na asti śreyaskaram nṛṇām viṣṇoḥ ārādhanāt mune 
SA_GR14_mdhvkmou-16	yuge 'smiṃs tāmase loke satataṃ pūjyate nṛbhiḥ. // MKm_8 //	yuge smin tāmase loke satatam pūjyate nṛbhiḥ 
SA_GR14_mdhvkmou-17	arcite sarvadeveśe śaṅkacakragadādhare	arcite sarva deveśe śaṅka cakra gadā dhare 
