segmentnr	original	analyzed
MBsivadharmaHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBsivadharmaHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00209	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBsivadharmaHK-2	Uniform title: śivadharma	uniform title śivadharma 
MBsivadharmaHK-3	Manuscript : IFP/EFEO 860 copied from R2442 G.O.N.L., Madras	manuscript ifpefeo copied from gonl madras 
MBsivadharmaHK-4	Description: IFP transcript 860  copied from ms no R2442 belonging to G.O.N.L. , madras.)	description ifp transcript  copied from ms no  belonging to gonl madras 
MBsivadharmaHK-5	This zivadharma differs from the text of the same name in transcript no. 72. There the colophon reads: śrīśivadharmaśāstre nandiproktethe colophon of this version reads simply śrīśivadharmaśāstre	this differs from the text of the same name in transcript no there the colophon reads śrī śiva dharma śāstre colophon of this version reads simply śrī śiva dharma śāstre 
MBsivadharmaHK-6	Notes: Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.	notes data entered by the staff muktabodha under the supervision of mark sg dyczkowski 
MBsivadharmaHK-7	Revision 0: April 5, 2010	revision april 
MBsivadharmaHK-8	Internet publisher : Web publisher Muktabodha	internet publisher  web publisher mukta bodha 
MBsivadharmaHK-9	Publication year : 2010	publication year 
MBsivadharmaHK-10	Publication country : United States	publication country united states 
MBsivadharmaHK-11	śivadharmaḥ	śiva dharmaḥ 
MBsivadharmaHK-12	oṃ mahāgaṇapataye namaḥ || hariḥ oṃ || avighnamastu | śrīgurubhyo namaḥ ||	om mahāgaṇapataye namaḥ hariḥ om avighnam astu śrī gurubhyaḥ namaḥ 
MBsivadharmaHK-13	oṃ namaḥ śivāya ||	om namaḥ śivāya 
MBsivadharmaHK-14	sarvākāramaśeṣasya jagataḥ sarvadā śivam |	sarva ākāram aśeṣasya jagataḥ sarvadā śivam 
MBsivadharmaHK-15	go brāhmaṇanṛpāṇāṃ ca śivaṃ bhavatu sarvadā ||	go brāhmaṇa nṛpāṇām ca śivam bhavatu sarvadā 
MBsivadharmaHK-16	śivamādau śivaṃ madhye śivamante tathaiva ca |	śivam ādau śivam madhye śivam ante tathā eva ca 
MBsivadharmaHK-17	sarveṣāṃ śivabhaktānāmanugānāṃ ca nāśśivam? ||	sarveṣām śiva bhaktānām anugānām ca 
MBsivadharmaHK-18	merupṛṣṭhe sukhāsīnamṛṣisaṃghaiḥ samāvṛtam |	meru pṛṣṭhe sukha āsīnam ṛṣi saṃghaiḥ samāvṛtam 
MBsivadharmaHK-19	lokānugrahakaṃ śāntaṃ sarvajñaṃ nandikeśvaram ||	            
MBsivadharmaHK-20	teṣāṃ madhye samuthāya munirbrahmasutottamaḥ |	teṣām madhye muniḥ brahma suta uttamaḥ 
MBsivadharmaHK-21	sanatkumāraḥ sutapāḥ pṛcchatismayayā vidhi ||	sanatkumāraḥ sutapāḥ 
MBsivadharmaHK-22	bhagavan sarvadharmajña śivadharmaparāyaṇa |	bhagavan sarva dharma jña śiva dharma parāyaṇa 
MBsivadharmaHK-23	śrotukāmaḥ paraṃ dharmamime sarve samāgatam ||	śrotu kāmaḥ param dharmam ime sarve samāgatam 
MBsivadharmaHK-24	agniṣṭomādayo dhamrā yajñāḥ bahuvittakṛtānvitāḥ |	agniṣṭoma ādayaḥ dhamrāḥ yajñāḥ bahu vitta kṛta anvitāḥ 
MBsivadharmaHK-25	nātyantaphalabhūyiṣṭhā bahvāyāsasamanvitāḥ ||	na atyanta phala bhūyiṣṭhāḥ bahu āyāsa samanvitāḥ 
MBsivadharmaHK-26	na śakyāste yataḥ kartumalpavittairdvijātibhiḥ |	na śakyāḥ te yatas kartum alpa vittaiḥ dvijātibhiḥ 
MBsivadharmaHK-27	sukhopāyamato brūhi sarvakāmārthasādhakam ||	sukha upāyam atas brūhi sarva kāma artha sādhakam 
MBsivadharmaHK-28	hitāya sarvasatvānāṃ śivadharmaṃ sanātanam |	hitāya sarva satvānām śiva dharmam sanātanam 
MBsivadharmaHK-29	yena siddhāḥ surādaityā gandharvoragarākṣasāḥ ||	yena siddhāḥ surā daityāḥ gandharva uraga rākṣasāḥ 
MBsivadharmaHK-30	ṛṣayaḥ kinnarāyakṣāstathā kiṃ puruṣādayaḥ |	ṛṣayaḥ kinnara ayakṣāḥ tathā kim puruṣa ādayaḥ 
MBsivadharmaHK-31	gaṇāśca vividhānyānye śivadharmaparāyaṇāḥ ||	gaṇāḥ ca vividha anya anye śiva dharma parāyaṇāḥ 
MBsivadharmaHK-32	yaṃ sampūjyanarāssarve tadbhaktāśśivadharmikāḥ |	yam sampūjya narāḥ sarve tad bhaktāḥ śiva dharmikāḥ 
MBsivadharmaHK-33	śrīnandikeśvara uvāca	    uvāca 
MBsivadharmaHK-34	śrūyatāmabhidhāsyāmi sukhopāyaṃ mahāphalam |	śrūyatām abhidhāsyāmi sukha upāyam mahā phalam 
MBsivadharmaHK-35	paramaṃ sarvadharmāṇāṃ śivadharmaṃ sanātanam ||	paramam sarva dharmāṇām śiva dharmam sanātanam 
MBsivadharmaHK-36	śivena kathitaṃ pūrva pārvatyāṣṣaṇmukhasya ca |	śivena kathitam pārvatyā aṣṣaṇmukhasya ca 
MBsivadharmaHK-37	gaṇānāṃ devamukhyānāmasmākaṃ ca viśeṣataḥ ||	gaṇānām deva mukhyānām asmākam ca viśeṣataḥ 
MBsivadharmaHK-38	ajñānārṇavamagnānāṃ sarveṣāṃ prāṇināyam |	ajñāna arṇava magnānām sarveṣām prāṇinā ayam 
MBsivadharmaHK-39	śivadharmoḍupaḥ śrīmānuttārārthamudāhṛtaḥ ||	śiva dharma uḍupaḥ śrīmān uttāra artham udāhṛtaḥ 
MBsivadharmaHK-40	yairayaṃ śāntacetaskaiśśivabhaktaiśśivārthibhiḥ |	yaiḥ ayam śānta cetaskaiḥ śiva bhaktaiḥ śiva arthibhiḥ 
MBsivadharmaHK-41	saṃ sevyate parodhamraste rudrā nātra saṃśayaḥ ||	sam sevyate parodhamraḥ te rudrāḥ na atra saṃśayaḥ 
MBsivadharmaHK-42	grāme vā yadivāraṇye jale vāpi sthalo'pivā |	grāme vā yat iva araṇye jale vā api sthala upi vā 
MBsivadharmaHK-43	yatra vā dṛśyate liṅgaṃ sarvatīrthāni tatra vai ||	yatra vā dṛśyate liṅgam sarva tīrthāni tatra vai 
MBsivadharmaHK-44	p. 2(5)	p 
MBsivadharmaHK-45	ekakālaṃ dvikālaṃ vā trikālaṃ nityameva vā |	eka kālam dvi kālam vā tri kālam nityam eva vā 
MBsivadharmaHK-46	ye smaranti virūpākṣaṃ te rudrā nātrasaṃśayaḥ ||	ye smaranti virūpākṣam te rudrāḥ na atra saṃśayaḥ 
MBsivadharmaHK-47	kīrtayiṣyanti ye rudrāssakṛdapyāśu te narāḥ |	kīrtayiṣyanti ye rudrāḥ sakṛt api āśu te narāḥ 
MBsivadharmaHK-48	sarvapāpaiḥ pramucyante sarvajanmakṛtairapi ||	sarva pāpaiḥ pramucyante sarva janma kṛtaiḥ api 
MBsivadharmaHK-49	ye'rcayanti sadārudraṃ na te prakṛtimānuṣāḥ |	ye īrcayanti sadā arudram na te prakṛti mānuṣāḥ 
MBsivadharmaHK-50	rudralokātparibhraṣṭāste rudrā nātrasaṃśayaḥ ||	rudra lokāt paribhraṣṭāḥ te rudrāḥ na atra saṃśayaḥ 
MBsivadharmaHK-51	jātena dehinā yena nārcitobhagavāñchivaḥ |	jātena dehinā yena na arcitaḥ bhagavān śivaḥ 
MBsivadharmaHK-52	sa ciraṃ saṃcaratyasmin saṃsāre duḥkhasāgare ||	sa ciram saṃcarati asmin saṃsāre duḥkha sāgare 
MBsivadharmaHK-53	tasya cittam mahācchidraṃ sambhogassvārthamūkatā |	tasya cittam mahā chidram sambhogaḥ sva artha mūka tā 
