segmentnr	original	analyzed
MBsaivaagamaadimaahaatmyamHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBsaivaagamaadimaahaatmyamHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00228	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBsaivaagamaadimaahaatmyamHK-2	Uniform title: śaivāgamādimāhātmya	uniform title śaiva āgama ādi māhātmya 
MBsaivaagamaadimaahaatmyamHK-3	Author : jñānaprakāśa	authoḥ jñāna prakāśa 
MBsaivaagamaadimaahaatmyamHK-4	Manuscript : IFP/EFEO transcript T00372 pages 1192-1261	manuscript ifpefeo transcript pages 
MBsaivaagamaadimaahaatmyamHK-5	Description: jñānaprakāśa was a well known SiddhAntin who tells us in the	description jñānaprakāśa was a well known siddhantin who tells us in the 
MBsaivaagamaadimaahaatmyamHK-6	colophon of this text that he lived in śālīvāṭipura in Tamil Nadu.	colophon of this text that he lived in śālīvāṭipura in tamil nadu 
MBsaivaagamaadimaahaatmyamHK-7	He belonged to the 15th century and was a prolific writer. There are	he belongs to the century and was a prolific writer there are 
MBsaivaagamaadimaahaatmyamHK-8	several works by him in the IFP transcripts. In this hymn to the 'Glory	several works by him in the ifp transcripts in this hymn to the glory 
MBsaivaagamaadimaahaatmyamHK-9	"of the śaivāgama, jñānaprakāśa eulogises ""Siva as the source of"	of the śaiva āgama jñānaprakāśa eulogises siva as the source of 
MBsaivaagamaadimaahaatmyamHK-10	the Agama and begins by describing how they originate as Sound from the	the agama and begins by describing how they originate as sound from the 
MBsaivaagamaadimaahaatmyamHK-11	core of  Sadashiva's consciousness. He establishes that the authority of	core of sadashivas consciousness he establishes that the authority 
MBsaivaagamaadimaahaatmyamHK-12	"the ""Saiva scriptures is equal or more to that of the Vedas. He also"	the saeva scriptures is equal or more to that of the vedas he also 
MBsaivaagamaadimaahaatmyamHK-13	describes their extent number and contents.	describes their extent number and contents 
MBsaivaagamaadimaahaatmyamHK-14	Notes: Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	notes data entered by the staff muktabodha under the supervision of mark s g dyczkowski 
MBsaivaagamaadimaahaatmyamHK-15	Revision 0: Sept. 18, 2011	revision 
MBsaivaagamaadimaahaatmyamHK-16	Publication country : India	publication country india 
MBsaivaagamaadimaahaatmyamHK-17	śaivāgamādimāhātmyam	śaiva āgama ādi māhātmyam 
MBsaivaagamaadimaahaatmyamHK-18	śrīśālīvāṭipuranivāsi jñānaprakāśaguruviracita	            
MBsaivaagamaadimaahaatmyamHK-19	ṭ.ṇo. 372	ṭ ṇaḥ 
MBsaivaagamaadimaahaatmyamHK-20	p. 1192 -1261	p 
MBsaivaagamaadimaahaatmyamHK-21	copied from a ms belonging to ṣundaradiksitar, ṭirunelveli	copied from a ms belonging to 
MBsaivaagamaadimaahaatmyamHK-22	ññānaprakāśa was a well known ṣiddhāntin who tells us in the	ññānaprakāśa was a well known ṣiddhāntin who tells us in the 
MBsaivaagamaadimaahaatmyamHK-23	colophon of this text that he lived in śālīvāṭipura in ṭamil ṇadu.	colophon of this text that he lived in śālīvāṭipura in ṭamil ṇadu 
MBsaivaagamaadimaahaatmyamHK-24	ḥe belonged to the 15th century and was a prolific writer. ṭhere are	belonged to the century and was a prolfic writer 
MBsaivaagamaadimaahaatmyamHK-25	several works by him in the īFP transcripts. īn this hymn to the 'ṅlory	several works by him in the īfp transcripts this hymn to the ṅlory 
MBsaivaagamaadimaahaatmyamHK-26	"of the ""ṣaivāgama', ñ`nānaprakāśa eulogises ""ṣiva as the source of"	or the ṣaiva āgama eulogises ṣiva as the source 
MBsaivaagamaadimaahaatmyamHK-27	the āagama and begins by describing how they originate as ṣound from the	the āagama and begins by describing how they originate as ṣound from the 
MBsaivaagamaadimaahaatmyamHK-28	core of ṣadāśiva's consciousness. ḥe establishes that the authority of	core of ṣadāśivas consciousness establishes that the authority 
MBsaivaagamaadimaahaatmyamHK-29	"the ""ṣaiva scriptures is equal or more to that of the Vedas. ḥe also"	the ṣaiva scriptures is equal or more to that of the vedas also 
MBsaivaagamaadimaahaatmyamHK-30	describes their extent number and contents.	describes their extent number and contents 
MBsaivaagamaadimaahaatmyamHK-31	namaśśivāya śaktyai bindave śāśvatāya ca | gurave ca gaṇeśāya	namaḥ śivāya śaktyai bindave śāśvatāya ca gurave ca gaṇeśāya 
MBsaivaagamaadimaahaatmyamHK-32	kārtikeyāya dhīmate |	kārtikeyāya dhīmate 
MBsaivaagamaadimaahaatmyamHK-33	kecinnīrīśvaravādīnāmmatamavalaṃbya nīnāmakṛtakṛtvena	kecid nīrīśvara vādīnām matam avalaṃbya 
MBsaivaagamaadimaahaatmyamHK-34	prāmāṇyaṃ śivāgamānāṃ kṛtakatvena prāmāṇyaṃ nāsti	prāmāṇyam śiva āgamānām kṛtaka tvena prāmāṇyam na asti 
MBsaivaagamaadimaahaatmyamHK-35	yadyasyapi kathañcit prāmāṇyantathāpi	yadi asi api kathañcid 
MBsaivaagamaadimaahaatmyamHK-36	śrutipathagalitanāmmānuṣāṇāmiti durbaddhayo vadanti | tanna |	śrutipatha galita nāma mānuṣāṇām iti durbaddhayaḥ vadanti tat na 
MBsaivaagamaadimaahaatmyamHK-37	pañcavaktradharo bhūtvā pañcabhimestamukhairapi |	pañcavaktra dharaḥ bhūtvā pañcabhiḥ mesta mukhaiḥ api 
MBsaivaagamaadimaahaatmyamHK-38	vedādiśraddhajālaṃ yattatsarvamavadat prabhuḥ |	veda ādi śraddha jālam yat tat sarvam avadat prabhuḥ 
MBsaivaagamaadimaahaatmyamHK-39	adṛṣṭavigrahācchāntāt śivātparamakāraṇāt |	adṛṣṭa vigrahāt śāntāt śivāt parama kāraṇāt 
MBsaivaagamaadimaahaatmyamHK-40	nādarūpaṃ viniṣkrāntaṃ śāstraṃ sarvamiti sthitamiti |	nāda rūpam viniṣkrāntam śāstram sarvam iti sthitam iti 
MBsaivaagamaadimaahaatmyamHK-41	pauṣkaraśivāgama śruteśca -	pauṣkaraśivāgama śruteḥ ca 
MBsaivaagamaadimaahaatmyamHK-42	punaraṃgāni vedāścatvāro mīmāṃsā nyāyavistaraḥ | purāṇaṃ	punar aṃgāni vedāḥ catvāraḥ mīmāṃsā nyāya vistaraḥ purāṇam 
MBsaivaagamaadimaahaatmyamHK-43	dharmaśāstrañca vidhātyetāścaturdaśa |	dharma śāstram ca vidhāti etāḥ caturdaśa 
MBsaivaagamaadimaahaatmyamHK-44	āyurvedo yajurvedo gāndharvañcetyanukramāt | astraśāstraṃ	āyurvedaḥ yajurvedaḥ gāndharvam ca iti anukramāt astra śāstram 
MBsaivaagamaadimaahaatmyamHK-45	parantasmāt vidyātyaṣṭādaśa smṛtāḥ |	parantasmāt vidyā ati aṣṭādaśa smṛtāḥ 
MBsaivaagamaadimaahaatmyamHK-46	aṣṭādaśānāṃ vidyānametāsāṃ bhinnavartmanām | ādikartā	aṣṭādaśānām vidyānam etāsām bhinna vartmanām ādikartā 
MBsaivaagamaadimaahaatmyamHK-47	kavissākṣācchūla pāṇiniti śrutiḥ |	kaviḥ sākṣāt śūla pāṇin iti śrutiḥ 
MBsaivaagamaadimaahaatmyamHK-48	aṣṭādaśa purāṇāni kathitāni samāsataḥ | teṣāṃ	aṣṭādaśa purāṇāni kathitāni samāsatas teṣām 
MBsaivaagamaadimaahaatmyamHK-49	sargāntareṣveva dvāpare darśako muniḥ |	sarga antareṣu eva dvāpare darśakaḥ muniḥ 
