segmentnr	original	analyzed
MBIISVARASIDDHI_hk-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBIISVARASIDDHI_hk-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00023	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBIISVARASIDDHI_hk-2	Uniform title: īśvarasiddhi	uniform title īśvarasiddhi 
MBIISVARASIDDHI_hk-3	Main title: īśvarasiddhiḥ	main title īśvarasiddhiḥ 
MBIISVARASIDDHI_hk-4	Secondary title: siddhitrayī	secondara title siddhitrayī 
MBIISVARASIDDHI_hk-5	Author : utpaladeva	authoḥ utpaladeva 
MBIISVARASIDDHI_hk-6	Editor : śastrī m k	e t itoḥ śastrī m k 
MBIISVARASIDDHI_hk-7	Description: Text taken from Volume 34 of the Kashmir Series of Texts and Studies.  The Siddhitrayi and the Pratyabhijna-karika-vritti of Rajanaka Utpala deva  Note: siddhitrayī consists of three works by utpaladeva: ājaḍa-pramātṛ-siddhi, iśvara-siddhi and sambandha-siddhi .	description text taken from volume of the kashmir series of texts and studies the siddhitrayi and the pratyabhijnakarikavritti of rajanaka utpala deva note siddhitrayī consists of three works by utpaladeva ājaḍa pramātṛsiddhi iśvarasiddhi and sambandhasiddhi 
MBIISVARASIDDHI_hk-8	Notes: Data-entered by the staff of Muktabodha under the supervision of Mark Dyczkowski.    Revision 0: 28/11/2005	notes data entered by the staff muktabodha under the supervision of mark dyczkowski 
MBIISVARASIDDHI_hk-9	Publisher : Research Department, Jammu and Kashmir State	publisher research depatment jammu and kashmir state 
MBIISVARASIDDHI_hk-10	Publication year : 1921	publication year 
MBIISVARASIDDHI_hk-11	Publication city : Srinigar	publication citi srinigar 
MBIISVARASIDDHI_hk-12	Publication country : India	publication country india 
MBIISVARASIDDHI_hk-13	|| oṃ ||	om 
MBIISVARASIDDHI_hk-14	atha	atha 
MBIISVARASIDDHI_hk-15	īśvarasiddhiḥ	īśvara siddhiḥ 
MBIISVARASIDDHI_hk-16	śrīmadācāryotpaladevaviracitā |	śrīmat ācārya utpaladeva viracitā 
MBIISVARASIDDHI_hk-17	karoti tamahaṃ devamekaṃ naumi maheśvaram || 1 ||	karoti tam aham devam ekam naumi maheśvaram 
MBIISVARASIDDHI_hk-18	tanukaraṇādikāryaṃ buddhimatkartṛpūrvakaṃ saṃniveśaviśeṣavattvāt,	tanu karaṇa ādi kāryam buddhimat kartṛ pūrvakam saṃniveśa viśeṣavat tvāt 
MBIISVARASIDDHI_hk-19	yadyatsaṃniveśaviśeṣavat tattadbuddhimatkartṛnirmitaṃ yathā ghaṭaḥ,	yat yat saṃniveśa viśeṣa vat tat tat buddhimat kartṛ nirmitam yathā ghaṭaḥ 
MBIISVARASIDDHI_hk-20	buddhimatkartṛpūrvakaṃ yanna bhavati na tat saṃniveśaviśeṣavatkāryaṃ yathā	buddhimat kartṛ pūrvakam yat na bhavati na tat saṃniveśa viśeṣavat kāryam yathā 
MBIISVARASIDDHI_hk-21	paramāṇvākāśaśaśaviṣāṇādi, tathā ca bhavati saṃniveśaviśeṣavat	paramāṇu ākāśa śaśaviṣāṇa ādi tathā ca bhavati saṃniveśa viśeṣa vat 
MBIISVARASIDDHI_hk-22	tanvādikāryaṃ, tasmādbuddhimatkartṛpūrvakamiti | tadāha	tanu ādi kāryam tasmāt buddhimat kartṛ pūrvakam iti tat āha 
MBIISVARASIDDHI_hk-23	tanvādi buddhimaddhetu saṃniveśaviśeṣavat |	tanu ādi buddhimat hetu saṃniveśa viśeṣavat 
MBIISVARASIDDHI_hk-24	(p. 2)	p 
MBIISVARASIDDHI_hk-25	ghaṭa..............................................paramāṇuvat || 2 ||	ghaṭa paramāṇu vat 
MBIISVARASIDDHI_hk-26	iti ||	iti 
MBIISVARASIDDHI_hk-27	atra ca dharmisaṃbandhabalāt............................. hetubhūtārthakriyopayogitā	atra ca dharmi saṃbandha balāt hetu bhūta artha kriyā upayogi tā 
MBIISVARASIDDHI_hk-28	ca kathyate | ghaṭasya hi mṛdupādānakāraṇatvena siddhā | tatra ca na	ca kathyate ghaṭasya hi mṛd upādānakāraṇa tvena siddhā tatra ca na 
MBIISVARASIDDHI_hk-29	pṛthubudhnodarākārasaṃniveśaviśeṣasaṃbhavaḥ, lokayātrāyāśca tathā	pṛthu budhna udara ākāra saṃniveśa viśeṣa saṃbhavaḥ lokayātrāyāḥ ca tathā 
MBIISVARASIDDHI_hk-30	saṃniveśaviśeṣavatā vicitreṇa vastunā vinā mahatī khaṇḍanā, sahakārī ca	saṃniveśa viśeṣavatā vicitreṇa vastunā vinā mahatī khaṇḍanā sahakārī ca 
MBIISVARASIDDHI_hk-31	tathā saṃniveśavata eva rūparasādyanyathātve vyāpriyeta | yathā	tathā saṃniveśavataḥ eva rūpa rasa ādi anyathātve vyāpriyeta yathā 
MBIISVARASIDDHI_hk-32	svacchasarasyūṣmasaṃparkaḥ | vāyusaṃbandhavaśādapi kāryasya	svaccha sarasi ūṣma saṃparkaḥ vāyu saṃbandha vaśāt api kāryasya 
MBIISVARASIDDHI_hk-33	saṃsthānāntaraṃ syādapi kadācit na tu niyamena bhavet anantapadārthasārthasya	saṃsthāna antaram syāt api kadācid na tu niyamena bhavet ananta padārtha sa arthasya 
MBIISVARASIDDHI_hk-34	samānajātīyatotthāpananimittamanyathāpi vāyuprasarasya saṃbhavāt,	samāna jātīya tā utthāpana nimittam anyathā api vāyu prasarasya saṃbhavāt 
MBIISVARASIDDHI_hk-35	ekarūpa..................................... utthāpakatve vā vāyureva buddhimānastu.................	eka rūpe utthāpaka tve vā vāyuḥ eva buddhimān astu 
MBIISVARASIDDHI_hk-36	kiṃ saṃvidā..........................................................	kim saṃvidā 
MBIISVARASIDDHI_hk-37	buddhimatprorito vā.......................................... |	buddhimat proritaḥ vā 
MBIISVARASIDDHI_hk-38	..............................................ṭato ghaṭo yathā || 3 ||	ṭataḥ ghaṭaḥ yathā 
MBIISVARASIDDHI_hk-39	iti ||	iti 
MBIISVARASIDDHI_hk-40	ghaṭajātīya eva dṛṣṭāntadharmī.................................................... rapi	ghaṭa jātīyaḥ eva dṛṣṭānta dharmī 
MBIISVARASIDDHI_hk-41	tadākāraniyataḥ sādhyadharmitayā jātiprādhānyenaivopādīyate | taditthaṃ	tad ākāra niyataḥ sādhya dharmitayā jāti prādhānyena eva upādīyate tat ittham 
