segmentnr	original	analyzed
MBLingadhaaranachandrikaHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBLingadhaaranachandrikaHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00333	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBLingadhaaranachandrikaHK-2	Uniform title: liṅgadhāraṇacandrikā	uniform title liṅga dhāraṇa candrikā 
MBLingadhaaranachandrikaHK-3	Author : nandikeśvara	authoḥ nandikeśvara 
MBLingadhaaranachandrikaHK-4	Commentator : śivakumāraśāstri	commentatoḥ śivakumāraśāstri 
MBLingadhaaranachandrikaHK-5	Notes: Commentary written in 1903.	notes commentary 
MBLingadhaaranachandrikaHK-6	Data entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.	data entered by the staff of muktabodha under the direction of mark s g dyczkowski 
MBLingadhaaranachandrikaHK-7	Revision 0: Dec. 15, 2015	revision dec 
MBLingadhaaranachandrikaHK-8	Publisher : Medical Hall	publisher medical hall 
MBLingadhaaranachandrikaHK-9	Publication year : 1905	publication year 
MBLingadhaaranachandrikaHK-10	Publication city : Varanasi	publication citi 
MBLingadhaaranachandrikaHK-11	Publication country : India	publication country india 
MBLingadhaaranachandrikaHK-12	liṅgadhāraṇacandrikā	         
MBLingadhaaranachandrikaHK-13	śrīnandikeśvaraśivācāryaviracitā	śrī nandikeśvara śivācārya viracitā 
MBLingadhaaranachandrikaHK-14	śrīśivakumāraśāstrikṛtyā śaranāmikā vyākhyayā	            
MBLingadhaaranachandrikaHK-15	medical hall publiśer	medical hall 
MBLingadhaaranachandrikaHK-16	Varanasi	vara nasi 
MBLingadhaaranachandrikaHK-17	p. 1)	p 
MBLingadhaaranachandrikaHK-18	śrīgaṇeśāya namaḥ	śrī gaṇeśāya namaḥ 
MBLingadhaaranachandrikaHK-19	śrīmate viśvārādhyāya namaḥ	śrīmate viśvārādhyāya namaḥ 
MBLingadhaaranachandrikaHK-20	liṅgadhāraṇacandrikā	         
MBLingadhaaranachandrikaHK-21	nandikeśvaraviracitā	          
MBLingadhaaranachandrikaHK-22	pūrvabhāgaḥ	pūrva bhāgaḥ 
MBLingadhaaranachandrikaHK-23	ādhārādisamastacakranicaye yo haṃsarūpaḥ śivo	ādhāra ādi samasta cakra nicaye yaḥ haṃsa rūpaḥ 
MBLingadhaaranachandrikaHK-24	nityānandaguruprasādavibhavād bhāvādisaṃjño'bhavat |	             
MBLingadhaaranachandrikaHK-25	ācārādivibhedataḥ punarasau ṣaḍliṅgarūpo'bhavat	ācāra ādi vibhedataḥ punar asau ṣaṣ liṅga rūpaḥ bhavat 
MBLingadhaaranachandrikaHK-26	tasmai śrīgurumūrtaye girisutābhartre namaskurmahe || 1 ||	tasmai śrī guru mūrtaye girisutā bhartre namaskurmahe  /
MBLingadhaaranachandrikaHK-27	vedāḥ śāstrāṇyāgamā yatpraṇītāḥ	vedāḥ śāstrāṇi āgamāḥ yad praṇītāḥ 
MBLingadhaaranachandrikaHK-28	puṃsāmiṣṭaprāptaye'nekarūpān |	puṃsām iṣṭa prāptaye eka rūpān 
MBLingadhaaranachandrikaHK-29	karmopāstijñānabhedena bhinnān	karma upāsti jñāna bhedena bhinnān 
MBLingadhaaranachandrikaHK-30	hetūn loke khyāpayante namo'smai || 1 ||	hetūn loke khyāpayante namaḥ asmai 
MBLingadhaaranachandrikaHK-31	bāṇaḥ kasya babhūva padmanayanaḥ kasyābhavat padmabhū-	bāṇaḥ kasya babhūva padma nayanaḥ kasya abhavat padma bhū 
