segmentnr	original	analyzed
SA_GR13_malinivu-0	mālinīvijayottaratantram	        
SA_GR13_malinivu-1	sṛṣṭyadhikāraḥ prathamaḥ	sṛṣṭi adhikāraḥ prathamaḥ 
SA_GR13_malinivu-2	1.1ab: jayanti jagadānandavipakṣakṣapaṇakṣamāḥ	jayanti jagat ānanda vipakṣa kṣapaṇa kṣamāḥ 
SA_GR13_malinivu-3	1.1cd: parameśamukhodbhūtajñānacandramarīcayaḥ	              
SA_GR13_malinivu-4	1.2ab: jagadarṇavamagnānāṃ tārakaṃ tārakāntakam	jagat arṇava magnānām tārakam tāraka antakam 
SA_GR13_malinivu-5	1.2cd: sanatkumārasanakasanātanasanandanāḥ	sanatkumāra sanaka sanātana sanandanāḥ 
SA_GR13_malinivu-6	1.3ab: nāradāgastyasaṃvartavasiṣṭhādyā maharṣayaḥ	nārada agastya saṃvarta vasiṣṭha ādyāḥ mahā ṛṣayaḥ 
SA_GR13_malinivu-7	1.3cd: jijñāsavaḥ paraṃ tattvaṃ śivaśaktyunmukhīkṛtāḥ	jijñāsavaḥ param tattvam śiva śakti unmukhīkṛtāḥ 
SA_GR13_malinivu-8	1.4ab: samabhyarcya vidhānena te tam ūcuḥ praharṣitāḥ	samabhyarcya vidhānena te tam ūcuḥ praharṣitāḥ 
SA_GR13_malinivu-9	1.4cd: bhagavadyogasaṃsiddhikāṅkṣiṇo vayam āgatāḥ	bhagavat yoga saṃsiddhi kāṅkṣiṇaḥ vayam āgatāḥ 
SA_GR13_malinivu-10	1.5ab: sā ca yogaṃ vinā yasmān na bhavet tam ato vada	sā ca yogam vinā yasmāt na bhavet tam atas vada 
SA_GR13_malinivu-11	1.5cd: ṛṣibhir yogam icchadbhiḥ sa tair evam udāhṛtaḥ	ṛṣibhiḥ yogam icchadbhiḥ sa taiḥ evam udāhṛtaḥ 
SA_GR13_malinivu-12	1.6ab: pratyuvāca prahṛṣṭātmā namaskṛtya maheśvaram	pratyuvāca prahṛṣṭa ātmā namaskṛtya maheśvaram 
SA_GR13_malinivu-13	1.6cd: śṛṇudhvaṃ saṃpravakṣyāmi sarvasiddhiphalapradam	śṛṇudhvam saṃpravakṣyāmi sarva siddhi phala pradam 
SA_GR13_malinivu-14	1.7ab: mālinīvijayaṃ tantraṃ parameśamukhodgatam	                     
SA_GR13_malinivu-15	1.7cd: bhuktimuktipradātāram umeśam amarārcitam	bhukti mukti pradātāram umeśam amara arcitam 
SA_GR13_malinivu-16	1.8ab: svasthānastham umā devī praṇipatyedam abravīt	sva sthāna stham umā devī praṇipatya idam abravīt 
SA_GR13_malinivu-17	1.8cd: siddhayogeśvarītantraṃ navakoṭipravistaram	            
SA_GR13_malinivu-18	1.9ab: yat tvayā kathitaṃ pūrvaṃ bhedatrayavisarpitam	yat tvayā kathitam pūrvam bheda traya visarpitam 
SA_GR13_malinivu-19	1.9cd: mālinīvijaye tantre koṭitritayalakṣite	                   
SA_GR13_malinivu-20	1.10ab: yogamārgas tvayā proktaḥ suvistīrṇo maheśvara	yoga mārgaḥ tvayā proktaḥ su vistīrṇaḥ maheśvara 
SA_GR13_malinivu-21	1.10cd: bhūyas tasyopasaṃhāraḥ prokto dvādaśabhis tathā	bhūyas tasya upasaṃhāraḥ proktaḥ dvādaśabhiḥ tathā 
SA_GR13_malinivu-22	1.11ab: sahasraiḥ so 'pi vistīrṇo gṛhyate nālpabuddhibhiḥ	sahasraiḥ saḥ pi vistīrṇaḥ gṛhyate na alpabuddhibhiḥ 
SA_GR13_malinivu-23	1.11cd: atas tam upasaṃhṛtya samāsād alpadhīhitam	atas tam upasaṃhṛtya samāsāt alpa dhī hitam 
SA_GR13_malinivu-24	1.12ab: sarvasiddhikaraṃ brūhi prasādāt parameśvara	sarva siddhi karam brūhi prasādāt parameśvara 
SA_GR13_malinivu-25	1.12cd: evam uktas tadā devyā prahasyovāca viśvarāṭ	evam uktaḥ tadā devyā prahasya uvāca viśvarāj 
SA_GR13_malinivu-26	1.13ab: śṛṇu devi pravakṣyāmi siddhayogeśvarīmatam	śṛṇu devi pravakṣyāmi siddha yogeśvarī matam 
SA_GR13_malinivu-27	1.13cd: yan na kasya cid ākhyātaṃ mālinīvijayottaram	yat na kasya cit ākhyātam mālinīvijaya uttaram 
SA_GR13_malinivu-28	1.14ab: mayāpy etat purā prāptam aghorāt paramātmanaḥ	mayā api etat purā prāptam aghorāt paramātmanaḥ 
SA_GR13_malinivu-29	1.14cd: upādeyaṃ ca heyaṃ ca vijñeyaṃ paramārthataḥ	upādeyam ca heyam ca vijñeyam paramārthataḥ 
SA_GR13_malinivu-30	1.15ab: śivaḥ śaktiḥ savidyeśā mantrā mantreśvarāṇavaḥ	                
SA_GR13_malinivu-31	1.15cd: upādeyam iti proktam etat ṣaṭkaṃ phalārthinām	upādeyam iti proktam etat ṣaṭkam phala arthinām 
SA_GR13_malinivu-32	1.16ab: malaḥ karma ca māyā ca māyīyam akhilaṃ jagat	malaḥ karma ca māyā ca māyīyam akhilam jagat 
SA_GR13_malinivu-33	1.16cd: sarvaṃ heyam iti proktaṃ vijñeyaṃ vastu niścitam	sarvam heyam iti proktam vijñeyam vastu niścitam 
SA_GR13_malinivu-34	1.17ab: etaj jñātvā parityajya sarvasiddhiphalaṃ labhet	etat jñātvā parityajya sarva siddhi phalam labhet 
