segmentnr	original	analyzed
SA_GS24_varlghku-0	laghusiddhāntakaumudī	      
SA_GS24_varlghku-1	atha saṃjñāprakaraṇam	atha saṃjñā prakaraṇam 
SA_GS24_varlghku-2	halantyam // VLk_1 = P_1,3.3 //	ha l antyam vlk   /
SA_GS24_varlghku-3	upadeśe 'ntyaṃ halitsyāt /	upadeśe ntyam ha l it syāt 
SA_GS24_varlghku-4	upadeśa ādyoccāraṇam /	upadeśe ādya uccāraṇam 
SA_GS24_varlghku-5	sūtreṣvadṛṣṭaṃ padaṃ sūtrāntarādanuvartanīyaṃ sarvatra //	sūtreṣu adṛṣṭam padam sūtra antarāt anuvartanīyam sarvatra 
SA_GS24_varlghku-6	adarśanaṃ lopaḥ // VLk_2 = P_1,1.60 //	adarśanam lopaḥ 
SA_GS24_varlghku-7	prasaktasyādarśanaṃ lopasaṃjñaṃ syāt /	prasaktasya adarśanam lopa saṃjñam syāt 
SA_GS24_varlghku-8	tasya lopaḥ // VLk_3 = P_1,3.9 //	tasya lopaḥ vlk 
SA_GS24_varlghku-9	tasyeto lopaḥ syāt /	tasya itaḥ lopaḥ syāt 
SA_GS24_varlghku-10	ṇādayo 'ṇādyarthāḥ /	ṇa ādayaḥ ṇa ādi arthāḥ 
SA_GS24_varlghku-11	ādirantyena sahetā // VLk_4 = P_1,1.71 //	ādiḥ antyena saha itā   /
SA_GS24_varlghku-12	antyenetā sahati ādirmadhyagānāṃ svasya ca saṃjñā syāt yathāṇiti a i u varṇānāṃ saṃjñā /	antyena itā sahati ādiḥ madhya gānām svasya ca saṃjñā syāt yathā a ṇ iti a i u varṇānām saṃjñā 
SA_GS24_varlghku-13	evamac hal alityādayaḥ //	evam a c ha l a l iti ādayaḥ 
SA_GS24_varlghku-14	ūkālo 'jjhrasvadīrghaplutaḥ // VLk_5 = P_1,2.27 //	ū kālaḥ h hrasva dīrgha plutaḥ vlk   
SA_GS24_varlghku-15	uśca ūśca ū3śca vaḥ;	uḥ ca ūḥ ca vaḥ 
SA_GS24_varlghku-16	vāṃ kālo yasya so 'c kramād hrasvadīrghaplutasaṃjñaḥ syāt /	vām kālaḥ yasya saḥ c kramāt hrasva dīrgha pluta saṃjñaḥ syāt 
SA_GS24_varlghku-17	sa pratyekamudāttādi bhedena tridhā /	sa pratyekam udātta ādi bhedena tridhā 
SA_GS24_varlghku-18	uccairudāttaḥ // VLk_6 = P_1,2.29 //	uccais udāttaḥ vlk 
SA_GS24_varlghku-19	nīcairanudāttaḥ // VLk_7 = P_1,2.30 //	nīcais anudāttaḥ vlk  
SA_GS24_varlghku-20	samāhāraḥ svaratiḥ // VLk_8 = P_1,2.31 //	samāhāraḥ svarati 
SA_GS24_varlghku-21	sa navavidho 'pi pratyekamanunāsikatvānanunāsikatvābhyāṃ dvidhā //	sa navavidhaḥ pratyekam anunāsika tva an anunāsika tvābhyām dvidhā 
SA_GS24_varlghku-22	mukhanāsikāvacano 'nunāsikaḥ // VLk_9 = P_1,2.8 //	mukha nāsikā vacanaḥ nunāsikaḥ    
SA_GS24_varlghku-23	mukhasahatināsikayoccāryamāṇo varṇo 'nunāsikasaṃjñaḥ syāt /	mukha saha ti nāsikayā uccāryamāṇaḥ varṇaḥ nunāsika saṃjñaḥ syāt 
SA_GS24_varlghku-24	tadittham - a i u ṛ eṣāṃ varṇānāṃ pratyekamaṣṭādaśa bhedāḥ /	tat ittham a i u ṛ eṣām varṇānām pratyekam aṣṭādaśa bhedāḥ 
SA_GS24_varlghku-25	ḷvarṇasya dvādaśa,	ḷ varṇasya dvādaśa 
SA_GS24_varlghku-26	tasya dīrghābhāvāt /	tasya dīrgha abhāvāt 
SA_GS24_varlghku-27	ecāmapi dvādaśa,	e cām api dvādaśa 
SA_GS24_varlghku-28	teṣāṃ hrasvābhāvāt //	teṣām hrasva abhāvāt 
SA_GS24_varlghku-29	tulyāsyaprayatnaṃ savarṇam // VLk_10 = P_1,1.8 //	tulya āsya prayatnam savarṇam      
SA_GS24_varlghku-30	tālvādisthānamābhyantaraprayatnaścetyetaddvayaṃ yasya yena tulyaṃ tanmithaḥ savarṇasaṃjñaṃ syāt /	tālu ādi sthānam ābhyantara prayatnaḥ ca iti etat dvayam yasya yena tulyam tat mithas savarṇa saṃjñam syāt 
SA_GS24_varlghku-31	(ṛḷvarṇayormithaḥ sāvarṇyaṃ vācyam) /	ṛ ṛ ḷ varṇayoḥ mithas sāvarṇyam vācyam 
SA_GS24_varlghku-32	akuhavisarjanīyānāṃ kaṇṭhaḥ /	a kuha visarjanīyānām kaṇṭhaḥ 
SA_GS24_varlghku-33	icuyaśānāṃ tālu /	i cu yaśānām tālu 
SA_GS24_varlghku-34	ṛṭuraṣāṇāṃ mūrdhā /	ṛ ṭu ra ṣāṇām mūrdhā 
SA_GS24_varlghku-35	ḷtulasānāṃ dantāḥ /	ḷ tulasānām dantāḥ 
SA_GS24_varlghku-36	upūpadhmānīyānāmoṣṭhau /	upūpadhmānīyānām oṣṭhau 
SA_GS24_varlghku-37	ñamaṅaṇanānāṃ nāsikā ca /	ñam a ṅa ṇa nānām nāsikā ca 
SA_GS24_varlghku-38	edaitoḥ kaṇṭha tālu /	e daitoḥ kaṇṭha tālu 
SA_GS24_varlghku-39	odautoḥ kaṇṭhoṣṭam /	o t autoḥ kaṇṭha uṣṭam 
SA_GS24_varlghku-40	vakārasya dantoṣṭham /	vakārasya danta uṣṭham 
SA_GS24_varlghku-41	jihvāmūlīyasya jihvāmūlam /	jihvāmūlīyasya jihvā mūlam 
SA_GS24_varlghku-42	nāsikānusvārasya /	nāsikā anusvārasya 
SA_GS24_varlghku-43	yatno dvidhā - ābhyantaro bāhyaśca /	yatnaḥ dvidhā ābhyantaraḥ bāhyaḥ ca 
SA_GS24_varlghku-44	ādyaḥ pañcadhā - spṛṣṭeṣatspṛṣṭeṣadvivṛtavivṛtasaṃvṛta bhedāt /	ādyaḥ pañcadhā spṛṣṭa iṣat spṛṣṭa iṣat vivṛta vivṛta saṃvṛta bhedāt 
SA_GS24_varlghku-45	tatra spṛṣṭaṃ prayatanaṃ sparśānām /	tatra spṛṣṭam prayatanam sparśānām 
SA_GS24_varlghku-46	īṣatspṛṣṭamantaḥsthānām /	īṣat spṛṣṭam antaḥsthānām 
SA_GS24_varlghku-47	īṣadvivṛtamūṣmaṇām /	īṣat vivṛtam ūṣmaṇām 
SA_GS24_varlghku-48	vivṛtaṃ svarāṇām /	vivṛtam svarāṇām 
