segmentnr	original	analyzed
SA_MB_saaktaanandataramginiiHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_saaktaanandataramginiiHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00134	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_saaktaanandataramginiiHK-2	Uniform title: śāktānandataraṅgiṇī	uniform title śāktānandataraṅgiṇī 
SA_MB_saaktaanandataramginiiHK-3	Author : brahmānandagiri	authoḥ brahmānandagiri 
SA_MB_saaktaanandataramginiiHK-4	Editor : pañcānana śāstrī	e t itoḥ pañcānana śāstrī 
SA_MB_saaktaanandataramginiiHK-5	Description: Transcribed by the staff of Muktabodha.	description transcribed by the staff of muktabodha 
SA_MB_saaktaanandataramginiiHK-6	Notes: Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	notes transcribed by the staff muktabodha under the supervision of mark s g dyczkowski 
SA_MB_saaktaanandataramginiiHK-7	Revision 0: Sept. 22, 2008	revision 
SA_MB_saaktaanandataramginiiHK-8	Publisher : unknown-pree 1900 Bengali Script	publisher unknownpree bengali script 
SA_MB_saaktaanandataramginiiHK-9	Publication country : India	publication country india 
SA_MB_saaktaanandataramginiiHK-10	śāktānandataraṃgiṇī	        
SA_MB_saaktaanandataramginiiHK-11	prathamollāsaḥ	prathama ullāsaḥ 
SA_MB_saaktaanandataramginiiHK-12	maṅgalācaraṇam	maṅgala ācaraṇam 
SA_MB_saaktaanandataramginiiHK-13	praṇamya prakṛtiṃ nityāṃ paramātmasvarūpiṇīm |	praṇamya prakṛtim nityām paramātma svarūpiṇīm 
SA_MB_saaktaanandataramginiiHK-14	tanyate bhuktimuktyarthaṃ śāktānandataraṅgiṇīm ||	tanyate bhukti mukti artham śākta ānanda taraṅgiṇīm 
SA_MB_saaktaanandataramginiiHK-15	prakṛtiśabdārthaḥ	         
SA_MB_saaktaanandataramginiiHK-16	atha kā prakṛtiḥ ? tathāhi  guṇatrayasāmyāvasthā prakṛtiḥ | tathā	atha kā prakṛtiḥ tathā hi guṇatraya sāmya avasthā prakṛtiḥ tathā 
SA_MB_saaktaanandataramginiiHK-17	coktaṃ yāmale 	ca uktam yāmale 
SA_MB_saaktaanandataramginiiHK-18	satvaṃ rajastama iti guṇatrayamudāhṛtam |	satvam rajaḥ tamaḥ iti guṇatrayam udāhṛtam 
SA_MB_saaktaanandataramginiiHK-19	sāmyāvasthitireteṣāmavyaktaṃ prakṛtiṃ viduḥ |	sāmya avasthitiḥ eteṣām avyaktam prakṛtim viduḥ 
SA_MB_saaktaanandataramginiiHK-20	saiva mūlaprakṛtiḥ syāt pradhānaṃ puruṣo'pi ca ||	sā eva mūlaprakṛtiḥ syāt pradhānam puruṣaḥ api ca 
SA_MB_saaktaanandataramginiiHK-21	anyatrāpi 	anyatra api 
SA_MB_saaktaanandataramginiiHK-22	sattvaṃ rajastama iti guṇānāṃ tritayaṃ priye |	sattvam rajaḥ tamaḥ iti guṇānām tritayam priye 
SA_MB_saaktaanandataramginiiHK-23	yadā sā paramā śaktirguṇādhiṣṭhānamācaret |	yadā sā paramā śaktiḥ guṇa adhiṣṭhānam ācaret 
SA_MB_saaktaanandataramginiiHK-24	prakṛtitvaṃ bhavettasyāḥ puruṣaḥ syāt sadāśivaḥ ||	prakṛti tvam bhavet tasyāḥ puruṣaḥ syāt sadāśivaḥ 
SA_MB_saaktaanandataramginiiHK-25	nityāśabdārthaḥ	nityā śabda arthaḥ 
SA_MB_saaktaanandataramginiiHK-26	nityāśabdārthamāha śaktiyāmale 	nityā śabda artham āha śaktiyāmale 
SA_MB_saaktaanandataramginiiHK-27	brahmaviṣṇuśivādīnāṃ bhavo yasyāṃ nijecchayā |	brahma viṣṇu śiva ādīnām bhavaḥ yasyām nija icchayā 
SA_MB_saaktaanandataramginiiHK-28	punaḥ pralīyate yasyāṃ nityā sā parikīrtitā ||	punar pralīyate yasyām nityā sā parikīrtitā 
SA_MB_saaktaanandataramginiiHK-29	paramātmaśabdārthaḥ	          
SA_MB_saaktaanandataramginiiHK-30	paramaścāsau ātmā ceti paramātmā, utkṛṣṭa ātmā ityarthaḥ |	paramaḥ ca asau ātmā ca iti paramātmā utkṛṣṭaḥ ātmā iti arthaḥ 
SA_MB_saaktaanandataramginiiHK-31	utkṛṣṭatvaṃ ca svecchayā brahmaviṣṇuśivādiśarīrāṇāmutpādakatvam |	utkṛṣṭa tvam ca sva icchayā brahma viṣṇu śiva ādi śarīrāṇām utpādaka tvam 
SA_MB_saaktaanandataramginiiHK-32	athavā tattadindriyarahito'pi tattadindriyajanyapratyakṣāśrayaḥ | tathā ca	athavā tad tad indriya rahitaḥ api tad tad indriya janya pratyakṣa āśrayaḥ tathā ca 
SA_MB_saaktaanandataramginiiHK-33	śrutiḥ (śvetā0 3/19) 	śrutiḥ śvetā 
SA_MB_saaktaanandataramginiiHK-34	apāṇipādo javano gṛhītā paśyatyacakṣuḥ sa śṛṇotyakarṇaḥ |	a pāṇi pādaḥ javanaḥ gṛhītā paśyati a cakṣuḥ sa śṛṇoti a karṇaḥ 
SA_MB_saaktaanandataramginiiHK-35	sa vetti viśvaṃ nahi tasya vettā tamāhurādyaṃ puruṣaṃ mahāntam || iti |	sa vetti viśvam nahi tasya vettā tam āhuḥ ādyam puruṣam mahāntam iti 
SA_MB_saaktaanandataramginiiHK-36	nityajñānakṛtyāśrayaḥ paramātmā | sa ca lāghavād eka eva | sa ca	nitya jñāna kṛtya āśrayaḥ paramātmā sa ca lāghavāt ekaḥ eva sa ca 
SA_MB_saaktaanandataramginiiHK-37	janyajñānaprakṛtyāśrayo jīvātmā, sa cānantaḥ,	janya jñāna prakṛti āśrayaḥ jīvātmā sa ca anantaḥ 
SA_MB_saaktaanandataramginiiHK-38	manuṣyapaśupakṣyādibhedāt | tathā śivaviṣṇudurgādīnāṃ	manuṣya paśu pakṣi ādi bhedāt tathā śiva viṣṇu durga ādīnām 
SA_MB_saaktaanandataramginiiHK-39	śarīrabhedād paramātmā nānā evāstu iti vācyam,	śarīra bhedāt paramātmā nānā eva astu iti vācyam 
SA_MB_saaktaanandataramginiiHK-40	ghaṭādyupādhibhedenākāśasya nānātvabhramavat	ghaṭa ādi upādhi bhedena ākāśasya nānātva bhrama vat 
SA_MB_saaktaanandataramginiiHK-41	manuṣyapaśupakṣyādiśarīrabhedenātmano bhinnatvabhramāt	manuṣya paśu pakṣi ādi śarīra bhedena ātmanaḥ bhinna tva bhramāt 
SA_MB_saaktaanandataramginiiHK-42	suṣuptipralayādau śarīranāśe ātmana ekatvadarśanāt, tathā	suṣupti pralaya ādau śarīra nāśe ātmanaḥ eka tva darśanāt tathā 
SA_MB_saaktaanandataramginiiHK-43	bhaktānugrahāya gṛhītaśarīrāṇāṃ śivādidaivatānāṃ nānātvena	bhakta anugrahāya gṛhīta śarīrāṇām śiva ādi daivatānām nānātvena 
SA_MB_saaktaanandataramginiiHK-44	tatra nānātvabhramāt | nahi bhramād vastusiddhiriti |	tatra nānātva bhramāt nahi bhramāt vastu siddhiḥ iti 
SA_MB_saaktaanandataramginiiHK-45	atha ullāsaviṣayanirṇayaḥ pratipādyamāha 	atha ullāsa viṣaya nirṇayaḥ pratipādyam āha 
SA_MB_saaktaanandataramginiiHK-46	ullāse prathame vakṣye śarīraṃ karmasambhavam |	ullāse prathame vakṣye śarīram karma sambhavam 
SA_MB_saaktaanandataramginiiHK-47	dīkṣā dvitīye vakṣyāmi tṛtīye yoganirṇayam ||	dīkṣā dvitīye vakṣyāmi tṛtīye yoga nirṇayam 
SA_MB_saaktaanandataramginiiHK-48	prātaḥkṛtyaṃ caturthe tu āsanaṃ pañcame tathā |	prātar kṛtyam caturthe tu āsanam pañcame tathā 
SA_MB_saaktaanandataramginiiHK-49	antaryāgavidhiṃ ṣaṣṭhe nityapūjā ca saptame ||	antaryāga vidhim ṣaṣṭhe nitya pūjā ca saptame 
SA_MB_saaktaanandataramginiiHK-50	vasau mālāvidhānaṃ tu navame japalakṣaṇam |	              
SA_MB_saaktaanandataramginiiHK-51	mahāsetuṃ ca setuṃ ca kullukāṃ daśame tathā ||	mahā setum ca setum ca kullukām daśame tathā 
SA_MB_saaktaanandataramginiiHK-52	mukhasya śodhanaṃ rudre dvādaśe ca puraskriyām |	mukhasya śodhanam rudre dvādaśe ca puraskriyām 
SA_MB_saaktaanandataramginiiHK-53	saṃskāraṃ yantrarājasya balidānaṃ trayodaśe ||	saṃskāram yantrarājasya bali dānam trayodaśe 
SA_MB_saaktaanandataramginiiHK-54	phalaṃ caturdaśe caiva upacārādidānajam |	phalam caturdaśe ca eva upacāra ādi dāna jam 
SA_MB_saaktaanandataramginiiHK-55	nāmasmaraṇapūjādiphalaṃ pañcadaśe tathā ||	nāma smaraṇa pūjā ādi phalam pañcadaśe tathā 
SA_MB_saaktaanandataramginiiHK-56	kalau saṃsargadoṣādi prāyaścittaṃ tu ṣoḍaśe |	kalau saṃsarga doṣa ādi prāyaścittam tu ṣoḍaśe 
SA_MB_saaktaanandataramginiiHK-57	kuṇḍaṃ saptadaśe caiva homaṃ cāṣṭādaśe tataḥ ||	kuṇḍam saptadaśe ca eva homam ca aṣṭādaśe tatas 
SA_MB_saaktaanandataramginiiHK-58	tataḥ sarvamaṅgalādināmnāmartho nirūpitaḥ |	tatas sarva maṅgala ādi nāmnām arthaḥ nirūpitaḥ 
SA_MB_saaktaanandataramginiiHK-59	durgādevyāśca māhātmyaṃ viśeṣeṇa pradarśitam |	durgā devyāḥ ca māhātmyam viśeṣeṇa pradarśitam 
SA_MB_saaktaanandataramginiiHK-60	gurupādarajo dhyātvā kṛta ullāsanirṇayaḥ ||	guru pāda rajaḥ dhyātvā kṛtaḥ ullāsa nirṇayaḥ 
SA_MB_saaktaanandataramginiiHK-61	śarīrotpattikramaḥ	śarīra utpatti kramaḥ 
SA_MB_saaktaanandataramginiiHK-62	jñānabhāṣye devyuvāca-	jñāna bhāṣye devī uvāca 
SA_MB_saaktaanandataramginiiHK-63	śarīraṃ kīdṛśaṃ nātha muktirvā kena karmaṇā |	śarīram kīdṛśam nātha muktiḥ vā kena karmaṇā 
SA_MB_saaktaanandataramginiiHK-64	idānīṃ śrotumicchāmi brūhi me śaśiśekhara ||	idānīm śrotum icchāmi brūhi me śaśiśekhara 
SA_MB_saaktaanandataramginiiHK-65	īśvara uvāca	īśvaraḥ uvāca 
SA_MB_saaktaanandataramginiiHK-66	śṛṇu devi pravakṣyāmi śarīraṃ karmasambhavam |	śṛṇu devi pravakṣyāmi śarīram karma sambhavam 
SA_MB_saaktaanandataramginiiHK-67	rajasvalā yadā nārī viśuddhā pañcame dine ||	rajasvalā yadā nārī viśuddhā pañcame dine 
SA_MB_saaktaanandataramginiiHK-68	pīḍitā kāmabāṇena tataḥ puruṣamīhate |	pīḍitā kāma bāṇena tatas puruṣam īhate 
SA_MB_saaktaanandataramginiiHK-69	bhagaliṅgasamāyogānmaithunaṃ syāttayā tayoḥ ||	bhaga liṅga samāyogāt maithunam syāt tayā tayoḥ 
SA_MB_saaktaanandataramginiiHK-70	anyonyasparśanād devi ! jāyate ca mahatsukham |	anyonya sparśanāt devi jāyate ca mahat sukham 
SA_MB_saaktaanandataramginiiHK-71	kṣarate ca tathā retaḥ prāṇāpānādisaṃśritam ||	kṣarate ca tathā retaḥ prāṇa apāna ādi saṃśritam 
SA_MB_saaktaanandataramginiiHK-72	kṣitirāpastathā tejo vāyurākāśameva ca |	kṣitiḥ āpaḥ tathā tejaḥ vāyuḥ ākāśam eva ca 
SA_MB_saaktaanandataramginiiHK-73	sarveṣāṃ tattvaṃ prāduḥ syād dehastharaktabījayoḥ ||	sarveṣām tattvam prādur syāt deha stha rakta bījayoḥ 
SA_MB_saaktaanandataramginiiHK-74	nābhirandhre tadā devi ! bhrāmyate ca samīraṇaiḥ |	nābhi randhre tadā devi bhrāmyate ca samīraṇaiḥ 
SA_MB_saaktaanandataramginiiHK-75	kumbhakāro yathā cakre ghaṭate ca ghaṭādikam ||	kumbhakāraḥ yathā cakre ghaṭate ca ghaṭa ādikam 
SA_MB_saaktaanandataramginiiHK-76	tathā samīraṇo garbhe ghaṭate prāṇināṃ tanum |	tathā samīraṇaḥ garbhe ghaṭate prāṇinām tanum 
SA_MB_saaktaanandataramginiiHK-77	kalalaṃ caikarātreṇa budbudaṃ pañcame dine ||	kalalam ca eka rātreṇa budbudam pañcame dine 
SA_MB_saaktaanandataramginiiHK-78	śoṇitaṃ daśarātreṇa māṃsapiṇḍaṃ caturdaśe |	śoṇitam daśa rātreṇa māṃsa piṇḍam caturdaśe 
SA_MB_saaktaanandataramginiiHK-79	māsaike'pi ca sampūrṇe māṃsapiṇḍo'ṅkurāyate ||	ca sampūrṇe māṃsapiṇḍoṅkurāyate 
SA_MB_saaktaanandataramginiiHK-80	ādau saṃjāyate piṇḍo brahmāṇḍaḥ sadṛśāṅkuraḥ |	ādau saṃjāyate piṇḍaḥ brahmāṇḍaḥ sadṛśa aṅkuraḥ 
