segmentnr	original	analyzed
SA_GSD37_vasist_u-0	Va.1.1 atha^atas^puruṣa.niḥśreyasa.artham^dharma.jijñāsā(jñā-) //	atha atas puruṣa niḥśreyasa artham dharma jijñāsā ājñā 
SA_GSD37_vasist_u-1	Va.1.2 jñātvā(jñā-)	jñātvā ajñā 
SA_GSD37_vasist_u-2	ca^anutiṣṭhan(anu-sthā-) dhārmikas^//	dhārmikaḥ 
SA_GSD37_vasist_u-3	Va.1.3 praśasya(pra-śaṃs-)	praśasya praśaṃs 
SA_GSD37_vasist_u-4	.tamas^bhavati(bhū-)	tamas bhava ti bhū 
SA_GSD37_vasist_u-5	loke pretya(pra-i-)	loke pretya prai 
SA_GSD37_vasist_u-6	ca svarga.lokam^samaśnute(sam-aś-) //	ca svarga lokam samaśnute samaḥ 
SA_GSD37_vasist_u-7	Va.1.4 śruti.smṛti.vihitas(vi-dhā-)^dharmas^//	śruti smṛti vihita svidhā dharmas 
SA_GSD37_vasist_u-8	Va.1.5 tad.alābhe śiṣṭa.ācāras^pramāṇam //	tad alābhe śiṣṭa ācāraḥ pramāṇam 
SA_GSD37_vasist_u-9	Va.1.6 śiṣṭas^punar akāma.ātmā //	śiṣṭaḥ punar a kāma ātmā 
SA_GSD37_vasist_u-10	Va.1.7 a.gṛhyamāṇa(grah-)	a gṛhyamāṇa grah 
SA_GSD37_vasist_u-11	.kāraṇas^dharmas^//	kāraṇas dharmas 
SA_GSD37_vasist_u-12	Va.1.8 ārya.āvartas^prāk^ādarśāt pratyak kālakavanāt^udak pāriyātrāt^dakṣiṇena himavatas^//	ārya āvartaḥ prāk ādarśāt pratyak kālakavanāt udak pāriyātrāt dakṣiṇena himavataḥ 
SA_GSD37_vasist_u-13	Va.1.9 uttareṇa ca vindhyasya //	uttareṇa ca vindhyasya 
SA_GSD37_vasist_u-14	Va.1.10 tasmin deśe ye dharmās ye ca^ācārās te sarvatra pratyetavyās(prati-i-)^//	tasmin deśe ye dharmāḥ ye ca ācārāḥ te sarvatra 
SA_GSD37_vasist_u-15	Va.1.11 na tu^anye pratilomaka.dharmāṇām //	na tu anye pratilomaka dharmāṇām 
SA_GSD37_vasist_u-16	Va.1.12 gaṅgā.yamunayor antare^api^eke //	gaṅgā yamunayoḥ antare api eke 
SA_GSD37_vasist_u-17	Va.1.13 yāvat^vā kṛṣṇa.mṛgas^vicarati(vi-car-)	yāvat vā 
SA_GSD37_vasist_u-18	tāvat^brahma.varcasam iti^anye //	tāvat brahmavarcasam iti anye 
SA_GSD37_vasist_u-19	Va.1.14 atha^api bhāllavinas^nidāne gāthām udāharanti(ud-ā-hṛ-) //	atha api gāthām udāharanti udāhṛ 
SA_GSD37_vasist_u-20	Va.1.15 paścāt sindhus^vidhāraṇī sūryasya^udayanam^puras^/	paścāt sindhu svidhāraṇī sūryasya audayanam puras 
SA_GSD37_vasist_u-21	Va.1.15 yāvat kṛṣṇas^abhidhāvati(abhi-dhāv-)	yāvat 
SA_GSD37_vasist_u-22	tāvat^vai brahma.varcasam iti //	tāvatvai brahmavarcasam iti 
SA_GSD37_vasist_u-23	Va.1.16 traividya.vṛddhās^yam^brūyur(brū-)	traividya vṛddha āsyam brūyuḥ brū 
SA_GSD37_vasist_u-24	dharmam^dharma.vidas^janās^(c)/	dharmam dharma vidaḥ janāḥ 
SA_GSD37_vasist_u-25	Va.1.16 pavane pāvane ca^eva sa dharmas^na^atra saṃśayas.(c) iti //	pavane pāvane ca eva sa dharmasna atra saṃśayaḥ iti 
SA_GSD37_vasist_u-26	Va.1.17 deśa.dharma.jāti.dharma.kula.dharmān^śruti.abhāvāt^abravīt(brū-)^manus^//	deśa dharma jāti dharma kula dharma an śruti abhāvāt abravīt brū manuḥ 
SA_GSD37_vasist_u-27	Va.1.18 sūrya.abhyuditas(abhi-ud-i-)	sūrya abhyudita sabhiudi 
SA_GSD37_vasist_u-28	^sūrya.abhinimruktas(	sūrya abhinimruktaḥ 
SA_GSD37_vasist_u-29	Va.1.19 pañca mahāpātakāni^ācakṣate(ā-cakṣ-) //	pañca mahāpātakāni ācakṣate ācakṣ 
SA_GSD37_vasist_u-30	Va.1.20 guru.talpam^surā.pānam^bhrūṇa.hatyā brāhmaṇa.suvarṇa.apaharaṇam^patita.saṃyogas^ca //	gurutalpam surā pānam bhrūṇahatyā brāhmaṇa suvarṇa apaharaṇam patita saṃyogaḥ ca 
SA_GSD37_vasist_u-31	Va.1.21 brāhmeṇa vā yaunena vā //	brāhmeṇa vā yaunena vā 
SA_GSD37_vasist_u-32	Va.1.22 atha^api^udāharanti(ud-ā-hṛ-) /	atha api udāharanti udāhṛ 
SA_GSD37_vasist_u-33	Va.1.22 saṃvatsareṇa patati(pat-)	saṃvatsareṇa patatipad 
SA_GSD37_vasist_u-34	patitena(pat-)	patitenapad 
SA_GSD37_vasist_u-35	saha^ācaran(ā-car-) (c)/	saha ācaran ācar c 
SA_GSD37_vasist_u-36	Va.1.22 yājana.adhyāpanāt^yaunāt^na tu yāna.āsanāt^dānāt.(c) iti //	yājana adhyāpana ati aunāt na tu yāna āsanāt dānāt iti 
SA_GSD37_vasist_u-37	Va.1.23 yas^agnīn apavidhyet(apa-vyadh-)	yas agnīn apavidhyeta pavyadh 
SA_GSD37_vasist_u-38	^gurum^ca yas^pratidaghnuyāt(prati-dagh-)	gurum ca yaḥ pratidaghnuyāt pratidagh 
SA_GSD37_vasist_u-39	^nāstikas^nāstika.vṛttis^somam^ca vikrīṇīyāt(vi-krī-)	nāstikaḥ nāstika vṛttiḥ somam ca vikrīṇīyāt vikrī 
SA_GSD37_vasist_u-40	^iti^upapātakāni //	iti upapātakāni 
SA_GSD37_vasist_u-41	Va.1.24 tisras^brāhmaṇasya bhāryās^varṇa.anupūrveṇa dve rājanyasya ekaikā vaiśya.śūdrayos^//	tisraḥ brāhmaṇasya bhāryā svarṇa anupūrveṇa dve rājanyasya ekaikā vaiśya śūdrayoḥ 
SA_GSD37_vasist_u-42	Va.1.25 śūdrām api^eke mantra.varjam^tadvat //	śūdrām api eke mantra varjam tadvat 
SA_GSD37_vasist_u-43	Va.1.26 tathā na kuryāt(kṛ-) //	tathā na kuryāt kṛ 
SA_GSD37_vasist_u-44	Va.1.27 atas^hi dhruvas^kula.apakarṣas^pretya(pra-i-)	a tashi dhruva skula apakarṣa spra iti a prai 
SA_GSD37_vasist_u-45	ca^a.svargas^//	ca a svargaḥ 
SA_GSD37_vasist_u-46	Va.1.28 ṣaṭ^vivāhās^//	ṣaṣ vivāhāḥ 
SA_GSD37_vasist_u-47	Va.1.29 brāhmas^daivas^ārṣas^gāndharvas^kṣātras^mānuṣas^ca^iti //	brāhmaḥ daiva sārṣaḥ gāndharvaḥ kṣātraḥ mānuṣaḥ ca eti 
SA_GSD37_vasist_u-48	Va.1.30 icchate(iṣ-)	icchateiṣ 
SA_GSD37_vasist_u-49	^udaka.pūrvam^yām^dadyāt(dā-) sa brāhmas^//	udaka pūrvamyām dadyāt dā sa brāhmaḥ 
SA_GSD37_vasist_u-50	Va.1.31 yajña.tantre vitate(vi-tan-)	yajña tantre vitatevitan 
SA_GSD37_vasist_u-51	^ṛtvije karma kurvate(kṛ-)	ṛtvije karma kurvate kṛ 
SA_GSD37_vasist_u-52	kanyām^dadyāt(dā-)	kanyām dadyāt dā 
SA_GSD37_vasist_u-53	^alaṃkṛtya(alam-kṛ-)	alaṃkṛtya alamkṛ 
SA_GSD37_vasist_u-54	tam^daivam iti^ācakṣate(ā-cakṣ-) //	tam daivam iti ācakṣate ācakṣ 
SA_GSD37_vasist_u-55	Va.1.32 go.mithunena ca^ārṣas^//	go mithunena ca ārṣaḥ 
SA_GSD37_vasist_u-56	Va.1.33 sa.kāmām^kāmayamānas(kam-)	sa kāmām kāmayamānaskam 
SA_GSD37_vasist_u-57	^sadṛśīm^yonim uhyāt(ūh-)	sadṛśīm yonim 
SA_GSD37_vasist_u-58	sa gāndharvas^//	sa gāndharvaḥ 
SA_GSD37_vasist_u-59	Va.1.34 yām^[balena sahasā pramathya(pra-math-)	yāmbalena sahasā pramathya pramath 
SA_GSD37_vasist_u-60	] haranti(hṛ-) sa kṣātras^//	harantihṛ sa kṣātraḥ 
SA_GSD37_vasist_u-61	Va.1.35 [paṇitvā(paṇ-)	paṇitvā apaṇ 
SA_GSD37_vasist_u-62	dhana.krītāṃ] sa mānuṣas^//	dhana krītām sa mānuṣaḥ 
SA_GSD37_vasist_u-63	Va.1.36 tasmāt^duhitṛmate^adhiratham^śatam^deyam iti^iha krayas^vijñāyate(vi-jñā-) //	tasmāt duhitṛmate adhiratham śatam deyam iti iha krayaḥ vijñāyate vijñā 
SA_GSD37_vasist_u-64	Va.1.37 yā patyus^krītā satī^atha^anyais^carati(car-)	yā patyuḥ krītā satī atha anyaiḥ carati car 
SA_GSD37_vasist_u-65	^iti ha cāturmāsyeṣu //	iti ha cāturmāsyeṣu 
SA_GSD37_vasist_u-66	Va.1.38 atha^api^udāharanti(ud-ā-hṛ-) /	atha api udāharanti udāhṛ 
SA_GSD37_vasist_u-67	Va.1.38 vidyā pranaṣṭā punar abhyupaiti(abhi-upa-i-)	vidyā pranaṣṭā punar abhyupaiti abhiupai 
SA_GSD37_vasist_u-68	kula.praṇāśe tu^iha sarva.nāśas^(c)/	kula praṇāśe tu iha sarva nāśaḥ c 
SA_GSD37_vasist_u-69	Va.1.38 kula.apadeśena hayas^api pūjyas tasmāt kulīnām^striyam udvahanti(ud-vah-).(c) iti //	kula apadeśena pūjyaḥ tasmāt kulīnām striyam udvahanti udvahc iti 
SA_GSD37_vasist_u-70	Va.1.39 trayas^varṇās^brāhmaṇasya nirdeśena varteran(vṛt-) //	nirdeśena varteran vṛt 
SA_GSD37_vasist_u-71	Va.1.40 brāhmaṇas^dharmān prabrūyāt(pra-brū-) //	brāhmaṇaḥ dharmān prabrūyāt prabrū 
SA_GSD37_vasist_u-72	Va.1.41 rājā ca^anuśiṣyāt(anu-śās-) //	rājā ca anuśiṣya a tanuśāḥ 
SA_GSD37_vasist_u-73	Va.1.42 rājā tu dharmeṇa^anuśāsan(anu-śās-)	rājā tu 
SA_GSD37_vasist_u-74	ṣaṣṭham^dhanasya haret(hṛ-) //	ṣaṣṭham dhanasya harethṛ 
SA_GSD37_vasist_u-75	Va.1.43 anyatra brāhmaṇāt //	anyatra brāhmaṇāt 
SA_GSD37_vasist_u-76	Va.1.44 iṣṭāpūrtasya tu ṣaṣṭham aṃśam^bhajati(bhaj-)^iti ha //	iṣṭāpūrtasya tu ṣaṣṭham aṃśam bhajatibhajiti ha 
SA_GSD37_vasist_u-77	Va.1.45 brāhmaṇas^vedam āḍhyam^karoti(kṛ-)	brāhmaṇa svedam āḍhyamkarotikṛ 
SA_GSD37_vasist_u-78	brāhmaṇo āpadas^uddharati(ud-hṛ-)	brāhmaṇaḥ 
SA_GSD37_vasist_u-79	tasmāt^brāhmaṇas^anādyas^/	tasmāt brāhmaṇasana ādyaḥ 
SA_GSD37_vasist_u-80	somas^asya rājā bhavati(bhū-)^iti ha //	somasasya rājā ha 
SA_GSD37_vasist_u-81	Va.1.46 pretya(pra-i-)	preti a prai 
SA_GSD37_vasist_u-82	ca^ābhyudayikam iti ha vijñāyate(vi-jñā-)	iti ha vijñāyate vijñā 
SA_GSD37_vasist_u-83	ha vijñāyate(vi-jñā-)^iti //	ha vijñāyate vijñā iti 
SA_GSD37_vasist_u-84	Va.2.1 catvāras^varṇās^brāhmaṇa.kṣatriya.vaiśya.śūdrās^//	catvāraḥ svarṇāḥ brāhmaṇa kṣatriya vaiśya śūdrāḥ 
SA_GSD37_vasist_u-85	Va.2.2 trayas^varṇās^dvijātayas^brāhmaṇa.kṣatriya.vaiśyās^//	traya svarṇāḥ dvijātayaḥ brāhmaṇa kṣatriya vaiśyāḥ 
SA_GSD37_vasist_u-86	Va.2.3 teṣām	teṣām 
SA_GSD37_vasist_u-87	Va.2.3 mātus^agre vijananam^dvitīyam^mauñji.bandhane (c)/	mātuḥ agre vijananam dvitīyam mauñjibandhane ca 
SA_GSD37_vasist_u-88	Va.2.3 atra^asya mātā sāvitrī pitā tu^ācāryas^ucyate(vac-) (c)//	atra asya mātā sāvitrī pitā c
SA_GSD37_vasist_u-89	Va.2.4 veda.pradānāt pitā^iti^ācāryam ācākṣate(ā-cakṣ-) //	veda pradānāt pitā iti ācāryam ācākṣate ācakṣ 
SA_GSD37_vasist_u-90	Va.2.5 tathā^api^udāharanti(ud-ā-hṛ-) /	tathā api udāharanti udāhṛ 
SA_GSD37_vasist_u-91	Va.2.5 dvayam u ha vai puruṣasya retas^brāhmaṇasya^ūrdhvam^nābhes^adhastāt^avācīnam anyat tat^yat^ūrdhvam^nābhes tena ha^etat prajā jāyate(jan-)	dvayam u ha vai puruṣasya retaḥ brāhmaṇasya ūrdhvam nābhe sadhastāt avācīnam anyat tatyat ūrdhvam nābheḥ tena ha etat prajā jāyatejan 
SA_GSD37_vasist_u-92	yat^brāhmaṇān upanayati(upa-nī-)	yat brāhmaṇān upanayati upanī 
SA_GSD37_vasist_u-93	yat^adhyāpayati(adhi-i-)	yata dhyāpayati adhii 
SA_GSD37_vasist_u-94	yat^yājayati(yaj-)	yati āja yati yac 
SA_GSD37_vasist_u-95	yat sādhukaroti(sādhu-kṛ-) /	yat sādhu karoti sādhu kṛ 
SA_GSD37_vasist_u-96	atha yat^avācīnam^nābhes tena^iha^asya^aurasī prajā jāyate(jan-) /	atha yata avācīnam nābheḥ tena ehaasya aurasī prajā jāyate jan 
SA_GSD37_vasist_u-97	tasmāt^śrotriyam anūcānam a.prajas^asi(as-)^iti	tasmāt śrotriyam anūcānam 
SA_GSD37_vasist_u-98	na vadanti(vad-)^iti //	na vadanti vat iti 
SA_GSD37_vasist_u-99	Va.2.6 hārītas^api^udāharati(ud-ā-hṛ-) /	hārīta sapi udāharati udāhṛ 
SA_GSD37_vasist_u-100	Va.2.6 na hi^asmin vidyate(vid-)	na hi asmin vidyate vid 
SA_GSD37_vasist_u-101	karma kim.cit^ā mauñji.bandhanāt (c)/	karma kimcitā mauñjibandhanāt c 
SA_GSD37_vasist_u-102	Va.2.6 vṛttyā śūdra.samas^hi^eṣa yāvat^vede na jāyate(jan-).(c) iti //	vṛttyā yāvat vede na jāyate ijan iti 
SA_GSD37_vasist_u-103	Va.2.7 anyatra^udaka.karma.svadhā.pitṛ.saṃyuktebhyas^//	anyatra audaka karma svadhā pitṛ saṃyuktebhyaḥ 
SA_GSD37_vasist_u-104	Va.2.8 vidyā ha vai brāhmaṇam ājagāma(gam-)	vidyā ha vai brāhmaṇam ājagāmagam 
SA_GSD37_vasist_u-105	gopāya mām^śevadhis te^aham asmi(as-) (c)/	gopāya c 
SA_GSD37_vasist_u-106	Va.2.8 asūyakāya^an.ṛjave^a.yatāya na mām^brūyās(brū-)	asūyakāya anṛjave ayatāya na mām brūyāḥ 
SA_GSD37_vasist_u-107	^vīryavatī tathā syām(as-) (c)//	vīryavatī tathā syāmaḥ c 
SA_GSD37_vasist_u-108	Va.2.9 yam eva vidyās^śucim a.pramattam^medhāvinam^brahmacaryā.upapannam (c)/	yam eva vidyā sūcim apramattam medhāvinam brahmacaryā aupapannam ca 
SA_GSD37_vasist_u-109	Va.2.9 yas te na druhyet(druh-)	yaḥ te na druhyet druh 
SA_GSD37_vasist_u-110	katamat.cana^ahar^tasmai mām^brūyās(brū-)	katamat cana ahar tasmai mām brūyāḥ brū 
SA_GSD37_vasist_u-111	^nidhipāya brahman (c)//	nidhipāya brahman c 
SA_GSD37_vasist_u-112	Va.2.10 yas^ātṛṇatti(ā-tṛd-)	yasā ātṛṇatti ātṛd 
SA_GSD37_vasist_u-113	^a.vitathena karṇau^a.duḥkham^kurvan(kṛ-)	avitathena karṇau aduḥkham kurvan kṛ 
SA_GSD37_vasist_u-114	^amṛtam^saṃprayacchan(sam-pra-yam-) (c)/	amṛtam saṃprayacchan samprayam c 
SA_GSD37_vasist_u-115	Va.2.10 tam^manyeta(man-)	tammani etaman 
SA_GSD37_vasist_u-116	pitaram^mātaram^ca tasmai na druhyet(druh-)	pitaram mātaram ca tasmai na druhyet druh 
SA_GSD37_vasist_u-117	katamaccana^ahar^(c)//	katamat cana aharc 
