segmentnr	original	analyzed
SA_GSP28_prakp04u-0	________________________________________ oṃ	om 
SA_GSP28_prakp04u-1	śrīmatprabhākaragurutantradhurandhareṇa	śrīmat prabhākara guru tantra dhurandhareṇa 
SA_GSP28_prakp04u-2	mahāmahopādhyāya-śālikanāthamiśreṇa praṇītā prakaraṇapañcikā	mahā mahā upādhyāya śālikanāthamiśreṇa praṇītā prakaraṇa pañcikā 
SA_GSP28_prakp04u-3	nyāyasiddhyākhyayā vyākhyayā viṣamasthalaṭipparāyā	nyāyasiddhi ākhyayā vyākhyayā viṣama sthala ṭipparāyā 
SA_GSP28_prakp04u-4	ca samalaṅkṛtā	ca samalaṅkṛtā 
SA_GSP28_prakp04u-5	jātinirṇayo nāma	jātinirṇayaḥ nāma 
SA_GSP28_prakp04u-6	caturthaṃ prakaraṇam	caturtham prakaraṇam 
SA_GSP28_prakp04u-7	prakaraṇārthapratijñā---	prakaraṇa artha pratijñā 
SA_GSP28_prakp04u-8	bahudhā	bahudhā 
SA_GSP28_prakp04u-9	jātiviṣaye vivadante vipaścitaḥ /	jāti viṣaye vivadante vipaścitaḥ 
SA_GSP28_prakp04u-10	prabhākaramatenāyaṃ teṣāṃ pratyāsa ucyate // 1 //	prabhākara matena ayam teṣām pratyāsaḥ ucyate 
SA_GSP28_prakp04u-11	kecidācakṣate jātiriti vikalpavilāsitam iti /	kecid ācakṣate jātiḥ iti vikalpa vilāsitam iti 
SA_GSP28_prakp04u-12	eke tu sattīmapi jātimāśrayebhyo 'bhinnāmanumanyante /	eke tu sattīm api jātim āśrayebhyaḥ bhinnām anumanyante 
SA_GSP28_prakp04u-13	anye tu bhinnāmapyanumeyāmāhuḥ /	anye tu bhinnām api anumeyām āhuḥ 
SA_GSP28_prakp04u-14	apare tu bhinnābhinnāmicchanti /	apare tu bhinna abhinnām icchanti 
SA_GSP28_prakp04u-15	tathā ajātāvapi jātivyavahāro bahulamupalabhyate keṣāñciditi tannirākaraṇāyedamārabhyate /	tathā ajātau api jāti vyavahāraḥ bahulam upalabhyate keṣāñcid iti tad nirākaraṇāya idam ārabhyate 
SA_GSP28_prakp04u-16	54siddhāntaḥ- jātirāśrayato bhinnā pratyakṣajñānago55caraḥ /	jātiḥ āśrayataḥ bhinnā 
SA_GSP28_prakp04u-17	pūrvākārāvamarśena prabhākaragurormatā // 2 //	pūrva ākāra avamarśena prabhākara guroḥ matā 
SA_GSP28_prakp04u-18	pūrvapakṣaḥ- nanvāśraya eva dravyaṃ jāterasaditi saugatāḥ /	pūrvapakṣaḥ nanu āśrayaḥ eva dravyam jāteḥ asat iti saugatāḥ 
SA_GSP28_prakp04u-19	tathāhi na paramāṇuṣu caturvidheṣu pārthivāpyataijasavāyavīyeṣu jātirāśritābhimatā,	tathā hi na paramāṇuṣu caturvidheṣu pārthiva āpya taijasa vāyavīyeṣu jātiḥ āśritā abhimatā 
SA_GSP28_prakp04u-20	anuvṛttākārapratyayaviyogāt /	anuvṛtta ākāra pratyaya viyogāt 
SA_GSP28_prakp04u-21	bhinneṣu yadabhinnā jātirupeyate,	bhinneṣu yat abhinnā jātiḥ upeyate 
SA_GSP28_prakp04u-22	tatrānuvṛttākārāvabhāsinī buddhireva nibandhanam /	tatra anuvṛtta ākāra avabhāsinī buddhiḥ eva nibandhanam 
SA_GSP28_prakp04u-23	na kasyacijjantoḥ paramāṇuṣu karaṇapathavidūravartiṣu nipuṇamapi nirūpayo 'nuvṛttākārāvabhāsino matirāvirbhavati /	na kasyacid jantoḥ paramāṇuṣu karaṇa patha vidūra vartiṣu nipuṇam api matiḥ āvirbhavati 
SA_GSP28_prakp04u-24	yāpi ceyaṃ paramāṇuriti matiḥ,	yā api ca iyam paramāṇuḥ iti matiḥ 
