segmentnr	original	analyzed
MBcinmayadiksavidhanamHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBcinmayadiksavidhanamHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : E0004	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBcinmayadiksavidhanamHK-2	Uniform title: cinmayadīkṣāvidhāna	uniform title cit maya dīkṣā vidhāna 
MBcinmayadiksavidhanamHK-3	Manuscript : IFP transcript T0569	manuscript ifp transcript 
MBcinmayadiksavidhanamHK-4	Description: IFP transcript no. 569 copied from MS no 67963 (21-e-34) belonging to the Adyar Library	description ifp transcript no copied from ms no  belonging to the adyar library 
MBcinmayadiksavidhanamHK-5	This short work describes a rite of initiation and Liṅga worship.	this short work describes a rite of initiation and liṅga worship 
MBcinmayadiksavidhanamHK-6	See Muktabodha digital library, IFP/EFEO collection at www.muktabodha.org for full bibliographic details.	see muktabodha digital library ifpefeo collection at www muktabodha org for full bibliographic details 
MBcinmayadiksavidhanamHK-7	Notes: Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	notes transcribed by the staff muktabodha under the supervision of mark s g dyczkowski 
MBcinmayadiksavidhanamHK-8	Revision 0: Feb. 16, 2013	revision feb 
MBcinmayadiksavidhanamHK-9	Internet publisher : Muktabodha	internet publisher mukta bodha 
MBcinmayadiksavidhanamHK-10	Publication year : 2013	publication year 
MBcinmayadiksavidhanamHK-11	Publication country : United States	publication country united states 
MBcinmayadiksavidhanamHK-12	|| cinmayadīkṣāvidhānam ||	         
MBcinmayadiksavidhanamHK-13	mallikārjunaṃ devaṃ cidghanaṃ channasaṃjñikam |	            
MBcinmayadiksavidhanamHK-14	gurubhakteśvarammānaṃ guṇātītamupāsmahe ||	guru bhakta īśvaram mānam guṇa atītam upāsmahe 
MBcinmayadiksavidhanamHK-15	pūrvāgameṣu bahuśo dīkṣā santi śubhatmikā |	pūrva āgameṣu bahuśas dīkṣā santi 
MBcinmayadiksavidhanamHK-16	tān yorbhedo mahasarvamupādhinā ||	tān yoḥ bhedaḥ maha sarvam upādhinā 
MBcinmayadiksavidhanamHK-17	uttareṣvāgameṣūktā malatrayavibhedinī |	uttareṣu āgameṣu uktā mala traya vibhedinī 
MBcinmayadiksavidhanamHK-18	taspāpaṃ hyekayorbhedo nekṣyate nirupādhinā ||	hi ekayoḥ bhedaḥ na īkṣyate nirupādhinā 
MBcinmayadiksavidhanamHK-19	ātanya cinmayābhikhyā śivajīvaikyakāriṇī |	ātanya cit maya abhikhyā śiva jīva aikya kāriṇī 
MBcinmayadiksavidhanamHK-20	tadvidhi vakṣya sakalaṃ śivadeśikavākyataḥ ||	sakalam śiva deśika vākyataḥ 
MBcinmayadiksavidhanamHK-21	atha yathoktalakṣaṇaṃ ācāryaḥ uktalakṣaṇam |	atha yathā ukta lakṣaṇam ācāryaḥ ukta lakṣaṇam 
MBcinmayadiksavidhanamHK-22	śiṣyaṃ labdhvā vihitakāle vihitadeśe yāgānāṃ dravyāṇyāhṛtya |	śiṣyam labdhvā vihita kāle vihita deśe yāgānām dravyāṇi āhṛtya 
MBcinmayadiksavidhanamHK-23	maṇṭapādikaṃ yathoktalakṣaṇaṃ vidhāya tadyathā- ślokam -	maṇṭapa ādikam yathā ukta lakṣaṇam vidhāya tat yathā ślokam 
