segmentnr	original	analyzed
SA_GE07_hv_apppu-0	[h: HV (CE) appendix 1, transliterated by Peter Bisschop,	h h ce appendix transliterated by peteḥ 
SA_GE07_hv_apppu-1	version of october 31, 2001 :h]	version or 
SA_GE07_hv_apppu-2	[k: After 7.45, S1 K1.3 Dn Ds D1.4 ins. :k]	k after s dn ds ins k 
SA_GE07_hv_apppu-3	prathame merusāvarṇe pravakṣyāmi munīñ śṛṇu // HV_App.I,1.1 //	prathame merusāvarṇe pravakṣyāmi munīm śṛṇu 
SA_GE07_hv_apppu-4	meghātithis tu paulastyo vasuḥ kāśyapa eva ca / HV_App.I,1.2 /	meghātithiḥ tu paulastyaḥ vasuḥ kāśyapaḥ eva ca  /
SA_GE07_hv_apppu-5	jyotiṣmān bhārgavaś caiva dyutimān aṅgirās tathā // HV_App.I,1.3 //	jyotiṣmān bhārgavaḥ ca eva dyutimān aṅgirāḥ tathā 
SA_GE07_hv_apppu-6	savanaś caiva vāsiṣṭha ātreyo havyavāhanaḥ / HV_App.I,1.4 /	savanaḥ ca eva vāsiṣṭhaḥ ātreyaḥ havyavāhanaḥ   
SA_GE07_hv_apppu-7	paulahaḥ sapta ity ete ṛṣayo rohite 'ntare // HV_App.I,1.5 //	paulahaḥ sapta iti ete ṛṣayaḥ rohite ntare 
SA_GE07_hv_apppu-8	devatānāṃ gaṇās tatra traya eva narādhipa / HV_App.I,1.6 /	devatānām gaṇāḥ tatra trayaḥ eva narādhipa 
SA_GE07_hv_apppu-9	dakṣaputrasya putrās te rohitasya prajāpateḥ // HV_App.I,1.7 //	dakṣaputrasya putrāḥ te rohitasya prajāpateḥ 
SA_GE07_hv_apppu-10	dhṛṣṭaketur dīptaketuḥ pañcahotro nirākṛtiḥ / HV_App.I,1.8 /	dhṛṣṭaketuḥ dīptaketuḥ pañcahotraḥ nirākṛtiḥ 
SA_GE07_hv_apppu-11	pṛthuśravā bhūridyumna ṛcīko bṛhato gayaḥ / HV_App.I,1.9 /	pṛthuśravāḥ bhūridyumnaḥ ṛcīkaḥ bṛhataḥ gayaḥ 
SA_GE07_hv_apppu-12	prathamasya tu sāvarṇer nava putrā mahaujasaḥ // HV_App.I,1.10 //	prathamasya tu sāvarṇeḥ nava putrāḥ mahā ojasaḥ 
SA_GE07_hv_apppu-13	daśame tv atha paryāye dvitīyasyāntare manoḥ / HV_App.I,1.11 /	daśame tu atha paryāye dvitīyasya antare manoḥ  /
SA_GE07_hv_apppu-14	haviṣmān paulahaś caiva sukṛtiś caiva bhārgavaḥ / HV_App.I,1.12 /	haviṣmān paulahaḥ ca eva sukṛtiḥ ca eva bhārgavaḥ 
SA_GE07_hv_apppu-15	āpomūrtis tathātreyo vāsiṣṭhaś cāṣṭamaḥ smṛtaḥ // HV_App.I,1.13 //	āpomūrtiḥ tathā ātreyaḥ vāsiṣṭhaḥ ca aṣṭamaḥ smṛtaḥ 
SA_GE07_hv_apppu-16	paulastyaḥ pramatiś caiva nābhogaś caiva kāśyapaḥ / HV_App.I,1.14 /	paulastyaḥ pramatiḥ ca eva nābhogaḥ ca eva kāśyapaḥ 
SA_GE07_hv_apppu-17	aṅgirā nabhasaḥ satyaḥ saptaite paramarṣayaḥ / HV_App.I,1.15 /	aṅgirāḥ nabhasaḥ satyaḥ saptā ete parama ṛṣayaḥ   
SA_GE07_hv_apppu-18	devatānāṃ gaṇau dvau tau ṛṣimantrāś ca ye smṛtāḥ // HV_App.I,1.16 //	devatānām gaṇau dvau tau ṛṣi mantrāḥ ca ye smṛtāḥ 
SA_GE07_hv_apppu-19	manoḥ sutottamaujāś ca nikuṣañjaś ca vīryavān / HV_App.I,1.17 /	manoḥ suta uttamaujāḥ ca nikuṣañjaḥ ca vīryavān 
