segmentnr	original	analyzed
SA_GSP33_yaissi_u-0	īśvarasiddhiḥ /	īśvara siddhiḥ 
SA_GSP33_yaissi_u-1	siddhāñjananāmakavyākhyopetā /	          
SA_GSP33_yaissi_u-2	(sū0) tatra kasyacidekasya vaśe viśvaṃ pravartate /	tatra kasyacid ekasya vaśe viśvam pravartate 
SA_GSP33_yaissi_u-3	iti sādhayituṃ pūrvaṃ pūrvapakṣaṃ pracakṣmahe // 1 //	iti sādhayitum pūrvam pūrvapakṣam pracakṣmahe 
SA_GSP33_yaissi_u-4	tatra mīmāṃsakāḥ prāhuḥ - nāyaṃ sarvārthadarśanaśaktisampannaḥ puruṣo 'bhyupagamamarhati,	tatra mīmāṃsakāḥ prāhuḥ na ayam sarva artha darśana śakti sampannaḥ puruṣaḥ abhyupagamam arhati 
SA_GSP33_yaissi_u-5	atipatitasakalasādhakapramāṇasambhāvanābhūmitvātsphuṭavividhabādhakatvācca /	atipatita sakala sādhaka pramāṇa sambhāvanā bhūmi tvāt sphuṭa vividha bādhaka tvāt ca 
SA_GSP33_yaissi_u-6	tathāhi - asya papratyakṣamanyadvā sādhakaṃ bhavet ?	tathā hi asya sādhakam bhavet 
SA_GSP33_yaissi_u-7	pratyakṣamapi laukikaṃ yaugikaṃ vā ?	pratyakṣam api laukikam yaugikam vā 
SA_GSP33_yaissi_u-8	(vyākhyā) dhyātvā śrīpaticaraṇau natvā cācāryapādadmayugam /	vyākhyā dhyātvā śrīpati caraṇau natvā ca ācārya pāda dma yugam 
SA_GSP33_yaissi_u-9	īśvarasiddhervivṛtiṃ kurve lalitāṃ sukhāvabodhārthām // 1 //	īśvarasiddheḥ vivṛtim kurve lalitām sukha avabodha arthām 
SA_GSP33_yaissi_u-10	trayyantasiddha īśo matastu sadyukticintakairaniśam /	trayī anta siddhaḥ īśaḥ mataḥ tu sat yukti cintakaiḥ aniśam 
SA_GSP33_yaissi_u-11	bhaktyā dhyānābhyāsāt prakaṭaḥ prajñāṃ tanotu me śubhrām // 2 //	bhaktyā dhyāna abhyāsāt prakaṭaḥ prajñām tanotu me śubhrām 
SA_GSP33_yaissi_u-12	atha khalu tatrabhavān paramācāryaḥ śrīmadbhagavadyāmunamunirātmacintāṃ vidhāyātmasiddhau	atha khalu tatrabhavān parama ācāryaḥ śrīmat bhagavat yāmuna muniḥ ātma cintām vidhāya ātma siddhau 
SA_GSP33_yaissi_u-13	paramātmacintāṃ vidadhadīśvarasiddhāvīśvarasādhakapramāṇavyavasthāpanāyopakramamāṇaḥ	paramātma cintām vidadhat īśvara siddhau īśvara sādhaka pramāṇa vyavasthāpanāya upakramamāṇaḥ 
SA_GSP33_yaissi_u-14	pratijānīte tatre ti /	pratijānīte tatra ti 
SA_GSP33_yaissi_u-15	samastamaṃ cetanācatanātmakaṃ jagat ekasya - sarveśvarasya vaśe - icchāyāṃ saṅkalpalakṣaṇāyāṃ pravartateprakarṣeṇa vartate - asaṅkīrṇasvarūpasvabhāvavyavasthamāste,	samastamam cetana acatana ātmakam jagat ekasya sarveśvarasya vaśe icchāyām saṅkalpa lakṣaṇāyām pravartate prakarṣeṇa vartate asaṅkīrṇa svarūpa svabhāva vyavastham āste 
SA_GSP33_yaissi_u-16	pravartate ca sve sve karmaṇi yathāyathamiti kṛtsnasya sarveśvarasaṅkalpādhīnasvarūpasthitipravṛttikatvaṃ sādhayituṃ - pramāṇato vyavasthāpayituṃ,	pravartate ca sve sve karmaṇi yathāyatham iti kṛtsnasya sarva īśvara saṅkalpa adhīna svarūpa sthiti pravṛttika tvam sādhayitum pramāṇataḥ vyavasthāpayitum 
SA_GSP33_yaissi_u-17	prathamataḥ pūrvapakṣaṃ varṇayāma iti kārikārthaḥ /	prathamatas pūrvapakṣam varṇayāmaḥ iti kārikā arthaḥ 
SA_GSP33_yaissi_u-18	atra tatreti prakāntaparāmarśakatacchabdanirdeśādetatpūrvatanaḥ kaścaneśvarasiddhagranthabhāgaḥ syāt ,	atra tatra iti prakānta parāmarśaka tad śabda nirdeśāt etat pūrvatanaḥ kaścana īśvarasiddha grantha bhāgaḥ syāt 
SA_GSP33_yaissi_u-19	yo bahoḥ kālātpūrvamevavilupta ityabhyūhyate 1	yaḥ bahoḥ kālāt pūrvam eva viluptaḥ iti abhyūhyate 
SA_GSP33_yaissi_u-20	vyavasthitamitasvārthaṃ na tāvadiha laukikam /	vyavasthita mita sva artham na tāvat iha laukikam 
SA_GSP33_yaissi_u-21	sādhanaṃ tena sarvārthatajjñānāderasiddhitaḥ // 2 //	sādhanam tena sarva artha tad jñāna ādeḥ asiddhitaḥ 
SA_GSP33_yaissi_u-22	sarvārthadarśanaśaktiśālinamavagamayatā hi deśakālasvabhāvaviprakarṣavyavadhānajuṣaḥ sarva evārthāstaddarśanaṃ śaktiśca gocarayitavyāni /	sarva artha darśana śakti śālinam avagamayatā hi deśa kāla svabhāva viprakarṣa vyavadhāna juṣaḥ sarve eva arthāḥ tad darśanam śaktiḥ ca gocarayitavyāni 
SA_GSP33_yaissi_u-23	na ca vidyamānendriyasannikarṣayogyakatipayaviṣayanipatavṛtterlaukikapratyakṣasya niravadhirayaṃ mahimā saṃbhāvanābhūmiriti kathamiva tadiha  #	na ca vidyamāna indriya sannikarṣa yogya katipaya viṣaya nipata vṛtteḥ laukika pratyakṣasya niravadhiḥ ayam mahimā saṃbhāvanā bhūmiḥ iti katham iva tat iha 
SA_GSP33_yaissi_u-24	sādhanamiti manyemahi/	sādhanam iti manyemahi 
SA_GSP33_yaissi_u-25	'nāyam' iti / sarvārthasākṣātkakārasarvakāryopajananaśakti sampannaścetanaviśeṣa īśvaraśabditaḥ sādhakābhāvādbādhakabalācca nāṅgīkartuṃ yogya  #	na ayam iti sampannaḥ cetana viśeṣaḥ īśvara śabditaḥ sādhaka abhāvāt bādhaka balāt ca na aṅgīkartum yogya 
SA_GSP33_yaissi_u-26	ityarthaḥ /	iti arthaḥ 
SA_GSP33_yaissi_u-27	' atipatite ' ti /	atipatite ti 
SA_GSP33_yaissi_u-28	atipatitā - apakrāntā sakalasādhakapramāṇasambhāvanā yasyāḥ evambhūtā bhūmirviṣayaḥ,	atipatitā apakrāntā sakala sādhaka pramāṇa sambhāvanā yasyāḥ evambhūtā bhūmiḥ viṣayaḥ 
SA_GSP33_yaissi_u-29	tattvāt - vyapetasakalasādhakapramāṇasambhāvanātmakaviṣayatvādityarthaḥ /	tattvāt vyapeta sakala sādhaka pramāṇa sambhāvanā ātmaka viṣayatvāt iti arthaḥ 
SA_GSP33_yaissi_u-30	atra iti 'atipatitasakalasādhakapramāṇasaṃbhāvanābhūmitvatvā' diti 'atipatitasakala sādhakapramāṇasaṃbhāvanābhūmitvatvā'diti vā pāṭhaḥ sambhāvyate	atra iti atipatita sakala sādhaka pramāṇa saṃbhāvanā bhūmi tva tvāt iti atipatita sakala sādhaka pramāṇa saṃbhāvanā bhūmi tva tvāt iti vā pāṭhaḥ sambhāvyate 
SA_GSP33_yaissi_u-31	'sphuṭe' ti /	sphuṭe ti 
SA_GSP33_yaissi_u-32	sphuṭāni - prasiddhāni vividhāni bādhakāni yasyaivambhūtatvāccetyarthaḥ /	sphuṭāni prasiddhāni vividhāni bādhakāni yasya evambhūta tvāt ca iti arthaḥ 
SA_GSP33_yaissi_u-33	upakṣiptayorīśvare sādhakābhāvabādhakabhāvayoḥ sādhakābhāvaṃ tāvadādau samarthayitumupakramate 'tathāhi'tyādinā /	upakṣiptayoḥ īśvare sādhaka abhāva bādhaka bhāvayoḥ sādhaka abhāvam tāvat ādau samarthayitum upakramate tathā hi ityādinā 
