segmentnr	original	analyzed
MBIPVV_1_hk-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBIPVV_1_hk-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00020	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBIPVV_1_hk-2	Uniform title: īśvarapratyabhijñāvivṛtivimarśinī Volume 1	uniform title īśvarapratyabhijñā vivṛti vimarśinī volume 
MBIPVV_1_hk-3	Author : abhinavagupta	authoḥ abhinavagupta 
MBIPVV_1_hk-4	Editor : śāstrī m. k.	e t itoḥ śāstrī m k 
MBIPVV_1_hk-5	Description: Text taken from Vol. 60 of the Kashmir Series of Texts and Studies, The īśvarapratyabhijñā vivṛtivimarśinī by Abhinavagupta Vol. 1	description text taken from vol of the kashmir series of texts and studies the īśvarapratyabhijñā vivṛti vimarśinī by abhinavagupta 
MBIPVV_1_hk-6	Notes: Data-entered by the staff of Muktabodha under the supervision of Mark Dyczkowski.    Revision 0: 19/11/2005	notes data entered by the staff muktabodha under the supervision of mark dyczkowski 
MBIPVV_1_hk-7	Publisher : Research Department Jammu and Kashmir State	publisher research depatment jammu and kashmir state 
MBIPVV_1_hk-8	Publication year : 1938	publication year 
MBIPVV_1_hk-9	Publication city : Bombay	publication citi bombay 
MBIPVV_1_hk-10	Publication country : India	publication country india 
MBIPVV_1_hk-11	(ṭitle page)	ṭitle page 
MBIPVV_1_hk-12	oṃ	om 
MBIPVV_1_hk-13	kāśmīra-saṃskṛtagranthāvaliḥ |	kāśmīra saṃskṛta grantha āvaliḥ 
MBIPVV_1_hk-14	granthāṅkaḥ 60	grantha aṅkaḥ 
MBIPVV_1_hk-15	īśvarapratyabhijñāvivṛtivimarśinī	        
MBIPVV_1_hk-16	śrīmanmahāmāheśvarācāryavarya-śrīmadabhinavaguptaviracitā |	śrīmat mahā māheśvara ācārya varya śrīmat abhinavagupta viracitā 
MBIPVV_1_hk-17	śrīrājarājeśvara-mahārājādhirāja-kāśmīranarendra-śrīharisiṃhajī-	                                                                   
MBIPVV_1_hk-18	bahādurājñayā	bahā durājñayā 
MBIPVV_1_hk-19	risarca-kāryālayādhyakṣa-paṇḍita-	risarca kāryālaya adhyakṣa paṇḍita 
MBIPVV_1_hk-20	madhusūdanakaula-śāstriṇā	madhusūdana kaula śāstriṇā 
MBIPVV_1_hk-21	uddiṣṭakāryālayasthetarapaṇḍitasahāyena	uddiṣṭa kārya ālaya stha itara paṇḍita sahāyena 
MBIPVV_1_hk-22	saṃśodhanādisaṃskaraṇottaraṃ	saṃśodhana ādi saṃskaraṇa uttaram 
MBIPVV_1_hk-23	saṃpādya	saṃpādya 
MBIPVV_1_hk-24	mumbayyāṃ nirṇayasāgara mudraṇālaye mudrāpayitvā prākāśyamupanītā |	mumbayyām nirṇayasāgara mudraṇa ālaye mudrāpayitvā prākāśyam upanītā 
MBIPVV_1_hk-25	(prathamo bhāgaḥ)	prathamaḥ bhāgaḥ 
MBIPVV_1_hk-26	saṃvat 1994 kāśmīra-śrīnagara straistābdaḥ 1938.	saṃvat kāśmīra śrīnagara straista abdaḥ 
MBIPVV_1_hk-27	(asya granthasya mudrāpaṇādyadhikārāḥ proktamahārājavaryaiḥ	asya granthasya mudrāpaṇa ādi adhikārāḥ prokta mahā rāja varyaiḥ 
MBIPVV_1_hk-28	svāyattīkṛtāḥ santi)	su āyattīkṛtāḥ santi 
