segmentnr	original	analyzed
SA_GS26_jaytuppu-0	[Introduction]	introduction 
SA_GS26_jaytuppu-1	0.1 ... tāṃ muna tattvopaplavasiṃhaiṣa viṣamo nunaṃ maya ... ... nāsti tatphalaṃ vā svargādi /	tām muna tattva upaplava siṃha eṣa viṣamaḥ maya   na asti tad phalam vā svarga ādi 
SA_GS26_jaytuppu-2	satyaṃ, tāvad āttasya karmaṇaḥ sambhoktaṃ ca paramārthavidbhir api laukiko mārgo 'nusartavyaḥ a ... /	satyam tāvat āttasya karmaṇaḥ sambhā uktam ca parama artha vidbhiḥ api laukikaḥ mārgaḥ nusartavyaḥ 
SA_GS26_jaytuppu-3	lokavyavahāraṃ prati sadṛśau bālapaṇḍitau //	loka vyavahāram prati sadṛśau bāla paṇḍitau 
SA_GS26_jaytuppu-4	ityādi /	ityādi 
SA_GS26_jaytuppu-5	0.2 nanu yady upaplavas tattvānāṃ kim āyāthātas tattvaṃ vyākhyāsyāmaḥ /	nanu yadi upaplavaḥ tattvānām kim tattvam vyākhyāsyāmaḥ 
SA_GS26_jaytuppu-6	pṛthivy āpas tejo vāyur iti tattvāni /	pṛthivī āpaḥ tejaḥ vāyuḥ iti tattvāni 
SA_GS26_jaytuppu-7	tatsamudāye śarīrendriyaviṣayasañjñetyādi /	tad samudāye śarīra indriya viṣaya sañjñā ityādi 
SA_GS26_jaytuppu-8	nānyārthatvāt /	na anya artha tvāt 
SA_GS26_jaytuppu-9	kimartham? pratibimbanārtham /	kimartham pratibimbana artham 
SA_GS26_jaytuppu-10	kiṃ punar atra pratibimbyate?	kim punar atra pratibimbyate 
SA_GS26_jaytuppu-11	pṛthivyādīni tattvāni loke prasiddhāni /	pṛthivī ādīni tattvāni loke prasiddhāni 
SA_GS26_jaytuppu-12	tānyapi vicāryamāṇāni na vyavatiṣṭhante /	tāni api vicāryamāṇāni na vyavatiṣṭhante 
SA_GS26_jaytuppu-13	kiṃ punar anyāni?	kim punar anyāni 
SA_GS26_jaytuppu-14	0.3 atha kathaṃ tāni na santi?	atha katham tāni na santi 
SA_GS26_jaytuppu-15	tad ucyate sallakṣaṇanibandhanaṃ mānavyavasthānam /	tat ucyate sat lakṣaṇa nibandhanam māna vyavasthānam 
SA_GS26_jaytuppu-16	mānanibandhanā ca meyasthitiḥ /	          
SA_GS26_jaytuppu-17	tadabhāve tayoḥ sadvyavahāraviṣayatvaṃ kathaṃ ... tām /	tad abhāve tayoḥ sat vyavahāra viṣaya tvam katham tām 
SA_GS26_jaytuppu-18	atha ... na ba ... vyavahāraḥ kriyate,	atha na vyavahāraḥ kriyate 
SA_GS26_jaytuppu-19	tadātmani rūpāstitatvavyavahāro ghaṭādau ca sukhāstitvavyavahāraḥ pravartayitavyaḥ	tadā ātmani rūpa astitatva vyavahāraḥ ghaṭa ādau ca sukha astitva vyavahāraḥ pravartayitavyaḥ 
SA_GS26_jaytuppu-20	[Chapter 1: Examination of the Nyāya definition of perception]	chapter examination of the nyāya definition of perception 
SA_GS26_jaytuppu-21	1. indriyārthasannikarṣotpannaṃ jñānam avyapadeśyam avyabhicāri vyavasāyātmakaṃ pratyakṣam iti tallakṣaṇam /	indriya artha sannikarṣa utpannam jñānam avyapadeśyam avyabhicāri vyavasāya ātmakam pratyakṣam iti tat lakṣaṇam 
SA_GS26_jaytuppu-22	1.1 tac cāvyabhicāritvam ... kim aduṣṭakārakasandohotpādyatvenāhosvid bādhārahitatvena pravṛttisāmarthyenānyathā vā?	tat ca avyabhicāri tvam kim aduṣṭa kāraka sandoha utpādya tvena āhosvit bādhā rahita tvena pravṛtti sāmarthyena anyathā vā 
SA_GS26_jaytuppu-23	1.11 tad yady aduṣṭakārakasandohotpādyatvenāvyabhicāritvaṃ,	tat yadi aduṣṭa kāraka sandoha utpādya tvena avyabhicāri tvam 
SA_GS26_jaytuppu-24	saiva kāraṇānām aduṣṭatā kenāvagamyate?	sā eva kāraṇānām aduṣṭa tā kena avagamyate 
SA_GS26_jaytuppu-25	na pratyakṣeṇa,	na pratyakṣeṇa 
SA_GS26_jaytuppu-26	nayanakuśalāder atīndriyatvāt /	nayana kuśala ādeḥ atīndriya tvāt 
SA_GS26_jaytuppu-27	nāpy anumānena,	na api anumānena 
SA_GS26_jaytuppu-28	liṅgāntarānavagateḥ /	liṅga antara anavagateḥ 
SA_GS26_jaytuppu-29	nanv idam eva jñānaṃ lingaṃ tadutthaṃ tasya viśiṣṭatāṃ gamayati /	                 
SA_GS26_jaytuppu-30	yady evam itaretarāśrayatvaṃ duruttaram āpanīpadyate /	yadi evam itaretara āśraya tvam duruttaram āpanīpadyate 
SA_GS26_jaytuppu-31	kiṃ cendriyāṇāṃ guṇadoṣāśrayatve tadutthe vijñāne doṣāśaṅkā nātivartate,	kim ca indriyāṇām guṇa doṣa āśraya tve tad utthe vijñāne doṣa āśaṅkā na ativartate 
SA_GS26_jaytuppu-32	puṃvyāpārotpāditaśabdavijñāneva /	pum vyāpāra utpādita śabda vijñānā iva 
SA_GS26_jaytuppu-33	1.12 atha bādhānutpattyāvyabhicāritvaṃ jñāyate,	atha bādhā anutpattyā avyabhicāri tvam jñāyate 
SA_GS26_jaytuppu-34	bādhānutpattir vijñānasya kiṃ yathārthagṛhītitvenāhosvid bādhakajñānotpādakakārakavaikalyād iti sandihmaḥ /	bādhā anutpattiḥ vijñānasya kim yathārtha gṛhīti tvena āhosvit bādhaka jñāna utpādaka kāraka vaikalyāt iti sandihmaḥ 
SA_GS26_jaytuppu-35	dṛśyate hi bādhakajñānotpādakakārakavaikalyād bādhānutpādaḥ /	dṛśyate hi bādhaka jñāna utpādaka kāraka vaikalyāt bādhā anutpādaḥ 
SA_GS26_jaytuppu-36	yathā dūre marīcinicaye jalajñāne jāte bādhā na sampadyate,	yathā dūre marīci nicaye jala jñāne jāte bādhā na sampadyate 
SA_GS26_jaytuppu-37	'bhyāsadeśāvasthitasya kārakopanipāte saty utpadyate /	bhyāsa deśa avasthitasya kāraka upanipāte satī utpadyate 
SA_GS26_jaytuppu-38	sā copajāyamānā saṃvatsarādikālavikalpena sañjāyate /	sā ca upajāyamānā saṃvatsara ādi kāla vikalpena sañjāyate 
