segmentnr	original	analyzed
SA_MBP_ranatosini_5_BhaktiKandaHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MBP_ranatosini_5_BhaktiKandaHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00060	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MBP_ranatosini_5_BhaktiKandaHK-2	Uniform title: prāṇatoṣiṇī bhaktikāṇḍa	uniform title prāṇatoṣiṇī bhaktikāṇḍa 
SA_MBP_ranatosini_5_BhaktiKandaHK-3	Author : rāmatoṣaṇa compiler	authoḥ rāmatoṣaṇa compileḥ 
SA_MBP_ranatosini_5_BhaktiKandaHK-4	Description: Compiled by rāmatoṣaṇa bhaṭṭācārya  Originally published by kalikātā in Bengali script in the tantrasārādivividhatantrasaṃgraha	description compiled by rāmatoṣaṇa bhaṭṭācārya originally published by kalikātā in bengali script in the tantrasāra ādi vividha tantra saṃgraha 
SA_MBP_ranatosini_5_BhaktiKandaHK-5	Notes: Data-entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski .	notes data entered by the staff muktabodha under the supervision of mark s g dyczkowski 
SA_MBP_ranatosini_5_BhaktiKandaHK-6	Revision 0 :  Feb. 18, 2009 .	roution 
SA_MBP_ranatosini_5_BhaktiKandaHK-7	Publisher : kalikātā	publisheḥ kalikātā 
SA_MBP_ranatosini_5_BhaktiKandaHK-8	Publication year : Pre-1900	publication year 
SA_MBP_ranatosini_5_BhaktiKandaHK-9	Publication country : India	publication country india 
SA_MBP_ranatosini_5_BhaktiKandaHK-10	ṭitle page	ṭitle page 
SA_MBP_ranatosini_5_BhaktiKandaHK-11	|| śrīḥ ||	śrīḥ 
SA_MBP_ranatosini_5_BhaktiKandaHK-12	prāṇatoṣiṇī	prāṇa toṣiṇī 
SA_MBP_ranatosini_5_BhaktiKandaHK-13	śrīrāmatoṣaṇa bhaṭṭācāryeṇa	śrī rāmatoṣaṇa bhaṭṭa ācāryeṇa 
SA_MBP_ranatosini_5_BhaktiKandaHK-14	tantraśāstrāt saṃkalayya viracitā	tantra śāstrāt saṃkalayya viracitā 
SA_MBP_ranatosini_5_BhaktiKandaHK-15	Vi, e upādhidhāriṇā paṇḍitakulapatinā	upādhi dhāriṇā paṇḍita kula patinā 
SA_MBP_ranatosini_5_BhaktiKandaHK-16	śrījīvānandavidyāsāgarabhaṭṭāacaryyeṇa prakāśitā |	śrī jīvānanda vidyāsāgara bhaṭṭāa caryyeṇa prakāśitā 
SA_MBP_ranatosini_5_BhaktiKandaHK-17	Kalikātānagare	kalikātā nagare 
SA_MBP_ranatosini_5_BhaktiKandaHK-18	Kalikātāyantre mudritā	kalikātāyantre mudritā 
SA_MBP_ranatosini_5_BhaktiKandaHK-19	5) bhaktikāṇḍa	bhakti kāṇḍa 
SA_MBP_ranatosini_5_BhaktiKandaHK-20	praṇamyeṣṭapadāmbhojaṃ caturvargaphalapradam |	praṇamya iṣṭa pada ambhojam caturvarga phala pradam 
SA_MBP_ranatosini_5_BhaktiKandaHK-21	pañcamaṃ bhaktikāṇḍañca tanoti rāmatoṣaṇaḥ |	pañcamam bhakti kāṇḍañca tanoti rāma toṣaṇaḥ 
SA_MBP_ranatosini_5_BhaktiKandaHK-22	nirghaṇṭo bhaktikāṇḍasya pañcamasyādhunocyate |	nirghaṇṭaḥ bhakti kāṇḍasya pañcamasya adhunā ucyate 
SA_MBP_ranatosini_5_BhaktiKandaHK-23	prātaḥkṛtyaṃ gaṇeśaya snānādi tadanantaram |	prātar kṛtyam gaṇeśaya snāna ādi tad anantaram 
SA_MBP_ranatosini_5_BhaktiKandaHK-24	tarpaṇasya viśeṣastu phalaṃ tasya tataḥ param |	tarpaṇasya viśeṣaḥ tu phalam tasya tatas param 
SA_MBP_ranatosini_5_BhaktiKandaHK-25	śrīgaṇeśabhūtaśuddhimātṛkānyāsanaṃ vinā |	śrī gaṇeśa bhūtaśuddhi mātṛkā nyāsanam vinā 
SA_MBP_ranatosini_5_BhaktiKandaHK-26	karttavyakarmanindā ca ṣaḍaṅganyāsa eva ca |	karttavya karma nindā ca ṣaḍaṅganyāsaḥ eva ca 
SA_MBP_ranatosini_5_BhaktiKandaHK-27	mātṛkānyāsakṛtyasya prakārastadanantaram |	mātṛkānyāsa kṛtyasya prakāraḥ tad anantaram 
SA_MBP_ranatosini_5_BhaktiKandaHK-28	nyāsāntaraṃ tato dhyānaṃ yantrasya karaṇaṃ tataḥ |	nyāsa antaram tatas dhyānam yantrasya karaṇam tatas 
SA_MBP_ranatosini_5_BhaktiKandaHK-29	pīṭhapūjādikañcāvāhanaṃ pūjākramastataḥ |	pīṭha pūjā ādikam ca āvāhanam pūjā kramaḥ tatas 
SA_MBP_ranatosini_5_BhaktiKandaHK-30	gandhāṣṭakaṃ gaṇeśasya puṣpañca tadanantaram |	gandhāṣṭakam gaṇeśasya puṣpam ca tad anantaram 
SA_MBP_ranatosini_5_BhaktiKandaHK-31	dhūpadīpādibhedaścāvaraṇārccā tataḥ param |	dhūpa dīpa ādi bhedaḥ ca āvaraṇa arccā tatas param 
SA_MBP_ranatosini_5_BhaktiKandaHK-32	puraścaryā gaṇeśasya kāmyakarma tataḥ param |	puraścaryā gaṇeśasya kāmya karma tatas param 
SA_MBP_ranatosini_5_BhaktiKandaHK-33	mahālakṣmyādikānāñca sādhanaṃ tadanantaram |	mahālakṣmī ādikānām ca sādhanam tad anantaram 
SA_MBP_ranatosini_5_BhaktiKandaHK-34	gaṇeśamantro yantrañca dhāraṇārhamataḥ param |	gaṇeśa mantraḥ yantram ca dhāraṇārham atas param 
SA_MBP_ranatosini_5_BhaktiKandaHK-35	ākarṣaṇādikarmāṇi tato dhyānāntaraṃ tataḥ |	ākarṣaṇa ādi karmāṇi tatas dhyāna antaram tatas 
SA_MBP_ranatosini_5_BhaktiKandaHK-36	karmabhede varṇabhedo bījatrayaṃ gaṇeśituḥ |	               
SA_MBP_ranatosini_5_BhaktiKandaHK-37	dhyānāntaraṃ tato mudrā puraścaryāntaraṃ tataḥ |	dhyāna antaram tatas mudrā puraścaryā antaram tatas 
