segmentnr	original	analyzed
SA_GV01_rvpp_02u-0	tvam / agne / dyu-bhiḥ /	tvam agne dyubhiḥ 
SA_GV01_rvpp_02u-1	tvam /	tvam 
SA_GV01_rvpp_02u-2	āśuśukṣaṇiḥ /	āśuśukṣaṇiḥ 
SA_GV01_rvpp_02u-3	tvam /	tvam 
SA_GV01_rvpp_02u-4	at-bhyaḥ /	atbhyaḥ 
SA_GV01_rvpp_02u-5	tvam /	tvam 
SA_GV01_rvpp_02u-6	aśmanaḥ /	aśmanaḥ 
SA_GV01_rvpp_02u-7	pari /	pari 
SA_GV01_rvpp_02u-8	tvam /	tvam 
SA_GV01_rvpp_02u-9	vanebhyaḥ /	vanebhyaḥ 
SA_GV01_rvpp_02u-10	tvam /	tvam 
SA_GV01_rvpp_02u-11	oṣadhībhyaḥ /	oṣadhībhyaḥ 
SA_GV01_rvpp_02u-12	tvam /	tvam 
SA_GV01_rvpp_02u-13	nṛṇām /	nṛṇām 
SA_GV01_rvpp_02u-14	nṛ-pate /	nṛpate 
SA_GV01_rvpp_02u-15	jāyase / śuciḥ // RV_2,1.1 //	jāyase śuciḥ 
SA_GV01_rvpp_02u-16	tava / agne / hotram /	tava agne hotram 
SA_GV01_rvpp_02u-17	tava /	tava 
SA_GV01_rvpp_02u-18	potram /	potram 
SA_GV01_rvpp_02u-19	ṛtviyam /	ṛtviyam 
SA_GV01_rvpp_02u-20	tava /	tava 
SA_GV01_rvpp_02u-21	neṣṭram /	neṣṭram 
SA_GV01_rvpp_02u-22	tvam /	tvam 
SA_GV01_rvpp_02u-23	agnit /	agnidh 
SA_GV01_rvpp_02u-24	ṛta-yataḥ /	ṛtayataḥ 
SA_GV01_rvpp_02u-25	tava /	tava 
SA_GV01_rvpp_02u-26	pra-śāstram /	praśāstram 
SA_GV01_rvpp_02u-27	tvam /	tvam 
SA_GV01_rvpp_02u-28	adhvari-yasi /	adhvariyasi 
SA_GV01_rvpp_02u-29	brahmā / ca /	brahmā ca 
SA_GV01_rvpp_02u-30	asi /	asi 
SA_GV01_rvpp_02u-31	gṛṭha-patiḥ / ca /	gṛṭhapatiḥ ca 
SA_GV01_rvpp_02u-32	naḥ / dame // RV_2,1.2 //	naḥ dame 
SA_GV01_rvpp_02u-33	tvam / agne / indraḥ /	tvam agne indraḥ 
SA_GV01_rvpp_02u-34	vṛṣabhaḥ /	vṛṣabhaḥ 
SA_GV01_rvpp_02u-35	satām /	satām 
SA_GV01_rvpp_02u-36	asi /	asi 
SA_GV01_rvpp_02u-37	tvam /	tvam 
SA_GV01_rvpp_02u-38	viṣṇuḥ /	viṣṇuḥ 
SA_GV01_rvpp_02u-39	uru-gāyaḥ /	urugāyaḥ 
SA_GV01_rvpp_02u-40	namasyaḥ /	namasyaḥ 
SA_GV01_rvpp_02u-41	tvam /	tvam 
SA_GV01_rvpp_02u-42	brahmā /	brahmā 
SA_GV01_rvpp_02u-43	rayi-vit /	rayi vid 
SA_GV01_rvpp_02u-44	brahmaṇaḥ /	brahmaṇaḥ 
SA_GV01_rvpp_02u-45	pate /	pate 
SA_GV01_rvpp_02u-46	tvam /	tvam 
SA_GV01_rvpp_02u-47	vidhartaritivi-dhartaḥ /	vidhartar itividhartar 
SA_GV01_rvpp_02u-48	sacase / puram-dhyā // RV_2,1.3 //	sacase puramdhyā 
SA_GV01_rvpp_02u-49	tvam / agne / rājā /	tvam agne rājā 
SA_GV01_rvpp_02u-50	varuṇaḥ /	varuṇaḥ 
SA_GV01_rvpp_02u-51	dhṛta-vrataḥ /	dhṛta vrataḥ 
SA_GV01_rvpp_02u-52	tvam /	tvam 
SA_GV01_rvpp_02u-53	mitraḥ /	mitraḥ 
SA_GV01_rvpp_02u-54	bhavasi /	bhavasi 
SA_GV01_rvpp_02u-55	dasmaḥ /	dasmaḥ 
SA_GV01_rvpp_02u-56	īḍyaḥ /	īḍyaḥ 
SA_GV01_rvpp_02u-57	tvam /	tvam 
SA_GV01_rvpp_02u-58	aryamā /	aryamā 
SA_GV01_rvpp_02u-59	sat-patiḥ /	satpatiḥ 
SA_GV01_rvpp_02u-60	yasya /	yasya 
SA_GV01_rvpp_02u-61	sam-bhujam /	sambhujam 
SA_GV01_rvpp_02u-62	tvam /	tvam 
SA_GV01_rvpp_02u-63	aṃśaḥ /	aṃśaḥ 
SA_GV01_rvpp_02u-64	vidathe /	vidathe 
SA_GV01_rvpp_02u-65	deva / bhājayuḥ // RV_2,1.4 //	deva bhājayuḥ 
SA_GV01_rvpp_02u-66	tvam / agne / tvaṣṭā /	tvam agne tvaṣṭā 
SA_GV01_rvpp_02u-67	vidhate /	vidhate 
SA_GV01_rvpp_02u-68	su-vīryam /	su vīryam 
SA_GV01_rvpp_02u-69	tava /	tava 
SA_GV01_rvpp_02u-70	gnāvaḥ /	gnāvaḥ 
SA_GV01_rvpp_02u-71	mitra-mahaḥ /	mitra mahaḥ 
SA_GV01_rvpp_02u-72	sa-jātyam /	sajātyam 
SA_GV01_rvpp_02u-73	tvam /	tvam 
SA_GV01_rvpp_02u-74	āśu-hemā /	āśu hemā 
SA_GV01_rvpp_02u-75	rariṣe /	rariṣe 
SA_GV01_rvpp_02u-76	su-aśvyam /	su aśvyam 
