segmentnr	original	analyzed
MBnatyasatrav3HK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBnatyasatrav3HK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00362	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBnatyasatrav3HK-2	Uniform title: nāṭyaśāstram Vol. 3	uniform title nāṭyaśāstram vol 
MBnatyasatrav3HK-3	Main title: nāṭyaśaāstram with the commentary of Abhinavagupta ch. 19-27	main title nāṭyaśaāstram with the commentary of abhinavagupta 
MBnatyasatrav3HK-4	Commentator : abhinavagupta	commentatoḥ abhinavagupta 
MBnatyasatrav3HK-5	Editor : M. Ramakrishna Kavi	e t itoḥ m ramakrishna kavi 
MBnatyasatrav3HK-6	Editor : K. S. Ramaswami Shastri	e t itoḥ k s ramasvami shastri 
MBnatyasatrav3HK-7	Description: Gaekwads Oriental Series no. 124	description gaekwads oriental series no 
MBnatyasatrav3HK-8	edited by M. Ramakrishna Kavi	edited by m ramakrishna kavi 
MBnatyasatrav3HK-9	second revised edition by K. S. Ramaswami Shastri	second revised edition by k s ramasvami shastri 
MBnatyasatrav3HK-10	Notes: Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	notes data entered by the staff muktabodha under the supervision of mark s g dyczkowski 
MBnatyasatrav3HK-11	Revision 0: Oct. 2, 2016	revision oct 
MBnatyasatrav3HK-12	Publisher : Oriental Institute	publisher oriental iotal 
MBnatyasatrav3HK-13	Publication year : 1934	publication year 
MBnatyasatrav3HK-14	Publication city : Baroda	publication citi baroda 
MBnatyasatrav3HK-15	Publication country : India	publication country india 
MBnatyasatrav3HK-16	śrīrastu	śrīḥ astu 
MBnatyasatrav3HK-17	śrīgaṇapataye namaḥ	śrī gaṇapataye namaḥ 
MBnatyasatrav3HK-18	nāṭyaśāstram	nāṭya śāstram 
MBnatyasatrav3HK-19	ekonaviṃśo'dhyāyaḥ	ekonaviṃśaḥ adhyāyaḥ 
MBnatyasatrav3HK-20	(sandhinirūpaṇam)	sandhi nirūpaṇam 
MBnatyasatrav3HK-21	itivṛttaṃ tu nāṭyasya śarīraṃ parikīrtitam |	itivṛttam tu nāṭyasya śarīram parikīrtitam 
MBnatyasatrav3HK-22	pañcabhiḥ sandhibhistasya vibhāgaḥ saṃprakalpitaḥ || 1 ||	pañcabhiḥ sandhibhiḥ tasya vibhāgaḥ saṃprakalpitaḥ 
MBnatyasatrav3HK-23	abhinavabhāratī-ekonaviṃśo'dhyāyaḥ	abhinava bhāratī ekonaviṃśaḥ adhyāyaḥ 
MBnatyasatrav3HK-24	dehe sasandhyaṅgagaṇe samaste	dehe sa sandhi aṅga gaṇe samaste 
MBnatyasatrav3HK-25	yatsthāpanaṃ sparśanavṛttikāri |	yat sthāpanam sparśana vṛtti kāri 
MBnatyasatrav3HK-26	tadindriyaṃ yasya vapurnamāmi	tat indriyam yasya vapuḥ namāmi 
MBnatyasatrav3HK-27	tamāntarasparśamayaṃ maheśam ||	tam āntara sparśa mayam maheśam 
MBnatyasatrav3HK-28	punarasya śarīravidhāne tyādinā (18-127) śarīramitivṛttātmakaṃ vidhānaṃ ca	punar asya śarīra vidhāne tyādinā śarīram iti vṛtta ātmakam vidhānam ca 
MBnatyasatrav3HK-29	tasya vidhānarūpaprakārātmakaṃ sandhayaśca mukhādayo vidhayaśca	tasya vidhāna rūpa prakāra ātmakam sandhayaḥ ca mukha ādayaḥ vidhayaḥ ca 
MBnatyasatrav3HK-30	sandhyaṅgasvabhāvā lakṣaṇīyatvena pratijñātāḥ tatra śarīramādau	sandhi aṅga svabhāvāḥ lakṣaṇīya tvena pratijñātāḥ tatra śarīram ādau 
MBnatyasatrav3HK-31	lakṣayitavyamiti darśayati itivṛttaṃ tviti | tuśabdo vyatireke -	lakṣayitavyam iti darśayati itivṛttam tu iti tuśabdaḥ vyatireke 
MBnatyasatrav3HK-32	kāvyamātrasyānabhineyasya tāvad vṛttamātraṃ śarīraṃ naṭanīyasya	kāvya mātrasya an abhineyasya tāvat vṛtta mātram śarīram naṭanīyasya 
MBnatyasatrav3HK-33	tvabhineyarūpasya iti evaṃprakāratayā yadupaskṛtaṃ vṛttaṃ ata	tu abhineya rūpasya iti evaṃprakāra tayā yat upaskṛtam vṛttam 
MBnatyasatrav3HK-34	evetivṛttaśabdavācyaṃ tadvastu śarīraṃ rasāḥ punarātmā	eva iti vṛtta śabda vācyam tat vastu śarīram rasāḥ punar ātmā 
MBnatyasatrav3HK-35	p. 2)	p 
MBnatyasatrav3HK-36	itivṛttaṃ dvidhā caiva budhastu parikalpayet |	itivṛttam dvidhā ca eva budhaḥ tu parikalpayet 
MBnatyasatrav3HK-37	ādhikārikamekaṃ syāt prāsaṅgikamathāparam || 2 ||	ādhikārikam ekam syāt prāsaṅgikam atha aparam 
MBnatyasatrav3HK-38	śarīrāvirbhāvakāḥ ata evārthanirmāpakatvāt arthatādātmyāt	śarīra āvirbhāvakāḥ atas eva artha nirmāpaka tvāt artha tādātmyāt 
MBnatyasatrav3HK-39	artharūpatādhyāsāt arthaikajñānaniveśitatvāt arthoparañjakatvāt	artha rūpa tā adhyāsāt artha eka jñāna niveśita tvāt artha uparañjaka tvāt 
MBnatyasatrav3HK-40	arthanimittatvādvā itivṛttarthaikayogakṣematvaṃ vāgātmanāṃ śabdānāmiti |	artha nimitta tvāt vā itivṛtta ṛtha eka yogakṣema tvam vāc ātmanām śabdānām iti 
MBnatyasatrav3HK-41	tadāśayena -	tad āśayena 
MBnatyasatrav3HK-42	vāci yatrastu kartavyo nāṭyasyaiṣā tanuḥ smṛtā | (nā. śā. 14-2) iti	vāci kartavyaḥ nāṭyasya eṣā tanuḥ smṛtā iti 
MBnatyasatrav3HK-43	pūrvamuktam iha vṛttaṃ śarīramiti darśitamityavirodhaḥ | sa tu kathaṃ	pūrvam uktam iha vṛttam śarīram iti darśitam iti avirodhaḥ sa tu katham 
MBnatyasatrav3HK-44	prakāravaicitrya ityāśaṃkyāha pañcabhiḥ sandhibhiriti | etaduktaṃ bhavati-	prakāra vaicitrye iti āśaṃkya āha pañcabhiḥ sandhibhiḥ iti etat uktam bhavati 
MBnatyasatrav3HK-45	prakāravaicitryakalpanāmayā eva sandhayaḥ | tatra pāramparatayā	prakāra vaicitrya kalpanā mayāḥ eva sandhayaḥ tatra pārampara tayā 
MBnatyasatrav3HK-46	pañcasaṃkhyeti tena hīnasandhitve'pi na kaścidatra virodhaḥ |	pañca saṃkhyā iti tena hīna sandhi tve pi na kaścid atra virodhaḥ 
MBnatyasatrav3HK-47	anye tu sarvatra pañcaiva sandhayaḥ apūrṇāṅgatvāttu	anye tu sarvatra pañca eva sandhayaḥ a pūrṇa aṅga tvāt tu 
