segmentnr	original	analyzed
MBkalikapuranaHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBkalikapuranaHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M04002	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBkalikapuranaHK-2	Uniform title: kālikāpurāṇam	uniform title kālikāpurāṇam 
MBkalikapuranaHK-3	Editor : pañcānana tarkavāgīśa	pañcānana tarka vāgīśa 
MBkalikapuranaHK-4	Notes: Data entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.	notes data entered by the staff muktabodha under the direction of mark s g dyczkowski 
MBkalikapuranaHK-5	Revision 0: April 27, 2017	revision april 
MBkalikapuranaHK-6	Publisher : Vangavasi Pree	publisheḥ pree 
MBkalikapuranaHK-7	Publication year : 1909	publication year 
MBkalikapuranaHK-8	Publication city : Calculta	publication citi 
MBkalikapuranaHK-9	Publication country : India	publication country india 
MBkalikapuranaHK-10	kālikāpurāṇam	kālikāpurāṇam 
MBkalikapuranaHK-11	śrīgaṇeśāya namaḥ	śrī gaṇeśāya namaḥ 
MBkalikapuranaHK-12	prathamo'dhyāyaḥ	prathamaḥ udhyāyaḥ 
MBkalikapuranaHK-13	yad yogibhirbhavabhayārtivināśayogyamāsādya vanditamatīvaviviktacittaiḥ |	yat yogibhiḥ bhava bhaya ārti vināśa yogyam āsādya vanditam atīva vivikta cittaiḥ 
MBkalikapuranaHK-14	tad vaḥ punātu haripādasa rojayugmamāvirbhavat kramavilaṅghitabhūrbhuvaḥ svaḥ || 1 ||	tat vaḥ punātu hari pāda sa roja yugmam āvirbhavat krama vilaṅghita bhūḥ bhuvaḥ svar 
MBkalikapuranaHK-15	sā pātu vaḥ sakalayogijanasya citte'vidyātamisrataraṇiryatimuktihetuḥ |	sā pātu vaḥ sakala yogi janasya cittevidyā tamisra taraṇiḥ yati mukti hetuḥ 
MBkalikapuranaHK-16	yā cāsya jantunivahasya vimohinīti māyā vibhorjanuṣi śuddhakubuddhihantrī || 2 ||	yā ca asya jantu nivahasya vimohinī iti māyā vibhoḥ januṣi śuddha ku buddhi hantrī 
MBkalikapuranaHK-17	īśvaraṃ jagatāmādyaṃ praṇamya puruṣottamam |	īśvaram jagatām ādyam praṇamya puruṣottamam 
MBkalikapuranaHK-18	nityajñānamayaṃ vakṣye purāṇaṃ kālikāhvayam || 3 ||	nitya jñāna mayam vakṣye purāṇam kālikā āhvayam 
MBkalikapuranaHK-19	mārkaṇḍeyaṃ muniśreṣṭhaṃ sthitaṃ himadharāntike |	mārkaṇḍeyam muni śreṣṭham sthitam himadhara antike 
MBkalikapuranaHK-20	munayaḥ paripapracchuḥ praṇamya kamaṭhādayaḥ || 4 ||	munayaḥ paripapracchuḥ praṇamya kamaṭha ādayaḥ 
MBkalikapuranaHK-21	bhagavan samyagākhyāta sarvaśāstrā.i tattvataḥ |	bhagavan samyak ākhyāta sarva śāstra ai tattvataḥ 
