segmentnr	original	analyzed
SA_GP12_vd2127_u-0	puṣkara uvāca-	puṣkaraḥ uvāca 
SA_GP12_vd2127_u-1	śāntātītaṃ gaṇaṃ hutvā śāntim āpnoti mānavaḥ /	śāntātītam gaṇam hutvā śāntim āpnoti mānavaḥ 
SA_GP12_vd2127_u-2	bhaiṣajyaṃ ca gaṇaṃ hutvā sarvān rogān vyapohati // Vdho_2,127.1 //	bhaiṣajyam ca gaṇam hutvā sarvān rogān vyapohati 
SA_GP12_vd2127_u-3	triṣaptīyaṃ gaṇaṃ hutvā sarvapāpaiḥ pramucyate /	triṣaptīyam gaṇam hutvā sarva pāpaiḥ pramucyate 
SA_GP12_vd2127_u-4	kvacin nāapnoti ca bhayaṃ hutvā caivābhayaṃ gaṇam // Vdho_2,127.2 //	kvacid na āapnoti ca bhayam hutvā ca eva abhayam gaṇam 
SA_GP12_vd2127_u-5	na parājāyate rāma gaṇaṃ hutvāparājitam /	na parājāyate rāma gaṇam hutvā aparājitam 
SA_GP12_vd2127_u-6	āyuṣyaṃ ca gaṇam hutvā cāpamṛtyūṃ vyapohati // Vdho_2,127.3 //	āyuṣyam ca gaṇam hutvā ca apamṛtyūm vyapohati 
SA_GP12_vd2127_u-7	svastim āpnoti sarvatra hutvā svastyayanaṃ gaṇaṃ /	svastim āpnoti sarvatra hutvā svastyayanam gaṇam 
SA_GP12_vd2127_u-8	śreyasā yogam āpnoti śarmavarmagaṇaṃ tathā // Vdho_2,127.4 //	śreyasā yogam āpnoti śarma varma gaṇam tathā 
SA_GP12_vd2127_u-9	vāstoṣpatyagaṇaṃ hutvā vāstudoṣān vyapohati /	vāstoṣpatya gaṇam hutvā vāstu doṣān vyapohati 
SA_GP12_vd2127_u-10	tathā raudragaṇaṃ hutvā sarvān doṣān vyapohati //	tathā raudra gaṇam hutvā sarvān doṣān vyapohati 
SA_GP12_vd2127_u-11	etair daśagaṇair homo hy aṣṭādaśasu śāntiṣu // Vdho_2,127.5 //	etaiḥ daśa gaṇaiḥ homaḥ hi aṣṭādaśasu śāntiṣu 
SA_GP12_vd2127_u-12	vaiṣṇavī śāntir aindrī ca brāhmī raudrī tathaiva ca /	vaiṣṇavī śāntiḥ aindrī ca brāhmī raudrī tathā eva ca 
SA_GP12_vd2127_u-13	vāyavyā vāruṇī caiva kauberī bhārgavī tathā // Vdho_2,127.6 //	vāyavyā vāruṇī ca eva kauberī bhārgavī tathā 
SA_GP12_vd2127_u-14	prājāpatyā tathā tvāṣṭrī kaumārī vahnidevatā /	prājāpatyā tathā tvāṣṭrī kaumārī vahni devatā 
SA_GP12_vd2127_u-15	mārudgaṇā ca gāndharvī śāntair nairṛtakī tathā // Vdho_2,127.7 //	mārut gaṇā ca gāndharvī śāntaiḥ nairṛtakī tathā 
SA_GP12_vd2127_u-16	śāntir āṅgirasī yāmyā pārthivī ca bhṛgūttama /	śāntiḥ āṅgirasī yāmyā pārthivī ca bhṛgu uttama 
SA_GP12_vd2127_u-17	etās tu śāntayaḥ proktāḥ sarvakarmahitāḥ sadā // Vdho_2,127.8 //	etāḥ tu śāntayaḥ proktāḥ sarva karma hitāḥ sadā 
SA_GP12_vd2127_u-18	yas tvā mṛtyur iti hy etaj japtaṃ mṛtyuvināśanaṃ /	yaḥ tvā mṛtyuḥ iti hi etat japtam mṛtyu vināśanam 
SA_GP12_vd2127_u-19	hutvā ca mātṛnāmāni kāmān evam avāpnuyāt // Vdho_2,127.9 //	hutvā ca mātṛnāmāni kāmān evam avāpnuyāt 
SA_GP12_vd2127_u-20	suparṇas tveti hutvā ca bhujagair naiva bādhyate /	suparṇaḥ tvā iti hutvā ca bhujagaiḥ na eva bādhyate 
SA_GP12_vd2127_u-21	[Bhattacharyya edits bhujagainava bādhyate,	bhattacharyyaḥ bādhyate 
SA_GP12_vd2127_u-22	which can be just a typo/]	can be just a typo 
SA_GP12_vd2127_u-23	yasyedaṃ bhūmyām iti ca bhūmikāmo japet sadā // Vdho_2,127.10 //	yasya idam bhūmyām iti ca bhūmi kāmaḥ japet sadā 
