segmentnr	original	analyzed
SA_GK19_jivskd_u-0	saṅkalpa-kalpa-druma	        
SA_GK19_jivskd_u-1	śrīrādhādāmodarābhyāṃ namaḥ1	śrī rādhā dāmodarābhyām namaḥ 
SA_GK19_jivskd_u-2	śrī-kṛṣṇa kṛṣṇa-caitanya sa-sanātana-rūpaka /	            
SA_GK19_jivskd_u-3	gopāla raghunāthāpta vraja-vallabha pāhi mām //1//2	gopāla raghunātha āpta vraja vallabha pāhi mām 
SA_GK19_jivskd_u-4	nanda-nandana ity uktas trailokyānanda-vardhanaḥ /	              
SA_GK19_jivskd_u-5	anādi-janma-siddhānāṃ gopīnāṃ patir eva yaḥ3 //2	anādi janma siddhānām gopīnām patiḥ eva yaḥ 
SA_GK19_jivskd_u-6	navīna-nīrada-śyāmaṃ taṃ rājīva-vilocanam /	navīna nīrada śyāmam tam rājīva vilocanam 
SA_GK19_jivskd_u-7	vallavī-nandanaṃ vande kṛṣṇaṃ gopāla-rūpinam //3	             
SA_GK19_jivskd_u-8	[yugmam]4	yugmam 
SA_GK19_jivskd_u-9	vṛndāraṇye jaran jīvaḥ kaścit prāha manaḥ prati /	vṛndāraṇye jaran jīvaḥ kaścid prāha manaḥ prati 
SA_GK19_jivskd_u-10	mriyase sāmprataṃ5 mūḍhaḥ gūḍhām etāṃ sudhāṃ piba //4	mriyase sāmpratam mūḍhaḥ gūḍhām etām sudhām piba 
SA_GK19_jivskd_u-11	tāṃ pibann eva he svānta svaṃ ca gokula-saṅgatam /	tām piban eva he svānta svam ca go kula saṅgatam 
SA_GK19_jivskd_u-12	sevāṃ ca vāñchitāṃ kāñcid bhāva-bhedena bhāvaya //5	sevām ca vāñchitām kāñcid bhāva bhedena bhāvaya 
SA_GK19_jivskd_u-13	maṅgalaḥ sarva-lokānāṃ gopa-kṣauṇībhṛd-aṅgajaḥ /	  sarva          
SA_GK19_jivskd_u-14	bhavyaṃ pallavayan pāyād vallavī-jana-vallabhaḥ //6	             
SA_GK19_jivskd_u-15	aho bakīty6 ādikīrtiḥ kṛṣṇas tu bhagavān svayam /7	aho baki iti ādikīrtiḥ kṛṣṇaḥ tu bhagavān svayam 
SA_GK19_jivskd_u-16	asti yas tasya pitrāditayā citrāya k ptavān //7	asti yaḥ tasya pitṛ āditayā citrāya k 
SA_GK19_jivskd_u-17	stutas tad bhūribhāgyeti8 tathā cetthaṃ satām iti9 /	stutaḥ tat bhūri bhāgya iti tathā ca ittham satām iti 
SA_GK19_jivskd_u-18	nemaṃ viriñca ity10evaṃ nāyaṃ śriya iti11 vrajaḥ //8	na imam viriñca na ayam śriyaḥ vrajaḥ 
SA_GK19_jivskd_u-19	yas taṃ ko vāśrayen nātra kṣitāv indriyavān naraḥ /	yaḥ tam kaḥ vā āśrayet na atra kṣitau indriyavān naraḥ 
SA_GK19_jivskd_u-20	tasmād bhrātar nija-trātaḥ svānta svāntas tam āśraya //9	tasmāt bhrātar nija trātar svānta svāntaḥ tam āśraya 
SA_GK19_jivskd_u-21	[tribhiḥ kulakam]	tribhiḥ kulakam 
SA_GK19_jivskd_u-22	upadeśaṃ deśa-rūpaṃ mama mānaya mānasa /	upadeśam deśa rūpam mama mānaya mānasa 
SA_GK19_jivskd_u-23	sudhā-dhārā-dharaḥ so'yaṃ kalpaḥ syāt kalpa-bhūruhaḥ //10//	sudhā dhārādharaḥ saḥ ayam kalpaḥ syāt kalpa bhūruhaḥ 
SA_GK19_jivskd_u-24	mūlaṃ janmādi-līlāsya skandhaḥ syān nitya-līlatā /	mūlam janma ādi līlā asya skandhaḥ syāt nitya līla tā 
SA_GK19_jivskd_u-25	śākhās tat-tad-ṛtu-ślokāḥ phalaṃ premamayī sthitiḥ //11//	śākhāḥ tad tad ṛtuślokāḥ phalam prema mayī sthitiḥ 
SA_GK19_jivskd_u-26	atha mahā-kulakena janmādi-līlā //	atha mahā kulakena janma ādi līlā 
SA_GK19_jivskd_u-27	yas tantramantrayor guptam uktaḥ śrīnandanandanaḥ /	yaḥ tantra mantrayoḥ guptam uktaḥ śrī nanda nandanaḥ 
SA_GK19_jivskd_u-28	tadrūpatāṃ nijāṃ vyāñjīt kutaścit kutukād bhuvi //12//	tad rūpa tām nijām vyāñjīt kutaścid kutukāt bhuvi 
SA_GK19_jivskd_u-29	yaḥ prāg iti12 hi padyābhyāṃ nandātmajatayā svataḥ /	yaḥ prāk hi padyābhyām nanda ātmaja tayā svatas 
SA_GK19_jivskd_u-30	vāsudevatayā kāryavaśād gargeṇa niścitaḥ //13// @----------------------------	vāsudeva tayā kārya vaśāt gargeṇa niścitaḥ 
SA_GK19_jivskd_u-31	1. (b) śrī-śrī-rādhā-kṛṣṇābhyāṃ namaḥ;	śrī śrī rādhā kṛṣṇābhyām namaḥ 
SA_GK19_jivskd_u-32	2. Gcp 1v1; 3. GautT. 2.24; there:	gcp   there 
SA_GK19_jivskd_u-33	aneka-janma-śuddhānām,	aneka janma śuddhānām 
SA_GK19_jivskd_u-34	Gcp 15.72 aneka-janma-siddhānāṃ; 4. (b)	aneka janma sidh PGPaM b 
SA_GK19_jivskd_u-35	not found; 5. (b)	not found b
