segmentnr	original	analyzed
SA_GR14_caitcanu-0	There are two numbering systems for this text. The material is	there are two numbering systems for this text the material is 
SA_GR14_caitcanu-1	sometimes organized into twelve themes and numbered accordingly.	sometimes organized into twelve themes and numbered accordingly 
SA_GR14_caitcanu-2	Those numbers are given in brackets. The editions used were:	those numbers are given in brackets the editions used were 
SA_GR14_caitcanu-3	- Stava-kalpa-druma, (ed.)	stavakalpadrumaḥ e d 
SA_GR14_caitcanu-4	Bhakti Saranga Goswami. Vrindavan, 1959	bhakti saranga gosvami vrindavan 
SA_GR14_caitcanu-5	- śrī-śrī-caitanya-candrāmṛta, (ed.)	        
SA_GR14_caitcanu-6	Bhakti Vilasa Tirtha. Mayapur,	bhakti vilasa tirtha mayapur 
SA_GR14_caitcanu-7	Chaitanya Math. 3rd edition, 1992.	chaitanya math rd edition 
SA_GR14_caitcanu-8	Texts without an alternative number are not found in either one of	texts without an alternative number are not found in either one 
SA_GR14_caitcanu-9	the editions. No attempt has been made to provide alternative readings.	the editions no attempt has been made to pravide alternative readings 
SA_GR14_caitcanu-10	stumas taṃ caitanyākṛtim ativimaryāda-paramā-	stumaḥ tam caitanya ākṛtim ati vimaryāda paramā 
SA_GR14_caitcanu-11	dbhutaudāryaṃ varyaṃ vraja-pati-kumāraṃ rasayitum /	dbhuta audāryam varyam vraja pati kumāram rasayitum 
SA_GR14_caitcanu-12	viśuddha-sva-premonmada-madhura-pīyuṣa-laharīṃ	viśuddha sva prema unmada madhura pīyuṣa laharīm 
SA_GR14_caitcanu-13	pradātuṃ cānyebhyaḥ para-pada-navadvīpa-prakaṭam //1// (1)	pradātum ca anyebhyaḥ para pada nava dvīpa prakaṭam 
SA_GR14_caitcanu-14	sarvair āmnāya-cūḍāmaṇibhir api na saṃlakṣyate yat svarūpaṃ	sarvaiḥ āmnāya cūḍāmaṇibhiḥ api na saṃlakṣyate yat sva rūpam 
SA_GR14_caitcanu-15	śrīśa-brahmādy-agamyā sumadhura-padavī kāpi yasyāsti ramyā /	śrīśa brahma ādya gamyā sumadhura padavī kā api yasya asti ramyā 
SA_GR14_caitcanu-16	yenākasymāj jagac-chrī-hari-rasa-madirā-mattam etad vyadhāyi	yena akasymāt jagat śrī hari rasa madirā mattam etat vyadhāyi 
SA_GR14_caitcanu-17	śrīmac-caitanya-candraḥ sa kim u mama girāṃ gocaraś cetaso vā //2// (137)	śrīmat caitanyacandraḥ sa kim u mama girām gocaraḥ cetasaḥ vā 
SA_GR14_caitcanu-18	dharme niṣṭhāṃ dadhad anupamāṃ viṣṇu-bhaktiṃ gariṣṭhāṃ	dharme niṣṭhām dadhat anupamām viṣṇu bhaktim gariṣṭhām 
SA_GR14_caitcanu-19	saṃbibhrāṇo dadhad ahaha hṛt-tiṣṭhatīvāśma-sāram /	saṃbibhrāṇaḥ dadhat ahaha hṛd tiṣṭhati iva aśmasāram 
