segmentnr	original	analyzed
MBurddhvamnayapujavidhiHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBurddhvamnayapujavidhiHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00422	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBurddhvamnayapujavidhiHK-2	Uniform title: urddhvāmnāyapūjāvidhi	uniform title 
MBurddhvamnayapujavidhiHK-3	Manuscript : NGMCP manuscript 126 reel no: B 179/3	manuscript manuscript 
MBurddhvamnayapujavidhiHK-4	Notes: Data entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.	notes data entered by the staff muktabodha under the direction of mark s g dyczkowski 
MBurddhvamnayapujavidhiHK-5	Revision 0: April 28, 2017	revision april 
MBurddhvamnayapujavidhiHK-6	Publication country : India	publication country india 
MBurddhvamnayapujavidhiHK-7	urddhvāmnāyapūjāvidhi	        
MBurddhvamnayapujavidhiHK-8	1 oṃ namaḥ śrīparadevatāyai namaḥ || śrīguruve ||	om namaḥ śrī para devatāyai namaḥ śrī guruve 
MBurddhvamnayapujavidhiHK-9	gurunamaskāra ||	guru namaskāra 
MBurddhvamnayapujavidhiHK-10	akhaṇḍamaṇḍalākāraṃ vyāptaṃ yena carācaraṃ |	akhaṇḍa maṇḍala ākāram vyāptam yena carācaram 
MBurddhvamnayapujavidhiHK-11	tat padaṃ darśitaṃ yena tasmai śrīguruve namaḥ ||	tat padam darśitam yena tasmai śrī guruve namaḥ 
MBurddhvamnayapujavidhiHK-12	tataḥ pādaprakṣāla na pūrvakaṃ ||	tatas pāda prakṣāla na pūrvakam 
MBurddhvamnayapujavidhiHK-13	oṃ dvāradevatyo namaḥ || iti saṃpūjya gṛhaṃ praviśya ||	om dvāra devatyaḥ namaḥ iti saṃpūjya gṛham praviśya 
MBurddhvamnayapujavidhiHK-14	aṃkṣatamādāya ||	aṃkṣatam ādāya 
MBurddhvamnayapujavidhiHK-15	2a) oṃ apasaryantu te bhūtā divi bhūmyantarikṣagāḥ |	a om apasaryantu te bhūtāḥ divi bhūmi antarikṣa gāḥ 
MBurddhvamnayapujavidhiHK-16	ye bhūtā vighnakartāraste naśyantu śivājñayā ||	ye bhūtāḥ vighna kartāraḥ te naśyantu śiva ājñayā 
MBurddhvamnayapujavidhiHK-17	tīṣṇakṣṇahṛṣṭyākara sphoṭatālatraya 3 pādena ca 3 ||	tīṣṇa kṣṇa hṛṣṭi ākara pādena ca 
MBurddhvamnayapujavidhiHK-18	iti vighnocchādana || naiṛtya ||	iti vighna ucchādana naiṛtya 
MBurddhvamnayapujavidhiHK-19	oṃ vāstvādhipataye vrahmaṇe namaḥ || āsanapūjā ||	om vāstu adhipataye vrahmaṇe namaḥ āsana pūjā 
MBurddhvamnayapujavidhiHK-20	2b) ai& kūrmāsanāya namaḥ || āsane upaviśya ||	b ai kūrmāsanāya namaḥ āsane upaviśya 
MBurddhvamnayapujavidhiHK-21	dakṣiṇe gaṇapataye namaḥ || vāme gurubhyo namaḥ ||	dakṣiṇe gaṇapataye namaḥ vāme gurubhyaḥ namaḥ 
MBurddhvamnayapujavidhiHK-22	purataḥ oṃ śrīmahātripurasundaryai namaḥ ||	puratas om śrī mahā tripurasundaryai namaḥ 
MBurddhvamnayapujavidhiHK-23	iti praṇamya ||	iti praṇamya 
MBurddhvamnayapujavidhiHK-24	indrādilokapālebhyo namaḥ ||	indra ādi lokapālebhyaḥ namaḥ 
MBurddhvamnayapujavidhiHK-25	bhūtaśuddhikrameṇa prāṇāyāma ||	       
MBurddhvamnayapujavidhiHK-26	tatra sohamiti mantreṇa hṛdayājjīvātmānaṃ	tatra saḥ ham iti mantreṇa hṛdayāt jīvātmānam 
MBurddhvamnayapujavidhiHK-27	3a) suṣumnāmārgeṇa śiraḥsthitasahasrārakamalasthitaparamātmani saṃyojya	a suṣumnā mārgeṇa śiraḥ sthita sahasrāra kamala sthita paramātmani saṃyojya 
MBurddhvamnayapujavidhiHK-28	prāṇāyāmakrameṇa sa pāpapuruṣaṃ dehaṃ ya& 16 vījena śoṣitaṃ matvā ra&	prāṇāyāma krameṇa sa pāpapuruṣam deham vījena śoṣitam matvā 
MBurddhvamnayapujavidhiHK-29	64 vījena dagdhaṃ viciṃtya la& 32 vījenāmṛtavṛṣṭiṃ nipātya va& vījenāmṛtena	vījena dagdham viciṃtya vījena amṛta vṛṣṭim nipātya vījena amṛtena 
MBurddhvamnayapujavidhiHK-30	divyaṃ	divyam 
MBurddhvamnayapujavidhiHK-31	3b) śarīramutpannaṃ matvā tatra haṃsa iti mantreṇa paramātmano jīvātmānaṃ	śarīram utpannam matvā tatra haṃsaḥ iti mantreṇa paramātmanaḥ jīvātmānam 
MBurddhvamnayapujavidhiHK-32	hṛdayamānayed iti bhūtaśuddhiḥ ||	hṛdayam ānayet iti bhūtaśuddhiḥ 
MBurddhvamnayapujavidhiHK-33	tataḥ oṃ ā& sohaṃ iti mantraṃ hṛdayaṃ dhṛtvā trirjapediti prāṇapratiṣṭhā ||	tatas om iti mantram hṛdayam dhṛtvā tris japet iti prāṇa pratiṣṭhā 
MBurddhvamnayapujavidhiHK-34	praṇavanaprāṇāyāmatrayaṃ vidhāya ||	praṇavana prāṇāyāma trayam vidhāya 
MBurddhvamnayapujavidhiHK-35	atha mātṛkānyāsaḥ ||	atha mātṛkā nyāsaḥ 
MBurddhvamnayapujavidhiHK-36	asya śrīmātṛkāmantrasya	asya śrī mātṛkā mantrasya 
MBurddhvamnayapujavidhiHK-37	4a) vrahmā ṛṣirgāyatrī cchandaḥ śrīmātṛkāsarasvatī devatā phalo vījāni	vrahmā ṛṣiḥ gāyatrī chandaḥ śrī mātṛkā sarasvatī devatā phalaḥ vījāni 
MBurddhvamnayapujavidhiHK-38	svarāḥ śaktayaḥ śrīvidyāṅgatvena lipinyāse viniyogaḥ ||	svarāḥ śaktayaḥ śrīvidyā aṅga tvena lipi nyāse viniyogaḥ 
MBurddhvamnayapujavidhiHK-39	iti smṛtvā nyaset śirasi oṃ vrahmaṇe ṛṣaye namaḥ || mukhe ||	iti smṛtvā nyaset śirasi om vrahmaṇe ṛṣaye namaḥ mukhe 
MBurddhvamnayapujavidhiHK-40	gāyatryai cchandase namaḥ || hṛdaya ||	gāyatryai chandase namaḥ hṛdaya 
MBurddhvamnayapujavidhiHK-41	oṃ mātṛkāsarasvatyai devatāyai namaḥ ||	om mātṛkā sarasvatyai devatāyai namaḥ 
MBurddhvamnayapujavidhiHK-42	4b) mūlādhāre oṃ halbhyo vījebhyo namaḥ ||	mūlādhāre om ha lbhyaḥ vījebhyaḥ namaḥ 
MBurddhvamnayapujavidhiHK-43	pādayoḥ oṃ svarebhyaḥ śaktibhyo namaḥ ||	pādayoḥ om svarebhyaḥ śaktibhyaḥ namaḥ 
MBurddhvamnayapujavidhiHK-44	karasaṃpuṭaviniyogaṃ vinyased iti ṛṣyādi nyāsaḥ ||	kara saṃpuṭa viniyogam vinyaset iti ṛṣi ādi nyāsaḥ 
MBurddhvamnayapujavidhiHK-45	ṛ& ṝ& ḷ& ḹ& astrāya phaṭ 4 ||	ṛ ṝ ḷ ḷ astrāya phaṭ 
MBurddhvamnayapujavidhiHK-46	karasodhanaṃ ||	kara sodhanam 
MBurddhvamnayapujavidhiHK-47	atha karaṃ nyāsaḥ ||	atha karam nyāsaḥ 
MBurddhvamnayapujavidhiHK-48	oṃ a& ka& 5 ā& hṛdayayāya namaḥ ||	om a ka ā hṛdayayāya namaḥ 
MBurddhvamnayapujavidhiHK-49	5a) i& ca& 5 ī& śirase svāhā || oṃ ṭa& 5 ū& śikhāya vauṣaṭ ||	a i ca ī śirase svāhā om ṭa ū śikhāya vauṣaṭ 
MBurddhvamnayapujavidhiHK-50	ai& ta& 5 ai& kavacāya hū& || o& pa& 5 au& netratrayāya vauṣaṭ ||	ai te ai kavacāya hū  o pa au netratrayāya vauṣaṭ 
MBurddhvamnayapujavidhiHK-51	oṃ a& ya& 10 aḥ astrāya phaṭ ||	om a ya aḥ astrāya phaṭ 
MBurddhvamnayapujavidhiHK-52	iti ṣaḍaṅgamantrāneva aṃguṣṭhādviyatalaparyantaṃ vinyasya punarastreṇa	iti ṣaṣ aṅga mantrān eva aṃguṣṭhāt viyatala paryantam vinyasya punar astreṇa 
MBurddhvamnayapujavidhiHK-53	tritāladvigvandhanaṃ vidhāya hṛdayādiṣu ṣaḍaṃgeṣu tattanmudrayā nyasediti	tri tāla dvij vandhanam vidhāya hṛdaya ādiṣu ṣaṣ aṃgeṣu tad tad mudrayā nyaset iti 
MBurddhvamnayapujavidhiHK-54	mātṛkānyāsaḥ ||	mātṛkā nyāsaḥ 
MBurddhvamnayapujavidhiHK-55	5b) atha mātṛkādhyānaṃ ||	atha mātṛkā dhyānam 
MBurddhvamnayapujavidhiHK-56	paṃcāśarlipirbhirvibhaktamukhadoḥ panmadhyavakṣaḥsthalāṃ bhāsvan	paṃcāśat lipirbhiḥ vibhakta mukha dos pat madhya vakṣaḥ sthalām bhāsvan 
MBurddhvamnayapujavidhiHK-57	maulinivarddhacandraśakalāmāpīnatuṅgastanī |	            
MBurddhvamnayapujavidhiHK-58	mudrāmakṣaguṇaṃ sudhādhyakarasaṃ vidyāṃ ca hastāṃ vujairvibhāṇāṃ	mudrām akṣa guṇam vidyām ca hastām 
