segmentnr	original	analyzed
SA_GK20_ruysahlu-0	śrīmatām utkarṣaparijñānād vaidagdhyena sahṛdayatvān nāgarikatāsiddhiḥ /	śrīmatām utkarṣa parijñānāt vaidagdhyena sahṛdaya tvāt nāgarika tā siddhiḥ 
SA_GK20_ruysahlu-1	yuvatyādīnām utkarṣo dehe\var{dehe\lem \ed;	yuvatī ādīnām utkarṣaḥ e d 
SA_GK20_ruysahlu-2	deha \ka} guṇālaṅkārajīvitaparikarebhyaḥ /	deha ka guṇa alaṅkāra jīvita parikarebhyaḥ 
SA_GK20_ruysahlu-3	tatra śobhāvidhāyino dharmā guṇāḥ /	tatra śobhā vidhāyinaḥ dharmāḥ guṇāḥ 
SA_GK20_ruysahlu-4	1ab: rūpaṃ varṇaḥ prabhā rāga & ābhijātyaṃ vilāsitā	ap rūpam varṇaḥ prabhā rāgaḥ ābhijātyam vilāsi tā 
SA_GK20_ruysahlu-5	1cd: lāvaṇyaṃ lakṣaṇaṃ chāyā & saubhāgyaṃ cety amī guṇāḥ	lāvaṇyam lakṣaṇam chāyā saubhāgyam ca iti amī guṇāḥ 
SA_GK20_ruysahlu-6	avayavānāṃ rekhāspāṣṭyaṃ rūpaṃ /	avayavānām rekhāspāṣṭyam rūpam 
SA_GK20_ruysahlu-7	gauratādidharmaviśeṣo varṇaḥ /	gaura tā ādi dharma viśeṣaḥ varṇaḥ 
SA_GK20_ruysahlu-8	kācakācyarūpā\var{kācakācya\lem \ed;	kāca kācī arūpau arkāca kācī alem e t 
SA_GK20_ruysahlu-9	kācakacya \kha} ravivatkāntiḥ prabhā /	ravi vat kāntiḥ prabhā 
SA_GK20_ruysahlu-10	naisargika\var{naisargika\lem \ed;	naisargika var naisargika lem e d 
SA_GK20_ruysahlu-11	naisargikaḥ \kha}smeratvamukhaprasādādiḥ sarveṣām eva cakṣurbandhako dharmo rāgaḥ /	naisargikaḥ kha smera tva mukha prasāda ādiḥ sarveṣām eva cakṣuḥ bandhakaḥ dharmaḥ rāgaḥ 
SA_GK20_ruysahlu-12	kusumadharmā mārdavādir lālanādirūpaḥ sparśaviśeṣaḥ peśalatākhya ābhijātyam /	kusuma dharmā mārdava ādiḥ lālana ādi rūpaḥ sparśa viśeṣaḥ peśala tā ākhyaḥ ābhijātyam 
SA_GK20_ruysahlu-13	aṅgopāṅgānāṃ yauvanodbhedī manmathavāsanāprayuktaḥ kaṭākṣādivadvibhramākhyaś ceṣṭāviśeṣo vilāsitā /	aṅga upāṅgānām yauvana udbhedī manmatha vāsanā prayuktaḥ kaṭākṣa ādi vat vibhrama ākhyaḥ ceṣṭā viśeṣaḥ vilāsi tā 
SA_GK20_ruysahlu-14	taraṅgidravasvabhāvāpyāyinetrapeyavyāpisnigdhamadhura iva pītimotkarṣaikasāra iva pūrṇenduvadāhlādako dharmaḥ saṃsthānamugdhimavyaṅgyo lāvaṇyam	taraṅgi drava svabhāva āpyāyi netra peya vyāpi snigdha madhuraḥ iva pītima utkarṣa eka sāraḥ iva pūrṇa indu vat āhlādakaḥ dharmaḥ saṃsthāna mugdhim avyaṅgyaḥ lāvaṇyam 
SA_GK20_ruysahlu-15	aṅgopāṅgānām asādhāraṇaśobhāprāśastyahetur aucityātmā sthāyī dharmo lakṣaṇam /	aṅga upāṅgānām asādhāraṇa śobhā prāśastya hetuḥ aucitya ātmā sthāyī dharmaḥ lakṣaṇam 
SA_GK20_ruysahlu-16	tasya yuktapramāṇatādoṣasparśasnigdhavaktraniyatalomāṅgasuśliṣṭasaṃdhānatānāhapariṇāhaucityacakrapadmādilekhāṅkanāyogebhyaḥ	tasya yukta pramāṇa tā doṣa sparśa snigdha vaktra niyata loma aṅga su śliṣṭa saṃdhāna tā ānāha pariṇāha aucitya cakra padma ādi lekhā aṅkanā yogebhyaḥ 
SA_GK20_ruysahlu-17	prasiddhāṅgapūrṇatādoṣavaikalyadharmasaundaryapramāṇaucityalokāprasiddhaviśiṣṭāṅgayogākhyāḥ	prasiddha aṅga pūrṇa tā doṣa vaikalya dharma saundarya pramāṇa aucitya loka aprasiddha viśiṣṭa aṅga yoga ākhyāḥ 
SA_GK20_ruysahlu-18	krameṇa ṣaḍ bhedāḥ /	krameṇa ṣaṭ bhedāḥ 
SA_GK20_ruysahlu-19	agrāmyatayā vakrimatvakhyāpinī tāmbūlaparidhānanṛttabhaṇitigamanādisthānakeṣu sūkṣmā bhaṅgiś chāyā /	agrāmya tayā vakrima tva khyāpinī tāmbūla paridhāna nṛtta bhaṇiti gamana ādi sthānakeṣu sūkṣmā bhaṅgiḥ chāyā 
SA_GK20_ruysahlu-20	sphurallakṣmyupabhogaparimalādigamyo 'ntaḥsāro rañjakatayā vaśīkartā sahṛdayasaṃvedyadharmabhedaś ca saubhāgyam /	sphurat lakṣmī upabhoga parimala ādi gamyaḥ ntar sāraḥ rañjaka tayā vaśīkartā sahṛdaya saṃvedya dharma bhedaḥ ca saubhāgyam 
SA_GK20_ruysahlu-21	tatrādye smaramadapulakādayo bhedāḥ antye tu maṇita+rūpa+paribhoga+adhara+āsvāda+saurabha+ādibhir yugapad+rasavattvāt pañca+indriya+sukha+lābhaḥ	tatra ādye smara mada pulaka ādayaḥ bhedāḥ antye tu maṇita rūpa paribhoga adhara āsvāda saurabha ādibhiḥ yugapad rasavat tvāt pañca aindriya sukha lābhaḥ 
SA_GK20_ruysahlu-22	iti śrīrājānakaruyyakaviracitāyāṃ sahṛdayalīlāyāṃ guṇollekhaḥ prathamaḥ	iti śrī rājānaka ruyyaka viracitāyām sahṛdayalīlāyām guṇa ullekhaḥ prathamaḥ 
SA_GK20_ruysahlu-23	2ab: ratnaṃ hemāṃśuke mālyaṃ & maṇḍanadravyayojane	ratnam hema aṃśuke mālyam maṇḍana dravya yojane 
SA_GK20_ruysahlu-24	2cd: prakīrṇaṃ cety alaṅkārāḥ & saptaiv[ai]te mayā matāḥ	prakīrṇam ca iti alaṅkārāḥ sapta eva ete mayā matāḥ 
SA_GK20_ruysahlu-25	tatra vajra+muktā+padmarāga+marakata+indranīla+vaidūrya+puṣparāga+karketana+pulaka+rudhira+akṣa+bhīṣma+sphaṭika+pravāla+rūpāṇi trayodaśa ratnāni	tatra vajra muktā padmarāga marakata aindranīla vaidūrya puṣparāga karketana pulaka rudhira akṣa bhīṣma sphaṭika pravāla rūpāṇi trayodaśa ratnāni 
SA_GK20_ruysahlu-26	hema navadhā /	hema navadhā 
SA_GK20_ruysahlu-27	jāmbūnada+śātakaumbha+hāṭaka+vaiṇava+śṛṅgī+śuktija+jātarūpa+rasaviddha+ākara+udgata+bhedāt /	jāmbūnada śāta kaumbha hāṭaka vaiṇava śṛṅgī śuktija jātarūpa rasa viddha ākara audgata bhedāt 
SA_GK20_ruysahlu-28	caturdhā ratna+hema+mayaḥ,	caturdhā ratna hema mayaḥ 
SA_GK20_ruysahlu-29	āvedhya+nibandhanīya+prakṣepya+āropya+bhedāt /	āvedhya nibandhanīya prakṣepya āropya bhedāt 
SA_GK20_ruysahlu-30	tatra tāḍī+kuṇḍala+śravaṇa+vālika+ādir āvedhyaḥ /	tatra tāḍī kuṇḍala śravaṇa vālikā ādiḥ āvedhyaḥ 
SA_GK20_ruysahlu-31	aṅgada+śroṇīsūtra+mūrdhamaṇi+śikhādṛḍhikā+ādir nibandhanīyaḥ /	aṅgada śroṇī sūtra mūrdha maṇi śikhā dṛḍhikā ādiḥ nibandhanīyaḥ 
SA_GK20_ruysahlu-32	ūrmikā+kaṭaka+mañjīra+sadṛśaḥ prakṣepyaḥ /	ūrmikā kaṭaka mañjīra sadṛśaḥ prakṣepyaḥ 
SA_GK20_ruysahlu-33	%folded, twisted (linked?), post-like/	folded twisted linked postlike 
SA_GK20_ruysahlu-34	anklet-like?	an kletlike 
SA_GK20_ruysahlu-35	prālamba+mālikā+āhāra+nakṣatramālā+prabhṛtir āropyaḥ /	prālamba mālikā āhāra nakṣatra mālā prabhṛtiḥ āropyaḥ 
SA_GK20_ruysahlu-36	caturdhā+aṃśuka+mayaḥ /	caturdhā aṃśuka mayaḥ 
SA_GK20_ruysahlu-37	tvak+phala+krimi+romajatvāt krameṇa kṣauma+kārpāsa+kauśeya+rāṅkava+ādibhedāt /	tvak phala krimi roma ja tvāt krameṇa kṣauma kārpāsa kauśeya rāṅkava ādi bhedāt 
SA_GK20_ruysahlu-38	punas tridhā,	punar tridhā 
SA_GK20_ruysahlu-39	nibandhanīya+prakṣepya+āropya+vaicitryāt /	nibandhanīya prakṣepya āropya vaicitryāt 
SA_GK20_ruysahlu-40	tatra nibandhanīyaḥ śirah+śāṭaka+jaghana+vasana+ādiḥ /	tatra nibandhanīyaḥ śira hśāṭaka jaghana vasana ādiḥ 
SA_GK20_ruysahlu-41	prakṣepyaḥ kañculika+ādiḥ /	prakṣepyaḥ kañculika ādiḥ 
SA_GK20_ruysahlu-42	āropya uttarīya+paṭa+ādiḥ /	āropyaḥ uttarīya paṭa ādiḥ 
SA_GK20_ruysahlu-43	sarvasya+ asya+ anekavidhatvaṃ varṇa+vicchitti+nānātvāt /	sarvasya asya anekavidha tvam varṇa vicchitti nānātvāt 
SA_GK20_ruysahlu-44	grathita+agrathita+vaśād dvividhaḥ sann aṣṭadhā mālya+mayaḥ /	grathita a grathita vaśāt dvividhaḥ san aṣṭadhā mālya mayaḥ 
SA_GK20_ruysahlu-45	veṣṭita+vitata+saṃghāṭya+granthimad+avalamba+muktaka+mañjīra+stabaka+lakṣaṇa+mālya+bhedena /	veṣṭita vitata saṃghāṭya granthimat avalamba muktaka mañjīra stabaka lakṣaṇa mālya bhedena 
SA_GK20_ruysahlu-46	tatra+ udvartitaṃ veṣṭitam /	tatra udvartitam veṣṭitam 
SA_GK20_ruysahlu-47	pārśvato vistāritaṃ vitatam /	pārśvatas vistāritam vitatam 
SA_GK20_ruysahlu-48	bahubhiḥ puṣpaiḥ samūhena racitaṃ saṃghātyam /	bahubhiḥ puṣpaiḥ samūhena racitam saṃghātyam 
SA_GK20_ruysahlu-49	antarāntarā viṣamaṃ granthimat /	antarā antarā viṣamam granthimat 
SA_GK20_ruysahlu-50	spaṣṭombhitam (?)	spaṣṭa umbhitam 
SA_GK20_ruysahlu-51	avalambham /	avalambham 
SA_GK20_ruysahlu-52	kevalaṃ muktakaḥ /	kevalam muktakaḥ 
SA_GK20_ruysahlu-53	aneka+puṣpa+mayī latā mañjarī /	aneka puṣpa mayī latā mañjarī 
SA_GK20_ruysahlu-54	kusuma+gulucchaṃ stabakaḥ /	kusuma guluccham stabakaḥ 
SA_GK20_ruysahlu-55	tasya+ āvedhya+ādayo 'pi catvāro bhedāḥ /	tasya āvedhya ādayaḥ pi catvāraḥ bhedāḥ 
SA_GK20_ruysahlu-56	kastūrī+kuṅkuma+candana+karpūra+aguru+kulaka+dantasama+paṭavāsa+sahakāra+taila+tāmbūla+alakta+kāñjana+gorocana+ādi+nirvṛtto maṇḍana+dravya+mayaḥ	kastūrī kuṅkuma candana karpūra aguru kulaka danta sama paṭa vāsa sahakāra taila tāmbūla alaktaka añjana gorocana ādi nirvṛttaḥ maṇḍana dravya mayaḥ 
SA_GK20_ruysahlu-57	bhrū+ghaṭanā+alaka+racanā+dhammilla+bandhana+ādir yojanāmayaḥ /	bhrū ghaṭanā alaka racanā dhammilla bandhana ādiḥ yojana āmayaḥ 
SA_GK20_ruysahlu-58	dvidhā prakīrṇa+mayaḥ,	dvidhā prakīrṇa mayaḥ 
SA_GK20_ruysahlu-59	janya+niveśya+bhedena /	janya niveśya bhedena 
SA_GK20_ruysahlu-60	śrama+jala+madhu+mada+ādi+janyaḥ /	śrama jala madhu mada ādi janyaḥ 
SA_GK20_ruysahlu-61	dūrva+aśoka+pallava+yava+aṅkura+rajata+trapu+śaṅkha+tāla+dala+danta+pattrikā+mṛṇāla+valaya+kara+krīḍanaka+ādir niveśyaḥ /	dūrvā aśoka pallava yava aṅkura rajata trapu śaṅkha tāla dala dantapattrikā mṛṇāla valaya kara krīḍanaka ādiḥ niveśyaḥ 
SA_GK20_ruysahlu-62	etat samavāyo veṣaḥ /	etat samavāyaḥ veṣaḥ 
SA_GK20_ruysahlu-63	sa ca deśa+kāla+prakṛti+avasthā+sātmyena /	sa ca deśa kāla prakṛti avasthā sātmyena 
SA_GK20_ruysahlu-64	eteṣāṃ vicchityā yathā+āsthāna+niveśana+parabhāga+lābhād rāmaṇīyaka+vṛddhiḥ //	eteṣām vicchityā yathā āsthāna niveśana parabhāga lābhāt rāmaṇīyaka vṛddhiḥ 
SA_GK20_ruysahlu-65	iti śrīrājānakaruyyakaviracitāyāṃ sahṛdayalīlāyām alaṅkārollekho dvitīyaḥ /	iti śrī rājānaka ruyyaka viracitāyām sahṛdayalīlāyām alaṅkāra ullekhaḥ dvitīyaḥ 
SA_GK20_ruysahlu-66	śobhāyās+ anuprāṇakaṃ yauvana+ākhyaṃ jīvitam /	śobhāyāḥ anuprāṇakam yauvana ākhyam jīvitam 
SA_GK20_ruysahlu-67	bālya+anantaram gātrāṇāṃ vaipulya+sauṣṭhava+vibhaktatā+vidhāyī sphuṭita+dāḍima+upamaḥ smara+vasatir avasthā+bhedo yauvanam /	bālya anantaram gātrāṇām vaipulya sauṣṭhava vibhakta tā vidhāyī sphuṭita dāḍima aupamaḥ smara vasatiḥ avasthā bhedaḥ yauvanam 
SA_GK20_ruysahlu-68	tasya vayaḥ+saṃdhir ārambhaḥ /	tasya vayaḥ saṃdhiḥ ārambhaḥ 
SA_GK20_ruysahlu-69	madhyaṃ tu prauḍhi+kālaḥ /	madhyam tu prauḍhi kālaḥ 
SA_GK20_ruysahlu-70	prathame dhammilla+racanā+alaka+bhaṅga+nīvi+nahana+danta+parikarma+pariṣkaraṇa+darpaṇa+īkṣaṇa+puṣpa+uccaya+mālya+umbhana+jala+krīḍā+dyūta+aślīla+ccheka+bhaṇiti+animitta+lajjā+anubhāva+śṛṅgāra+śikṣā+ādaya	prathame dhammilla racanā alaka bhaṅga nīvi nahana danta parikarma pariṣkaraṇa darpaṇa īkṣaṇa puṣpa uccaya mālya ombhana jala krīḍā dyūta aślīla cheka bhaṇiti animitta lajjā anubhāva śṛṅgāra śikṣā ādayaḥ 
SA_GK20_ruysahlu-71	āvartamānāś ceṣṭāḥ /	āvartamānāḥ ca iṣṭāḥ 
SA_GK20_ruysahlu-72	antye tu śṛṅgāra+anubhāva+tāratamyaṃ śreyaḥ //	antye tu śṛṅgāra anubhāva tāratamyam śreyaḥ 
SA_GK20_ruysahlu-73	iti śrīrājānakaruyyakaviracitāyāṃ sahṛdayalīlāyāṃ jīvitollekhas tṛtīyaḥ /	iti śrī rājānaka ruyyaka viracitāyām sahṛdayalīlāyām jīvitollekhaḥ tṛtīyaḥ 
SA_GK20_ruysahlu-74	śobhāyās+ ārād upakārakatvād vyañjakaḥ parikaraḥ /	śobhāyāḥ ārāt upakāraka tvāt vyañjakaḥ parikaraḥ 
SA_GK20_ruysahlu-75	tasya cetana+acetanayoḥ sthāṇu+calayoḥ pratyekaṃ śliṣṭa+saṃnihita+mātra+rūpatvena+ aṣṭavidhatvam /	tasya cetana acetanayoḥ sthāṇu calayoḥ pratyekam śliṣṭa saṃnihita mātra rūpa tvena aṣṭavidha tvam 
SA_GK20_ruysahlu-76	utsaṅga+upāsīna+kānta+haya+parivāra+vātāyana+vitāna+nau+cchatra+ādīni darśanāni /	utsaṅga aupāsīna kānta haya parivāra vātāyana vitānana aucchatra ādīni darśanāni 
