segmentnr	original	analyzed
MBdhyaanabinduupanisatHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBdhyaanabinduupanisatHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00106	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBdhyaanabinduupanisatHK-2	Uniform title: dhyānabindūpaniṣat	uniform title dhyānabindūpaniṣad 
MBdhyaanabinduupanisatHK-3	Main title: yoga upaniṣads with the commentary of śrī upaniṣad brahmayogin	main title yoga upaniṣads with the commentary of śrī upaniṣad brahmayogin 
MBdhyaanabinduupanisatHK-4	Secondary title: dhyānabindu upaniṣat	secondary title dhyānabindu upaniṣad 
MBdhyaanabinduupanisatHK-5	Commentator : brahmayogin	commentatoḥ brahmayogin 
MBdhyaanabinduupanisatHK-6	Alternate name : śrī upaniṣad brahmayogin	alternate name śrī upaniṣad brahmayogin 
MBdhyaanabinduupanisatHK-7	Editor : śāstrī mahādeva	e t itoḥ śāstrī mahādeva 
MBdhyaanabinduupanisatHK-8	Notes: Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	notes transcribed by the staff muktabodha under the supervision of mark s g dyczkowski 
MBdhyaanabinduupanisatHK-9	Revision 0: June 14, 2007	revision june 
MBdhyaanabinduupanisatHK-10	Publisher : Adyar library and research centre	publisher adyar library and research centre 
MBdhyaanabinduupanisatHK-11	Publication year : 1920	publication year 
MBdhyaanabinduupanisatHK-12	Publication city : Madras	publication citi madras 
MBdhyaanabinduupanisatHK-13	Publication country : India	publication country india 
MBdhyaanabinduupanisatHK-14	dhyānabindūpaniṣat	      
MBdhyaanabinduupanisatHK-15	saha nāvavatu- iti śāntiḥ	saha nau avatu iti śāntiḥ 
MBdhyaanabinduupanisatHK-16	brahmadhyānayogamahimā	          
MBdhyaanabinduupanisatHK-17	yadi śailasamaṃ pāpaṃ vistīrṇaṃ bahuyojanam |	yadi śaila samam pāpam vistīrṇam bahu yojanam 
MBdhyaanabinduupanisatHK-18	bhidyate dhyānayogena nānyo bhedaḥ kadācana || 1 ||	bhidyate dhyāna yogena na anyaḥ bhedaḥ kadācana 
MBdhyaanabinduupanisatHK-19	bījākṣaraṃ paraṃ vindu nādaṃ tasyopari sthitam |	bījākṣaram param vindu nādam tasya upari sthitam 
MBdhyaanabinduupanisatHK-20	saśabdaścākṣare kṣīṇe niḥśabdaṃ paramaṃ padam || 2 ||	sa śabdaḥ ca akṣare kṣīṇe niḥśabdam paramam padam 
MBdhyaanabinduupanisatHK-21	anāhataṃ tu yacchabdaṃ tasya śabdasya yatparam |	anāhatam tu yat śabdam tasya śabdasya yat param 
MBdhyaanabinduupanisatHK-22	tatparaṃ vindate yastu sa yogī chinnasaṃśayaḥ || 3 ||	tat param vindate yaḥ tu sa yogī chinna saṃśayaḥ 
MBdhyaanabinduupanisatHK-23	vivaraṇam	vivaraṇam 
MBdhyaanabinduupanisatHK-24	dhyātvā yadbrahmamātraṃ te svāvaśeṣadhiyā yayuḥ |	dhyātvā yat brahma mātram te sva avaśeṣa dhiyā yayuḥ 
MBdhyaanabinduupanisatHK-25	yogatattvajñānaphalaṃ tat svamātraṃ vicintaye ||	yoga tattva jñāna phalam tat sva mātram vicintaye 
MBdhyaanabinduupanisatHK-26	iha khalu kṛṣṇayajurvedapravibhakteyaṃ dhyānabindūpaniṣat	iha khalu kṛṣṇayajurveda pravibhaktā iyam dhyānabindu upaniṣad 
MBdhyaanabinduupanisatHK-27	nirviśeṣabrahmamātraparyavasannāntaḥpraṇavārthaprakāśinī	                 
MBdhyaanabinduupanisatHK-28	tadupāyājapāhaṃsavidyātadupāyaṣaḍaṅgayogaprakāśinī ca satī	tad upāya ajapā haṃsa vidyā tad upāya ṣaḍaṅga yoga prakāśinī ca satī 
MBdhyaanabinduupanisatHK-29	pravṛttā | tasyāḥ svalpagranthato vivaraṇamārabhyate | tasyāḥ	pravṛttā tasyāḥ su alpa granthataḥ vivaraṇam ārabhyate tasyāḥ 
MBdhyaanabinduupanisatHK-30	upodghātādikaṃ kaṭhavallyādivat ūhyam | śrutirādau tāvat	upodghāta ādikam kaṭhavallī ādi vat ūhyam śrutiḥ ādau tāvat 
MBdhyaanabinduupanisatHK-31	dhyānayogasāmānyamukhyaphalaprakaṭanapūrvakaṃ	dhyāna yoga sāmānya mukhya phala prakaṭana pūrvakam 
MBdhyaanabinduupanisatHK-32	nirviśeṣabrahmasvarūpaṃ prakāśayati- yadīti |	nirviśeṣa brahma svarūpam prakāśayati yadi iti 
MBdhyaanabinduupanisatHK-33	p. 187) yasya kasyacidyogino'nantakoṭijanmasaṃcitaṃ vistīrṇaṃ	yasya kasyacid yoginaḥ ananta koṭi janma saṃcitam vistīrṇam 
MBdhyaanabinduupanisatHK-34	bahuyojanaṃ yadi śailamasaṃ pāpaṃ durbhedaṃ vidyate tadā tadapi	bahu yojanam yadi śailamasam pāpam durbhedam vidyate tadā tat api 
MBdhyaanabinduupanisatHK-35	vajraṭaṅkopabrahmadhyānayogena bhidyate tilaśaśchidyate |	vajra ṭaṅka upabrahma dhyāna yogena bhidyate tilaśas chidyate 
MBdhyaanabinduupanisatHK-36	itthaṃbhūtadhyānayogaṃ vinā kadācana nānyo bhedo	itthaṃbhūta dhyāna yogam vinā kadācana na anyaḥ 
MBdhyaanabinduupanisatHK-37	bhedako'stītyarthaḥ || 1 || evaṃ dhyānayogaṃ dhyeyasvarūpamāha- bījeti |	                                                                                      
MBdhyaanabinduupanisatHK-38	praṇavo hi bījākṣaraṃ akārokāramakārārdhamātrātmakaṃ tatparaṃ tu	praṇavaḥ hi bījākṣaram akāra ukāra makāra ardha mātrā ātmakam tat param tu 
MBdhyaanabinduupanisatHK-39	bindunādakalākalātītam | yaḥ evaṃviśeṣaṇaviśiṣṭaḥ śabdaprapañcaḥ	bindu nāda kalā kalā atītam yaḥ evam viśeṣaṇa viśiṣṭaḥ śabda prapañcaḥ 
MBdhyaanabinduupanisatHK-40	praṇavaḥ tasyopari nirviśeṣatayā yat sthitaṃ tat niḥśabdamityarthaḥ |	praṇavaḥ tasya upari nirviśeṣa tayā yat sthitam tat niḥśabdam iti arthaḥ 
MBdhyaanabinduupanisatHK-41	saśabdaḥ praṇavaḥ | caśabdaḥ tadabhidheyopalakṣaṇārthaḥ | tasmin	sa śabdaḥ praṇavaḥ caśabdaḥ tad abhidheya upalakṣaṇa arthaḥ tasmin 
MBdhyaanabinduupanisatHK-42	śabdaprapañce svādhikaraṇaparamākṣare kṣīṇe vilayamapahnavaṃ vā	śabda prapañce sva adhikaraṇa parama akṣare kṣīṇe vilayam apahnavam vā 
MBdhyaanabinduupanisatHK-43	gate sati tato yanniḥśabdaṃ brahma avaśiṣyate tadeva paramaṃ padaṃ	gate sati tatas yat niḥśabdam brahma avaśiṣyate tat eva paramam padam 
MBdhyaanabinduupanisatHK-44	videhakaivalyamityarthaḥ || 2 || evaṃvidaṃ stauti- anāhatamiti | hṛjjatvāt	videha kaivalyam iti arthaḥ     evaṃvidam stauti anāhatam iti hṛd ja tvāt 
MBdhyaanabinduupanisatHK-45	nityatvādvā anāhatam | tuśabdo nityatvakhyāpanārthaḥ | tathāca	nitya tvāt vā anāhatam tuśabdaḥ nitya tva khyāpana arthaḥ tathā ca 
MBdhyaanabinduupanisatHK-46	bhāṣyavārttikakaroktiḥ nityo hyoṃkāraḥ iti, oṃkārasya tu nityatvāt	bhāṣya vārttika kara uktiḥ nityaḥ hi oṃkāraḥ iti oṃkārasya tu nitya tvāt 
MBdhyaanabinduupanisatHK-47	nāñjasotpattiriṣyate iti, ca | yacchabdaṃ śabdātmakapraṇavarūpaṃ vidyate	na añjasā utpattiḥ iṣyate iti ca yat śabdam śabda ātmaka praṇava rūpam vidyate 
