segmentnr	original	analyzed
SA_MB_varahopanisatHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_varahopanisatHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00298	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_varahopanisatHK-2	Uniform title: vārāhopaniṣat	uniform title vārāhopaniṣad 
SA_MB_varahopanisatHK-3	Main title: yoga upaniṣads with the commentary of śrī upaniṣad brahmayogin	main title yoga upaniṣads with the commentary of śrī upaniṣad brahmayogin 
SA_MB_varahopanisatHK-4	Secondary title: vārāha upaniṣat	secondary title vārāha upaniṣad 
SA_MB_varahopanisatHK-5	Commentator : brahmayogin	commentatoḥ brahmayogin 
SA_MB_varahopanisatHK-6	Alternate name : śrī upaniṣad brahmayogin	alternate name śrī upaniṣad brahmayogin 
SA_MB_varahopanisatHK-7	Editor : śāstrī mahādeva	e t itoḥ śāstrī mahādeva 
SA_MB_varahopanisatHK-8	Notes: Data entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.	notes data entered by the staff muktabodha under the direction of mark s g dyczkowski 
SA_MB_varahopanisatHK-9	Revision 0: January 6, 2014	revision january 
SA_MB_varahopanisatHK-10	Publisher : Adyar library and research centre	publisher adyar library and research centre 
SA_MB_varahopanisatHK-11	Publication year : 1920	publication year 
SA_MB_varahopanisatHK-12	Publication city : Madras	publication citi madras 
SA_MB_varahopanisatHK-13	Publication country : India	publication country india 
SA_MB_varahopanisatHK-14	vārāhopaniṣat	vārāhopaniṣad 
SA_MB_varahopanisatHK-15	saha nāvavatu- iti śāntiḥ	saha nau avatu iti śāntiḥ 
SA_MB_varahopanisatHK-16	prathamo'dhyāyaḥ	prathamaḥ udhyāyaḥ 
SA_MB_varahopanisatHK-17	tattvasaṃkhyāvikalpāḥ	tattva saṃkhyā vikalpāḥ 
SA_MB_varahopanisatHK-18	atha ṛbhurvai mahāmunirdevamānena dvādaśasaṃvatsaraṃ	atha ṛbhuḥ vai mahā muniḥ deva mānena dvādaśa saṃvatsaram 
SA_MB_varahopanisatHK-19	tapaścacāra | tadavasāne varāharūpī bhagavān prādurabhūt | sa	tapaḥ cacāra tad avasāne varāha rūpī bhagavān prādurabhūt sa 
SA_MB_varahopanisatHK-20	hovācottiṣṭhottiṣṭha varaṃ vṛṇīṣveti | sodatiṣṭhat | tasmai	ha uvāca uttiṣṭha uttiṣṭha varam vṛṇīṣva iti sā udatiṣṭhat tasmai 
SA_MB_varahopanisatHK-21	namaskṛtyovāca bhagavan kāmibhiryadyat kāmitaṃ tattat tvatsakāśāt	namaskṛtya uvāca bhagavan kāmibhiḥ yat yat kāmitam tat tat tvad sakāśāt 
