segmentnr	original	analyzed
MByogakundalyupanisatHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MByogakundalyupanisatHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00300	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MByogakundalyupanisatHK-2	Uniform title: yogakuṇḍalyupaniṣat	uniform title yogakuṇḍalī upaniṣad 
MByogakundalyupanisatHK-3	Main title: yoga upaniṣads with the commentary of śrī upaniṣad brahmayogin	main title yoga upaniṣads with the commentary of śrī upaniṣad brahmayogin 
MByogakundalyupanisatHK-4	Secondary title: yogakuṇḍalī upaniṣat	secondary title yogakuṇḍalī upaniṣad 
MByogakundalyupanisatHK-5	Commentator : brahmayogin	commentatoḥ brahmayogin 
MByogakundalyupanisatHK-6	Alternate name : śrī upaniṣad brahmayogin	alternate name śrī upaniṣad brahmayogin 
MByogakundalyupanisatHK-7	Editor : śāstrī mahādeva	e t itoḥ śāstrī mahādeva 
MByogakundalyupanisatHK-8	Notes: Data entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.	notes data entered by the staff muktabodha under the direction of mark s g dyczkowski 
MByogakundalyupanisatHK-9	Revision 0: January 6, 2014	revision january 
MByogakundalyupanisatHK-10	Publisher : Adyar library and research centre	publisher adyar library and research centre 
MByogakundalyupanisatHK-11	Publication year : 1920	publication year 
MByogakundalyupanisatHK-12	Publication city : Madras	publication citi madras 
MByogakundalyupanisatHK-13	Publication country : India	publication country india 
MByogakundalyupanisatHK-14	yogakuṇḍalyupaniṣat	      
MByogakundalyupanisatHK-15	saha nāvavatu- iti śāntiḥ	saha nau avatu iti śāntiḥ 
MByogakundalyupanisatHK-16	prathamo'dhyāyaḥ	prathamaḥ udhyāyaḥ 
MByogakundalyupanisatHK-17	vāyujayopāyatrayam	        
MByogakundalyupanisatHK-18	hetudvayaṃ hi cittasya vāsanā ca samīraṇaḥ |	hetu dvayam hi cittasya vāsanā ca samīraṇaḥ 
MByogakundalyupanisatHK-19	tayorviniṣṭa ekasmiṃstaddvāvapi vinaśyataḥ || 1 ||	tayoḥ viniṣṭe ekasmin tat dvau api vinaśyataḥ  /
