segmentnr	original	analyzed
SA_MB_nityaasodasikaarnavaHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_nityaasodasikaarnavaHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00052	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_nityaasodasikaarnavaHK-2	Uniform title: nityāṣoḍaśikārṇavatantra with the commentary called setubandha	uniform title nityāṣoḍaśikārṇavatantra with the commentary cal setubandha 
SA_MB_nityaasodasikaarnavaHK-3	Main title: nityāṣoḍaśikārṇava	main title nityā ṣoḍaśikā arṇava 
SA_MB_nityaasodasikaarnavaHK-4	Secondary title: setubandha	secondary title setubandha 
SA_MB_nityaasodasikaarnavaHK-5	Commentator : bhāskararāya	commentatoḥ bhāskararāya 
SA_MB_nityaasodasikaarnavaHK-6	Editor : abhyaṃkara k v	e t itoḥ abhyaṃkara k v 
SA_MB_nityaasodasikaarnavaHK-7	Description: Transcribed from vol. 56 of the ānandāśramasaṃskṛtagrathāvaliḥ (Ananda Ashram Sanskrit Series).	description transcribed from vol of the ānandāśrama saṃskṛta gratha āvaliḥ ananda ashram sanskrit series 
SA_MB_nityaasodasikaarnavaHK-8	Notes: Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	notes transcribed by the staff muktabodha under the supervision of mark s g dyczkowski 
SA_MB_nityaasodasikaarnavaHK-9	Revision 0: Dec. 6, 2008	revision dec 
SA_MB_nityaasodasikaarnavaHK-10	Publisher : ānandāśrama	publisheḥ ānandāśrama 
SA_MB_nityaasodasikaarnavaHK-11	Publication year : 1946	publication year 
SA_MB_nityaasodasikaarnavaHK-12	Publication country : India	publication country india 
