segmentnr	original	analyzed
MBkaamadhenutantraHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBkaamadhenutantraHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00133	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBkaamadhenutantraHK-2	Uniform title: kāmadhenutantra	uniform title kāmadhenutantra 
MBkaamadhenutantraHK-3	Editor : r m caṭṭopādhyāya	r caṭṭa upādhyāya 
MBkaamadhenutantraHK-4	Description: Transcribed by the staff of Muktabodha.	description transcribed by the staff of muktabodha 
MBkaamadhenutantraHK-5	Notes: Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	notes transcribed by the staff muktabodha under the supervision of mark s g dyczkowski 
MBkaamadhenutantraHK-6	Revision 0: Sept. 22, 2008	revision 
MBkaamadhenutantraHK-7	Publisher : unknown-pree 1900 Bengali Script	publisher unknownpree bengali script 
MBkaamadhenutantraHK-8	Publication country : India	publication country india 
MBkaamadhenutantraHK-9	oṃ namaḥ paradevatāyai	om namaḥ para devatāyai 
MBkaamadhenutantraHK-10	kāmadhenutantram	kāmadhenutantram 
MBkaamadhenutantraHK-11	prathamaḥ paṭalaḥ	prathamaḥ paṭalaḥ 
MBkaamadhenutantraHK-12	śrīpārvatī uvāca	śrī pārvatī uvāca 
MBkaamadhenutantraHK-13	devadeva mahādeva sarvāgamaviśārada |	devadeva mahādeva sarva āgama viśārada 
MBkaamadhenutantraHK-14	adhunā devadeveśa pañcāśadvarṇamuttamam || 1/1 ||	adhunā devadeveśa pañcāśat varṇam uttamam 
MBkaamadhenutantraHK-15	tattvarūpaṃ mahādeva kathayasva dayānidhe |	tattva rūpam mahādeva kathayasva dayā nidhe 
MBkaamadhenutantraHK-16	kṛpayā kathayeśāna yadyahaṃ tava vallabhā || 1/2 ||	kṛpayā kathaya īśāna yadi aham tava vallabhā   
MBkaamadhenutantraHK-17	śrīmahādeva uvāca	śrī mahādevaḥ uvāca 
MBkaamadhenutantraHK-18	adhunā saṃpravakṣyāmi rahasyamatigopanam |	adhunā saṃpravakṣyāmi rahasya mati gopanam 
MBkaamadhenutantraHK-19	yena vijñātamātreṇa jīvanmukto bhavennaraḥ || 1/3 ||	yena vijñāta mātreṇa jīvanmuktaḥ bhavet naraḥ 
MBkaamadhenutantraHK-20	ajñātvā mantratattvāni mahāvidyāṃ japettu yaḥ |	a jñātvā mantra tattvāni mahāvidyām japet tu yaḥ 
MBkaamadhenutantraHK-21	sarvaṃ tasya vṛthā devi kiṃ tasya japapūjanaiḥ || 1/4 ||	sarvam tasya vṛthā devi kim tasya japa pūjanaiḥ 
MBkaamadhenutantraHK-22	dhyānāvadhāraṇe caiva tathā yogasamādhinā |	dhyāna avadhāraṇe ca eva tathā yoga samādhinā 
MBkaamadhenutantraHK-23	varṇajñānaṃ yadā nāsti kiṃ tasya japapūjanaiḥ || 1/5 ||	varṇa jñānam yadā nā asti kim tasya japa pūjanaiḥ 
