segmentnr	original	analyzed
SA_GSP30_pratyabu-0	oṃ namo maṅgalamūrtaye /	om namaḥ maṅgala mūrtaye 
SA_GSP30_pratyabu-1	atha pratyabhijñāhṛdayam // [1]	atha pratyabhijñāhṛdayam 
SA_GSP30_pratyabu-2	namaḥ śivāya satataṃ pañcakṛtyavidhāyine /	namaḥ śivāya satatam pañcakṛtya vidhāyine 
SA_GSP30_pratyabu-3	cidānandaghanasvātmaparamārthāvabhāsine // [2]	              
SA_GSP30_pratyabu-4	śāṅkaropaniṣatsārapratyabhijñāmahodadheḥ /	             
SA_GSP30_pratyabu-5	kṣemeṇoddhṛyate sāraḥ saṃsāraviṣaśāntaye //	kṣemeṇa uddhṛyate sāraḥ saṃsāra viṣa śāntaye 
SA_GSP30_pratyabu-6	iha ye sukumāramatayo 'kṛtatīkṣṇatarkaśāstrapariśramāḥ	iha ye kṛta tīkṣṇa tarka śāstra pariśramāḥ 
SA_GSP30_pratyabu-7	śaktipātonmiṣitapārameśvarasamāveśābhilāṣiṇaḥ katicit bhaktibhājaḥ	śaktipāta unmiṣita pārameśvara samāveśa abhilāṣiṇaḥ katicid bhakti bhājaḥ 
SA_GSP30_pratyabu-8	teṣām īśvarapratyabhijñopadeśatattvaṃ manāk unmīlyate / tatra	teṣām īśvara pratyabhijñā upadeśa tattvam manāk unmīlyate tatra 
SA_GSP30_pratyabu-9	svātmadevatāyā eva sarvatra kāraṇatvaṃ sukhopāyaprāpyatvaṃ mahāphalatva.= m	sva ātma devatāyāḥ eva sarvatra kāraṇa tvam sukha upāya prāpya tvam mahā phala tvam 
SA_GSP30_pratyabu-10	ca abhivyaṅktum āha	ca abhivyaṅktum āha 
SA_GSP30_pratyabu-11	citiḥ svatantrā viśvasiddhihetuḥ // 1 //	         
SA_GSP30_pratyabu-12	viśvasya sadāśivādeḥ bhūmyantasya siddhau niṣpattau prakāśane	viśvasya sadāśiva ādeḥ bhūmi antasya siddhau niṣpattau prakāśane 
SA_GSP30_pratyabu-13	sthityātmani parapramātṛviśrāntyātmani ca saṃhāre parāśaktirūpā citir	sthiti ātmani para pramātṛ viśrānti ātmani ca saṃhāre parāśakti rūpā citiḥ 
SA_GSP30_pratyabu-14	eva bhagavatī svatantrā anuttaravimarśamayī śivabhaṭṭārakābhinnā hetuḥ	eva bhagavatī svatantrā anuttara vimarśa mayī śiva bhaṭṭāraka abhinnā hetuḥ 
SA_GSP30_pratyabu-15	kāraṇam / asyāṃ hi prasarantyāṃ jagat unmiṣati vyavatiṣṭhate ca	kāraṇam asyām hi prasarantyām jagat unmiṣati vyavatiṣṭhate ca 
