segmentnr	original	analyzed
SA_GK20_bhasdutu-0	Stage director	stage directoḥ 
SA_GK20_bhasdutu-1	Chamberlain:	chamberlain 
SA_GK20_bhasdutu-2	Badarayana, a servant of Duryodhana	badarayana a servant of duryodhana 
SA_GK20_bhasdutu-3	Duryodhana: eldest son of Dhrtarastra	duryodhana eldest son of dhrtarastra 
SA_GK20_bhasdutu-4	Vasudeva: Krsna,	vasudeva krsna 
SA_GK20_bhasdutu-5	incarnation of Visnu	incarnation of visnu 
SA_GK20_bhasdutu-6	Sudarsana: Vasudeva's discus	sudarsana vasudevas discus 
SA_GK20_bhasdutu-7	Dhrtarastra:	dhrtara stra 
SA_GK20_bhasdutu-8	king of Hastinapura	king of hastinapura 
SA_GK20_bhasdutu-9	dūtavākyam/	dūta vākyam 
SA_GK20_bhasdutu-10	nāndyante tataḥ praviśati sūtradhāraḥ/	nāndī ante tatas praviśati sūtradhāraḥ 
SA_GK20_bhasdutu-11	sūtradhāraḥ	sūtradhāraḥ 
SA_GK20_bhasdutu-12	pādaḥ pāyādupendrasya sarvalokotsavaḥ sa vaḥ/	pādaḥ pāyāt upendrasya sarva loka utsavaḥ sa vaḥ 
SA_GK20_bhasdutu-13	vyāviddho namuciryena tanutāmranakhena khe// 1//	vyāviddhaḥ namuciḥ yena tanu tāmra nakhena khe 
SA_GK20_bhasdutu-14	evamāryamiśrān vijñāpayāmi/	evam ārya miśrān vijñāpayāmi 
SA_GK20_bhasdutu-15	aye kiṃ nu khalu mayi vijñāpanavyagre śabda iva	aye kim nu khalu mayi vijñāpana vyagre śabdaḥ iva 
SA_GK20_bhasdutu-16	śrūyate/ aṅga	śrūyate aṅga 
SA_GK20_bhasdutu-17	paśyāmi/	paśyāmi 
SA_GK20_bhasdutu-18	nepathye/	nepathye 
SA_GK20_bhasdutu-19	bho bhoḥ pratihārādhikṛtāḥ mahārājo duryodhanaḥ samājñāpayati/	bho bhoḥ pratihāra adhikṛtāḥ mahā rājaḥ duryodhanaḥ samājñāpayati 
SA_GK20_bhasdutu-20	sūtradhāraḥ	sūtradhāraḥ 
SA_GK20_bhasdutu-21	bhavatu vijñātam/	bhavatu vijñātam 
SA_GK20_bhasdutu-22	utpanne dhārtarāṣṭrāṇāṃ virodhe pāṇḍavaiḥ saha/	utpanne dhārtarāṣṭrāṇām virodhe pāṇḍavaiḥ saha 
SA_GK20_bhasdutu-23	mantraśālāṃ racayati bhṛtyo duryodhanājñayā// 2//	mantra śālām racayati bhṛtyaḥ duryodhana ājñayā 
SA_GK20_bhasdutu-24	niṣkrāntaḥ/	niṣkrāntaḥ 
SA_GK20_bhasdutu-25	sthāpanā/	sthāpanā 
SA_GK20_bhasdutu-26	tataḥ praviśati kāñcukīyaḥ/	tatas praviśati kāñcukīyaḥ 
SA_GK20_bhasdutu-27	kāñcukīyaḥ	kāñcukīyaḥ 
SA_GK20_bhasdutu-28	bho bhoḥ pratihārādhikṛtāḥ mahārājo duryodhanaḥ samājñāpayati/ adya	bho bhoḥ pratihāra adhikṛtāḥ mahā rājaḥ duryodhanaḥ samājñāpayati adya 
SA_GK20_bhasdutu-29	sarvapārthivaiḥ saha	sarva pārthivaiḥ saha 
SA_GK20_bhasdutu-30	mantrayitumicchāmi/	mantrayitum icchāmi 
SA_GK20_bhasdutu-31	tadāhūyantāṃ sarve rājāna iti/	tat āhūyantām sarve rājānaḥ iti 
SA_GK20_bhasdutu-32	parikramyāvalokya/aye ayaṃ	parikramya avalokya aye ayam 
SA_GK20_bhasdutu-33	mahārājo	mahā rājo 
SA_GK20_bhasdutu-34	duryodhana ita evābhivartate/ ya eṣaḥ	duryodhanaḥ itas eva abhivartate yaḥ eṣaḥ 
SA_GK20_bhasdutu-35	śyāmo yuvā sitadukūlakṛtottarīyaḥ sacchattracāmaravaro racitāṅgarāgaḥ/	śyāmaḥ yuvā sita dukūla kṛta uttarīyaḥ sa chattra cāmara varaḥ racita aṅgarāgaḥ 
SA_GK20_bhasdutu-36	śrīmānvibhūṣaṇamaṇidyutirañjitāṅgo nakṣatramadhya iva parvagataḥ śaśāṅkaḥ// 3//	śrīmān vibhūṣaṇa maṇi dyutiḥ añjita aṅgaḥ nakṣatra madhye iva parva gataḥ śaśāṅkaḥ 
SA_GK20_bhasdutu-37	tataḥ praviśati yathānirdiṣṭo duryodhanaḥ/	tatas praviśati yathā nirdiṣṭaḥ duryodhanaḥ 
SA_GK20_bhasdutu-38	duryodhanaḥ uddhūtaroṣamiva me	duryodhanaḥ uddhūta roṣam iva me 
SA_GK20_bhasdutu-39	hṛdayaṃ saharṣaṃ prāptaṃ	hṛdayam sa harṣam prāptam 
