segmentnr	original	analyzed
MBsaandilyopanisatHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBsaandilyopanisatHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00113	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBsaandilyopanisatHK-2	Uniform title: śāṇḍilyopaniṣat	uniform title śāṇḍilyopaniṣad 
MBsaandilyopanisatHK-3	Main title: yoga upaniṣads with the commentary of śrī upaniṣad brahmayogin	main title yoga upaniṣads with the commentary of śrī upaniṣad brahmayogin 
MBsaandilyopanisatHK-4	Secondary title: śāṇḍilya upaniṣat	secondary title śāṇḍilya upaniṣad 
MBsaandilyopanisatHK-5	Commentator : brahmayogin	commentatoḥ brahmayogin 
MBsaandilyopanisatHK-6	Alternate name : śrī upaniṣad brahmayogin	alternate name śrī upaniṣad brahmayogin 
MBsaandilyopanisatHK-7	Editor : śāstrī mahādeva	e t itoḥ śāstrī mahādeva 
MBsaandilyopanisatHK-8	Notes: Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	notes transcribed by the staff muktabodha under the supervision of mark s g dyczkowski 
MBsaandilyopanisatHK-9	Revision 0: January 28, 2007	revision january 
MBsaandilyopanisatHK-10	Publisher : Adyar library and research centre	publisher adyar library and research centre 
MBsaandilyopanisatHK-11	Publication year : 1920	publication year 
MBsaandilyopanisatHK-12	Publication city : Madras	publication citi madras 
MBsaandilyopanisatHK-13	Publication country : India	publication country india 
MBsaandilyopanisatHK-14	śāṇḍilyopaniṣat	śāṇḍilya upaniṣad 
MBsaandilyopanisatHK-15	bhadraṃ karṇebhiḥ- iti śāntiḥ	bhadram karṇebhiḥ iti śāntiḥ 
MBsaandilyopanisatHK-16	prathamo'dhyāyaḥ	prathamaḥ udhyāyaḥ 
MBsaandilyopanisatHK-17	yogāṣṭāṅganirdeśaḥ	        
MBsaandilyopanisatHK-18	śāṇḍilyo ha vā atharvāṇaṃ	śāṇḍilyaḥ ha vai atharvāṇam 
MBsaandilyopanisatHK-19	papracchātmalābhopāyabhūtamaṣṭāṅgayogamanubrūhīti || 1 || sa	papraccha ātma lābha upāya bhūtam aṣṭāṅga yogam anubrūhi iti sa 
MBsaandilyopanisatHK-20	hovācātharvā- yamaniyamāsanaprāṇāyāmapratyāhāradhāraṇā-	ha uvāca atharvā yama niyama āsana prāṇāyāma pratyāhāra dhāraṇā 
MBsaandilyopanisatHK-21	dhyānasamādhayo'ṣṭāṅgāni || 2 || tatra daśa yamāḥ | tathā niyamāḥ |	dhyāna samādhayaḥ uṣṭāṅgāni    tatra daśa yamāḥ tathā niyamāḥ 
MBsaandilyopanisatHK-22	āsanānyaṣṭau | triḥ prāṇāyāmaḥ | pañca pratyāhārāḥ | tathā	āsanāni aṣṭau tris prāṇāyāmaḥ pañca pratyāhārāḥ tathā 
MBsaandilyopanisatHK-23	dhāraṇāḥ | dviprakāraṃ dhyānam | samādhistvekarūpaḥ || 3 ||	dhāraṇāḥ dvi prakāram dhyānam samādhiḥ tu eka rūpaḥ 
MBsaandilyopanisatHK-24	śāṇḍilyopaniṣatproktayamādyaṣṭāṅgayoginaḥ |	śāṇḍilya upaniṣad prokta yama ādi aṣṭa aṅga yoginaḥ 
MBsaandilyopanisatHK-25	yadbodhādyānti kaivalyaṃ sa rāmo me parā gatiḥ ||	yad bodhāt yānti kaivalyam sa rāmaḥ me parā gatiḥ 
MBsaandilyopanisatHK-26	iha khalu atharvaṇavedapravibhakteyaṃ śāṇḍilyopaniṣat	iha khalu atharvaṇa veda pravibhaktā iyam śāṇḍilya upaniṣad 
MBsaandilyopanisatHK-27	yamādyaṣṭāṅgayogatadgauṇamukhyasiddhiprakāśanavyagrā	                                   
MBsaandilyopanisatHK-28	niṣpratiyogikabrahmamātraparyavasannā vijṛmbhate | asyāḥ	niṣpratiyogika brahma mātra paryavasannā vijṛmbhate asyāḥ 
