segmentnr	original	analyzed
MBbhagavadgitavirashaivabhashyamHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBbhagavadgitavirashaivabhashyamHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00330	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBbhagavadgitavirashaivabhashyamHK-2	Uniform title: bhagavadgītā	uniform title bhagavadgītā 
MBbhagavadgitavirashaivabhashyamHK-3	Main title: bhagavadgītāvīraśaivabhāṣya	main title bhagavadgītā vīra śaiva bhāṣya 
MBbhagavadgitavirashaivabhashyamHK-4	Commentator : Dr. T. G. Siddapparadhya	commentatoḥ dr 
MBbhagavadgitavirashaivabhashyamHK-5	Description: A modern commentary on the bhagavadgītā from the vīraśaiva   point of view.	description a moden commentary on the bhagavadgītā from the vīraśaiva 
MBbhagavadgitavirashaivabhashyamHK-6	Notes: Data entered by the staff of Muktabodha under the direction of Mark Dyczkowski.	notes data entered by the staff of muktabodha under the direction of mark dyczkowski 
MBbhagavadgitavirashaivabhashyamHK-7	Revision 0: Dec. 15, 2015	revision dec 
MBbhagavadgitavirashaivabhashyamHK-8	Publisher : śrijagadgurumurugharājendravidyāpīṭhagranthamālāyā	publisheḥ 
MBbhagavadgitavirashaivabhashyamHK-9	Publication year : 1965	publication year 
MBbhagavadgitavirashaivabhashyamHK-10	Publication country : India	publication country india 
MBbhagavadgitavirashaivabhashyamHK-11	śrīmadbhagavadgītāvīraśaivabhāṣyam	            
MBbhagavadgitavirashaivabhashyamHK-12	oṃ śivāya parabrahmaṇe namaḥ	om śivāya para brahmaṇe namaḥ 
MBbhagavadgitavirashaivabhashyamHK-13	prathamādhyāyaḥ	prathama adhyāyaḥ 
MBbhagavadgitavirashaivabhashyamHK-14	cidrūpaśaktyā vilasansadaiva jīvātmamokṣasthitibandhahetuḥ |	cit rūpa śaktyā vilasan sadā eva jīvātma mokṣa sthiti bandha hetuḥ 
MBbhagavadgitavirashaivabhashyamHK-15	mṛtyuñjayaḥ pāśavimocanena pāyānmudā kiṅkarabhāvanamrān || 1 ||	mṛtyuñjayaḥ pāśa vimocanena pāyāt mudā kiṅkara bhāva namrān 
MBbhagavadgitavirashaivabhashyamHK-16	sāttvikairarcito yogibhissevitaḥ kṛttinā rañjito bhasmanā rūṣitaḥ |	sāttvikaiḥ arcitaḥ yogibhiḥ sevitaḥ kṛttinā rañjitaḥ bhasmanā rūṣitaḥ 
MBbhagavadgitavirashaivabhashyamHK-17	gaṅgayā śobhito bhoginā veṣṭito naṃdinārādhitaḥ pātu vaśśaṅkaraḥ || 2 ||	gaṅgayā śobhitaḥ bhoginā veṣṭitaḥ nandinā ārādhitaḥ pātu vaḥ śaṅkaraḥ   
MBbhagavadgitavirashaivabhashyamHK-18	liṅgasya tattvaṃ nihitaṃ hi loke sarvairyathā grāhyamananyabhaktyā |	liṅgasya tattvam nihitam hi loke sarvaiḥ yathā grāhyam ananya bhaktyā 
MBbhagavadgitavirashaivabhashyamHK-19	tathā pracāraṃ kurute sma nityaṃ divyopadeśāt gurureṇukāryaḥ || 3 ||	tathā pracāram kurute sma nityam divya upadeśāt guru reṇu kāryaḥ 
MBbhagavadgitavirashaivabhashyamHK-20	nāmāmi śaṃbhuṃ gururūpadhāriṇaṃ sanātanaṃ śāśvatadharmabodhakam |	nāmāmi śaṃbhum guru rūpa dhāriṇam sanātanam śāśvata dharma bodhakam 
MBbhagavadgitavirashaivabhashyamHK-21	liṅgodbhavaṃ liṅgasamānavaibhavaṃ yo viśvamāvṛttya virājate'niśam || 4 ||	liṅga udbhavam liṅga samāna vaibhavam yaḥ viśvam āvṛttya virājateniśam 
MBbhagavadgitavirashaivabhashyamHK-22	yo vīraśaivaṃ sthirayanmahītale saṃrājate'dyāpi sunirmale hṛdi |	yaḥ vīra śaivam sthirayan mahī tale saṃrājatedyā api su nirmale hṛdi 
MBbhagavadgitavirashaivabhashyamHK-23	agastyasaṃbodhitayā diśādhunā kuryātsa devaśśubhasantatiṃ parām || 5 ||	agastya saṃbodhitayā diśā adhunā kuryāt sa devaḥ śubha santatim parām 
MBbhagavadgitavirashaivabhashyamHK-24	vairāgyamūlaṃ varaśūnyapīṭhaṃ sujñānalabhyaṃ gururallamāryaḥ |	vairāgya mūlam vara śūnya pīṭham su jñāna labhyam guruḥ allam āryaḥ 
MBbhagavadgitavirashaivabhashyamHK-25	guheśaniṣṭhassamalañcakāra lokeṣu sthitvā'yamalokadharmā || 6 ||	guheśa niṣṭhaḥ samalañcakāra lokeṣu 
MBbhagavadgitavirashaivabhashyamHK-26	tadīyapīṭhe vilasan śivātmako yogīśvaraḥ śrīgurutoṇṭadāryaḥ |	tadīya pīṭhe vilasan śiva ātmakaḥ yogi īśvaraḥ śrī gurutoṇṭa dāryaḥ 
MBbhagavadgitavirashaivabhashyamHK-27	bhaktānsadā pātu kṛpāprasādādyadarthamevāgata eṣa devaḥ || 7 ||	bhaktān sadā pātu kṛpā prasādāt yad artham eva āgataḥ eṣa devaḥ  /
MBbhagavadgitavirashaivabhashyamHK-28	nirliptamūrtiḥ śivayogivaryaścidātmako nirmalajyotirūpaḥ |	nirlipta mūrtiḥ śiva yogi varyaḥ cit ātmakaḥ nirmala jyotiḥ rūpaḥ 
MBbhagavadgitavirashaivabhashyamHK-29	sandarśayāmāsa tadīyarūpaṃ hyamūrtamasyāṃ bhuvi sañcaranyaḥ || 8 ||	sandarśayāmāsa tadīya rūpam hi amūrtam asyām bhuvi sañcaran yaḥ  /
MBbhagavadgitavirashaivabhashyamHK-30	vairāgyatattvaṃ pariniṣṭhitaṃ cetsadbhaktavṛndaṃ samalaṅkaroti |	vairāgya tattvam pariniṣṭhitam ced sat bhakta vṛndam samalaṅkaroti 
MBbhagavadgitavirashaivabhashyamHK-31	tasyaiva dārḍhyāya gṛhītaveṣo hyamūrtaśaṃbhurbhuvi sañcacāra || 9 ||	tasya eva dārḍhyāya gṛhīta veṣaḥ hi amūrta śaṃbhuḥ bhuvi sañcacāra 
MBbhagavadgitavirashaivabhashyamHK-32	p. 2)	p 
MBbhagavadgitavirashaivabhashyamHK-33	sa eva śaṃbhurmurugheśanāmnā nirañjanaṃ pīṭhamudāruroha |	saḥ eva śaṃbhuḥ murugheśa nāmnā nirañjanam pīṭham udāruroha 
MBbhagavadgitavirashaivabhashyamHK-34	bṛhanmaṭhe yogasamādhimagno jagadgururlokahitaikaniṣṭhayā || 10 ||	bṛhat maṭhe yoga samādhi magnaḥ jagadguruḥ loka hita eka niṣṭhayā 
MBbhagavadgitavirashaivabhashyamHK-35	nirlepanaṃ nāma bhavābdhitāraṇaṃ rāgādiduḥkhaughanivāraṇauṣadham |	nirlepanam nāma bhava abdhi tāraṇam rāga ādi duḥkha ogha nivāraṇa auṣadham 
MBbhagavadgitavirashaivabhashyamHK-36	māyākhyaśakteḥ parimārjanaṃ varaṃ tattvārthavijñānavicārabhūṣaṇam || 11 ||	māyā ākhya śakteḥ parimārjanam varam tattva artha vijñāna vicāra bhūṣaṇam 
MBbhagavadgitavirashaivabhashyamHK-37	etādṛśaṃ divyatapaḥ phalodayaṃ hṛdroganāśāya samarthamauṣadham |	etādṛśam divya tapaḥ phala udayam hṛd roga nāśāya samartham auṣadham 
MBbhagavadgitavirashaivabhashyamHK-38	pradātumīśaścarajaṅgamāhvayo virājate śuddhaviraktamudrayā || 12 ||	pradātum īśaḥ cara jaṅgama āhvayaḥ virājate śuddha virakta mudrayā 
MBbhagavadgitavirashaivabhashyamHK-39	mahānubhāvo murugheśavaryaḥ pāpaughasantrāsanibaddhakakṣyaḥ |	                
MBbhagavadgitavirashaivabhashyamHK-40	yogena divyaṃ parigṛhya dehaṃ sadānugṛhṇāti samastabhaktān || 13 ||	yogena divyam parigṛhya deham sadā anugṛhṇāti samasta bhaktān 
MBbhagavadgitavirashaivabhashyamHK-41	murugheśa eṣo bhuvi śūnyapīṭhe cidrūpadehe vimale virājate |	eṣaḥ bhuvi śūnya pīṭhe cit rūpa dehe vimale virājate 
MBbhagavadgitavirashaivabhashyamHK-42	namāmi taṃ sadgurumallikārjunaṃ yatpādapadme viniviṣṭamānasaḥ || 14 ||	namāmi tam sat gurum allikārjunam yad pāda padme viniviṣṭa mānasaḥ 
MBbhagavadgitavirashaivabhashyamHK-43	vidvadbhirāsevitadivyapādaṃ sadbhaktigamyaṃ ciraśāṃtiyuktam |	vidvadbhiḥ āsevita divya pādam sat bhakti gamyam cira śāṃti yuktam 
