segmentnr	original	analyzed
MBkaalikaarahasyamHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBkaalikaarahasyamHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : T00242	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBkaalikaarahasyamHK-2	Uniform title: kālikārahasya	uniform title kālikārahasya 
MBkaalikaarahasyamHK-3	Manuscript : IFP/EFEO transcript T00900	manuscript 
MBkaalikaarahasyamHK-4	Notes: Copied from IFP?EFEO transcript T00900 which itself is a copy of Adyar library manuscript 1273.	notes copied from ifpefeo transcript  which itself is a copy of adyar library manuscript 
MBkaalikaarahasyamHK-5	Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	data entered by the staff of muktabodha under the supervision of mark s g dyczkowski 
MBkaalikaarahasyamHK-6	Revision 0: Sept. 18, 2011	revision 
MBkaalikaarahasyamHK-7	Publication country : India	publication country india 
MBkaalikaarahasyamHK-8	kālikārahasya	kālikārahasya 
MBkaalikaarahasyamHK-9	śubhamastu	śubham astu 
MBkaalikaarahasyamHK-10	|| avibhamastu ||	avibhamaḥ tu 
MBkaalikaarahasyamHK-11	śrī kailāsadharāgrasaudhanilayaṃ śītāṃśu bimbasphuranmāṇikya	śrī kailāsa dharā agra saudha nilayam śītāṃśu bimba sphurat māṇikya 
MBkaalikaarahasyamHK-12	sphuṭasatkirīṭamabhavan mandāramālānvitam |	sphuṭa sat kirīṭam abhavat mandāra mālā anvitam 
MBkaalikaarahasyamHK-13	śobhantaṃ pramadairmahābalayutai śeṣāsurāścāsuraiḥ	śobhantam pramadaiḥ mahā bala yutaiḥ śeṣa asurāḥ ca asuraiḥ 
MBkaalikaarahasyamHK-14	gaurīmantrarahasya vittamamajaṃ pañcānanaṃ śaṅkaram |	gaurī mantra rahasya vittamam ajam pañcānanam śaṅkaram 
MBkaalikaarahasyamHK-15	śṛṇvatāṃ cāpi manobhīṣṭaphalapradāḥ | santyāgamoktā	śṛṇvatām ca api manaḥ bhīṣṭa phala pradāḥ santi āgama uktā 
MBkaalikaarahasyamHK-16	nigamacoditā mokṣadāyakāḥ | gāyatrī bagalā balā śyāmalā	                                              
MBkaalikaarahasyamHK-17	nakulī tathā |	nakulī tathā 
MBkaalikaarahasyamHK-18	dhenuvāgeśvarī caiva vārāhī kavirājarājeśvarī caiva tathā	dhenu vāgeśvarī ca eva vārāhī kavi rāja rāja īśvarī ca eva tathā 
MBkaalikaarahasyamHK-19	tripurasundarī dhūmāvati tathendrākṣi yakṣiṇīti prakīrtitā	                
MBkaalikaarahasyamHK-20	śākteyamantrarājaśca | kārtavīryasya siṃhvakā dakṣiṇe	śākteya mantra rājaḥ ca kārtavīryasya siṃhvakāḥ dakṣiṇe 
MBkaalikaarahasyamHK-21	mūrtimantraśca tathā pañcākṣarī smṛtam |	mūrtimantraḥ ca tathā pañcākṣarī smṛtam 
MBkaalikaarahasyamHK-22	dvādaśākṣaramantrañca tathā ṣoḍaśakaṃ tathā | sudarśanaṃ	dvādaśa akṣara mantram ca tathā ṣoḍaśakam tathā sudarśanam 
MBkaalikaarahasyamHK-23	vainateyaṃ hanumantaṃ ca bhairavam | aṣṭākṣaraṃ caikavarṇaṃ	vainateyam hanumantam ca bhairavam aṣṭa akṣaram ca eka varṇam 
