segmentnr	original	analyzed
MBtattvasamgrahaHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBtattvasamgrahaHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00011	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBtattvasamgrahaHK-2	Uniform title: āṣṭaprakaraṇa tattvasaṃgraha	uniform title tattva saṃgraha 
MBtattvasamgrahaHK-3	Main title: āṣṭaprakaraṇam tattvasaṃgrahaḥ	title āṣṭa prakaraṇam tattvasaṃgrahaḥ 
MBtattvasamgrahaHK-4	Secondary title: tatvaprakaśika-tatvasaṃgraha-tatvatrayanirṇayāḥ savyākhyāḥ aghoraśivācarya	secondara title tatva prakaśika tatva saṃgraha tatva traya nirṇayāḥ savyākhyāḥ aghora śivācarya 
MBtattvasamgrahaHK-5	Author : sadyojyoti	authoḥ sadyojyoti 
MBtattvasamgrahaHK-6	Commentator : aghoraśiva	aghora śiva 
MBtattvasamgrahaHK-7	Editor : kṛṣṇa śāstrī	e ditoḥ kṛṣṇa śāstrī 
MBtattvasamgrahaHK-8	Description: E-text of the tattvasaṃgrahaḥ from tatvaprakasika-tatvasaṃgraha-tatvatrayanirṇayāḥ savyākhyāḥ aghoraśivācarya in the devakottai series.	description etext of the tattvasaṃgrahaḥ from tatvaprakasika tatvasaṃgraha tatvatrayanirṇayāḥ savya ākhyāḥ aghora śivācarya in the devakottai series 
MBtattvasamgrahaHK-9	Notes: Data-entered by the staff of Muktabodha under the supervision of Mark Dyczkowski.	notes data entered by the staff muktabodha under the supervision of mark dyczkowski 
MBtattvasamgrahaHK-10	Revision 0: December 12, 2007	revision december 
MBtattvasamgrahaHK-11	Publisher : śivāgamasiddhāntaparipālanasaṅgham	publisheḥ śiva āgama siddhānta paripālana saṅgham 
MBtattvasamgrahaHK-12	Publication year : 1925	publication year 
MBtattvasamgrahaHK-13	Publication city : devakottai	publication citi 
MBtattvasamgrahaHK-14	Publication country : India	publication country india 
MBtattvasamgrahaHK-15	tattvasaṃgrahaḥ	      
MBtattvasamgrahaHK-16	sadyojyotiḥśivācāryapraṇītaḥ	             
MBtattvasamgrahaHK-17	aghoraśivācāryakṛtayā ṭīkayā sahitaḥ	aghora śiva ācārya kṛtayā ṭīkayā sahitaḥ 
MBtattvasamgrahaHK-18	śivatvaṃ nirmalaṃ yasya śaśvadviśvavilakṣaṇam |	śiva tvam nirmalam yasya śaśvat viśva vilakṣaṇam 
MBtattvasamgrahaHK-19	tamahaṃ sarvadaṃ vande śrīmadabhrasabhāpatim ||	tam aham sarva dam vande śrīmat abhra sabhāpatim 
MBtattvasamgrahaHK-20	padavākyapramāṇajñaḥ sadyojyotirgurūttamaḥ |	             
MBtattvasamgrahaHK-21	sākṣādiva śivo'smābhiralakṣyamativaibhavaḥ ||	sākṣāt iva śivaḥ usmābhiḥ alakṣya mati vaibhavaḥ 
MBtattvasamgrahaHK-22	tattvasaṃgrahacandrasya prakāśāya vitānitā |	tattva saṃgraha candrasya prakāśāya vitānitā 
MBtattvasamgrahaHK-23	śrīnārāyaṇakaṇṭhena bṛhaṭṭikā śaranniśā ||	            
MBtattvasamgrahaHK-24	tathāpi khinnabuddhīnāṃ bṛhaṭṭīkāpravistare |	tathā api khinna buddhīnām bṛhat ṭīkā pravistare 
MBtattvasamgrahaHK-25	hitāya laghuṭīkā'tra mayeyamuparacyate ||	hitāya laghu ṭīkā atra mayā iyam uparacyate 
MBtattvasamgrahaHK-26	tatra tāvadatrabhavānācāryaḥ paramaśivapraṇāmapūrvakaṃ prakaraṇakaraṇaṃ	tatra tāvat atrabhavān ācāryaḥ parama śiva praṇāma pūrvakam prakaraṇa karaṇam 
MBtattvasamgrahaHK-27	pratijānīte-	pratijānīte 
MBtattvasamgrahaHK-28	cidacinnetāramajaṃ sarvajñaṃ śaṅkaraṃ praṇamyāham |	cit acit netāram ajam sarvajñam śaṅkaram praṇamya aham 
MBtattvasamgrahaHK-29	mandamatibodhahetostattvāni vadāmi saṃkṣepāt || 1 ||	manda mati bodha hetoḥ tattvāni vadāmi saṃkṣepāt 
MBtattvasamgrahaHK-30	citāṃ baddhātmanām, acitāṃ ca bindumāyātatkāryāṇāṃ netāram adhiṣṭhitāram,	citām baddha ātmanām acitām ca bindu māyā tad kāryāṇām netāram adhiṣṭhitāram 
MBtattvasamgrahaHK-31	sākṣātparamparayā ca śuddhāśuddhajagadupādānenātmanāṃ yathārhaṃ	sākṣāt paramparayā ca śuddha aśuddha jagat upādānena ātmanām yathārham 
MBtattvasamgrahaHK-32	śuddhāśuddhabhogapradamityarthaḥ | ataśca jagataḥ sanniveśādimattvena kāryatvāt	śuddha aśuddha bhoga pradam iti arthaḥ atas ca jagataḥ sanniveśa ādimattvena kāryatvāt 
MBtattvasamgrahaHK-33	tatkartṛtayeśvarasiddhiriti bhāvaḥ | etena prakṛtipuruṣakarmeśvaravādino'pi nirastāḥ,	tad kartṛtayā īśvara siddhiḥ iti bhāvaḥ etena prakṛti puruṣa karma īśvara vādinaḥ api nirastāḥ 
MBtattvasamgrahaHK-34	prakṛtikarmaṇoracetanatvāt, puruṣasya ca samalatvenāsvavaśatvāt | ajaṃ nityanirmalatvāt |	prakṛti karmaṇoḥ acetana tvāt puruṣasya ca sa mala tvena asvavaśa tvāt ajam nitya nirmala tvāt 
MBtattvasamgrahaHK-35	śarīrādiyogātmanāpi janmanā rahitam | anena cāsya nityatvaṃ siddham | asya hi	śarīra ādi yoga ātmanā api janmanā rahitam anena ca asya nitya tvam siddham asya hi 
MBtattvasamgrahaHK-36	jagatkarturanityatve janmādiyogitve vā'cetanatvamanavasthānaṃ ca syāt | kiñca, sarvajñaṃ	jagatkartuḥ anitya tve janma ādi yogi tve vā acetana tvam anavasthānam ca syāt kiñca sarvajñam 
MBtattvasamgrahaHK-37	malarahitatvāt sarvakartṛtvācca | idaṃ cātrākūtam- nāsya jñānaṃ naiyāyikādīnāmiva	mala rahita tvāt sarva kartṛ tvāt ca idam ca atra ākūtam na asya jñānam naiyāyika ādīnām iva 
MBtattvasamgrahaHK-38	manaḥsaṃyogādyapekṣam, api tu jñānaṃ svabhāva eva | tasya ca	manaḥ saṃyoga ādi apekṣam api tu jñānam svabhāvaḥ eva tasya ca 
MBtattvasamgrahaHK-39	jñeyakāryādyupādhibhedādaupacārikamānantyam | yacchrūyate-	jñeya kārya ādi upādhi bhedāt aupacārikam ānantyam yat śrūyate 
MBtattvasamgrahaHK-40	tadekaṃ viṣayānantyād bhedānantyaṃ prapadyate |	tat ekam viṣaya ānantyāt bheda ānantyam prapadyate 
MBtattvasamgrahaHK-41	kartṛtvaṃ tadabhinnatvāt tadvadevopacārataḥ || iti |	kartṛ tvam tad abhinna tvāt tadvat eva upacārataḥ iti 
MBtattvasamgrahaHK-42	(mṛ0 vi0 5|17)	mṛ vi 
MBtattvasamgrahaHK-43	śaṃ sukham apreryatārūpaṃ sarvajñatvasarvakartṛtvātmakaṃ svasāmyamātmanāṃ	śam sukham a prerya tā rūpam sarvajña tva sarva kartṛ tva ātmakam sva sāmyam ātmanām 
MBtattvasamgrahaHK-44	karotīti śaṅkaraḥ | anena cāsya mokṣapradatvamāha, lakṣyapadaṃ caitat | tamevaṃbhūtaṃ	karoti iti śaṅkaraḥ anena ca asya mokṣa prada tvam āha lakṣya padam ca etat tam evaṃbhūtam 
MBtattvasamgrahaHK-45	bhagavantaṃ praṇamya kāyavāṅmanobhiḥ prahvībhūya tattvāni pṛthivyādīni saṃkṣepād	bhagavantam praṇamya kāya vāc manobhiḥ prahvībhūya tattvāni pṛthivī ādīni saṃkṣepāt 
MBtattvasamgrahaHK-46	vadāmi | tattvalakṣaṇamasyābhidheyamityarthaḥ |	vadāmi tattva lakṣaṇam asya abhidheyam iti arthaḥ 
MBtattvasamgrahaHK-47	kimarthamasya prārambho'ta āha- mandamatīti | ayamāśayaḥ- mataṅgādyuktasya	kimartham asya prārambha uta āha manda mati iti ayam āśayaḥ mataṅga ādi uktasya 
MBtattvasamgrahaHK-48	tattvalakṣaṇasyātivistṛtatvānmandamatīnāṃ tadavadhāraṇamaśakyam, tatasteṣāṃ saṃkṣepeṇa	tattva lakṣaṇasya ati vistṛta tvāt manda matīnām tad avadhāraṇam aśakyam tatas teṣām saṃkṣepeṇa 
MBtattvasamgrahaHK-49	tattvabodhārthamasyārambha iti | tattvajñānasya paramparayā parāparamokṣasādhanatvāt	tattva bodha artham asya ārambhaḥ iti tattva jñānasya paramparayā para apara mokṣa sādhana tvāt 
MBtattvasamgrahaHK-50	paramapuruṣārthātmakaṃ prayojanamapyatra sūcitam | tataśca	parama puruṣa artha ātmakam prayojanam api atra sūcitam tatas ca 
MBtattvasamgrahaHK-51	tattvajñānaprakaraṇayorjñāpyajñāpakalakṣaṇastattvajñāna-mokṣayorupāyopeyalakṣaṇaśca	tattva jñāna prakaraṇayoḥ jñāpya jñāpaka lakṣaṇaḥ tattva jñāna mokṣayoḥ upāya upeya lakṣaṇaḥ ca 
MBtattvasamgrahaHK-52	saṃbandhaḥ siddhaḥ | gurusaṃpradāyātmakamapi saṃbandhaṃ vakṣyati- bhagavānugrajyotiḥ	saṃbandhaḥ siddhaḥ guru saṃpradāya ātmakam api saṃbandham vakṣyati bhagavān ugrajyotiḥ 
MBtattvasamgrahaHK-53	sarvajño'yamanujagrāha iti | anugrahasyopalakṣaṇatvāt paramaśivāt prabhṛti	sarvajñaḥ yam anujagrāha iti anugrahasya upalakṣaṇa tvāt paramaśivāt prabhṛti 
MBtattvasamgrahaHK-54	ātmāntamavicchinnaśāstrasaṃpradāyataḥ siddhāntārthaḥ pratiṣṭhita iti bhāvaḥ || 1 ||	ātma antam avicchinna śāstra saṃpradāyataḥ siddhānta arthaḥ pratiṣṭhitaḥ iti bhāvaḥ   
