segmentnr	original	analyzed
SA_GK23_kaulpradsam_u-0	Govind Kaul: Pradeśasaṃgraha	govind kaul pradeśa saṃgraha 
SA_GK23_kaulpradsam_u-1	1. Kaśmīrā Maṇḍalam	kaśmīrāḥ maṇḍalam 
SA_GK23_kaulpradsam_u-2	oṃ śrī gaṇeśāya namaḥ /	om śrī gaṇeśāya namaḥ 
SA_GK23_kaulpradsam_u-3	paṇḍitakalhaṇakṛtarājataraṅgiṇyāṃ prathame taraṅge ślokasaṃ 27 kaśmīrā /	paṇḍita kalhaṇa kṛta rājataraṅgiṇyām prathame taraṅge ślokasam kaśmīrā 
SA_GK23_kaulpradsam_u-4	asyāḥ satīsara iti dvitīyaṃ nāma /	asyāḥ satīsaraḥ iti dvitīyam nāma 
SA_GK23_kaulpradsam_u-5	asya niruktiḥ /	asya niruktiḥ 
SA_GK23_kaulpradsam_u-6	kaṃ jalaṃ śmīrati calaty asmād iti śmīra smīra calane iti dhātor auṇādikaṃ rūpam /	kam jalam śmīrati calati asmāt iti śmīra smīra calane iti dhātoḥ auṇādikam rūpam 
SA_GK23_kaulpradsam_u-7	tathā ca nīlamate	tathā ca nīlamate 
SA_GK23_kaulpradsam_u-8	kaṃ vāri halinā yasmād deśād asmād apākṛtam /	kam vāri halinā yasmāt deśāt asmāt apākṛtam 
SA_GK23_kaulpradsam_u-9	ataḥ sarvajagatkhyātaṃ kaśmīrākhyaṃ bhaviṣyati /	atas sarva jagat khyātam kaśmīra ākhyam bhaviṣyati 
SA_GK23_kaulpradsam_u-10	anyac ca calanaṃ sampādanam ity api tanmatenaivāvagamyate /	anyat ca calanam sampādanam iti api tad matena evā avagamyate 
SA_GK23_kaulpradsam_u-11	tathā ca kaśyapena sampāditasyāpi maṇḍalasya kaśmīrā iti nāma /	tathā ca kaśyapena sampāditasya api maṇḍalasya kaśmīrāḥ iti nāma 
SA_GK23_kaulpradsam_u-12	etad api nīlamatād evāvabudhyate /	etat api nīla matāt evā avabudhyate 
SA_GK23_kaulpradsam_u-13	tathā hi	tathā hi 
SA_GK23_kaulpradsam_u-14	kaḥ prajāpatir uddiṣṭaḥ kaśyapaś ca prajāpatiḥ /	kaḥ prajāpatiḥ uddiṣṭaḥ kaśyapaḥ ca prajāpatiḥ 
SA_GK23_kaulpradsam_u-15	atas tadākhyayā tīrthaṃ kāśmīrākhyaṃ bhaviṣyati // iti /	atas tad ākhyayā tīrtham kāśmīra ākhyam bhaviṣyati iti 
SA_GK23_kaulpradsam_u-16	asya kaśmīrāpadasya kaśīra iti kāśmīrikabhāṣāyāṃ nāma vartate /	asya kaśmīrā padasya kaśīraḥ iti kāśmīrika bhāṣāyām nāma vartate 
SA_GK23_kaulpradsam_u-17	ata eva kaśmīrotpannasya puṃsaḥ kaśur iti nāmāsti /	atas eva kaśmīra utpannasya puṃsaḥ kaśuḥ iti nāma asti 
SA_GK23_kaulpradsam_u-18	punaś cānyamatena kaśmīrāpadaniruktau bahavo vibhedāḥ santi /	punar ca anya matena kaśmīrā pada niruktau bahavaḥ vibhedāḥ santi 
SA_GK23_kaulpradsam_u-19	tathā ca pārisekānuvādavidaḥ kecana kaśyapamar iti kathayanti /	tathā ca pāriseka anuvāda vidaḥ kecana iti kathayanti 
SA_GK23_kaulpradsam_u-20	tanmatena kaśmīrabhāṣāyāṃ marpadasya gṛham ity arthaḥ /	tad matena kaśmīra bhāṣāyām marpadasya gṛham iti arthaḥ 
SA_GK23_kaulpradsam_u-21	tathā ca kaśyapasya gṛham iti yāvat /	tathā ca kaśyapasya gṛham iti yāvat 
SA_GK23_kaulpradsam_u-22	anye tu kaśūr iti kaścid rākṣasaḥ pūrvasmin kāle babhūva /	anye tu kaśūḥ iti kaścid rākṣasaḥ pūrvasmin kāle babhūva 
SA_GK23_kaulpradsam_u-23	tasyaiva rakṣasasya marpadavācyā ekā apsarāḥ parīpadavācyā taddhastagatāpy āsīt /	tasya eva rakṣasasya marpada vācyā ekā apsarāḥ parīpada vācyā tad hasta gatā api āsīt 
SA_GK23_kaulpradsam_u-24	tābhyām eva sarvatra bambhramyamāṇābhyāṃ yad atra manohare maṇḍale svanivāsārthaṃ sthitir āsāditā /	tābhyām eva sarvatra bambhramyamāṇābhyām yat atra manohare maṇḍale sva nivāsa artham sthitiḥ āsāditā 
SA_GK23_kaulpradsam_u-25	ataḥ kaśmar iti tadākhyayaiva prathām āgatyāyaṃ deśaḥ sarvajagatprasiddhaḥ sampanna ityādi svapustakeṣu likhanti /	atas kaśmar iti tad ākhyayā eva prathām āgatya ayam deśaḥ sarva jagat prasiddhaḥ sampannaḥ ityādi sva pustakeṣu likhanti 
SA_GK23_kaulpradsam_u-26	paraṃ tu asmin nāmani grāmīṇānāṃ nāgarikānāṃ ca kvāpy uccāraṇādiviṣaye bhedo nāstīti śam //	param tu asmin nāmani grāmīṇānām nāgarikānām ca kvāpi uccāraṇa ādi viṣaye bhedaḥ na asti iti śam 
SA_GK23_kaulpradsam_u-27	2. Nīlanāgaḥ Varanāgo vā	nīla nāgaḥ varanāgaḥ vā 
SA_GK23_kaulpradsam_u-28	ślo 28 nambara 2 nāgādhīśena nīlena /	nambara nāga adhīśena nīlena 
SA_GK23_kaulpradsam_u-29	ayaṃ nīlābhidho nāgaḥ kaśyaparṣiputraḥ /	ayam nīla abhidhaḥ nāgaḥ kaśyapa ṛṣi putraḥ 
SA_GK23_kaulpradsam_u-30	kaśmīrasthāne ka nāgānām adhipatiḥ /	kaśmīrasthāne ka nāgānām adhipatiḥ 
SA_GK23_kaulpradsam_u-31	tena kaśyapena svakīyapitrā kaśmīrāsampādanakāla eva teṣām asaṃkhyānāṃ nāgānām ādhipatye sukarmaśikṣāyai kukarmaṇo nivṛttaye cābhiṣiktaḥ /	tena kaśyapena svakīya pitrā kaśmīra a sampādana kāle eva teṣām asaṃkhyānām nāgānām ādhipatye su karma śikṣāyai ku karmaṇaḥ nivṛttaye ca abhiṣiktaḥ 
SA_GK23_kaulpradsam_u-32	śāhūbād puragaṇo yo 'dhunā śrīraṇavīrasiṃghapurā iti nāma dhārayati tasminn eva puragaṇe	pura gaṇaḥ yaḥ dhunā iti nāma dhārayati tasmin eva pura gaṇe 
SA_GK23_kaulpradsam_u-33	pīr pañcāl iti khyāto yo 'yaṃ kaśmīradeśasya pañcanadadeśasya ca madhye sīmaiva gaṇanīyatām	iti khyātaḥ yaḥ yam kaśmīra deśasya pañcanada deśasya ca madhye sīmā eva gaṇanīyatām 
SA_GK23_kaulpradsam_u-34	āgataḥ parvato 'sti /	āgataḥ parvataḥ sti 
SA_GK23_kaulpradsam_u-35	tasmād eva parvatād ardhakrośamite kaśmīraunmukhyabhājimārge mahān aṣṭakoṇo 'gādhaḥ śītalajalaś ca nīlanāganivāsasthānaṃ jalāśayo vartate /	tasmāt eva parvatāt ardha krośa mite kaśmīra aunmukhya bhāji mārge mahān aṣṭa koṇaḥ gādhaḥ śītala jalaḥ ca nīla nāga nivāsa sthānam jalāśayaḥ vartate 
SA_GK23_kaulpradsam_u-36	asya varanāgaḥ nīlanāgaḥ vīranāgaḥ ityādīni nāmāni santi /	asya varanāgaḥ nīlanāgaḥ vīranāgaḥ ityādīni nāmāni santi 
SA_GK23_kaulpradsam_u-37	tatra varanāgaḥ uttamanāgaḥ nīlanāgaḥ nīlanāmānāgaḥ nīlavarṇajalavān nāgaś ca vīranāgaḥ vīraś cāsau nāga iti grāmīṇas tu asya sthānasya vernāga  #	tatra vara nāgaḥ uttama nāgaḥ nīla nāgaḥ nīla nāmā nāgaḥ nīla varṇa jalavān nāgaḥ ca vīra nāgaḥ vīraḥ ca asau nāgaḥ iti grāmīṇaḥ tu asya sthānasya vernāga 
SA_GK23_kaulpradsam_u-38	iti nāma kathayanti /	iti nāma kathayanti 
SA_GK23_kaulpradsam_u-39	eto vernāg evādhunā grāmanāmāpy asti /	etaḥ vernāc eva adhunā grāma nāma api asti 
SA_GK23_kaulpradsam_u-40	varanāgaveranāgayoś ca sādṛśyam evoccāraṇe 'pi vartate /	vara nāga vera nāgayoḥ ca sādṛśyam eva uccāraṇe vartate 
SA_GK23_kaulpradsam_u-41	kecana bhṛṅgīśasaṃhitāmatāmatāśrayiṇo vīrī iti grāmasya nāmoktā vīrīviṣayasthito nāgaḥ vīrīnāga iti nāma kathayanti /	kecana bhṛṅgīśasaṃhitā amata amata āśrayiṇaḥ vīrī iti grāmasya nāma uktāḥ vīrī viṣaya sthitaḥ nāgaḥ vīrīnāgaḥ iti nāma kathayanti 
SA_GK23_kaulpradsam_u-42	asmiñ jalāśaye matsyā asaṃkhyāḥ santi /	asmin jalāśaye matsyāḥ asaṃkhyāḥ santi 
SA_GK23_kaulpradsam_u-43	punaś ca asya jalāśayasya pāścāttye taṭa ekā bṛhacchālā purātanakālīnena jyahāṃgīrarājñā sampāditā yasyām ādhunikarājñā jīrṇoddhārādikaṃ niramīyata	punar ca asya jalāśayasya pāścāttye taṭe ekā bṛhat śālā purātana kālīnena jyahāṃgīra rājñā sampāditā yasyām ādhunika rājñā jīrṇa uddhāra ādikam niramīyata 
SA_GK23_kaulpradsam_u-44	atraika ārāmo 'pi purātanarājasampādito bhavati //	atra ekaḥ ārāmaḥ pi purātana rāja sampāditaḥ bhavati 
SA_GK23_kaulpradsam_u-45	3. Kapaṭeśvaraḥ	      
SA_GK23_kaulpradsam_u-46	ślo 32 nambara 3 kāṣṭharūpam umāpatim /	umāpatim 
SA_GK23_kaulpradsam_u-47	kāṣṭharūpaṃ kāṣṭhākṛtim umāyāḥ pārvatyāḥ patir bhartā śivaḥ /	kāṣṭha rūpam kāṣṭha ākṛtim umāyāḥ pārvatyāḥ patiḥ bhartā śivaḥ 
SA_GK23_kaulpradsam_u-48	taṃ śivaṃ samyak sparśaṃ kurvatāṃ puruṣāṇāṃ bhogaprāptir bhavati /	tam śivam samyak sparśam kurvatām puruṣāṇām bhoga prāptiḥ bhavati 
