segmentnr	original	analyzed
SA_T09_bsu078_u-0	Kṣemendraviracitā	          
SA_T09_bsu078_u-1	Bodhisattvāvadānakalpalatā /	       
SA_T09_bsu078_u-2	namaḥ sarvajñāya /	namaḥ sarvajñāya 
SA_T09_bsu078_u-3	1. prabhāsāvadānam /	prabhāsa avadānam 
SA_T09_bsu078_u-4	cittaṃ yasya sphaṭikavimalaṃ naiva gṛhṇāti rāgaṃ	cittam yasya sphaṭika vimalam nā eva gṛhṇāti rāgam 
SA_T09_bsu078_u-5	kāruṇyārdre manasi nikhilāḥ śoṣitā yena doṣāḥ /	kāruṇya ārdre manasi nikhilāḥ śoṣitāḥ yena doṣāḥ 
SA_T09_bsu078_u-6	akrodhena svayamabhihato yena saṃsāraśatruḥ	akrodhena svayam abhihataḥ yena saṃsāra śatruḥ 
SA_T09_bsu078_u-7	sarvajño 'sau bhavatu bhavatāṃ śreyase niścalāya // KAvk_1.1 //	sarvajñaḥ sau bhavatu bhavatām śreyase niścalāya 
SA_T09_bsu078_u-8	sacchāyaḥ sthiradharmamūlavalayaḥ puṇyālavālasthitir	sat chāyaḥ sthira dharma mūla valayaḥ puṇya ālavāla sthitiḥ 
SA_T09_bsu078_u-9	dhīvidyākaruṇāmbhasā hi vilasadvistīrṇaśākhānvitaḥ /	dhī vidyā karuṇā ambhasā hi vilasat vistīrṇa śākhā anvitaḥ 
SA_T09_bsu078_u-10	saṃtoṣojjvalapallavaḥ śuciyaśaḥpuṣpaḥ sadāsatphalaḥ	                        
SA_T09_bsu078_u-11	sarvāśāparipūrako vijayate śrībuddhakalpadrumaḥ // KAvk_1.2 //	sarva āśā paripūrakaḥ vijayate śrī buddha kalpadrumaḥ 
SA_T09_bsu078_u-12	jāyate jagaduddhartuṃ saṃsāramakarākarāt /	jāyate jagat uddhartum saṃsāra makarākarāt 
SA_T09_bsu078_u-13	matirmahānubhāvānāmatrānuśrūyate yathā // KAvk_1.3 //	matiḥ mahā anubhāvānām atrā anuśrūyate yathā 
SA_T09_bsu078_u-14	asti prabhāvatī nāma hemaharmyagṛhairvṛtā /	asti prabhāvatī nāma hema harmya gṛhaiḥ vṛtā 
SA_T09_bsu078_u-15	purī prabhāvatīva dyaurvimānaiḥ puṇyakarmaṇām // KAvk_1.4 //	purī prabhāvatī iva dyauḥ vimānaiḥ puṇya karmaṇām 
SA_T09_bsu078_u-16	vidyādharavatī siddhagandharvagaṇasevitā /	              
SA_T09_bsu078_u-17	gāṃ śritā śakranagarī sukṛtena satāmiva // KAvk_1.5 //	gām śritā śakranagarī sukṛtena satām iva 
SA_T09_bsu078_u-18	sevitā satataṃ satyavratadānadayāmayaiḥ /	sevitā satatam satya vrata dāna dayā āmayaiḥ 
SA_T09_bsu078_u-19	rājadhānīva dharmasya puṇyāvasathaśālinī // KAvk_1.6 //	rājadhānī iva dharmasya puṇya āvasatha śālinī 
SA_T09_bsu078_u-20	abhūdbhūtilakastasyāṃ prabhāso nāma bhūpatiḥ /	abhūt bhūtilakaḥ tasyām prabhāsaḥ nāma bhūpatiḥ 
SA_T09_bsu078_u-21	saprabhā sādarairyasya kīrtirabhyarcyate suraiḥ // KAvk_1.7 //	sa prabhā sa ādaraiḥ yasya kīrtiḥ abhyarcyate suraiḥ 
SA_T09_bsu078_u-22	guṇasaurabhasaṃbhārāḥ sarvāsāṃ hariṇīdṛśām /	guṇa saurabha saṃbhārāḥ sarvāsām hariṇīdṛśām 
SA_T09_bsu078_u-23	yadyaśaḥpuṣpamañjaryo yātāḥ karṇavataṃsatām // KAvk_1.8 //	yad yaśaḥ puṣpa mañjaryaḥ yātāḥ karṇa avataṃsa tām 
