segmentnr	original	analyzed
SA_GK20_hpriydpu-0	śrīHarṣadevaviracitā /	śrī harṣadeva viracitā 
SA_GK20_hpriydpu-1	// Priyadarśikā //	    
SA_GK20_hpriydpu-2	[p. 1]	p 
SA_GK20_hpriydpu-3	dhūmavyākuladṛṣṭir indukiraṇair āhlāditākṣī punaḥ	dhūma vyākula dṛṣṭiḥ indu kiraṇaiḥ āhlādita akṣī punar 
SA_GK20_hpriydpu-4	paśyantī varam utsukānatamukhī bhūyo hriyā brahmaṇaḥ /	paśyantī varam utsuka ānata mukhī bhūyas hriyā brahmaṇaḥ 
SA_GK20_hpriydpu-5	serṣyā pādanakhendudarpaṇagate Gaṅgāṃ dadhāne hare	sa īrṣyā pāda nakha indu darpaṇa gate gaṅgām dadhāne hare 
SA_GK20_hpriydpu-6	sparśādutpulakā karagrahavidhau Gaurī śivāyāstu vaḥ // HPri_1.1 //	sparśāt utpulakā karagraha vidhau gaurī śivāya astu vaḥ 
SA_GK20_hpriydpu-7	api ca /	api ca 
SA_GK20_hpriydpu-8	Kailāsādrāv udaste paricalati gaṇeṣūllasatkautukeṣu	kailāsa adrau udaste paricalati gaṇeṣu ullasat kautukeṣu 
SA_GK20_hpriydpu-9	kroḍaṃ mātuḥ Kumāre viśati viṣamuci prekṣamāṇe saroṣam /	kroḍam mātuḥ kumāre viśati viṣamuci prekṣamāṇe sa roṣam 
SA_GK20_hpriydpu-10	[p. 2]	p 
SA_GK20_hpriydpu-11	pādāvaṣṭambhasīdadvapuṣi Daśamukhe yāti pātālamūlaṃ	pāda avaṣṭambha sīdat vapuṣi daśa mukhe yāti pātāla mūlam 
SA_GK20_hpriydpu-12	kruddho 'py āśliṣṭamūrtir bhayaghanam Umayā pātu tuṣṭaḥ Śivo naḥ // HPri_1.2 //	kruddhaḥ u pi āśliṣṭa mūrtiḥ bhaya ghanam umayā pātu tuṣṭaḥ śivaḥ naḥ 
SA_GK20_hpriydpu-13	(nāndyante sūtradhāraḥ parikramya) /	nāndī ante sūtradhāraḥ parikramya 
SA_GK20_hpriydpu-14	adyāhaṃ vasantotsave sabahumānam āhūya	adya aham vasanta utsave sa bahu mānam āhūya 
SA_GK20_hpriydpu-15	nānādigdeśād āgatena rājñaḥ śrīHarṣadevasya pādapadmopajīvinā rājasamūhenoktaḥ yathāsmatsvāminā	nānā diś deśāt āgatena rājñaḥ śrī harṣa devasya pāda padma upajīvinā rāja samūhena uktaḥ yathā asmad svāminā 
SA_GK20_hpriydpu-16	śrīHarṣadevenāpūrvavasturacanālaṃkṛtā Priyadarśikā nāma [p. 3] nāṭikā kṛtety asmābhiḥ	śrī harṣadevena apūrva vastu racanā alaṃkṛtā priyadarśikā nāma nāṭikā kṛtā iti asmābhiḥ 
SA_GK20_hpriydpu-17	śrotraparaṃparayā śrutam /	śrotra paraṃparayā śrutam 
SA_GK20_hpriydpu-18	na tu prayogato dṛṣṭā /	na tu prayogataḥ dṛṣṭā 
SA_GK20_hpriydpu-19	tat tasyaiva rājñaḥ sarvajanahṛdayāhlādino bahumānād asmāsu cānugrahabuddhyā	tat tasya eva rājñaḥ sarva jana hṛdaya āhlādinaḥ bahu mānāt asmāsu ca anugraha buddhyā 
SA_GK20_hpriydpu-20	yathāvat prayogena tvayā nāṭayitavyeti /	yathāvat prayogena tvayā nāṭayitavyā iti 
SA_GK20_hpriydpu-21	tad yāvan nepathyaracanāṃ kṛtvā yathābhilaṣitaṃ saṃpādayāmi /	tat yāvat nepathya racanām kṛtvā yathā abhilaṣitam saṃpādayāmi 
SA_GK20_hpriydpu-22	parito 'valokya /	paritas valokya 
SA_GK20_hpriydpu-23	āvarjitāni sāmājikamanāṃsīti me niścayaḥ / kutaḥ /	āvarjitāni sāmājika manāṃsi iti me niścayaḥ kutas 
SA_GK20_hpriydpu-24	śrīHarṣo nipuṇaḥ kaviḥ pariṣad apy eṣā guṇagrāhiṇī	śrī harṣaḥ nipuṇaḥ kaviḥ pariṣad api eṣā guṇa grāhiṇī 
SA_GK20_hpriydpu-25	loke hāri ca Vatsarājacaritaṃ nāṭye ca dakṣā vayam /	loke hāri ca vatsa rāja caritam nāṭye ca dakṣāḥ vayam 
SA_GK20_hpriydpu-26	vastv ekaikam apīha vāñchitaphalaprāpteḥ padaṃ kiṃ punar	vastu ekaikam api iha vāñchita phala prāpteḥ padam kim punar 
SA_GK20_hpriydpu-27	madbhāgyopacayād ayaṃ samuditaḥ sarvo guṇānāṃ gaṇaḥ // HPri_1.3 //	mad bhāgya upacayāt ayam samuditaḥ sarvaḥ guṇānām gaṇaḥ 
SA_GK20_hpriydpu-28	(nepathyābhimukham avalokya) /	nepathya abhimukham avalokya 
SA_GK20_hpriydpu-29	aye /	aye 
SA_GK20_hpriydpu-30	kathaṃ prastāvanābhyudyate mayi viditāsmadabhiprāyo 'ṅgādhipater Dṛḍhavarmaṇaḥ kañcukino bhūmikāṃ kṛtvāsmadbhrāteta evābhivartate /	katham prastāvanā abhyudyate mayi vidita asmad abhiprāyaḥ ṅga adhipateḥ dṛḍhavarmaṇaḥ kañcukinaḥ bhūmikām kṛtvā asmad bhrātā itas eva abhivartate 
SA_GK20_hpriydpu-31	tad yāvad aham apy anantarabhūmikāṃ saṃpādayāmi /	tat yāvat aham api anantara bhūmikām saṃpādayāmi 
SA_GK20_hpriydpu-32	(iti niṣkrāntaḥ) /	iti niṣkrāntaḥ 
