segmentnr	original	analyzed
SA_GV05_agsas_1u-0	oṃ	om 
SA_GV05_agsas_1u-1	tatsadbrahmaṇe+namaḥ	tad sat brahmaṇe namaḥ 
SA_GV05_agsas_1u-2	māṇḍūkyopaniṣad	māṇḍūkyopaniṣad 
SA_GV05_agsas_1u-3	śāntipāṭha	śāntipāṭha 
SA_GV05_agsas_1u-4	oṃ bhadraṃ karṇebhiḥ śṛṇuyāma devā bhadraṃ paśyemākṣabhiryajatrāḥ /	om bhadram karṇebhiḥ śṛṇuyāma devāḥ bhadram paśyema akṣabhiḥ yajatrāḥ 
SA_GV05_agsas_1u-5	sthirairaṅgaistuṣṭuvā sastanūbhirvyaśema devahitaṃ yadāyuḥ //	sthiraiḥ aṅgaiḥ tuṣṭuva saḥ tanūbhiḥ vi aśema deva hitam yat āyuḥ 
SA_GV05_agsas_1u-6	oṃ śāntiḥ // śāntiḥ // śāntiḥ ///	om śāntiḥ śāntiḥ śāntiḥ 
SA_GV05_agsas_1u-7	svasti na indro vṛddhaśravāḥ svasti naḥ pūṣā viśvavedāḥ /	svasti naḥ indraḥ vṛddha śravāḥ svasti naḥ pūṣā viśva vedāḥ 
SA_GV05_agsas_1u-8	svasti nastārkṣyo ariṣṭanemiḥ svasti no bṛhaspatirdadhātu //	svasti naḥ tārkṣyaḥ ariṣṭa nemiḥ svasti naḥ bṛhaspatiḥ dadhātu 
SA_GV05_agsas_1u-9	oṃ śāntiḥ // śāntiḥ // śāntiḥ///	om śāntiḥ śāntiḥ śāntiḥ 
SA_GV05_agsas_1u-10	āgama prakaraṇa	āgama prakaraṇa 
SA_GV05_agsas_1u-11	prajñānāṃśupratānaiḥ sthiracaranikaravyāpibhir vyāpya lokān bhuktvā bhogānsthaviṣṭhānpunarapi dhiṣaṇodbhāsitānkāmajanyān /	prajñāna aṃśu pratānaiḥ sthira cara nikara vyāpibhiḥ vyāpya lokān bhuktvā bhogān sthaviṣṭhān punar api dhiṣaṇā udbhāsitān kāma janyān 
SA_GV05_agsas_1u-12	pītvā sarvān viśeṣān svapiti madhurabhuṅ māyayā bhojayanno māyāsaṃkhyāturīyaṃ paramamṛtamajaṃ brahma yattannato 'smi //1//	pītvā sarvān viśeṣān svapiti madhura bhuj māyayā bhojayan naḥ māyā saṃkhyā turīyam param amṛtam ajam brahma yat tat nataḥ smi 
SA_GV05_agsas_1u-13	yo viśvātmā vidhijaviṣayān prāśya bhogān sthaviṣṭhān paścāc cānyān svamativibhavāñ jyotiṣā svena sūkṣmān /	yaḥ viśvātmā vidhi ja viṣayān prāśya bhogān sthaviṣṭhān paścāt ca anyān sva mati vibhavām jyotiṣā svena sūkṣmān 
SA_GV05_agsas_1u-14	sarvān etān punar api śanaiḥ svātmani sthāpayitvā hitvā sarvānviśeṣānvigataguṇagaṇaḥ pātvasau nasturīyaḥ //2//	sarvān etān punar api śanais sva ātmani sthāpayitvā hitvā sarvān viśeṣān vigata guṇa gaṇaḥ pātu asau naḥ turīyaḥ 
SA_GV05_agsas_1u-15	START MandUp 1	stṛt mandup 
SA_GV05_agsas_1u-16	omityetadakṣaramidaṃ sarvam /	om iti etat akṣaram idam sarvam 
