segmentnr	original	analyzed
SA_GV01_rvh1-10u-0	Ṛgveda 1	ṛgveda 
SA_GV01_rvh1-10u-1	RV_1,001.01a agnim īḷe purohitaṃ yajñasya devam ṛtvijam /	agnim īḍe purohitam yajñasya devam ṛtvijam 
SA_GV01_rvh1-10u-2	RV_1,001.01c hotāraṃ ratnadhātamam //	hotāram ratna dhātamam 
SA_GV01_rvh1-10u-3	RV_1,001.02a agniḥ pūrvebhir ṛṣibhir īḍyo nūtanair uta /	agniḥ pūrvebhiḥ ṛṣibhiḥ īḍyaḥ nūtanaiḥ uta 
SA_GV01_rvh1-10u-4	RV_1,001.02c sa devāṃ eha vakṣati //	sa devān ā iha vakṣati 
SA_GV01_rvh1-10u-5	RV_1,001.03a agninā rayim aśnavat poṣam eva dive-dive /	agninā rayim aśnavat poṣam eva dive dive 
SA_GV01_rvh1-10u-6	RV_1,001.03c yaśasaṃ vīravattamam //	yaśasam vīravattamam 
SA_GV01_rvh1-10u-7	RV_1,001.04a agne yaṃ yajñam adhvaraṃ viśvataḥ paribhūr asi /	agne yam yajñam adhvaram viśvatas paribhūḥ asi 
SA_GV01_rvh1-10u-8	RV_1,001.04c sa id deveṣu gacchati //	saḥ id deveṣu gacchati 
SA_GV01_rvh1-10u-9	RV_1,001.05a agnir hotā kavikratuḥ satyaś citraśravastamaḥ /	agniḥ hotā kavi kratuḥ satyaḥ citra śravastamaḥ 
SA_GV01_rvh1-10u-10	RV_1,001.05c devo devebhir ā gamat //	devaḥ devebhiḥ ā gamat 
SA_GV01_rvh1-10u-11	RV_1,001.06a yad aṅga dāśuṣe tvam agne bhadraṃ kariṣyasi /	yat aṅga dāśuṣe tvam agne bhadram kariṣyasi 
SA_GV01_rvh1-10u-12	RV_1,001.06c tavet tat satyam aṅgiraḥ //	tava id tat satyam aṅgiraḥ 
SA_GV01_rvh1-10u-13	RV_1,001.07a upa tvāgne dive-dive doṣāvastar dhiyā vayam /	upa tvā agne dive dive doṣāvastar dhiyā vayam 
SA_GV01_rvh1-10u-14	RV_1,001.07c namo bharanta emasi //	namaḥ bharantaḥ emasi 
SA_GV01_rvh1-10u-15	RV_1,001.08a rājantam adhvarāṇāṃ gopām ṛtasya dīdivim /	rājantam adhvarāṇām gopām ṛtasya dīdivim 
SA_GV01_rvh1-10u-16	RV_1,001.08c vardhamānaṃ sve dame //	vardhamānam sve dame 
SA_GV01_rvh1-10u-17	RV_1,001.09a sa naḥ piteva sūnave 'gne sūpāyano bhava /	sa naḥ pitā iva sūnave gne su upāyanaḥ bhava 
SA_GV01_rvh1-10u-18	RV_1,001.09c sacasvā naḥ svastaye //	sacasva naḥ svastaye 
SA_GV01_rvh1-10u-19	RV_1,002.01a vāyav ā yāhi darśateme somā araṅkṛtāḥ /	vāyo ā yāhi darśata ime somāḥ araṅkṛtāḥ 
SA_GV01_rvh1-10u-20	RV_1,002.01c teṣām pāhi śrudhī havam //	teṣām pāhi śrudhi havam 
SA_GV01_rvh1-10u-21	RV_1,002.02a vāya ukthebhir jarante tvām acchā jaritāraḥ /	vāyo ukthebhiḥ jarante tvām acchā jaritāraḥ 
SA_GV01_rvh1-10u-22	RV_1,002.02c sutasomā aharvidaḥ //	suta somāḥ ahar vidaḥ 
SA_GV01_rvh1-10u-23	RV_1,002.03a vāyo tava prapṛñcatī dhenā jigāti dāśuṣe /	vāyo tava prapṛñcatī dhenā jigāti dāśuṣe 
SA_GV01_rvh1-10u-24	RV_1,002.03c urūcī somapītaye //	urūcī soma pītaye 
SA_GV01_rvh1-10u-25	RV_1,002.04a indravāyū ime sutā upa prayobhir ā gatam /	indra vāyū ime sutāḥ upa prayobhiḥ ā gatam 
SA_GV01_rvh1-10u-26	RV_1,002.04c indavo vām uśanti hi //	indavaḥ vām uśanti hi 
SA_GV01_rvh1-10u-27	RV_1,002.05a vāyav indraś ca cetathaḥ sutānāṃ vājinīvasū /	vāyo indraḥ ca cetathaḥ sutānām vājinīvasū 
SA_GV01_rvh1-10u-28	RV_1,002.05c tāv ā yātam upa dravat //	tau ā yātam upa dravat 
SA_GV01_rvh1-10u-29	RV_1,002.06a vāyav indraś ca sunvata ā yātam upa niṣkṛtam /	vāyo indraḥ ca sunvataḥ ā yātam upa niṣkṛtam 
SA_GV01_rvh1-10u-30	RV_1,002.06c makṣv itthā dhiyā narā //	makṣū itthā dhiyā narā 
SA_GV01_rvh1-10u-31	RV_1,002.07a mitraṃ huve pūtadakṣaṃ varuṇaṃ ca riśādasam /	mitram huve pūta dakṣam varuṇam ca riśādasam 
SA_GV01_rvh1-10u-32	RV_1,002.07c dhiyaṃ ghṛtācīṃ sādhantā //	dhiyam ghṛtācīm sādhantā 
