segmentnr	original	analyzed
SA_GP10_bhp_11u-0	BhP_11.01.001/0 śrī-śuka uvāca	śrī śukaḥ uvāca 
SA_GP10_bhp_11u-1	BhP_11.01.001/1 kṛtvā daitya-vadhaṃ kṛṣṇaḥ sa-rāmo yadubhir vṛtaḥ	kṛtvā daitya vadham kṛṣṇaḥ sarāmaḥ yadubhiḥ vṛtaḥ 
SA_GP10_bhp_11u-2	BhP_11.01.001/3 bhuvo 'vatārayad bhāraṃ javiṣṭhaṃ janayan kalim	bhuvaḥ vatārayat bhāram javiṣṭham janayan kalim 
SA_GP10_bhp_11u-3	BhP_11.01.002/1 ye kopitāḥ su-bahu pāṇḍu-sutāḥ sapatnair	ye kopitāḥ su bahu pāṇḍu sutāḥ sapatnaiḥ 
SA_GP10_bhp_11u-4	BhP_11.01.002/2 durdyūta-helana-kaca-grahaṇādibhis tān	durdyūta helana kaca grahaṇa ādibhiḥ tān 
SA_GP10_bhp_11u-5	BhP_11.01.002/3 kṛtvā nimittam itaretarataḥ sametān	kṛtvā nimittam itaretaratas sametān 
SA_GP10_bhp_11u-6	BhP_11.01.002/4 hatvā nṛpān niraharat kṣiti-bhāram īśaḥ	hatvā nṛpāt niraharat kṣiti bhāram īśaḥ 
SA_GP10_bhp_11u-7	BhP_11.01.003/1 bhū-bhāra-rāja-pṛtanā yadubhir nirasya	bhū bhāra rāja pṛtanāḥ yadubhiḥ nirasya 
SA_GP10_bhp_11u-8	BhP_11.01.003/2 guptaiḥ sva-bāhubhir acintayad aprameyaḥ	guptaiḥ sva bāhubhiḥ acintayat aprameyaḥ 
SA_GP10_bhp_11u-9	BhP_11.01.003/3 manye 'vaner nanu gato 'py agataṃ hi bhāraṃ	manye vaneḥ nanu gataḥ u pi agatam hi bhāram 
SA_GP10_bhp_11u-10	BhP_11.01.003/4 yad yādavaṃ kulam aho aviṣahyam āste	yat yādavam kulam aho aviṣahyam āste 
SA_GP10_bhp_11u-11	BhP_11.01.004/1 naivānyataḥ paribhavo 'sya bhavet kathañcin	na eva anyatas paribhavaḥ sya bhavet kathañcid 
SA_GP10_bhp_11u-12	BhP_11.01.004/2 mat-saṃśrayasya vibhavonnahanasya nityam	mad saṃśrayasya vibhava unnahanasya nityam 
SA_GP10_bhp_11u-13	BhP_11.01.004/3 antaḥ kaliṃ yadu-kulasya vidhāya veṇu-	antar kalim yadu kulasya vidhāya veṇu 
