segmentnr	original	analyzed
SA_GSP29_udnyku5u-0	śrīḥ //	śrīḥ 
SA_GSP29_udnyku5u-1	śrīmate śrīnivāsaparabrahmaṇe namaḥ //	śrīmate śrīnivāsa para brahmaṇe namaḥ 
SA_GSP29_udnyku5u-2	nyāyakusumāñjalau pañcamastabakaḥ //	         
SA_GSP29_udnyku5u-3	nanvīśvare pramāṇopapattau satyāṃ sarvametadevaṃ syāt /	nanu īśvare pramāṇa upapattau satyām sarvam etat evam syāt 
SA_GSP29_udnyku5u-4	tadeva tu na paśyāma iti cet- nahyeṣa sthāṇoraparādhaḥ yadenamandho na paśyati /	tat eva tu na paśyāmaḥ iti ced na hi eṣa sthāṇoḥ aparādhaḥ yat enam andhaḥ na paśyati 
SA_GSP29_udnyku5u-5	tathāhi- kāryā'yojanadhṛtyādeḥ padāt pratyayataḥ śruteḥ /	tathā hi kārya ayojana dhṛti ādeḥ padāt pratyayataḥ śruteḥ 
SA_GSP29_udnyku5u-6	vākyāt saṅkhyāviśeṣācca sādhyo viśvavidavyayaḥ //1 //	vākyāt saṅkhyā viśeṣāt ca sādhyaḥ viśva vid avyayaḥ 
SA_GSP29_udnyku5u-7	[ku.5.602] kṣityādi kartṛpūrvakaṃ kāryatvāditi- na bādho 'syopajīvyatvāt pratibandho na durbalaiḥ /	kṣiti ādi kartṛ pūrvakam kārya tvāt iti na sya upajīvya tvāt pratibandhaḥ na durbalaiḥ 
SA_GSP29_udnyku5u-8	siddhyasiddhyorvirodho no nāsiddhiranibandhanā //2 //	siddhi asiddhyoḥ virodhaḥ no na asiddhiḥ anibandhanā 
SA_GSP29_udnyku5u-9	[ku.5.603] tathāhi- atra ye śarīraprasaṅgamudghāṭayanti,	tathā hi atra ye śarīra prasaṅgam udghāṭayanti 
SA_GSP29_udnyku5u-10	kasteṣāmāśayaḥ?	kaḥ teṣām āśayaḥ 
SA_GSP29_udnyku5u-11	kimīśvaraṃ pakṣayitvā kartṛtvāccharīritvam; tataḥ (atha)	kim īśvaram pakṣayitvā kartṛ tvāt śarīri tvam tatas atha 
SA_GSP29_udnyku5u-12	śarīravyāvṛtterakartṛtvam;	śarīra vyāvṛtteḥ akartṛ tvam 
SA_GSP29_udnyku5u-13	atha kṣityādikameva pakṣayitvā kāryatvāccharīrikartṛkatvam;	atha kṣiti ādikam eva pakṣayitvā kārya tvāt śarīri kartṛka tvam 
SA_GSP29_udnyku5u-14	yadvā śarīrājanyatvādakāryatvam;	yat vā śarīra ajanya tvāt akārya tvam 
SA_GSP29_udnyku5u-15	tata eva vākartṛkatvam;	tatas eva vā akartṛka tvam 
SA_GSP29_udnyku5u-16	paravyāptistambhanārthaṃ viparītavyāptyupadarśanamātraṃ veti?	para vyāpti stambhana artham viparīta vyāpti upadarśana mātram vā iti 
SA_GSP29_udnyku5u-17	tatra prathamadvitīyayorāśrayāsiddhibādhāpasiddhāntapratijñāvirodhāḥ /	tatra prathama dvitīyayoḥ āśraya asiddhi bādha apasiddhānta pratijñā virodhāḥ 
SA_GSP29_udnyku5u-18	tṛtīye tu vyāptau satyāṃ nedamaniṣṭam;	tṛtīye tu vyāptau satyām na idam aniṣṭam 
SA_GSP29_udnyku5u-19	asatyāntu na prasaṅgaḥ /	na prasaṅgaḥ 
SA_GSP29_udnyku5u-20	caturthe bādhānekāntau (229) /	caturthe bādhā anekāntau 
SA_GSP29_udnyku5u-21	pañcametvasamarthaviśeṣaṇatvam /	         
SA_GSP29_udnyku5u-22	ṣaṣṭhe 'pināgṛhyamāṇaviśeṣayā vyāptyā bādhaḥ /	ṣaṣṭhe pinā a gṛhyamāṇa viśeṣayā vyāptyā bādhaḥ 
SA_GSP29_udnyku5u-23	na cāgṛhyamāṇāviśeṣayā (230)	na ca agṛhyamāṇa aviśeṣayā 
SA_GSP29_udnyku5u-24	vyāptyā gṛhyamāṇaviśeṣāyāḥ satpratipakṣatvam /	vyāptyāḥ gṛhyamāṇa viśeṣāyāḥ satpratipakṣa tvam 
SA_GSP29_udnyku5u-25	asti ca kāryatvavyāpteḥ pakṣadharmatāparigraho viśeṣaḥ /	asti ca kāryatva vyāpteḥ pakṣa dharma tā parigrahaḥ viśeṣaḥ 
SA_GSP29_udnyku5u-26	kartāśarīrī,	kartā aśarīrī 
SA_GSP29_udnyku5u-27	viparīto na karteti cānayostadvirahaḥ /	viparītaḥ na kartā iti ca anayoḥ tad virahaḥ 
