segmentnr	original	analyzed
SA_MB_kaulaavaliinirnayaHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_kaulaavaliinirnayaHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00231	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_kaulaavaliinirnayaHK-2	Uniform title: kaulāvalīnirṇaya	uniform title kaula āvali nirṇaya 
SA_MB_kaulaavaliinirnayaHK-3	Author : jñānānandaparamahaṃsa	authoḥ jñāna ānanda paramahaṃsa 
SA_MB_kaulaavaliinirnayaHK-4	Editor : Arthur Avalon	editoḥ arthuḥ avalon 
SA_MB_kaulaavaliinirnayaHK-5	Notes: Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	notes data entered by the staff muktabodha under the supervision of mark s g dyczkowski 
SA_MB_kaulaavaliinirnayaHK-6	Revision 0: Sept. 18, 2011	revision 
SA_MB_kaulaavaliinirnayaHK-7	Publisher : Tantrik Text Series	publisher tantrik text series 
SA_MB_kaulaavaliinirnayaHK-8	Publication year : 1927	publication year 
SA_MB_kaulaavaliinirnayaHK-9	Publication country : India	publication country india 
SA_MB_kaulaavaliinirnayaHK-10	|| śrīḥ ||	śrīḥ 
SA_MB_kaulaavaliinirnayaHK-11	śrīmajjñānānandaparamahaṃsaviracitaḥ	            
SA_MB_kaulaavaliinirnayaHK-12	kaulāvalīnirṇayaḥ	       
SA_MB_kaulaavaliinirnayaHK-13	prathama ullāsaḥ	prathamaḥ ullāsaḥ 
SA_MB_kaulaavaliinirnayaHK-14	maṅgalācaraṇam	maṅgala ācaraṇam 
SA_MB_kaulaavaliinirnayaHK-15	natvā śrīgurupādapadmayugalaṃ siddhaiḥ sadā sevitaṃ	natvā śrī guru pāda padma yugalam siddhaiḥ sadā sevitam 
SA_MB_kaulaavaliinirnayaHK-16	śāktānāṃ paribhāvamokṣajanakaṃ kaulāvalīnirṇayam |	śāktānām paribhāva mokṣa janakam kaula āvalī nirṇayam 
SA_MB_kaulaavaliinirnayaHK-17	vakṣye'haṃ kulavardhanaṃ sukṛtibhiḥ sevyaṃ sadā kaulikai-	vakṣye iham kula vardhanam su kṛtibhiḥ sevyam sadā kaulikaiḥ 
SA_MB_kaulaavaliinirnayaHK-18	rbhāvaireva manoharaiśca caraṇābjaikaprasādālayam || 1 ||	rbhāvaiḥ eva manoharaiḥ ca caraṇa abja eka prasāda ālayam 
SA_MB_kaulaavaliinirnayaHK-19	vāñchākalpataruṃ tanoti śivayorvākyānusārārthato |	vāñchā kalpatarum tanoti śivayoḥ vākya anusāra arthataḥ 
