segmentnr	original	analyzed
SA_GK19_ghatgu_u-0	1 oṃ svasti // // śrīgaṇeśāya nama// // //	om svasti śrī gaṇeśāya nama 
SA_GK19_ghatgu_u-1	oṃ iṣṭadevaṃ nama[=]	om iṣṭadevam nama 
SA_GK19_ghatgu_u-2	2 skṛtya praṇavaṃ ca vināyakam //	skṛtya praṇavam ca vināyakam 
SA_GK19_ghatgu_u-3	Kṣemaṅkaraṃ tathaivādyaṃ kurve	kṣemaṅkaram tathā eva ādyam kurve 
SA_GK19_ghatgu_u-4	3 [']haṃ Ghaṭakharparī[[m]] // 1 //	haṃ ghaṭakharparīm 
SA_GK19_ghatgu_u-5	Kṣemaṅkaraprapautreṇa Bālakṛṣṇa[=]	kṣemaṅkara prapautreṇa bālakṛṣṇa 
SA_GK19_ghatgu_u-6	4 sutena ca // Kuśalākhyena ṭīkeyaṃ tanyate Gūḍhadīpikā // 2 //	sutena ca kuśala ākhyena ṭīkā iyam tanyate gūḍha dīpikā 
SA_GK19_ghatgu_u-7	5 ekadā Śrībhojarājasūnur deśāntaraṃ gata//	ekadā śrī bhojarāja sūnuḥ deśa antaram gata 
SA_GK19_ghatgu_u-8	kutaścid dhe[=]	kutaścid he 
SA_GK19_ghatgu_u-9	6 tave (?). tato [']nantaraṃ Śrīkālidāsas tatpatnīm avalokitavān //	tave tatas nantaram śrī kālidāsaḥ tad patnīm avalokitavān 
SA_GK19_ghatgu_u-10	7 etadantare varṣartur apy āgata// //	etad antare varṣa ṛtuḥ api āgata 
SA_GK19_ghatgu_u-11	tadā sā ca proṣitapreya[=]	tadā sā ca proṣita preya 
SA_GK19_ghatgu_u-12	8 sī meghān vīkṣya vākyāni sakhīṃ prati nijagāda //	sī meghān vīkṣya vākyāni sakhīm prati nijagāda 
SA_GK19_ghatgu_u-13	9 mahākavi// Śrīkālidāsas tam eva prastāvaṃ nirūpya	             
SA_GK19_ghatgu_u-14	10 varṣartuṃ varṇ<ī>[i]tukāma//	varṣa ṛtum varṇīitu kāma 
SA_GK19_ghatgu_u-15	yamakair mahākāvyaṃ Ghaṭakha[=]	yamakaiḥ mahākāvyam ghaṭakha 
