segmentnr	original	analyzed
MBtripuraarahasyaHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBtripuraarahasyaHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00344	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBtripuraarahasyaHK-2	Uniform title: tripurārahasya jñānakhaṇḍa	uniform title tripurārahasya jñānakhaṇḍa 
MBtripuraarahasyaHK-3	Author : hāritāyana	authoḥ hāritāyana 
MBtripuraarahasyaHK-4	Commentator : śrīnivāsa son of vaidyanātha dīkṣita	commentator śrīnivāsa son of vaidyanātha dīkṣita 
MBtripuraarahasyaHK-5	Notes: Data entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.	notes data entered by the staff muktabodha under the direction of mark s g dyczkowski 
MBtripuraarahasyaHK-6	Revision 0: February 21, 2016.	revision february 
MBtripuraarahasyaHK-7	Publication year : Pre-1900	publication year 
MBtripuraarahasyaHK-8	Publication country : India	publication country india 
MBtripuraarahasyaHK-9	tripurārahasyam	     
MBtripuraarahasyaHK-10	(jñānakhaṇḍam)	      
MBtripuraarahasyaHK-11	śrīnivāsabhaṭṭaviracitatātparyadīpikāvyākhyāsaṃvalitam	śrī nivāsa bhaṭṭa viracita tātparyadīpikā vyākhyā saṃvalitam 
MBtripuraarahasyaHK-12	oṃ namaḥ kāraṇānandarūpiṇī paracinmayī |	om namaḥ kāraṇa ānanda rūpiṇī para cit mayī 
MBtripuraarahasyaHK-13	virājate jagaccitracitradarpaṇarūpiṇī || 1 ||	virājate jagat citra citra darpaṇa rūpiṇī 
MBtripuraarahasyaHK-14	jayatyeṣā parā śrīmattripurā sarvasākṣiṇī |	jayati eṣā parā śrīmat tripurā sarvasākṣiṇī 
MBtripuraarahasyaHK-15	yā sevakānuddharati saṃsṛtergururūpiṇī ||	yā sevakān uddharati saṃsṛteḥ guru rūpiṇī 
MBtripuraarahasyaHK-16	natvā vighneśvaraṃ devaṃ tripurāyā rahasyake |	natvā vighneśvaram devam tripurāyāḥ rahasyake 
MBtripuraarahasyaHK-17	jñānakhaṇḍasya tātparyadīpikeyaṃ pratanyate ||	jñāna khaṇḍasya tātparya dīpikā iyam pratanyate 
MBtripuraarahasyaHK-18	jñānakhaṇḍamahāmbhodhiṃ guruvākplavamāśritaḥ |	jñāna khaṇḍa mahā ambhodhim guru vāc plavam āśritaḥ 
MBtripuraarahasyaHK-19	titīrṣurasmi śrīdevīpadanāvikasaṅgateḥ ||	titīrṣuḥ asmi śrī devī pada nāvika saṅgateḥ 
MBtripuraarahasyaHK-20	iha khalu hāritāyano bhagavān duḥkhapaṅkanimagnajanoddidhīrṣayā	iha khalu hāritāyanaḥ bhagavān duḥkha paṅka nimagna jana uddidhīrṣayā 
MBtripuraarahasyaHK-21	tripurārahasyamitihāsottamaṃ padyarūpaṃ saṃdṛbdhavān | tatra ca mukhyaṃ	tripurā rahasyam itihāsa uttamam padya rūpam saṃdṛbdhavān tatra ca mukhyam 
MBtripuraarahasyaHK-22	vivakṣitaṃ paramapuruṣārthasādhanameva [k, kh: para-]	vivakṣitam parama puruṣa artha sādhanam eva 
MBtripuraarahasyaHK-23	vijñānam | tadādau ca tatsādhanāgryabhaktinidānaṃ māhātmyakhaṇḍamāracayya	                                                                                  
MBtripuraarahasyaHK-24	samprati māhātmyaśrutyādipariṇatādhikārāṇāṃ [kh: kāriṇāṃ]	samprati māhātmya śruti ādi pariṇata adhikārāṇām kāriṇām 
MBtripuraarahasyaHK-25	jijñāsūnāṃ svātmatattvāvagamāya prāripsitaṃ jñānakhaṇḍaṃ nirvighnena	jijñāsūnām sva ātma tattva avagamāya prāripsitam jñāna khaṇḍam nirvighnena 
MBtripuraarahasyaHK-26	samāpayituṃ prakaraṇapratipādyasvātmadevatānamanarūpaṃ maṅgalaṃ	samāpayitum prakaraṇa pratipādya sva ātma devatā namana rūpam maṅgalam 
MBtripuraarahasyaHK-27	sampradāyapravartanāya granthato racayati - oṃ nama iti | kāraṇātmako ya	sampradāya pravartanāya granthataḥ racayati om namaḥ iti kāraṇa ātmakaḥ yaḥ 
MBtripuraarahasyaHK-28	ānandaḥ aviśeṣāt sarvakāraṇabrahmānandaḥ | sa eva rūpamasyāḥ | evaṃvidhā	ānandaḥ aviśeṣāt sarva kāraṇa brahma ānandaḥ saḥ eva rūpam asyāḥ evaṃvidhā 
MBtripuraarahasyaHK-29	parā anavacchinna yā cit tanmayī tadekarūpā | tathā [g: tathā ca]	parā yā cit tanmayī tad eka rūpā tathā tathā ca 
MBtripuraarahasyaHK-30	jagadevādabhutacitraṃ tasya darpaṇavat pratibimbāśrayaṃ rūpamasyāḥ |	jagat evā adabhuta citram tasya darpaṇa vat pratibimba āśrayam rūpam asyāḥ 
MBtripuraarahasyaHK-31	evaṃrūpā oṃkāranirdeśyā yā virājate viśeṣatastattadrūpeṇa sāmānyarūpeṇa ca	evaṃrūpā oṃkāra nirdeśyā yā virājate viśeṣataḥ tad tad rūpeṇa sāmānya rūpeṇa ca 
MBtripuraarahasyaHK-32	prakāśate | tasyai namaḥ | anavacchinnacittattvaṃ śāstraprameyaṃ	prakāśate tasyai namaḥ anavacchinna cit tattvam śāstra prameyam 
MBtripuraarahasyaHK-33	tadevānandamayaṃ jagatkāraṇaṃ na prakṛtyādidarpaṇe pratibimbavattasyāmeva	tat eva ānanda mayam jagat kāraṇam na prakṛti ādi darpaṇe pratibimba vat tasyām eva 
MBtripuraarahasyaHK-34	jagaccitrabhāsanamiti samastaśāstrārthagarbhitaṃ ślokatātparyam | atra	jagat citra bhāsanam iti samasta śāstra artha garbhitam śloka tātparyam atra 
MBtripuraarahasyaHK-35	khaṇḍatrayamapi [māhātmya-jñāna-caryātmakaṃ	khaṇḍa trayam api māhātmya jñāna caryā ātmakam 
MBtripuraarahasyaHK-36	khaṇḍatrayam] śivaśaktipraṇavasampuṭitam oṃ nama ityārabhya tripuraiva	                                                                      
MBtripuraarahasyaHK-37	hrīmiti samāpanāt | tasyedaṃ tātparyam - śivaśaktirūpamakhilaṃ jagat	hrīm iti samāpanāt tasya idam tātparyam śiva śakti rūpam akhilam jagat 
MBtripuraarahasyaHK-38	svātmacittattvamātramiti bodhanārthamidaṃ prakaraṇamiti || 1 ||	sva ātma cit tattva mātram iti bodhana artham idam prakaraṇam iti 
MBtripuraarahasyaHK-39	p. 2)	p 
MBtripuraarahasyaHK-40	śrutaṃ kaccinnāradaitat sāvadhānena cetasā |	śrutam kaccit nārada etat sa avadhānena cetasā 
MBtripuraarahasyaHK-41	māhātmyaṃ tripurākhyāyā yacchruti parasādhanam || 2 ||	māhātmyam tripura ākhyāyāḥ yat śruti para sādhanam 
MBtripuraarahasyaHK-42	ādye'dhyāye sūtamitapadyaiḥ [ka-ṭa-pa-yavargabhavairiha	ādye dhyāye sūta mita padyaiḥ kaṭa paya varga bhavaiḥ iha 
MBtripuraarahasyaHK-43	piṇḍāntyairakṣarairaṅkāḥ | netre śūnyaṃ jñeyaṃ tathā svare kevale kathite || iti	piṇḍa antyaiḥ akṣaraiḥ aṅkāḥ netre śūnyam jñeyam tathā svare kevale kathite iti 
MBtripuraarahasyaHK-44	bhāskararāyeṇa svakīyanāthanavaratnamālāmañjūṣāyāmuddhṛtaślokasya	bhāskara rāyeṇa svakīya nātha nava ratna mālā mañjūṣāyām uddhṛta ślokasya 
MBtripuraarahasyaHK-45	prāmāṇyena sa ta iti varṇābhyāṃ 7 6 aṅkayorgrahaṇam aṅkānāṃ vāmato gatiḥ	prāmāṇyena sa te iti varṇābhyām aṅkayoḥ grahaṇam aṅkānām vāmatas gatiḥ 
MBtripuraarahasyaHK-46	iti kṛtvā 67 ślokātmaka ādyo'dhyāya iti sūcyate sa ta iti saṃketākṣarābhyā |	iti kṛtvā śloka ātmakaḥ ādyaḥ adhyāyaḥ iti sūcyate sa te iti saṃketa akṣarābhyā 
MBtripuraarahasyaHK-47	evamevānyatrāpyadhyāyaṭīkārambhaślokeṣu jñeyam |] pūjādyupāsanaiḥ |	evam eva anyatra api adhyāya ṭīkā ārambha ślokeṣu jñeyam pūjā ādi upāsanaiḥ 
MBtripuraarahasyaHK-48	śuddhacittasya rāmasya vicārodaya ucyate ||	śuddha cittasya rāmasya vicāra udayaḥ ucyate 
MBtripuraarahasyaHK-49	śrotāramabhimukhayituṃ śrutamityādi || 2 ||	śrotāram abhimukhayitum śrutam ityādi 
