segmentnr	original	analyzed
MBsaubhagyabhaskariHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBsaubhagyabhaskariHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00057	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBsaubhagyabhaskariHK-2	Uniform title: lalitaasahasranaama	uniform title 
MBsaubhagyabhaskariHK-3	Main title: lalitāsahasranāmastotram with the commentary saubhāgyabhāskara	main title lalitā sahasranāma stotram with the commentary saubhāgyabhāskara 
MBsaubhagyabhaskariHK-4	Secondary title: saubhāgyabhāskara	secondara title saubhāgyabhāskara 
MBsaubhagyabhaskariHK-5	Secondary title: lalitāsahasranāma	secondara title lalitāsahasranāma 
MBsaubhagyabhaskariHK-6	Commentator : bhāskararāya	commentatoḥ bhāskararāya 
MBsaubhagyabhaskariHK-7	Editor : vāsudev lakṣmaṇa  śāstrī paṇśīkar	vāsudev lakṣmaṇa śāstrī 
MBsaubhagyabhaskariHK-8	Notes: Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	notes data entered by the staff muktabodha under the supervision of mark s g dyczkowski 
MBsaubhagyabhaskariHK-9	Revision 0 February 13, 2009	revision february 
MBsaubhagyabhaskariHK-10	Publisher : pānduraṅga tāvaji nirṇaya sāgara press	publisher 
MBsaubhagyabhaskariHK-11	Publication year : 1935	publication year 
MBsaubhagyabhaskariHK-12	Publication city : Bombay	publication citi bombay 
MBsaubhagyabhaskariHK-13	Publication country : India	publication country india 
MBsaubhagyabhaskariHK-14	śrīlalitāsahasranāmastotram	śrī lalitā sahasranāma stotram 
MBsaubhagyabhaskariHK-15	bhāskararāyapraṇītayā	bhāskara rāya praṇītayā 
MBsaubhagyabhaskariHK-16	saubhāgyabhāskaravyākhyayā	saubhāgyabhāskara vyākhyayā 
MBsaubhagyabhaskariHK-17	upoddhātākhyā prathamā kalā	upoddhāta ākhyā prathamā kalā 
MBsaubhagyabhaskariHK-18	|| śrīlalitāmbāyai namaḥ ||	śrī lalitā ambāyai namaḥ 
MBsaubhagyabhaskariHK-19	śrīgambhīravipaścitaḥ piturabhūdyaḥ konamāmbodare	śrī gambhīra vipaścitaḥ pituḥ abhūt yaḥ konama ambā udare 
MBsaubhagyabhaskariHK-20	vidyāṣṭādaśakasya marmabhidabhūdyaḥ śrīnṛsiṃhādguroḥ |	vidyā aṣṭādaśakasya marma bhid abhūt yaḥ śrī nṛsiṃhāt guroḥ 
MBsaubhagyabhaskariHK-21	yaśca śrīśivadattaśuklacaraṇaiḥ pūrṇābhiṣikto'bhava-	yaḥ ca śrī śivadatta śukla caraṇaiḥ pūrṇa abhiṣiktaḥ bhava 
MBsaubhagyabhaskariHK-22	tsa tretā tripurā trayīti manute tāmeva nāthatrayīm || 1 ||	tsa tretā tripurā trayī iti manute tām eva nātha trayīm 
MBsaubhagyabhaskariHK-23	gurucaraṇasanātho bhāsurānandanātho vivṛtimatirahasyāṃ	             
MBsaubhagyabhaskariHK-24	vīravṛndairnamasyām |	vīra vṛndaiḥ namasyām 
MBsaubhagyabhaskariHK-25	racayati lalitāyā nāmasāhasrikāyā gurukṛtaparibhāṣāḥ	racayati lalitāyāḥ nāma sāhasrikāyāḥ gurukṛta paribhāṣāḥ 
MBsaubhagyabhaskariHK-26	saṃvivṛṇvannaśeṣāḥ || 2 ||	saṃvivṛṇvan aśeṣāḥ 
MBsaubhagyabhaskariHK-27	aṣṭābhirvāṅmayānāmadhipatibhiramoghoktibhirdevatābhi-	aṣṭābhiḥ vāc mayānām adhipatibhiḥ amogha uktibhiḥ devatābhiḥ 
MBsaubhagyabhaskariHK-28	rmātrājñaptābhiragryaṃ yadaraci lalitādivyanāmnāṃ sahasram |	rmātrā ājñaptābhiḥ agryam yat araci lalitā divya nāmnām sahasram 
MBsaubhagyabhaskariHK-29	yadbrahmāṇīrameśaprabhṛtidiviṣadāṃ vismayādhānadakṣaṃ	yat brahmāṇī rama īśa prabhṛti diviṣadām vismaya ādhāna dakṣam 
MBsaubhagyabhaskariHK-30	tatraikasyāpi nāmnaḥ kathamiva vivṛtiṃ mādṛśaḥ kartumīṣṭe || 3 ||	tatra ekasya api nāmnaḥ katham iva vivṛtim mādṛśaḥ kartum īṣṭe   
MBsaubhagyabhaskariHK-31	tathāpi śrīmātrā daharakuhare sūtradharayā	tathā api śrī mātrā dahara kuhare sūtradharayā 
MBsaubhagyabhaskariHK-32	samādiṣṭā vācāmadhipatiṣu kāpyanyatamikā |	samādiṣṭā vācām adhipatiṣu kā api anyatamikā 
MBsaubhagyabhaskariHK-33	madīḍyaśrīnāthatrayacaraṇanirṇejanajalaiḥ	mad īḍya śrī nātha traya caraṇa nirṇejana jalaiḥ 
MBsaubhagyabhaskariHK-34	pavitre jihvāgre naṭati mamatā sā mama matā || 4 ||	pavitre jihvā agre naṭati mamatā sā mama matā  /
MBsaubhagyabhaskariHK-35	āprācaḥ kāmarūpādruhiṇasutanadaplāvitādāpratīco	ā prācaḥ kāmarūpā druhiṇa suta nada plāvita ādā pratīcaḥ 
