segmentnr	original	analyzed
SA_GV05_brbiuppu-0	oṃ	om 
SA_GV05_brbiuppu-1	mano hi dvividhaṃ proktaṃ śuddhaṃ cāśuddham eva ca /	manaḥ hi dvividham proktam śuddham ca aśuddham eva ca 
SA_GV05_brbiuppu-2	aśuddhaṃ kāmasaṃkalpaṃ śuddhaṃ kāmavivarjitam // BrbUp_1 //	aśuddham kāma saṃkalpam śuddham kāma vivarjitam 
SA_GV05_brbiuppu-3	mana eva manuṣyāṇāṃ kāraṇaṃ bandhamokṣayoḥ /	manaḥ eva manuṣyāṇām kāraṇam bandha mokṣayoḥ 
SA_GV05_brbiuppu-4	bandhāya viṣayāsaktaṃ muktyai nirviṣayaṃ smṛtam // BrbUp_2 //	bandhāya viṣaya āsaktam muktyai nirviṣayam smṛtam 
SA_GV05_brbiuppu-5	yato nirviṣayasyāsya manaso muktir iṣyate /	yatas nirviṣayasya asya manasaḥ muktiḥ iṣyate 
SA_GV05_brbiuppu-6	tasmān nirviṣayaṃ nityaṃ manaḥ kāryaṃ mumukṣuṇā // BrbUp_3 //	tasmāt nirviṣayam nityam manaḥ kāryam mumukṣuṇā 
SA_GV05_brbiuppu-7	nirastaviṣayāsaṅgaṃ saṃniruddhaṃ mano hṛdi /	nirasta viṣaya āsaṅgam saṃniruddham manaḥ hṛdi 
SA_GV05_brbiuppu-8	yadā yāty unmanībhāvaṃ tadā tat paramamadam // BrbUp_4 //	yadā yāti unmanībhāvam tadā tat parama madam 
SA_GV05_brbiuppu-9	tāvad eva niroddhavyaṃ yāvaddhṛdi gataṃ kṣayam /	tāvat eva niroddhavyam yāvat hṛdi gatam kṣayam 
SA_GV05_brbiuppu-10	etaj jñānaṃ ca mokṣaṃ ca ato 'nyo granthavistaraḥ // BrbUp_5 //	etat jñānam ca mokṣam ca atas nyaḥ grantha vistaraḥ 
SA_GV05_brbiuppu-11	naiva cintyaṃ na cācintyam acintyaṃ cintyam eva ca /	na eva cintyam na ca acintyam acintyam cintyam eva ca 
SA_GV05_brbiuppu-12	pakṣapātavinirmuktaṃ brahma sampadyate tadā // BrbUp_6 //	pakṣapāta vinirmuktam brahma sampadyate tadā 
SA_GV05_brbiuppu-13	svareṇa saṃdhayed yogam asvaraṃ bhāvayet param /	svareṇa saṃdhayet yogam asvaram bhāvayet param 
SA_GV05_brbiuppu-14	asvareṇa hi bhāvena bhāvo nābhāva iṣyate // BrbUp_7 //	a svareṇa hi bhāvena bhāvaḥ na abhāvaḥ iṣyate 
SA_GV05_brbiuppu-15	tad eva niṣkalaṃ brahma nirvikalpaṃ nirañjanam /	tat eva niṣkalam brahma nirvikalpam nirañjanam 
SA_GV05_brbiuppu-16	tad brahmāham iti jñātvā brahma sampadyate dhruvam // BrbUp_8 //	tat brahma aham iti jñātvā brahma sampadyate dhruvam 
SA_GV05_brbiuppu-17	nirvikalpam anantaṃ ca hetudṛṣṭāntavarjitam /	nirvikalpam anantam ca hetu dṛṣṭānta varjitam 
SA_GV05_brbiuppu-18	aprameyam anādyaṃ ca jñātvā ca paramaṃ śivam // BrbUp_9 //	aprameyam anādyam ca jñātvā ca paramam śivam 
SA_GV05_brbiuppu-19	na nirodho na cotpattir na vandyo na ca śāsanam /	na nirodhaḥ na ca utpattiḥ na vandyaḥ na ca śāsanam 
SA_GV05_brbiuppu-20	na mumukṣā na muktiś ca ity eṣā paramārthatā // BrbUp_10 //	na mumukṣā na muktiḥ ca iti eṣā parama artha tā 
SA_GV05_brbiuppu-21	eka evātmā mantavyo jāgratsvapnasuṣuptiṣu /	ekaḥ eva ātmā mantavyaḥ jāgrat svapna suṣuptiṣu 
SA_GV05_brbiuppu-22	sthānatrayād vyatītasya punarjanma na vidyate // BrbUp_11 //	sthāna trayāt vyatītasya punarjanma na vidyate 
SA_GV05_brbiuppu-23	eka eva hi bhūtātmā bhūte bhūte vyavasthitaḥ /	ekaḥ eva hi bhūtātmā bhūte bhūte vyavasthitaḥ 
SA_GV05_brbiuppu-24	ekadhā bahudhā caiva dṛśyate jalacandravat // BrbUp_12 //	ekadhā bahudhā ca eva dṛśyate jala candra vat 
SA_GV05_brbiuppu-25	ghaṭasaṃbhṛtam ākāśaṃ līyamāne ghaṭe yathā /	ghaṭa saṃbhṛtam ākāśam līyamāne ghaṭe yathā 
SA_GV05_brbiuppu-26	ghaṭo līyeta nākāśaṃ tadvaj jīvo ghaṭopamaḥ // BrbUp_13 //	ghaṭaḥ līyeta na ākāśam tadvat jīvaḥ ghaṭa upamaḥ 
SA_GV05_brbiuppu-27	ghaṭavad vividhākāraṃ bhidyamānaṃ punaḥ punaḥ /	ghaṭa vat vividha ākāram bhidyamānam punar punar 
SA_GV05_brbiuppu-28	tadbhagnaṃ na ca jānāti sa jānāti ca nityaśaḥ // BrbUp_14 //	tat bhagnam na ca jānāti sa jānāti ca nityaśas 
SA_GV05_brbiuppu-29	śabdamāyāvṛto yāvat tāvat tiṣṭhati puṣkare /	śabda māyā āvṛtaḥ yāvat tāvat tiṣṭhati puṣkare 
SA_GV05_brbiuppu-30	bhinne tamasi caikatvam ekam evānupaśyati // BrbUp_15 //	bhinne tamasi ca eka tvam ekam eva anupaśyati 
SA_GV05_brbiuppu-31	śabdākṣaraṃ paraṃ brahma yasmin kṣīṇe yad akṣaram /	śabda akṣaram param brahma yasmin kṣīṇe yat akṣaram 
SA_GV05_brbiuppu-32	tad vidvān akṣaraṃ dhyāyed yadīcchecchāntim ātmanaḥ // BrbUp_16 //	tat vidvān akṣaram dhyāyet yadi icchet śāntim ātmanaḥ 
SA_GV05_brbiuppu-33	dve vidye veditavye tu śabdabrahma paraṃ ca yat /	dve vidye veditavye tu śabdabrahma param ca yat 
SA_GV05_brbiuppu-34	śabdabrahmaṇi niṣṇātaḥ paraṃ brahmādhigacchati // BrbUp_17 //	śabdabrahmaṇi niṣṇātaḥ param brahma adhigacchati 
SA_GV05_brbiuppu-35	grantham abhyasya medhāvī jñānavijñānatattvataḥ /	grantham abhyasya medhāvī jñāna vijñāna tattvataḥ 
SA_GV05_brbiuppu-36	palālam iva dhānyārthī tyajed grantham aśeṣataḥ // BrbUp_18 //	palālam iva dhānya arthī tyajet grantham aśeṣatas 
SA_GV05_brbiuppu-37	gavām anekavarṇānāṃ kṣīrasyāpy ekavarṇatā /	gavām aneka varṇānām kṣīrasya api eka varṇa tā 
SA_GV05_brbiuppu-38	kṣīravat paśyate jñānaṃ liṅginas tu gavāṃ yathā // BrbUp_19 //	kṣīra vat paśyate jñānam liṅginaḥ tu gavām yathā 
SA_GV05_brbiuppu-39	ghṛtam iva payasi nigūḍhaṃ bhūte bhūte ca vasati vijñānam /	ghṛtam iva payasi nigūḍham bhūte bhūte ca vasati vijñānam 
SA_GV05_brbiuppu-40	satataṃ manthayitavyaṃ manasā manthānabhūtena // BrbUp_20 //	satatam manthayitavyam manasā manthāna bhūtena 
SA_GV05_brbiuppu-41	jñānanetraṃ samādāya cared vahnim ataḥ param /	jñānanetram samādāya caret vahnim atas param 
SA_GV05_brbiuppu-42	niṣkalaṃ nirmalaṃ śāntaṃ tad brahmāham iti smṛtam // BrbUp_21 //	niṣkalam nirmalam śāntam tat brahma aham iti smṛtam 
