segmentnr	original	analyzed
SA_MB_sivaarcanacandrikaaHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_sivaarcanacandrikaaHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00079	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_sivaarcanacandrikaaHK-2	Uniform title: śivārcanacandrikā	uniform title śiva arcanacandrikā 
SA_MB_sivaarcanacandrikaaHK-3	Author : appayadīkṣita	authoḥ appayadīkṣita 
SA_MB_sivaarcanacandrikaaHK-4	Description: E-text transcribed from the Devakottai series.	description etext transcribed from the devakottai series 
SA_MB_sivaarcanacandrikaaHK-5	Notes: E-text transcribed by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.	notes etext transcribed by the staff of muktabodha under the supervision of mark sg dyczkowski 
SA_MB_sivaarcanacandrikaaHK-6	Revision 0:   April 13, 2007	roution   
SA_MB_sivaarcanacandrikaaHK-7	Publisher : śivāgama siddhānta paripalana saṅgham	publisher śiva āgama siddhānta paripalana saṅgham 
SA_MB_sivaarcanacandrikaaHK-8	Publication year : 1922	publication year 
SA_MB_sivaarcanacandrikaaHK-9	Publication city : Devakottai	publication citi 
SA_MB_sivaarcanacandrikaaHK-10	Publication country : India	publication country india 
SA_MB_sivaarcanacandrikaaHK-11	śrīḥ ||	śrīḥ 
SA_MB_sivaarcanacandrikaaHK-12	|| śrīgaṇeśāyanamaḥ ||	śrī gaṇeśāya namaḥ 
SA_MB_sivaarcanacandrikaaHK-13	|| śivārcanacandrikā ||	       
SA_MB_sivaarcanacandrikaaHK-14	yasyāhurāgamavidaḥ paripūrṇaśakte raṃśe kiyatyapi niviṣṭamamuṃ	yasya āhuḥ āgama vidaḥ paripūrṇa śakteḥ raṃśe kiyati api niviṣṭam amum 
SA_MB_sivaarcanacandrikaaHK-15	prapañcam |	prapañcam 
SA_MB_sivaarcanacandrikaaHK-16	tasmai tamālarucibhāsurakandharāya nārāyaṇīsahacarāya namaśśivāya	tasmai tamāla ruci bhāsura kandharāya nārāyaṇī sahacarāya namaḥ śivāya 
SA_MB_sivaarcanacandrikaaHK-17	avaśyakāryaṃ śaivānāmātmārthaśivapūjanam | tacca	avaśya kāryam śaivānām ātma artha śiva pūjanam tat ca 
SA_MB_sivaarcanacandrikaaHK-18	vaidikamiśrābhyāmeteṣāṃ śaivamuttamam || tadapyaśaktikācchuddhāt	vaidika miśrābhyām eteṣām śaivam uttamam tat api aśaktikāt śuddhāt 
SA_MB_sivaarcanacandrikaaHK-19	miśrātsaurādikādapi | saśakti kevalaṃ ślāṣyaṃ saṃkṣiptaṃ	miśrāt saura ādikāt api sa śakti kevalam ślāṣyam saṃkṣiptam 
SA_MB_sivaarcanacandrikaaHK-20	bhuktimuktidam | tasmādātmārthayajanaṃ śambho raṃbikayā saha |	bhukti mukti dam tasmāt ātma artha yajanam śambhoḥ raṃbikayā saha 
SA_MB_sivaarcanacandrikaaHK-21	saṃgṛhya darśayiṣyāmi sarvadivyāgamoddhṛtam |	saṃgṛhya darśayiṣyāmi sarva divya āgama uddhṛtam 
SA_MB_sivaarcanacandrikaaHK-22	divyāgamārthasāṅkaryamaikataṃtryānnadoṣakṛt | kintu pāśupatārthaṃ	divya āgama artha sāṅkaryam aikataṃtrya anna doṣa kṛt kintu pāśupata artham 
SA_MB_sivaarcanacandrikaaHK-23	ca sāṅkaryaṃ teṣu doṣakṛt | teṣvapyekaṃ samāśritya	ca sāṅkaryam teṣu doṣa kṛt teṣu api ekam samāśritya 
SA_MB_sivaarcanacandrikaaHK-24	grāhyamanyadapekṣite | ityetanmānuṣe liṅge natu svāyaṃbhuvādiṣu ||	grāhyam anyat apekṣite iti etat mānuṣe liṅge na tu svāyaṃbhuva ādiṣu 
SA_MB_sivaarcanacandrikaaHK-25	ekāgamāvalaṃbe'pi pravihāya tadīritam |	eka āgama avalaṃbe api pravihāya tat īritam 
SA_MB_sivaarcanacandrikaaHK-26	(praśastamityārabhyārcanāṅgamapekṣitamityantaṃ pustakāṃtare nāsti |)	praśastam iti ārabhya arcana aṅgam apekṣitam iti antam pustaka aṃtare na asti 
SA_MB_sivaarcanacandrikaaHK-27	praśastamanyato grāhyamityupādiśadīśvaraḥ ||	praśastam anyatas grāhyam iti upādiśat īśvaraḥ 
SA_MB_sivaarcanacandrikaaHK-28	prāśastyasyobhayossāmye'pyarcanāṅgamapekṣitam | tatrokta	prāśastyasya ubhayoḥ sāmye pi arcana aṅgam apekṣitam 
SA_MB_sivaarcanacandrikaaHK-29	(anyatroktamiti ) manyatantroktaṃ samamityapyupādiśat ||	anyatra uktam iti manya tantra uktam samam iti api upādiśat 
SA_MB_sivaarcanacandrikaaHK-30	tasmāddivyāgamebhyo'sau akhilebhyassamuddhṛtaiḥ | apekṣitāṃśaiḥ	tasmāt divya āgamebhyaḥ asau akhilebhyaḥ samuddhṛtaiḥ apekṣita aṃśaiḥ 
SA_MB_sivaarcanacandrikaaHK-31	kriyate śrīśivārcanacandrikā ||	kriyate śrī śiva arcanacandrikā 
SA_MB_sivaarcanacandrikaaHK-32	ācamya bhasmarudrākṣavibhūṣitakalevaraḥ | sakalīkṛtya	ācamya bhasma rudrākṣa vibhūṣita kalevaraḥ sakalīkṛtya 
SA_MB_sivaarcanacandrikaaHK-33	saskuryātsāmānyarghyaṃ yathāvidhi | śuddhavidyātmakaṃ dhyātvā	saskuryāt sāmānya arghyam yathāvidhi śuddhavidyā ātmakam dhyātvā 
SA_MB_sivaarcanacandrikaaHK-34	śivapūjāniketanam | tadvāre'nuttare kuryāt dvārapālārcanaṃ kramāt ||	śiva pūjā niketanam kuryāt dvārapāla arcanam kramāt 
SA_MB_sivaarcanacandrikaaHK-35	(p. 2) vighnatrayaṃ samutsārya praviśyāstrādipūjanam | kṛtvā	vighna trayam samutsārya praviśya astra ādi pūjanam kṛtvā 
SA_MB_sivaarcanacandrikaaHK-36	pūjopakaraṇaṃ sakalaṃ sannidhāpayet | devasya dakṣiṇe bhāge	pūjā upakaraṇam sakalam sannidhāpayet devasya dakṣiṇe bhāge 
SA_MB_sivaarcanacandrikaaHK-37	(pāvakecottarāmukhaṃ) pāvakasyottarāmukham | vihitāsanamāsthāya	pāvake ca uttarāmukham pāvakasya uttarāmukham vihita āsanam āsthāya 
SA_MB_sivaarcanacandrikaaHK-38	pañcaśuddhiṃ samācaret | ādityasyodayātpūrvaṃ muhūrtadvitaye sthite |	pañcaśuddhim samācaret ādityasya udayāt pūrvam muhūrta dvitaye sthite 
SA_MB_sivaarcanacandrikaaHK-39	utthāya dhautāṃghrikaraḥ kṛtabhasmāvakuṇṭhanaḥ || hṛdi	utthāya dhauta aṃghri karaḥ kṛta bhasma avakuṇṭhanaḥ hṛdi 
SA_MB_sivaarcanacandrikaaHK-40	sāmānyasamayī cintayetparameśvaram | viśiṣṭasamayī bindau mūrdhni	sāmānya samayī cintayet parameśvaram viśiṣṭa samayī bindau mūrdhni 
SA_MB_sivaarcanacandrikaaHK-41	nirvāṇadīkṣitaḥ || ācāryabodhakaścainaṃ (sādhakaścaitamiti)	nirvāṇa dīkṣitaḥ ācārya bodhakaḥ ca enam sādhakaḥ ca etam iti 
SA_MB_sivaarcanacandrikaaHK-42	dvādaśānte vicintayet | nāmāni cāsya hṛdyāni caritrāṇi ca kīrtayet ||	dvādaśānte vicintayet nāmāni ca asya hṛdyāni caritrāṇi ca kīrtayet 
SA_MB_sivaarcanacandrikaaHK-43	viṇmūtrotsarjanaṃ kuryāt gatvā deśaṃ yathocitam ||	viṣ mūtra utsarjanam kuryāt gatvā deśam yathocitam 
SA_MB_sivaarcanacandrikaaHK-44	udaṅmukho'hassandhyāsu rajanyāṃ dakṣiṇāmukhaḥ | prākpratyagvadano	udak mukha uhar sandhyāsu rajanyām dakṣiṇā mukhaḥ prāc pratyak vadanaḥ 
SA_MB_sivaarcanacandrikaaHK-45	yadvā dinapūrvāparārdhayoḥ | udaṅmukhastu madhyāhne rajanyāṃ	yat vā dina pūrva apara ardhayoḥ udak mukhaḥ tu madhyāhne rajanyām 
SA_MB_sivaarcanacandrikaaHK-46	dakṣiṇāmukhaḥ | nabhoviṇmūtradikcandra	              
SA_MB_sivaarcanacandrikaaHK-47	(sūryeṃdradhanustārābhidarśanamiti) sūryatārāgnidarśanam ||	sūrya iṃdradhanuḥ tārā abhidarśanam iti sūrya tārā agni darśanam 
SA_MB_sivaarcanacandrikaaHK-48	(devālayadvijāśvattha) devagomuniviprastrīsammukhaṃ ca vivarjayet |	devālaya dvija aśvattha deva go muni vipra strī sammukham ca vivarjayet 
SA_MB_sivaarcanacandrikaaHK-49	tṛṇaiḥpāyu mayajñārhai rijyādyanupayogibhiḥ || loṣṭādyairvā na	loṣṭa ādyaiḥ vā na 
SA_MB_sivaarcanacandrikaaHK-50	satpuṣpaparṇakāṣṭhaphalādibhiḥ | adhodṛṣṭiḥ prajananaṃ	sat puṣpa parṇa kāṣṭha phala ādibhiḥ adhas dṛṣṭiḥ prajananam 
