segmentnr	original	analyzed
SA_GE07_mbh_14_u-0	14,000.000*0001_01 nārāyaṇaṃ namaskṛtya naraṃ caiva narottamam	nārāyaṇam namaskṛtya naram ca eva narottamam 
SA_GE07_mbh_14_u-1	14,000.000*0001_02 devīṃ sarasvatīṃ caiva tato jayam udīrayet	devīm sarasvatīm ca eva tatas jayam udīrayet 
SA_GE07_mbh_14_u-2	14,000.000*0002_01 dvaipāyanoṣṭhapuṭaniḥsṛtam aprameyaṃ	dvaipāyana uṣṭha puṭa niḥsṛtam aprameyam 
SA_GE07_mbh_14_u-3	14,000.000*0002_02 puṇyaṃ pavitram atha pāpaharaṃ śivaṃ ca	puṇyam pavitram atha pāpa haram śivam ca 
SA_GE07_mbh_14_u-4	14,000.000*0002_03 yo bhārataṃ samadhigacchati vācyamānaṃ	yaḥ bhāratam samadhigacchati vācyamānam 
SA_GE07_mbh_14_u-5	14,000.000*0002_04 kiṃ tasya puṣkarajalair abhiṣecanena	kim tasya puṣkara jalaiḥ abhiṣecanena 
SA_GE07_mbh_14_u-6	14,001.000*0003_01 śuklāmbaradharaṃ viṣṇuṃ śaśivarṇaṃ caturbhujam	śukla ambara dharam viṣṇum śaśi varṇam catur bhujam 
SA_GE07_mbh_14_u-7	14,001.000*0003_02 prasannavadanaṃ dhyāyet sarvavighnopaśāntaye	prasanna vadanam dhyāyet sarva vighna upaśāntaye 
SA_GE07_mbh_14_u-8	14,001.001 vaiśaṃpāyana uvāca	vaiśaṃpāyanaḥ uvāca 
SA_GE07_mbh_14_u-9	14,001.001a kṛtodakaṃ tu rājānaṃ dhṛtarāṣṭraṃ yudhiṣṭhiraḥ	kṛta udakam tu rājānam dhṛtarāṣṭram yudhiṣṭhiraḥ 
SA_GE07_mbh_14_u-10	14,001.001c puraskṛtya mahābāhur uttatārākulendriyaḥ	puraskṛtya mahā bāhuḥ uttatāra ākula indriyaḥ 
SA_GE07_mbh_14_u-11	14,001.002a uttīrya ca mahīpālo bāṣpavyākulalocanaḥ	uttīrya ca mahīpālaḥ bāṣpa vyākula locanaḥ 
